RegionID	chr	start	end	Entropy	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value	
QDMR_20645	chr16	48810640	48811353	0.772	0.0	0.329400564	0.718274706	0.751134246	
QDMR_20840	chr16	68642547	68642940	0.772	0.896307646	0.913178389	0.536036885	0.921792978	
QDMR_24522	chr19	15469571	15470052	0.772	0.868864282	0.377657564	0.814708734	0.866390585	
QDMR_12869	chrX	9464790	9466480	0.773	0.013646562	0.068420343	0.364896553	0.751966915	
QDMR_1600	chr1	145459786	145460059	0.774	0.916039999	0.347744295	0.824407264	0.827085354	
QDMR_7654	chr6	1392814	1393935	0.774	0.550328753	0.960647776	0.930670634	0.963934481	
QDMR_21448	chr17	5078062	5078684	0.774	0.61252582	0.182946792	0.879934208	0.901073647	
QDMR_26355	chr20	43914457	43916497	0.774	0.521711079	0.64252179	0.045434102	0.676427874	
QDMR_19527	chr15	77634699	77635020	0.775	0.557142857	0.75	0.25	0.0	
QDMR_1355	chr1	94820046	94820763	0.776	0.025634808	0.010261186	0.065853941	0.488870112	
QDMR_11521	chr9	826582	826800	0.776	0.0	0.76	0.0	0.55	
QDMR_19714	chr15	96360082	96360482	0.776	0.267840725	0.940734293	0.72699249	0.911832412	
QDMR_29345	chr8_KI270901v1_alt	14168	14620	0.776	0.0	0.763888889	0.0	0.7	
QDMR_930	chr1	38578493	38578861	0.777	0.479011345	0.133142286	0.770081538	0.466866839	
QDMR_1273	chr1	83860584	83861155	0.777	0.055425481	0.019222524	0.782899725	0.745561838	
QDMR_8275	chr6	55174372	55174594	0.777	0.45355477	0.035933377	0.771520532	0.242886565	
QDMR_10045	chr7	120272786	120273829	0.777	0.016969937	0.035399522	0.023111838	0.374928919	
QDMR_10405	chr7	157784993	157785250	0.777	0.0	0.508095238	0.466666667	0.626495726	
QDMR_21516	chr17	7650821	7652020	0.777	0.503548466	0.022259225	0.677318734	0.508897464	
QDMR_23098	chr18	34224516	34224911	0.777	0.127928168	0.072181034	0.672247589	0.211271715	
QDMR_27368	chr22	21013908	21014482	0.777	0.757769388	0.081389695	0.333629623	0.235663098	
QDMR_1479	chr1	115976525	115976916	0.778	0.0	0.033730159	0.009259259	0.415774503	
QDMR_14032	chr10	23173295	23174960	0.778	0.783076253	0.182372736	0.84330561	0.63452176	
QDMR_17396	chr12	127455396	127456362	0.778	0.470061792	0.074629339	0.809319106	0.765931794	
QDMR_29334	chr8_KI270900v1_alt	157881	158109	0.778	0.035714286	0.361111111	0.160714286	0.76	
QDMR_4354	chr3	24494353	24495945	0.779	0.03009836	0.014951881	0.029717834	0.378440089	
QDMR_8487	chr6	110357651	110358630	0.779	0.738676634	0.277840772	0.86535282	0.778418335	
QDMR_13012	chrX	40646924	40647730	0.779	0.007796181	0.014998196	0.359368157	0.003401361	
QDMR_14889	chr10	132783853	132789145	0.779	0.88887099	0.381328091	0.841379148	0.963896677	
QDMR_25701	chr19	53909456	53909833	0.779	1.0	0.279012867	0.237142857	0.938321995	
QDMR_93	chr1	1331705	1331906	0.780	0.412420829	0.978174802	0.869201538	0.932978128	
QDMR_1163	chr1	54405180	54407327	0.780	0.031975966	0.129798708	0.189274729	0.644417587	
QDMR_1222	chr1	65309333	65310063	0.780	0.118177077	0.016566767	0.024549145	0.598003201	
QDMR_17501	chr12	132319713	132319983	0.780	0.18902509	0.613355242	0.527864885	0.88514796	
QDMR_27852	chr22	49489419	49489736	0.780	0.924814336	0.908569696	0.567933516	0.923034549	
QDMR_10397	chr7	157684194	157686254	0.781	0.880981961	0.36129499	0.819889499	0.949673138	
QDMR_13254	chrX	80573271	80573560	0.781	0.169355765	0.665646198	0.65076157	0.794492761	
QDMR_15851	chr11	67504188	67505471	0.781	0.015842553	0.031889104	0.051980802	0.440390277	
QDMR_18523	chr14	67532851	67533723	0.781	0.106419685	0.056635697	0.016511305	0.557818865	
QDMR_1089	chr1	47230832	47232525	0.782	0.61474692	0.175702965	0.813095945	0.87262362	
QDMR_1488	chr1	116909581	116910830	0.782	0.037166976	0.041388681	0.038286203	0.390909676	
QDMR_17070	chr12	102956311	102956644	0.782	0.44897343	0.109231031	0.770694078	0.853674434	
QDMR_19129	chr15	34582660	34584224	0.782	0.029878281	0.042424242	0.015903541	0.403943657	
QDMR_22079	chr17	43290482	43291011	0.782	0.64385457	0.012488233	0.016875266	0.158019651	
QDMR_29435	chr11_KI270830v1_alt	53505	55385	0.782	0.164285714	0.312359944	0.648484848	0.914285714	
QDMR_6725	chr5	51399150	51399518	0.783	0.977794534	0.489635696	0.933333985	0.918014409	
QDMR_8156	chr6	41427491	41428546	0.783	0.180612429	0.0	0.500529101	0.748913043	
QDMR_18295	chr14	24334600	24335147	0.783	0.305616606	0.776749084	0.864249639	0.89537037	
QDMR_22315	chr17	52157815	52158874	0.783	0.518963437	0.065104508	0.56892555	0.501562988	
QDMR_25653	chr19	52570055	52570786	0.783	0.058303284	0.019233995	0.008834314	0.469718178	
QDMR_2996	chr2	68643219	68643923	0.784	0.0	0.0	0.033369408	0.413968254	
QDMR_3868	chr2	216633050	216634124	0.784	0.291350277	0.155825255	0.787664684	0.30926703	
QDMR_7093	chr5	135488813	135489089	0.785	0.033333333	0.138063029	0.007142857	0.614289908	
QDMR_7551	chr5	179023629	179024215	0.785	0.516364288	0.013705615	0.688669052	0.429151683	
QDMR_13343	chrX	112081854	112082074	0.785	0.380092945	0.120579462	0.859375441	0.615988104	
QDMR_4866	chr3	122230261	122230478	0.786	0.684608724	0.779726778	0.680272017	0.203720995	
QDMR_22952	chr18	4453969	4455647	0.786	0.669147858	0.161582215	0.775619857	0.618337335	
QDMR_27306	chr22	19177548	19179303	0.786	0.032391972	0.09182444	0.027970275	0.539153644	
QDMR_8429	chr6	101393549	101394029	0.787	0.001984127	0.008774631	0.01	0.355718127	
QDMR_17443	chr12	131661159	131662265	0.788	0.789627731	0.333495733	0.841905031	0.902905597	
QDMR_20370	chr16	22813295	22815138	0.788	0.744789307	0.057131356	0.790963993	0.444015367	
QDMR_25450	chr19	48696707	48696927	0.788	0.164194139	0.672108844	0.27244898	0.916666667	
QDMR_25871	chr19	57947318	57947851	0.788	0.045114366	0.015031171	0.413331265	0.019644605	
QDMR_28412	chr6_GL000251v2_alt	2393502	2394265	0.788	0.0	0.533333333	0.018518519	0.756060606	
QDMR_10795	chr8	29352966	29353284	0.789	0.450877141	0.904983715	0.981889223	0.96830795	
QDMR_17753	chr13	36130903	36131570	0.789	0.016975309	0.0125	0.158080386	0.641726562	
QDMR_4217	chr2	242088149	242089411	0.790	0.0	0.014823718	0.022502334	0.37172619	
QDMR_7952	chr6	30127396	30127833	0.790	0.921333333	0.890008418	0.5	0.928947368	
QDMR_9430	chr7	31336231	31336928	0.790	0.710441016	0.213882079	0.763060682	0.665960857	
QDMR_12257	chr9	126514292	126514679	0.790	0.414646465	0.179240196	0.735555556	0.0	
QDMR_12621	chr9	136711848	136712981	0.790	0.802693148	0.34306083	0.84656492	0.948034895	
QDMR_23311	chr18	78637483	78638378	0.790	0.155555556	0.783637223	0.529715662	0.887933635	
QDMR_26919	chr21	33069900	33072237	0.790	0.349915179	0.127293494	0.865106083	0.590528819	
QDMR_2936	chr2	58428308	58428977	0.791	0.549204307	0.216500242	0.939457071	0.343543417	
QDMR_12828	chrX	1465541	1466680	0.791	0.666564553	0.225529591	0.870198884	0.914972928	
QDMR_1183	chr1	58249600	58250423	0.792	0.637544914	0.018577255	0.763748308	0.312100741	
QDMR_13156	chrX	55160888	55161574	0.792	0.008961658	0.018337226	0.364521463	0.028731499	
QDMR_13385	chrX	119990533	119991708	0.793	0.40072084	0.109132262	0.751394543	0.372047672	
QDMR_25308	chr19	45677962	45678197	0.793	0.448994026	0.555581699	0.227067669	0.926343128	
QDMR_30409	chr14_GL000225v1_random	72266	72796	0.793	0.0	0.0	0.35	0.0	
QDMR_22281	chr17	49993334	49995290	0.794	0.393830122	0.452232794	0.443272678	0.875785838	
QDMR_29062	chr6_GL000256v2_alt	3029048	3029764	0.794	0.768308081	0.145833333	0.010416667	0.755396825	
QDMR_7912	chr6	28383345	28383664	0.795	0.014387648	0.229790402	0.007410096	0.682753572	
QDMR_19675	chr15	90930084	90930362	0.795	0.601538397	0.013674721	0.018520139	0.121949815	
QDMR_23950	chr19	3982826	3983192	0.795	0.939735189	0.985289658	0.535590981	0.955568886	
QDMR_30374	chr1_KI270714v1_random	22317	22615	0.795	0.890370702	0.820006773	0.256993007	0.705833518	
QDMR_3542	chr2	138780122	138781080	0.796	0.30914726	0.285340228	0.920561424	0.447840594	
QDMR_13418	chrX	125203416	125204355	0.796	0.520870126	0.033304862	0.772826972	0.257988643	
QDMR_16356	chr11	134331890	134332513	0.796	0.804426165	0.054408051	0.760333768	0.328526335	
QDMR_18310	chr14	30874149	30875268	0.796	0.527251112	0.167599418	0.314604174	0.894086423	
QDMR_19871	chr16	787376	789341	0.796	0.198170841	0.160951475	0.160989964	0.588795409	
QDMR_2310	chr1	227541814	227542791	0.797	0.89532708	0.471429632	0.948700556	0.943174603	
QDMR_14422	chr10	89837217	89838035	0.797	0.202328089	0.654936412	0.710951786	0.799580101	
QDMR_14961	chr10	133276465	133276987	0.797	0.220893119	0.719117289	0.237478297	0.972666845	
QDMR_6899	chr5	84382319	84382576	0.798	0.010010823	0.014481784	0.014814346	0.360223349	
QDMR_20917	chr16	75494726	75495539	0.798	0.08160598	0.482756095	0.590361381	0.772681923	
QDMR_3712	chr2	176188229	176189622	0.799	0.304672533	0.244831795	0.059463848	0.709004476	
QDMR_4728	chr3	71065183	71065670	0.799	0.024529837	0.013041595	0.013997096	0.363285216	
QDMR_13197	chrX	70444906	70445505	0.799	0.1625	0.073863636	0.185160428	0.649179097	
QDMR_26959	chr21	37220686	37221373	0.799	0.143318702	0.034221052	0.02803271	0.622801774	
QDMR_6981	chr5	114361143	114363498	0.800	0.256474073	0.154232363	0.901255328	0.631084859	
QDMR_19813	chr16	381189	382810	0.800	0.011585783	0.047875827	0.02567603	0.430960916	
QDMR_25700	chr19	53908122	53908714	0.800	0.568369076	0.129688257	0.391691807	0.853302922	
QDMR_26199	chr20	31587654	31588255	0.801	0.256389991	0.509170204	0.283076344	0.947337451	
QDMR_27226	chr22	11598866	11599125	0.801	0.052521008	0.522366522	0.60861678	0.617424242	
QDMR_8463	chr6	108133856	108134069	0.802	0.006944444	0.0	0.021978022	0.361225895	
QDMR_16355	chr11	134275665	134277286	0.802	0.624857689	0.118848719	0.71887899	0.569196246	
QDMR_8	chr1	228457406	228458733	0.803	0.737240552	0.023294249	0.352260218	0.006487373	
QDMR_6462	chr5	690965	691261	0.803	0.17140141	0.86709282	0.417534722	0.921411752	
QDMR_9241	chr7	5847361	5847852	0.803	0.932920683	0.89804336	0.519585297	0.921145654	
QDMR_16374	chr12	66694	67234	0.803	0.0	0.0	0.755442177	0.623174603	
QDMR_17710	chr13	28100090	28101033	0.803	0.157039621	0.046829292	0.799900486	0.637609699	
QDMR_18642	chr14	77980996	77981381	0.803	0.108333333	0.106499691	0.569077014	0.854151404	
QDMR_25475	chr19	49057837	49058363	0.803	0.373191675	0.457313714	0.511861485	0.963611982	
QDMR_2065	chr1	200039264	200039919	0.804	0.025060024	0.008085664	0.007048215	0.364478764	
QDMR_2868	chr2	44928056	44928272	0.804	0.965178459	0.501209543	0.914653382	0.958197375	
QDMR_23925	chr19	3785513	3786655	0.804	0.855892354	0.108744724	0.715612406	0.100898969	
QDMR_20035	chr16	2019717	2020864	0.805	0.183032022	0.789613457	0.310313895	0.93563399	
QDMR_21183	chr16	89052393	89052744	0.805	0.2	0.749426314	0.607551145	0.0	
QDMR_25270	chr19	45217510	45217819	0.805	0.699607488	0.63605896	0.191281763	0.803872384	
QDMR_2245	chr1	220690165	220690907	0.806	0.072907036	0.025245918	0.196604863	0.655513913	
QDMR_5759	chr4	25655497	25655925	0.806	0.190019913	0.142308525	0.835152102	0.897987997	
QDMR_6107	chr4	121070848	121072971	0.806	0.352973505	0.089096673	0.827679645	0.633165926	
QDMR_14699	chr10	117134016	117134921	0.806	0.940078781	0.371973226	0.837178073	0.977421142	
QDMR_20691	chr16	55323609	55325128	0.806	0.588555712	0.059543268	0.641506691	0.510850601	
QDMR_28626	chr6_GL000253v2_alt	818491	819214	0.806	1.0	0.348825841	0.819444444	0.825250627	
QDMR_1614	chr1	145960385	145962107	0.807	0.139900815	0.632002084	0.2653506	0.885418	
QDMR_18068	chr13	112886036	112886244	0.807	0.335700362	0.938383838	0.19223379	0.94637552	
QDMR_12960	chrX	30888784	30889611	0.808	0.007963487	0.015909091	0.357484616	0.023569024	
QDMR_13199	chrX	70930825	70931152	0.808	0.518375268	0.096252231	0.573398566	0.56638588	
QDMR_3265	chr2	104862142	104862730	0.809	0.638592498	0.185288507	0.707933881	0.713015429	
QDMR_6056	chr4	108171422	108171683	0.809	0.174721682	0.421701949	0.634329258	0.903021161	
QDMR_13650	chrY	261226	261433	0.809	0.400986791	0.482023532	0.671096465	0.0	
QDMR_17928	chr13	95643889	95644805	0.809	0.006778646	0.020630387	0.356218452	0.016811556	
QDMR_24758	chr19	22807207	22807849	0.809	0.369311254	0.134497206	0.884358466	0.871006882	
QDMR_844	chr1	32892868	32893848	0.810	0.211892292	0.780466025	0.437343882	0.955673749	
QDMR_2970	chr2	64609072	64609631	0.810	0.892307692	0.5	0.925330688	0.935064935	
QDMR_3564	chr2	152098119	152099270	0.810	0.047004896	0.034287196	0.045760402	0.38366859	
QDMR_14383	chr10	81874293	81875973	0.810	0.43328022	0.100641237	0.840401619	0.813222518	
QDMR_15403	chr11	31815870	31818265	0.810	0.462332825	0.19048896	0.928950983	0.93737086	
QDMR_15698	chr11	64642405	64643512	0.810	0.69154508	0.049184486	0.451041667	0.502508503	
QDMR_23126	chr18	37524570	37524979	0.810	0.460335498	0.093221139	0.798101795	0.595021645	
QDMR_1424	chr1	110083906	110084862	0.811	0.236373808	0.52146603	0.518886159	0.860932271	
QDMR_4126	chr2	240041984	240042448	0.811	0.019387755	0.759148756	0.162130692	0.47707231	
QDMR_24243	chr19	9966355	9966768	0.811	0.0	0.413076579	0.740740741	0.0	
QDMR_6242	chr4	154489471	154491340	0.812	0.902006491	0.483691549	0.943407678	0.892040984	
QDMR_6773	chr5	63960721	63962059	0.812	0.568156582	0.146576682	0.819694387	0.853587997	
QDMR_8302	chr6	70955657	70957429	0.812	0.539118321	0.117780338	0.755672522	0.595699889	
QDMR_11518	chr9	470108	470324	0.812	8.21018E-4	0.006592422	0.012566138	0.348522126	
QDMR_14088	chr10	33334192	33337269	0.812	0.00356211	0.031631381	0.011123951	0.388630598	
QDMR_15067	chr11	789871	790208	0.812	0.063572702	0.774784297	0.489952153	0.346577232	
QDMR_16028	chr11	78022953	78023177	0.812	0.0	0.152777778	0.015873016	0.625	
QDMR_21747	chr17	22692474	22692682	0.812	0.248925294	0.780078527	0.682261816	0.872432609	
QDMR_8319	chr6	73451363	73452367	0.813	0.004658441	0.350085649	0.004891893	0.009226391	
QDMR_23290	chr18	77131404	77133470	0.813	0.048444048	0.127387319	0.113083673	0.569781057	
QDMR_25586	chr19	50548525	50548865	0.813	0.161742424	0.827591422	0.567901235	0.878083748	
QDMR_27342	chr22	20155284	20155519	0.813	0.1	0.613061219	0.0	0.75140056	
QDMR_11159	chr8	104367338	104367758	0.814	0.824862331	0.401087018	0.888560546	0.846026616	
QDMR_12871	chrX	9785526	9787061	0.814	0.054907801	0.103583957	0.312466118	0.744803986	
QDMR_13315	chrX	105822341	105823117	0.814	0.519928169	0.057376905	0.706840227	0.691406184	
QDMR_17739	chr13	32031183	32031766	0.814	0.013574661	0.017011389	0.027849095	0.360680816	
QDMR_22021	chr17	42098254	42098470	0.814	0.20584174	0.363609956	0.692066079	0.946847952	
QDMR_3245	chr2	100321317	100322597	0.815	0.313360324	0.044599601	0.76264592	0.790082306	
QDMR_10966	chr8	64377551	64378389	0.815	0.502590642	0.074854246	0.613002322	0.71324107	
QDMR_11322	chr8	142700163	142700806	0.815	0.220656853	0.26377741	0.014758756	0.652999629	
QDMR_19160	chr15	40281427	40283917	0.815	0.317006776	0.428466883	0.528148264	0.952197057	
QDMR_467	chr1	12166819	12167655	0.816	0.1962563	0.643666001	0.689904547	0.837450058	
QDMR_1143	chr1	52927208	52927973	0.816	0.023942148	0.023268359	0.023828496	0.367478676	
QDMR_1246	chr1	71046541	71048121	0.816	0.617041481	0.173973528	0.818872866	0.660909555	
QDMR_2160	chr1	206909348	206909857	0.816	0.018095238	0.020636972	0.004040404	0.358404558	
QDMR_6319	chr4	182142243	182145217	0.816	0.637830325	0.172839843	0.74445989	0.776475089	
QDMR_8869	chr6	170280323	170280660	0.816	0.017912844	0.747339964	0.391721558	0.721898549	
QDMR_12500	chr9	135086975	135088408	0.816	0.820464926	0.145757482	0.671534124	0.561457847	
QDMR_18361	chr14	37594458	37596460	0.816	0.015136573	0.06169335	0.049400515	0.461677584	
QDMR_23807	chr19	2588377	2588592	0.816	0.499176017	0.91499395	0.201682495	0.944122824	
QDMR_25433	chr19	48491093	48491535	0.816	0.174963925	0.79366937	0.464616977	0.914094017	
QDMR_2085	chr1	201399133	201399904	0.817	0.04137931	0.120721501	0.647809284	0.792063492	
QDMR_3097	chr2	78993066	78993466	0.817	0.654014516	0.136628474	0.634102488	0.576360827	
QDMR_4964	chr3	129343987	129344290	0.817	0.786183261	0.767363366	0.431283069	0.783915344	
QDMR_23183	chr18	50266372	50266666	0.817	0.015935641	0.108341598	0.679659469	0.248218283	
QDMR_24166	chr19	7868377	7870012	0.817	0.644319324	0.122060017	0.045414955	0.200673497	
QDMR_24492	chr19	15010778	15011331	0.817	0.894829829	0.346694607	0.804305466	0.880046398	
QDMR_27156	chr21	45555563	45556427	0.817	0.026020136	0.744850105	0.36071674	0.136259925	
QDMR_4733	chr3	71784917	71785502	0.818	0.586666667	0.230938434	0.873031872	0.553613072	
QDMR_6589	chr5	5495048	5495264	0.818	0.205128205	0.478361256	0.796187545	0.943678161	
QDMR_17468	chr12	132143321	132144924	0.818	0.044754122	0.041653536	0.067586449	0.415592142	
QDMR_22211	chr17	48543005	48544011	0.818	0.593862564	0.122794347	0.014343684	0.022302663	
QDMR_22522	chr17	75270259	75271971	0.818	0.037727234	0.06323337	0.040484608	0.411101411	
QDMR_8681	chr6	151807687	151808636	0.819	0.014863882	0.12973976	0.759562604	0.530350375	
QDMR_18711	chr14	93430471	93431120	0.819	0.516887312	0.054171312	0.689495392	0.471394834	
QDMR_24275	chr19	10424463	10424831	0.819	0.023238925	0.022153541	0.084447279	0.523076923	
QDMR_1440	chr1	111346516	111346917	0.820	0.22357922	0.254219457	0.195351844	0.670337981	
QDMR_5489	chr4	1408409	1408647	0.820	0.674280757	0.162644471	0.594813081	0.784195217	
QDMR_11147	chr8	102738653	102738860	0.820	0.001838235	0.399679959	0.03339892	0.024764462	
QDMR_23326	chr18	78977005	78981362	0.820	0.73036088	0.272377556	0.76542505	0.876699974	
QDMR_26108	chr20	21515241	21515447	0.820	0.511822584	0.015665337	0.605230764	0.462112029	
QDMR_2705	chr2	20665529	20667829	0.821	0.760935296	0.260236868	0.693033315	0.883931561	
QDMR_11804	chr9	62801727	62802816	0.821	0.081430311	0.116235928	0.16431168	0.599963416	
QDMR_13321	chrX	107272468	107273138	0.821	0.856942385	0.515643539	0.846486894	0.86104903	
QDMR_16329	chr11	130427506	130428622	0.821	0.11053511	0.049888283	0.705485304	0.267268195	
QDMR_24188	chr19	8307713	8308418	0.821	0.521869157	0.108446684	0.059116196	0.060913347	
QDMR_3458	chr2	129979632	129980145	0.822	0.0	0.205541345	0.713483367	0.374833213	
QDMR_10651	chr8	11679258	11681533	0.822	0.748689181	0.302745685	0.813198746	0.885802916	
QDMR_20664	chr16	50245817	50246694	0.822	0.151515152	0.122636585	0.26310718	0.727947916	
QDMR_22569	chr17	76537851	76538484	0.822	0.237665782	0.516124339	0.621386309	0.931815332	
QDMR_2028	chr1	182604240	182604625	0.823	0.002777778	0.065796245	0.070379966	0.506760817	
QDMR_3828	chr2	206642050	206642698	0.823	0.829560164	0.24170748	0.690622887	0.77586761	
QDMR_5714	chr4	11427790	11428009	0.823	0.002178649	0.579220156	0.359152803	0.723048412	
QDMR_6887	chr5	80569023	80570628	0.823	0.35034352	0.253493937	0.906748229	0.477822953	
QDMR_10753	chr8	24942190	24942634	0.823	0.513888889	0.063359788	0.596577965	0.644686849	
QDMR_11600	chr9	19127181	19127882	0.823	0.066524641	0.019975621	0.039106754	0.463781033	
QDMR_13070	chrX	48801305	48802222	0.823	0.021938042	0.012452594	0.358067722	0.024466767	
QDMR_24756	chr19	22634472	22634744	0.823	0.446796693	0.039913982	0.0	0.047619048	
QDMR_28616	chr6_GL000253v2_alt	51673	51942	0.823	0.8	0.422751323	0.836734694	0.83452381	
QDMR_30336	chr22_KI270878v1_alt	34053	34308	0.823	0.230723025	0.534603175	0.506922244	0.863277512	
QDMR_236	chr1	2789460	2790396	0.824	0.64281258	0.257849854	0.830611827	0.968275657	
QDMR_2673	chr2	11669523	11670307	0.824	0.952147563	0.455436171	0.887757043	0.891455906	
QDMR_9530	chr7	47536711	47537612	0.824	0.585067187	0.964878441	0.936916138	0.961688262	
QDMR_23454	chr19	401970	402280	0.824	0.237488329	0.616511387	0.610427728	0.852072859	
QDMR_23532	chr19	852855	853495	0.824	0.797646104	0.358450047	0.89597793	0.969285714	
QDMR_29805	chr17_GL000258v2_alt	1804161	1805386	0.824	0.118736873	0.593687735	0.358169268	0.847070026	
QDMR_477	chr1	13583642	13584373	0.825	0.069648418	0.103320342	0.390926917	0.787567827	
QDMR_9714	chr7	73308330	73308955	0.825	0.0	0.013605442	0.0	0.343542401	
QDMR_28266	chr5_KI270795v1_alt	122921	123518	0.825	0.544642857	0.121476681	0.812328042	0.821428571	
QDMR_3571	chr2	153873100	153873405	0.826	0.152825644	0.164112004	0.724039348	0.258201243	
QDMR_4167	chr2	241065407	241065686	0.826	0.889427218	0.848813167	0.404374797	0.956413085	
QDMR_7540	chr5	178576622	178577246	0.826	0.82465368	0.368302279	0.856378806	0.957868362	
QDMR_13312	chrX	104254025	104255162	0.827	0.134748801	0.012067371	0.751657627	0.494694018	
QDMR_15901	chr11	69443381	69443776	0.827	0.222248414	0.00625	0.0	0.666524854	
QDMR_1936	chr1	166165021	166167211	0.828	0.345693292	0.213756734	0.816262676	0.225381379	
QDMR_24413	chr19	12918980	12919541	0.828	0.027814797	0.159516749	0.197607237	0.650847008	
QDMR_29525	chr12_GL877875v1_alt	60709	61249	0.828	0.2	0.0	0.610663704	0.74334548	
QDMR_983	chr1	41381581	41383465	0.829	0.948681636	0.644338656	0.233058319	0.465083216	
QDMR_3394	chr2	120442927	120443212	0.829	0.127475481	0.04426624	0.793716959	0.744720753	
QDMR_10236	chr7	150219997	150221175	0.829	0.582686028	0.143711699	0.666086334	0.600380455	
QDMR_15258	chr11	8262555	8263485	0.829	0.113057785	0.140452241	0.86224857	0.755337693	
QDMR_19937	chr16	1177260	1177476	0.829	0.240384615	0.96031746	0.210114885	0.948318869	
QDMR_4720	chr3	68931632	68932884	0.830	0.579977441	0.148130738	0.671201107	0.761448048	
QDMR_4754	chr3	75906608	75907157	0.830	0.18775189	0.141661302	0.605268896	0.196744233	
QDMR_7715	chr6	6546137	6546997	0.830	0.107034458	0.192387897	0.662116042	0.852279471	
QDMR_12232	chr9	124502891	124505380	0.830	0.832725324	0.41497697	0.883663586	0.885120246	
QDMR_21021	chr16	86507824	86511622	0.830	0.583690677	0.185631332	0.605432116	0.631545911	
QDMR_3968	chr2	226797366	226800196	0.831	0.01322956	0.489588315	0.01573339	0.068299357	
QDMR_11177	chr8	109973884	109974754	0.831	0.339624279	0.143423968	0.880594007	0.889274522	
QDMR_12797	chrX	437445	437969	0.831	0.18686956	0.542027768	0.593920252	0.841862154	
QDMR_18881	chr14	104650159	104650586	0.831	0.012156863	0.096297506	0.037893598	0.533214668	
QDMR_23024	chr18	13217074	13219045	0.831	0.17582226	0.120380979	0.601698067	0.118774039	
QDMR_2098	chr1	202214065	202214535	0.832	0.023922232	0.079966295	0.040463139	0.487365412	
QDMR_21365	chr17	1905278	1905479	0.832	0.31407562	0.840677199	0.733876555	0.965742481	
QDMR_23159	chr18	47261035	47261467	0.832	0.659815711	0.245514504	0.78316576	0.920825552	
QDMR_28191	chr4_KI270896v1_alt	375420	376387	0.832	0.34	0.0	0.0	0.0	
QDMR_28916	chr6_GL000255v2_alt	2611863	2612984	0.832	0.472222222	0.0	0.052709677	0.0	
QDMR_19060	chr15	27902779	27903319	0.833	0.296493696	0.749334693	0.739441558	0.946440972	
QDMR_20684	chr16	54194312	54194567	0.833	0.231662994	0.774943344	0.65306294	0.894180688	
QDMR_20931	chr16	77788478	77789237	0.833	0.486315262	0.070662161	0.801654367	0.183550403	
QDMR_24075	chr19	5822273	5822521	0.833	0.008703008	0.726682409	0.028571429	0.757792208	
QDMR_27552	chr22	35539934	35541490	0.833	0.30106397	0.35606969	0.128455543	0.762545083	
QDMR_28570	chr6_GL000252v2_alt	3062874	3065192	0.833	0.719534743	0.008351353	0.403175462	0.631419995	
QDMR_28612	chr6_GL000252v2_alt	4558593	4558934	0.833	0.443073593	0.966666667	0.879166667	0.908888889	
QDMR_2123	chr1	204151270	204152433	0.834	0.224703266	0.173891928	0.079640942	0.66671537	
QDMR_10311	chr7	154304879	154305196	0.834	0.700621382	0.175668159	0.906126594	0.429011385	
QDMR_21255	chr16	89948630	89949712	0.834	0.697731755	0.459944164	0.08426407	0.446972191	
QDMR_4643	chr3	52998797	52999100	0.835	0.387577543	0.919201253	0.952757519	0.839169796	
QDMR_11101	chr8	96144535	96145747	0.835	0.864158848	0.522379757	0.862331678	0.848798525	
QDMR_14448	chr10	93071755	93072555	0.835	0.373263426	0.13650569	0.123306382	0.804943385	
QDMR_16345	chr11	133918337	133918619	0.835	0.24	0.855646809	0.536705424	0.973030303	
QDMR_17975	chr13	108214759	108215016	0.835	1.0	0.267738095	0.60314268	0.995	
QDMR_25167	chr19	41935878	41936082	0.835	0.158639165	0.808291012	0.073079629	0.513343764	
QDMR_3148	chr2	88451816	88453347	0.836	0.541477587	0.185263117	0.87042159	0.642752248	
QDMR_6474	chr5	958670	959057	0.836	0.302196982	0.721200168	0.716599242	0.938904969	
QDMR_7141	chr5	139709227	139711428	0.836	0.168524484	0.585490025	0.472957209	0.861818134	
QDMR_21948	chr17	39151427	39151913	0.836	0.292429549	0.693140193	0.979166667	0.824562937	
QDMR_24183	chr19	8050366	8050640	0.836	0.75	0.139583333	0.852083333	0.52492785	
QDMR_26593	chr20	62417402	62418030	0.836	0.813378202	0.59754902	0.182719725	0.658730159	
QDMR_3807	chr2	202171328	202171573	0.837	0.983641975	0.557279141	0.942086925	0.953003904	
QDMR_12885	chrX	11757665	11758817	0.837	0.031407955	0.008423521	0.477927118	0.067372134	
QDMR_23900	chr19	3606373	3607272	0.837	0.058482143	0.43422292	0.02154195	0.059236597	
QDMR_1106	chr1	48776519	48777138	0.838	0.148322511	0.046023916	0.646197558	0.209705734	
QDMR_3600	chr2	161416783	161417214	0.838	0.891435652	0.465929343	0.964734302	0.918790194	
QDMR_10308	chr7	153748079	153749255	0.838	0.564356692	0.121231598	0.702933428	0.756040142	
QDMR_12668	chr9	137138783	137139724	0.838	0.916095267	0.547185099	0.938612774	0.950982647	
QDMR_17708	chr13	27977377	27978836	0.838	0.837370011	0.225394963	0.783336208	0.672639989	
QDMR_20140	chr16	3170437	3171355	0.838	0.404464781	0.832675593	0.836231271	0.896834656	
QDMR_1038	chr1	44417464	44418232	0.839	0.903225975	0.511219085	0.949405573	0.930903403	
