chr	start	end	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value
chr15	74803008	74803219	0.959220447	0.930232786	0.965972038	0.970116606
chr15	74842845	74843564	0.029225087	0.257624898	0.040891053	0.384692574
chr15	74873032	74873562	0.011411706	0.008814085	0.013202263	0.027671329
chr15	74889921	74890281	0.023007962	0.01353423	0.011936155	0.013038173
chr15	74906298	74907153	0.023326455	0.020685581	0.03784558	0.145900208
chr15	74937441	74938319	0.012624116	0.006640185	0.01056417	0.00800264
chr15	74955936	74956796	0.728963507	0.313189636	0.937788538	0.958742638
chr15	74957225	74957581	0.314019198	0.138457596	0.038626282	0.930671111
chr15	74959126	74959617	0.971069889	0.945096864	0.94531919	0.955626617
chr15	74995353	74996358	0.178841094	0.407507678	0.399817422	0.59081641
chr15	75023514	75023837	0.008241626	0.01007388	0.008052033	0.021094196
chr15	75178570	75178864	0.786278041	0.895721534	0.696119694	0.899267399
chr15	75201641	75202990	0.001680672	0.017309715	0.021226605	0.021519113
chr15	75208517	75208816	0.931739166	0.961666667	0.978858748	0.959210526
chr15	75335909	75336336	0.002463054	0.007371795	0.007246377	0
chr15	75347254	75348402	0.022532366	0.052174791	0.022569309	0.913788179
chr15	75356063	75356368	1	0.985	0.980808081	0.938888889
chr15	75368047	75368719	0.045674245	0.022799296	0.01283744	0.010169162
chr15	75450740	75456108	0.01433208	0.012931628	0.013225093	0.099426106
chr15	75480463	75480823	0.991304348	0	0	0
chr15	75578461	75579473	0.018361638	0.00807709	0.00677924	0.002597403
chr15	75625262	75625871	0.018126335	0.019504034	0.007545	0.014502002
chr15	75639611	75640441	0.016071268	0.011702445	0.017810453	0.00865074
chr15	75647163	75648490	0.013693073	0.004246429	0.01549905	0.047060906
chr15	75682664	75683022	0.972469051	0.932724845	0.903610915	0.925904762
chr15	75687588	75688055	0.890769208	0.956890332	0.953279261	0.975
chr15	75688957	75689259	0.944444444	1	0.974025974	0.901785714
chr15	75738223	75739341	0.244402223	0.18175307	0.092964387	0.352756173
chr15	75842970	75844184	0.006841046	0.0053685	0.020089286	0.012820513
chr15	75903762	75904609	0.010751362	0.034086665	0.007707258	0.088861102
chr15	76059343	76060192	0.00775374	0.016069113	0.031843423	0
chr15	76191752	76192239	0.937037037	0.935300437	0.956759046	0
chr15	76311222	76311685	0.010391534	0.005575468	0.001877347	0
chr15	76335182	76335497	0.968252608	0.909715132	0.961032267	0.975610283
chr15	76336657	76336866	0.051258581	0	0.611013387	0.009259259
chr15	76337688	76343174	0.932839449	0.900518953	0.780371269	0.97571206
chr15	76346131	76347482	0.013694508	0.024141711	0.138075762	0.96424916
chr15	76904917	76905554	0.01031746	0.019425531	0.005128205	0.010150376
chr15	76931636	76932125	0.031060606	0.020021645	0.007967033	0
chr15	77027809	77028115	0.91106934	0.840286335	0.781680892	0.904084967
chr15	77032179	77032418	0.897181501	0.893177275	0.877781691	0.944243141
chr15	77070398	77071218	0.015868721	0.007800405	0.01460412	0.025489302
chr15	77419283	77420145	0.006578947	0.014888889	0.049122807	0.021052632
chr15	77614008	77615794	0.813242589	0.889696435	0.793310185	0.922258665
chr15	77632226	77633646	0.012111442	0.022823594	0.060040416	0.025757576
chr15	77634699	77635020	0.557142857	0.75	0.25	0
chr15	77818499	77820511	0.011818182	0.159741732	0.226637588	0
chr15	77903944	77904203	0.80835498	0.856167331	0.672675408	0.758909003
chr15	77944346	77944742	0.232997558	0.331607744	0.315317036	0.719444444
chr15	78077175	78077906	0.333333333	0.019241417	0.023467363	0.027777778
chr15	78131341	78131754	0	0	0	0
chr15	78149153	78149919	0.004761905	0.02218014	0.018518209	0.012096774
chr15	78264063	78265200	0.150932632	0.342401235	0.412328257	0.948565756
chr15	78340229	78341747	0.293270836	0.215028092	0.594727439	0.348737093
chr15	78437890	78438763	0.005857876	0.007346749	0.012604191	0.009019954
chr15	78507204	78507985	0.004845429	0.018672501	0.007175884	0.026196683
chr15	78540322	78540953	0.006918012	0.009665292	0.016259165	0.0145289
chr15	78565383	78565927	0.020258621	0.023284725	0.004226998	0
chr15	78601925	78602159	0.932118741	0.962941219	0.936708984	0.953312874
chr15	78619904	78621274	0.56122787	0.205215685	0.645159611	0.702908418
chr15	78640845	78641479	0.900054745	0.510596571	0.810184679	0.942685185
chr15	78751082	78751296	0.096135343	0.590639552	0.024032715	0.025
chr15	78759344	78759570	0	0	0	0
chr15	78763969	78764205	0.539285714	0.852693603	0.774742618	0.825396825
chr15	78800196	78800545	0.905162869	0.978884079	0.993055556	0
chr15	78810373	78812286	0.254854765	0.318949921	0.316867212	0.946655034
chr15	78830625	78832208	0.857188946	0.846564424	0.815938612	0.834835068
chr15	78872925	78873715	0.001452103	0.01134043	0.009191178	0.015643267
chr15	78944698	78945229	0.026713272	0.016568047	0.260848596	0.8
chr15	79089524	79091867	0.248058506	0.122134989	0.605583669	0.230655814
chr15	79282488	79282869	0.554482323	0.176282303	0.738806323	0.502566138
chr15	79283717	79283928	0.497334098	0.102626009	0.511794528	0.570172803
chr15	79310878	79311751	0.017402378	0.010347022	0.011553893	0.121571229
chr15	79431757	79433301	0.306155918	0.161976258	0.672047468	0.940700865
chr15	79896664	79897353	0.014025894	0.014523712	0.013126682	0.004906616
chr15	79923016	79924158	0.008456373	0.022498502	0.011450015	0.019131043
chr15	80059560	80060308	0.015311994	0.010519819	0.005321074	0.016361004
chr15	80152415	80153166	0.015159822	0.008060449	0.012491688	0.012804402
chr15	80251672	80252320	0.354444444	0.016025641	0.559684879	0.013392857
chr15	80403734	80405051	0.026939162	0.299065678	0.329871166	0.72973984
chr15	80694855	80696323	0.01765873	0	0.005347594	0
chr15	80778926	80780879	0.073962257	0.041922494	0.344323855	0.410669757
chr15	80989537	80990076	0.010292245	0.007612008	0.013198984	0.00703005
chr15	81118374	81118726	0.929857777	0.401572418	0.6426633	0.910576847
chr15	81134158	81134361	0.286748543	0.059704969	0.58145874	0.768795184
chr15	81323912	81324622	0.017290941	0.011543222	0.023793417	0.013254628
chr15	82043131	82047596	0.3408054	0.201362596	0.382851035	0.531705891
chr15	82262444	82263135	0.021175785	0.019070298	0.01731962	0.122614757
chr15	82298557	82298898	0.853068937	0.900766987	0.932124264	0.948933782
chr15	82326994	82327293	0	0	0	0
chr15	82334251	82334477	0	0	0	0
chr15	82354945	82355959	0	0	0	0
chr15	82445140	82446114	0.041322314	0	0	0
chr15	82513080	82514094	0	0	0	0
chr15	82539884	82540913	0.005538827	0.020738955	0.015126004	0.00489098
chr15	82646365	82648790	0.83951251	0.422819682	0.782249878	0.92920592
chr15	82680087	82681113	0.448376686	0.183016647	0.731620782	0.676752333
chr15	82709255	82710316	0.036928966	0.197618337	0.175255952	0.53255148
chr15	82750270	82750840	0.007081317	0.017790361	0.013244999	0.014457658
chr15	82809614	82810521	0.005302564	0.007783854	0.013257576	0.006475225
chr15	82952198	82952975	0.024567385	0.011878522	0.02944273	0.322831132
chr15	82985838	82986493	0.009933358	0.041394267	0.011791875	0.075828366
chr15	83011255	83011780	0.015916972	0.012585513	0.013437512	0
chr15	83066488	83067337	0.018158697	0.020243364	0.018554727	0.005814175
chr15	83107109	83108170	0.098235718	0.130343346	0.150113838	0.789411355
chr15	83206896	83208327	0.002631579	0.018342668	0.032932264	0.019607843
chr15	83283435	83285178	0.980526902	0.086664195	0.01195462	0.963208664
chr15	83379070	83379353	0.018939394	0.021367521	0.118407762	0.931746032
chr15	83447010	83448169	0.01596639	0.018676593	0.346467861	0.051683078
chr15	83653570	83655019	0.86644426	0.20881457	0.877009002	0.898610934
chr15	84079841	84080533	0.223587879	0.490991505	0.767993401	0.848631541
chr15	84172541	84173437	0	0	0	0
chr15	84229266	84230280	0	0	0	0
chr15	84343837	84344851	0	0	0	0
chr15	84421372	84422346	0	0	0.013888889	0
chr15	84443301	84444315	0	0	0	0
chr15	84500134	84501030	0	0	0	0
chr15	84570204	84571130	0.069444444	0	0	0
chr15	84600847	84601367	0.021367221	0.014134323	0.013530406	0.012532147
chr15	84631258	84631556	0.014665255	0.025913634	0.006508529	0.001358696
chr15	84633397	84634371	0.022146313	0.124676938	0.0333001	0.884461302
chr15	84654001	84654464	0.01082981	0.013308193	0.017646545	0.005762792
chr15	84657965	84658487	0.080168085	0.24983179	0.152800749	0.98388194
chr15	84715608	84716594	0.020485202	0.008849491	0.015873741	0.023642978
chr15	84747848	84749132	0.012717863	0.006061973	0.0221453	0.020100954
chr15	84816961	84817634	1	0.847222222	0.878042328	0
chr15	84980281	84982634	0.004996844	0.012278881	0.013607315	0.141696902
chr15	85233893	85234907	0	0	0	0
chr15	85255507	85255733	0	0	0	0
chr15	85380373	85381449	0	0	0	0
chr15	85758718	85758982	0.964143814	0.958331831	0.958880407	0.978573571
chr15	85768922	85769816	0.942768581	0.963426266	0.948706272	0.971665962
chr15	85794187	85795056	0.027902098	0.039300052	0.018818342	0.032294686
chr15	85840646	85840884	0.012820513	0.020436086	0.004444444	0
chr15	88255423	88255783	0.598802993	0.071804773	0.716399414	0.455990178
chr15	88256291	88257786	0.577263931	0.144458366	0.698676618	0.704931966
chr15	88467213	88468001	0.018501694	0.017208009	0.013000571	0.01028543
chr15	88621145	88621721	0	0.01492674	0.001891348	0.004444444
chr15	88741781	88742056	0.646413309	0.927150327	0.735286139	0.76405758
chr15	88769519	88769952	0.462097795	0.351066046	0.408736401	0.675507903
chr15	88802812	88803972	0.546399563	0.100982103	0.589562052	0.561659816
chr15	88881398	88881639	0.8625567	0.948745386	0.902250745	0.918409056
chr15	88894945	88895619	0.026190476	0.040790679	0.029490393	0.847744963
chr15	88912958	88913599	0.007518797	0.017420546	0.002144137	0.015491453
chr15	89088315	89088978	0.030572333	0.010567464	0.018658103	0.050146035
chr15	89243767	89244460	0.008514888	0.010599753	0.010688308	0.019585385
chr15	89333159	89333725	0.938452071	0.928148909	0.901014663	0.968060065
chr15	89334366	89335366	0.011300183	0.002356361	0.011912611	0.030453298
chr15	89358683	89359554	0.140026334	0.137007575	0.182256027	0.294360101
chr15	89360215	89360489	0.955030066	0.488640036	0.74015032	0.901455026
chr15	89361591	89362819	0.221878246	0.181490194	0.375894078	0.336887975
chr15	89367290	89368946	0.774963463	0.564232189	0.646645288	0.593162547
chr15	89371132	89371830	0.939314647	0.726494828	0.803152923	0.93467173
chr15	89377562	89379537	0.67997931	0.742706359	0.758000908	0.882430736
chr15	89399361	89400622	0.945041246	0.436750111	0.509408292	0.869020008
chr15	89406142	89407899	0.766166892	0.773251595	0.868973019	0.870113538
chr15	89409040	89409830	0.846357551	0.718367785	0.841246934	0.845430397
chr15	89411372	89411951	0.712346544	0.271271475	0.519184046	0.674755743
chr15	89416511	89416759	0.592129236	0.331238301	0.616086179	0.647433261
chr15	89486700	89487097	0.772017613	0.57020983	0.674104242	0.751899846
chr15	89496233	89496753	0.435717599	0.860349462	0.667701413	0.963743049
chr15	89575538	89576132	0.02208024	0.009387521	0.014769232	0.019645449
chr15	89628434	89628673	0.890183509	0.932548204	0.939583526	0.912002488
chr15	89648247	89649386	0.919888806	0.964615757	0.965309849	0.971582368
chr15	89654869	89655602	0.037031174	0.079284515	0.024024826	0.232602405
chr15	89665556	89666048	0.212554656	0.285463389	0.077092283	0.985714286
chr15	89690299	89690852	0.016746636	0.068939726	0.011589512	0.024591399
chr15	89749990	89751502	0.064561017	0.335477594	0.468536148	0.555960528
chr15	89776352	89777245	0.833243817	0.88320879	0.698686926	0.946862827
chr15	89814170	89815341	0.914729384	0.631317245	0.961332628	0.945083634
chr15	89893793	89894362	0.026417961	0.018530188	0.017510662	0.011900325
chr15	89912330	89913031	0.007910401	0.015942029	0.005337691	0.944334975
chr15	90000178	90000603	0.92660243	0.940075526	0.423648847	0.948716036
chr15	90001688	90002679	0	0	0.00974026	0.007407407
chr15	90067523	90068374	0.969748365	0.949360208	0.952505878	0.960192211
chr15	90101766	90102932	0.010818139	0.062758997	0.044620883	0.521698985
chr15	90184647	90185338	0.010626186	0.016461018	0.007003337	0.040035273
chr15	90200899	90202091	0.060757475	0.116608217	0.064667868	0.303081232
chr15	90233467	90234404	0.007088428	0.009818182	0.023730683	0.010368664
chr15	90249327	90249697	0.095905535	0.021403706	0.017126037	0.022427035
chr15	90265342	90266019	0.031709087	0.021665204	0.020649356	0.035182557
chr15	90275057	90275266	0.995967742	0.979390435	0.955354794	0.972321429
chr15	90352240	90352758	0.042406	0.017584374	0.013302825	0.057560266
chr15	90387930	90388787	0.006253758	0.023551674	0.017811675	0.005274501
chr15	90529457	90530744	0.018248594	0.017925302	0.022836942	0.141991738
chr15	90665088	90665795	0.08751798	0.011774928	0.033140112	0.706163163
chr15	90717153	90717688	0.009735234	0.012743945	0.0104379	0.01286981
chr15	90819215	90819428	0.884408383	0.942707859	0.854358989	0.939814815
chr15	90871081	90871290	0.011252228	0.117274139	0.033428846	0.09746697
chr15	90871426	90872280	0.0234375	0	0	0
chr15	90881346	90881607	0.881915905	0.865520177	0.869756002	0.969945759
chr15	90884209	90884619	0.126984127	0.733333333	0	0
chr15	90902333	90903538	0.01520338	0.006632001	0.017645021	0.135022134
chr15	90930084	90930362	0.601538397	0.013674721	0.018520139	0.121949815
chr15	90932396	90932696	0	0.016544686	0.011095662	0.015140992
chr15	90934887	90935753	0.02675994	0.10249409	0.010702346	0.065027662
chr15	90954764	90955385	0.009185136	0.408545999	0.354718633	0.011228554
chr15	90956663	90957469	0.468641115	0.631652661	0.110805104	0.99047619
chr15	90994006	90994988	0.020480874	0.008366611	0.013735121	0.022583522
chr15	91022224	91022690	0.006035808	0.010000033	0.01064752	0.012986136
chr15	91099678	91100472	0.105852236	0.059928989	0.095161156	0.057665131
chr15	91296718	91297110	0.709538441	0.871099392	0.71297138	0.801825813
chr15	91852783	91854452	0.008788445	0.015189935	0.023462562	0.059126863
chr15	91916036	91916448	0.96066481	0.976473161	0.80967919	0.953221652
chr15	92393447	92395291	0.142412796	0.110593247	0.587100235	0.693739358
chr15	92655144	92655951	0.279626445	0.014983575	0.212491801	0.448337072
chr15	92714518	92714992	0.020777298	0.01373484	0.03151169	0.019423314
chr15	92809110	92809852	0.012361167	0.008320646	0.064057976	0.023368451
chr15	92882715	92883521	0.005194805	0.00251182	0.012692319	0.024833333
chr15	92904273	92904593	0.019749216	0.015625862	0.002314815	0.041666667
chr15	93044872	93045340	0.715273291	0.939098908	0.454196806	0.779754321
chr15	93052010	93052461	0.82970101	0.919635389	0.704014799	0.858253891
chr15	93065916	93066659	0.830202275	0.963778888	0.647262615	0.795632829
chr15	93072393	93073956	0.289733187	0.337308869	0.414173255	0.665340611
chr15	93088199	93089944	0.116669597	0.142432987	0.654353605	0.684874646
chr15	93109526	93109820	0.730802318	0.497976483	0.662556242	0.922419262
chr15	93432524	93432750	0.785241734	0.809484357	0.669349529	0.925357975
chr15	94231386	94231750	0.00843402	0.005049602	0.193366177	0.495465686
chr15	94844772	94845407	0.048428051	0.11592366	0.044438748	0.894956082
chr15	94856140	94856595	0.658812745	0.896719565	0.716722925	0.848484848
chr15	95326726	95327093	0.019306291	0.047529177	0.427507819	0.896298062
chr15	96321652	96323558	0.914978472	0.853010578	0.815646816	0.931034266
chr15	96330179	96330751	0.013104586	0.016375151	0.015759538	0.013017392
chr15	96331956	96334492	0.022372417	0.011229252	0.010911146	0.330586217
chr15	96340712	96341304	0.956953905	0.962846204	0.071476774	0.963492825
chr15	96344186	96344387	0.935342257	0.959927719	0.947067295	0.954440302
chr15	96344564	96344801	0.954011982	0.976850059	0.914904627	0.968492961
chr15	96345729	96346188	0.952808575	0.961412957	0.954835249	0.993398268
chr15	96352077	96352500	0.952174711	0.919741261	0.954212016	0.967682366
chr15	96353699	96354072	0.950775292	0.931802502	0.944463061	0.968097543
chr15	96354355	96354817	0.892784018	0.565871133	0.045074165	0.929364338
chr15	96356913	96357415	0.019838831	0.02743081	0.015482026	0.019745252
chr15	96360082	96360482	0.267840725	0.940734293	0.72699249	0.911832412
chr15	96361493	96361821	0.965786302	0.970818191	0.949519197	0.948828346
chr15	96366586	96366801	0.913559386	0.92006732	0.896238669	0.927121148
chr15	96368282	96368579	0.838979263	0.746835633	0.901321467	0.947648195
chr15	96409317	96409871	0.732196695	0.146356539	0.888634009	0.948648133
chr15	96416111	96417301	0.435931581	0.379651631	0.847266272	0.927929776
chr15	97652791	97653161	0.248053645	0.57675917	0.512461109	0.795537717
chr15	97960304	97961419	0.034717252	0.02043693	0.061354127	0.24473261
chr15	98421378	98422140	0.126829879	0.071211156	0.236044789	0.250308658
chr15	98428261	98428647	0.050048713	0.049938768	0.142966737	0.259504833
chr15	98548126	98548583	0.009248387	0.029440456	0.075521968	0.306416366
chr15	98647217	98651330	0.012829272	0.009879246	0.030016052	0.151659301
chr15	98707565	98707789	0.971315221	0.959461559	0.900940664	0.981238091
chr15	98852205	98852747	0.012390631	0.012162674	0.00926965	0.021563777
chr15	98891336	98891684	0.980466194	0.987613671	0.943268443	0.990214957
chr15	98957243	98957492	0.930609507	0.950371477	0.85883982	0.991575092
chr15	98969436	98969662	0.936559731	0.930118645	0.874116712	0.904700781
chr15	99014749	99015941	0.031204222	0.098016132	0.331406545	0.849653841
chr15	99059005	99059589	0	0.015847324	0.073354978	0.757142857
chr15	99100389	99100823	0.269002335	0.045312472	0.088131679	0.166710399
chr15	99104824	99106239	0.11229338	0.111067355	0.596600035	0.050490016
chr15	99251123	99251837	0.006583154	0.008207211	0.017584601	0.005757663
chr15	99565163	99566860	0.010942253	0.022001127	0.014278284	0.044470151
chr15	99732696	99733686	0.028785104	0.07744715	0.018327337	0.482638889
chr15	99799616	99800215	0.638002009	0.850614309	0.684141003	0.878298043
chr15	99806519	99807249	0.913384404	0.025396825	0.789444444	0
chr15	99926275	99928622	0	0	0.018181818	0.08125
chr15	99992940	99993167	0.679619963	0.757282156	0.658178217	0.69206082
chr15	99997447	99997661	0.790075121	0.901893939	0.709518028	0.888492063
chr15	100292020	100292414	0.880014307	0.856731017	0.591035089	0.863431614
chr15	100340752	100342233	0.222253425	0.147082663	0.584863501	0.533983672
chr15	100350037	100350289	0.049800255	0.165470216	0.019759485	0.181473552
chr15	100373233	100373974	0.193363095	0.198673549	0.812677224	0.691912306
chr15	100544223	100544973	0.89532244	0.661353164	0.815523028	0.837504918
chr15	100554315	100559288	0.866426166	0.882890783	0.849636471	0.942016807
chr15	100601770	100602932	0.017547941	0.013708127	0.013373409	0.012585328
chr15	100849527	100850055	0.067978392	0.036291137	0.02830868	0.049902714
chr15	100879056	100880928	0.005773293	0.010454025	0.092601135	0.930341248
chr15	100918081	100920018	0.024296321	0.195052552	0.016648556	0.05540748
chr15	100973040	100974118	0.955181296	0.930818369	0.973401861	0.987002836
chr15	101008470	101008693	0.010642273	0.019243052	0.011167976	0.018137783
chr15	101053242	101053677	0.970952381	0.968295984	0.907506366	0.99372549
chr15	101086129	101086647	0.92169293	0.923625398	0.93749729	0.933444811
chr15	101088923	101089253	0.286409553	0.300648742	0.182124087	0.266649921
chr15	101250946	101252509	0.005144483	0.007246377	0.011077915	0.098283461
chr15	101277041	101277710	0.00295457	0.013206924	0.009097914	0.012672672
chr15	101294738	101295741	0.011727417	0.01294234	0.021493017	0.01230846
chr15	101398440	101398668	0.973966518	0.866288743	0.783432226	0.716631451
chr15	101488655	101490405	0.718763528	0.650025336	0.746473456	0.94364564
chr15	101651962	101653142	0.021629329	0.046498939	0.070661027	0.022947739
chr15	101723987	101724547	0	0.016092415	0.009259259	0.045833333
chr15	101745483	101746213	1	0	0	0
chr15	101752508	101764820	0.540290486	0.843619735	0.825887451	0.918937898
chr15	101961151	101962226	0	0	0	0
chr16	33554366	33555254	0	0	0	0
chr16	917241	917619	0.753760933	0.84983866	0.717548414	0.953588818
chr16	2751912	2753408	0.056359528	0.035340154	0.054473457	0.045275462
chr16	2882266	2883764	0.014114047	0.010434445	0.008257451	0.009435626
chr16	10878925	10879448	0.036277393	0.105381554	0.22169619	0.916441155
chr16	11796468	11797665	0.005198204	0.012185662	0.011986904	0.027684424
chr16	31063763	31064435	0.975464522	0.972564225	0.962142889	0.959774508
chr16	48496624	48496898	0.919126258	0.904518604	0.807044384	0.889760048
chr16	57802043	57803077	0.522264253	0.321503314	0.185814958	0.298414495
chr16	75235130	75235981	0.947685185	0.969651199	0.907887237	0.932333727
chr16	88473452	88474124	0.876206698	0.937701397	0.931770233	0.854883268
chr16	22843	23151	0	0	0	0
chr16	53424	53996	0.00625	0.00976462	0.013778178	0.014471243
chr16	60997	62169	0.96010753	0.951681836	0.980487957	0.977988656
chr16	62853	63164	0.921972081	0.978038308	0.970452116	0.988771645
chr16	72019	72875	0	0.013288288	0.002857143	0.074725275
chr16	77449	78632	0.501304748	0.115217062	0.045576888	0.85838945
chr16	138068	138905	0.039194139	0.003030303	0.030462185	0
chr16	153754	154867	0.92843502	0.373912359	0.867500238	0.918876036
chr16	164344	166721	0.787222045	0.348621152	0.8175607	0.904000229
chr16	172370	173448	0.197131212	0.437446842	0.771737937	0.846545208
chr16	176174	177255	0.273734066	0.252314177	0.658632417	0.68161677
chr16	180302	181762	0.642819997	0.070364707	0.734450684	0.954445393
chr16	186075	187284	0	0	1	1
chr16	228839	229496	0.011919192	0.008832121	0.008292989	0.02269409
chr16	231089	231317	0.894769814	0.971031746	1	0.938186813
chr16	234479	235396	0.009480383	0.016249425	0.007720178	0.009259259
chr16	268618	268902	0.067063898	0.79039379	0.455174786	0.859153827
chr16	274797	276177	0.472488773	0.488818657	0.832920039	0.862498012
chr16	280060	280994	1	0.511053486	0.638636527	0.916071429
chr16	282514	282760	0.501057655	0.915602811	0.803741338	0.856612686
chr16	284444	284764	0.6	0.921535475	0.922864484	0.948076923
chr16	285829	286034	0	0	0	0
chr16	291081	291421	0.732323232	0.9645078	0.947741496	0.991304348
chr16	297027	297416	0.814265067	0.889426945	0.903527808	0.969265943
chr16	297923	298234	1	0	0.942860081	0
chr16	304243	304446	0.951479092	0.968616821	0.974658367	0.95023738
chr16	324732	325328	0.967308279	0.961607973	0.954968567	0.967847184
chr16	351971	353463	0.184303351	0.099882708	0.099195926	0.31232493
chr16	359984	361491	0.82482756	0.901596691	0.878558344	0.911163109
chr16	369860	370736	0.289805478	0.486736094	0.408158543	0.429654496
chr16	373871	374423	0.96015643	0.968933714	0.959958111	0.957987207
chr16	376038	376290	0.935851642	0.963258084	0.952417071	0.983082707
chr16	377415	377832	0.895636527	0.942239662	0.960017738	0.90507597
chr16	378161	378487	0	1	0.991596639	0.966666667
chr16	381189	382810	0.011585783	0.047875827	0.02567603	0.430960916
chr16	396949	397649	0	0.048611111	0	0
chr16	400834	401140	0.232510288	0.427268297	0.068940063	0.747727273
chr16	401474	402132	0	0	0.022222222	0
chr16	410245	410778	0.950158168	0.94597141	0.961732985	0.977504135
chr16	424922	426815	0.006666667	0.012187696	0.016462956	0.281467678
chr16	482467	482669	1	0.932153645	0.978414995	0.967574093
chr16	510061	510281	0.960459479	0.974102575	0.981200128	0.983916658
chr16	511007	511212	0	1	0.866666667	1
chr16	511443	511648	0	0	0	0.933333333
chr16	515420	515781	0.932706201	0.941946598	0.946859317	0.975113513
chr16	526725	528511	0.027375503	0.025026488	0.030976365	0.301049599
chr16	537651	538172	0.948868559	0.984487145	0.95689573	0.958187361
chr16	540093	540368	1	0.95	0.069584547	0.888888889
chr16	541327	541590	0.980726496	0.96994975	0.925246546	0.948033911
chr16	543299	543500	1	0.984126984	0.981481481	0
chr16	554801	555348	0.010374086	0.867747529	0.060296345	0.940699457
chr16	559772	560980	0	0.9	0.493571429	0
chr16	564792	565095	0	0.930735931	0.900710227	0.883116883
chr16	565682	565927	0.597599837	0.59154334	0.483868273	0.892929293
chr16	569805	570346	0.002463054	0.019191919	0.02962963	0
chr16	579463	579903	0.969449113	0.974292997	0.874336171	0.960947524
chr16	583867	584143	0.04	0.886776969	0.653524022	0.96
chr16	588545	590705	0.035161332	0.015693151	0.011103324	0.033760957
chr16	599465	600057	0.96034653	0.960513368	0.937292506	0.964921434
chr16	614036	614587	0.973893749	0.965962956	0.961222767	0.962746716
chr16	620625	620851	0.6875	1	0.902777778	0
chr16	622265	622507	0.004951267	0.310865362	0.006944444	0.887915077
chr16	625906	626139	0.959178846	0.976535355	0.960829878	0.967297502
chr16	627367	628128	0.879170836	0.903875877	0.429828435	0.877286949
chr16	632634	637481	0.650496696	0.618671016	0.654530808	0.658112214
chr16	641597	642700	0.02967033	0.046456229	0.03234767	0.50719697
chr16	646495	646802	0.947008547	0.965650787	0.922552421	0.977822178
chr16	648826	650244	0.115624122	0.349272378	0.322681773	0.985495468
chr16	651828	652037	0.794024158	0.904338624	0.887845896	0.856184841
chr16	661065	661275	0.952380952	1	0.942307692	0.87962963
chr16	662234	662440	0.962063492	0.985556937	0.977545156	0.937577693
chr16	662735	663047	0.973544974	0.987047117	0.923832907	0.933475735
chr16	667931	669064	0.024694806	0.023650465	0.030106861	0.288137832
chr16	670682	671166	0.957848325	0.961239378	0.966119763	0.987230362
chr16	679438	685815	0.569160763	0.530194888	0.463596593	0.8249275
chr16	686750	687394	0.980020736	0.96281871	0.949460836	0.924136275
chr16	690007	690578	0.018492026	0.021262138	0.012357338	0.030684483
chr16	693471	693702	0.25462963	0.927821128	0.270916306	0.867249417
chr16	693924	695943	0.681286802	0.955460922	0.491230297	0.940209634
chr16	696873	697137	0.763067741	0.981727516	0.767968299	0.941275085
chr16	700398	701451	0.499867172	0.9233956	0.329012561	0.713195888
chr16	705037	706543	0.235624047	0.128069577	0.376894172	0.516074122
chr16	714748	715994	0.240924219	0.259296451	0.040274725	0.533974359
chr16	717140	717378	0.985174419	0.981024885	0.978467789	0.995238095
chr16	720620	722158	0.326229508	0.534927249	0.466476975	0.349418605
chr16	726636	729417	0.325806343	0.465141681	0.214359057	0.545935307
chr16	734367	735034	0.934884799	0.936184142	0.952337709	0.947561341
chr16	737070	737327	0.972899698	0.961146542	0.941407913	0.970983337
chr16	740211	741332	0	0.017569787	0.034626216	0.46267728
chr16	748171	748510	0.624278499	0.923280423	0.865937149	0.819047619
chr16	767352	768051	0.688311688	0	0.914285714	0
chr16	782827	783042	0	0.491704022	0.469753086	0.853333333
chr16	787376	789341	0.198170841	0.160951475	0.160989964	0.588795409
chr16	791347	791551	0.988916256	0.965920578	0.926127944	0.976623991
chr16	791900	792539	0.959381665	0.960777115	0.963652654	0.969638533
chr16	793069	793391	0.96566081	0.971428571	0.969939782	1
chr16	795363	795867	0.01978022	0.021088435	0.185913226	0.964880952
chr16	800227	800806	0	0.177777778	0.14251443	0.271428571
chr16	807341	808025	0.026942349	0.007427596	0.005497173	0.308297025
chr16	813278	813917	0.440615079	0.205320611	0.426724643	0.857905948
chr16	817032	817833	0.725734468	0.844046004	0.649854869	0.863716424
chr16	823398	823614	0.713573916	0.905932459	0.633630896	0.889661465
chr16	824280	824895	0.531542992	0.826675838	0.476244007	0.765321208
chr16	825105	825589	0.433784341	0.539034717	0.441968502	0.743841864
chr16	844644	845057	0.660966988	0.814457558	0.725042655	0.845728191
chr16	846563	847148	0.587012987	0.9375	0	0
chr16	848972	849173	0.379103732	0.575725236	0.314832036	0.651746874
chr16	850440	851043	0.776664467	0.784282207	0.672576413	0.826150543
chr16	854416	854669	0.636721025	0.827630171	0.52145913	0.905669884
chr16	857439	859737	0	0	0	0
chr16	869858	870117	0.774785797	0.867257736	0.538527422	0.956209781
chr16	873303	873659	0.507745153	0.810306807	0.4044517	0.850390929
chr16	874514	874835	0.766368771	0.862214516	0.604790253	0.827634004
chr16	878142	878380	0.811822012	0.863651488	0.850417057	0.897924423
chr16	899658	899960	0.535313003	0.832130165	0.425171757	0.924304199
chr16	909714	909977	0.708460561	0.839833242	0.637264331	0.914977241
