	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
2232	cg24916177	C13orf15	7.34292834531372E-006	2.57993942326698E-005	0.183433693	2.51020724
441	cg26926521	ADRA2A	7.374343796331E-006	2.59061288674089E-005	0.1842184824	2.255936703
21366	cg15812873	SULT1A1	0.000007389	2.59541395807624E-005	0.1845858407	1.6261900145
12517	cg06594008	MKL1	7.40326020513597E-006	2.60003997166458E-005	0.1849408432	0.8022924608
9331	cg22718139	HMGCS2	7.44164453051854E-006	2.61315324735569E-005	0.185899722	1.0622998599
20494	cg01803059	SMAD1	7.45957015889818E-006	2.61907972086346E-005	0.1863475221	1.119356947
3920	cg14221831	CDH16	7.50982479550075E-006	2.63635375514902E-005	0.1876029332	1.1544255659
4171	cg07981495	CGA	7.51851430128945E-006	2.63903338148815E-005	0.1878200058	0.9686073192
23826	cg19831077	WDR86	7.53933422775274E-006	2.64596949063629E-005	0.1883401083	1.1790153058
12335	cg13030582	MFAP4	7.5681472527732E-006	2.65570847761662E-005	0.1890598865	1.120199867
7801	cg01837719	FUT9	7.5765113961152E-006	2.65827010093193E-005	0.1892688312	1.8075099376
11993	cg19555986	MAP7	7.58438444128602E-006	2.66065872388381E-005	0.1894655077	1.5199023097
4380	cg13316424	CIZ1;DNM1	7.62571207902847E-006	2.67478114920262E-005	0.1904979134	0.9792385554
7649	cg24278423	FOXA3;SYMPK	7.66493637130333E-006	2.68816194709432E-005	0.1914777755	1.8954006216
5015	cg09096383	CSN1S1	7.66887430286178E-006	2.68916548231036E-005	0.191576149	0.9368940087
10323	cg00834796	JAKMIP2	7.67085445276742E-006	2.6894823169766E-005	0.1916256151	0.7607783939
6576	cg16112050	ENOSF1	7.68853184487528E-006	0.000026953	0.192067214	1.062753947
1261	cg11879514	ARSG;SLC16A6	7.70588372299326E-006	2.70100577078847E-005	0.1925006813	1.479557811
1178	cg09259772	ARL4A	0.000007745	2.71434108095539E-005	0.1934782323	0.8425552393
4323	cg07745434	CHST13	7.83811594112986E-006	2.74658401354138E-005	0.1958039743	0.9107250879
6272	cg24745738	EDNRB	0.000007853	2.75140685059472E-005	0.1961753084	1.2817262781
11494	cg07546360	LOC400931	7.87479470924436E-006	2.75866283314589E-005	0.1967202466	0.8637026687
18559	cg24660086	RGR	7.88805330353139E-006	2.76292007256755E-005	0.1970514596	0.9154166049
19007	cg13217373	RPS6KA2	0.000007894	0.000027646	0.1971988723	1.1140545217
17285	cg16872560	PPP1R9A	7.91385950235522E-006	2.77116513136518E-005	0.1976961242	1.3205613236
10505	cg25225073	KCNK13	7.9149206245909E-006	2.77116513136518E-005	0.1977226321	1.9599705082
2704	cg03814826	C22orf24;YWHAH	7.93968067480519E-006	2.77944454788829E-005	0.1983411629	0.8397736137
22459	cg02938601	TNFRSF10C	0.000007945	2.78090659334713E-005	0.1984733036	1.533985433
1421	cg17793621	ATP10A	7.98684662242554E-006	2.79517253397048E-005	0.1995194155	1.6632480843
3133	cg00983899	CABP2	8.0588859030765E-006	2.81998919659272E-005	0.2013190287	0.9266794157
7451	cg16248277	FGF8	8.0965500141278E-006	2.83277193141354E-005	0.2022599159	1.134479297
3490	cg20099806	CCDC47	8.11810103071235E-006	2.83991432359929E-005	0.2027982818	0.8563054101
12667	cg00033773	MORG1;C19orf56	8.14015454652048E-006	2.84723047783013E-005	0.2033492007	0.9595809713
8912	cg11492040	H19	8.24550430016625E-006	2.8836755274038E-005	0.2059809429	1.1075900506
5564	cg12689375	DDX3X	8.26678727908043E-006	2.89071406801103E-005	0.206512613	2.5533713946
1930	cg22473973	BNIP3	8.27589792867664E-006	2.89349483773647E-005	0.2067402062	1.2340586776
8781	cg19224837	GSC	8.27914744246886E-006	2.89422589225181E-005	0.2068213823	1.7855106595
7356	cg17281600	FCRL4	8.28631409133158E-006	2.89632590339379E-005	0.2070004123	0.9679448405
20199	cg10338338	SLC2A3	8.36571733482968E-006	2.92367074344405E-005	0.2089839847	0.7129896843
17000	cg03642518	PNOC	8.36975693544134E-006	2.92467335297608E-005	0.209084898	0.858272387
10983	cg00463848	KRT2	8.40287634149636E-006	2.93583571869819E-005	0.2099122539	0.9730681723
2013	cg21801378	BRUNOL6	8.41275323079012E-006	2.93887552032398E-005	0.2101589885	1.5972548979
22644	cg18107072	TPPP3	8.41571195942453E-006	0.000029395	0.2102329005	1.4735132883
19275	cg03063797	SAV1	8.41953588405237E-006	2.94042256283395E-005	0.2103284259	1.2031274729
21894	cg03395898	TGFB3	0.000008429	2.9433291560029E-005	0.2105657678	1.341820838
325	cg16778809	ADAM23	8.46108193133497E-006	2.95410604789209E-005	0.2113662877	2.0240866278
12962	cg00317680	MTERFD1;PTDSS1	8.51789590004367E-006	2.97352651591659E-005	0.2127855575	1.1891864228
10273	cg18641937	ITLN2	8.59490101230361E-006	2.99998913215532E-005	0.2147092222	0.9661457122
5981	cg25192419	DOCK5	8.63221153017387E-006	3.01259117400494E-005	0.2156412762	1.0994748892
7576	cg02661879	FLNC	8.66631192186881E-006	3.02406953653031E-005	0.2164931381	2.5911949795
2898	cg05799317	C6orf118	8.67453399916329E-006	3.0265158356578E-005	0.2166985338	0.9848379837
9873	cg07810967	IL13	8.72055078792759E-006	3.04214605827705E-005	0.2178480792	0.9972528207
3726	cg10777851	CD200	8.76047613640566E-006	3.05564722652262E-005	0.2188454544	0.7616095474
10074	cg01413516	INSL3	0.000008779	3.06164218682778E-005	0.2193078141	1.0371251743
24296	cg15240064	ZNF12	8.78011473777439E-006	3.06164218682778E-005	0.2193360463	0.8859942274
22859	cg07882535	TRPM5	8.8070734644852E-006	3.07061412723384E-005	0.2200095022	0.9728759778
19832	cg13351583	SHC3	8.82086022569851E-006	3.07499175688214E-005	0.2203539093	0.8346591375
23701	cg25234611	VWA1	8.83592035605414E-006	3.07981200522657E-005	0.2207301264	1.7401799409
2707	cg26394940	C22orf26;LOC150381	0.000008862	3.08848348402038E-005	0.2213824961	1.3935087819
9696	cg06855803	ICAM3	8.970150157566E-006	3.12572633681345E-005	0.2240833211	0.9470939489
1772	cg05386606	BCL7B	0.000008992	3.13291494069678E-005	0.2246300012	1.3977177023
2501	cg15776355	C1R	9.03761383274654E-006	3.14835631231127E-005	0.2257686312	0.8118770617
19594	cg15772361	SERPINB3	0.000009046	3.15084795292332E-005	0.2259788152	0.981539757
17187	cg24719984	PPFIA2	9.11747016775326E-006	3.17528958958099E-005	0.2277635223	1.4115885484
2189	cg20322876	C11orf93;C11orf92	9.13847144202626E-006	3.18215995390658E-005	0.2282881551	1.1461759728
24849	cg12970084		9.17248150411101E-006	3.1935576369923E-005	0.2291377605	0.9122074723
2796	cg17746675	C3orf31	9.19320004877297E-006	3.20032511731323E-005	0.2296553304	1.1406497387
7134	cg06433658	FAM63A	9.19548849183725E-006	3.2006757421567E-005	0.229712498	1.4635908848
22091	cg05366401	TM9SF1	9.20519127163918E-006	3.20360661962689E-005	0.2299548832	1.0741047699
6555	cg19358493	EMX2;EMX2OS	9.21663071021817E-006	3.207140991391E-005	0.2302406518	1.7656579899
11810	cg16826286	LYZL6	9.22825591642127E-006	3.21073901181225E-005	0.230531061	0.9472371651
278	cg14374842	ACTR5	9.23593959959151E-006	3.21296486753092E-005	0.2307230071	1.2307419568
17129	cg10694914	POU2AF1	9.28772222589712E-006	3.23052894632604E-005	0.2320165889	1.0800570763
12685	cg10240853	MOSPD3	0.0000093	3.23433890745184E-005	0.2323225637	1.642067752
15308	cg15878317	NMNAT3	9.32380868047832E-006	3.24217796000875E-005	0.2329180646	1.9261597207
11051	cg02022375	KRTAP1-1	9.37520597665975E-006	0.000032596	0.2342020205	1.1265371211
23349	cg05512756	UGT3A1	0.000009425	3.27644971594653E-005	0.2354456766	1.3526738099
5339	cg12010995	CYP7A1	9.50637487696041E-006	3.30428204816124E-005	0.2374787508	1.0720021529
4546	cg22915732	CLVS1	9.51840721572914E-006	0.00003308	0.2377793307	1.3988974297
13027	cg07873488	MUC17	9.54094023437178E-006	3.3153738766844E-005	0.238342228	0.9626643582
5134	cg08500346	CTSH	0.000009627	3.34482941732148E-005	0.2404932351	1.1677251
17243	cg04375036	PPP1CC	9.6473374591246E-006	3.35129458104567E-005	0.2410001371	1.0353536413
11376	cg06213287	LIX1	9.6483369868622E-006	3.35129458104567E-005	0.2410251063	1.124329626
16585	cg21198021	PHC2	9.68025867426214E-006	3.36191494427558E-005	0.2418225419	0.9743096635
879	cg04415689	ANO7	9.68448340604327E-006	3.36291465063062E-005	0.24192808	0.9780144899
3151	cg11262815	CACNA1G	9.70037711158322E-006	3.36796554029827E-005	0.2423251206	1.7347576716
4049	cg15452204	CDX1	9.74572410620181E-006	3.38323977066464E-005	0.2434579339	1.0558165945
15390	cg02055483	NPAS4	9.83382508114002E-006	3.41334978952284E-005	0.2456587844	1.353145515
19018	cg26551843	RPS6KL1	9.86754853565102E-006	3.42418279619486E-005	0.24650123	1.1942844409
16993	cg06851207	PNMAL1	9.86777628990305E-006	3.42418279619486E-005	0.2465069195	1.1552721037
16068	cg07016325	PAPOLA	1.00315895866269E-005	3.4805436036601E-005	0.2505991395	1.0702125267
10495	cg02007844	KCNJ8	1.0063549531435E-005	3.49114749124813E-005	0.2513975308	1.784991179
13114	cg24353217	MYL2	1.00854876228381E-005	3.49827223418659E-005	0.2519455663	1.0375078187
9906	cg21378206	IL1F5	1.0107307549954E-005	3.50535401784534E-005	0.2524906499	0.9878606524
23094	cg18797282	TUSC4;CYB561D2	1.02605363671383E-005	0.00003558	0.256318459	0.9953463185
18877	cg12681402	RPH3A	1.02774559332148E-005	3.56337441592838E-005	0.2567411267	1.3450045196
1733	cg23455517	BCAT2	1.02891047275772E-005	3.56691819594236E-005	0.2570321252	0.9012010817
4830	cg24016044	CPEB4	1.03037971142118E-005	3.57151596656202E-005	0.2573991557	0.9160316439
20953	cg11115702	SPNS1	0.000010314	3.57456832410809E-005	0.2576548848	1.6847170008
21439	cg23447996	SYK	1.0326164115135E-005	3.57827584630582E-005	0.2579579058	1.1681806298
12768	cg06171787	MRPL16	1.03537085564598E-005	3.58732307141364E-005	0.2586459934	1.3438169064
21414	cg01705587	SV2A	1.03826297305326E-005	3.59684472747795E-005	0.2593684733	1.6801819856
13102	cg18432105	MYH2	1.04175936107675E-005	3.60845244326233E-005	0.260241906	0.9695522335
6790	cg11279021	ETV1	0.000010419	3.60845244326233E-005	0.2602776747	1.4466651233
3477	cg20647888	CCDC3	1.04261474483831E-005	3.61041848361599E-005	0.2604555894	1.2503669797
15144	cg18711066	NFATC3	1.04393267037334E-005	3.61448122503067E-005	0.2607848204	1.5976303385
20383	cg05722918	SLC5A8	1.04464328568155E-005	3.61644039905914E-005	0.2609623392	2.2419941929
10467	cg01495509	KCNIP1;KCNMB1	1.04993530970796E-005	3.63425716666407E-005	0.2622843397	0.8962366334
23640	cg26723847	VPS26B;NCAPD3	1.06306977289754E-005	3.67921113836985E-005	0.26556546	1.4703012211
12131	cg13365022	MC4R	1.0640191684959E-005	3.68198681925422E-005	0.2658026285	1.2088765986
17229	cg12687922	PPM1J	1.06866270800995E-005	3.69754336686935E-005	0.2669626311	1.0784842392
10359	cg27601516	JUB	1.07022907963185E-005	3.70245016455936E-005	0.2673539264	1.1662463026
10488	cg13151102	KCNJ4	1.07260875616671E-005	3.71016883658274E-005	0.2679483934	1.3526641473
7689	cg10769011	FOXN1	1.07281763594513E-005	3.71037759428843E-005	0.2680005736	0.9802536548
10910	cg17687962	KLK3	1.07317729789864E-005	3.71110770747591E-005	0.2680904208	0.9380857612
11630	cg19096034	LRPAP1	1.07606363197311E-005	3.72057378412737E-005	0.2688114559	1.2720046481
4183	cg22740783	CGREF1	1.08142427049851E-005	3.73859115711642E-005	0.270150597	0.756792496
17413	cg12626411	PRG4;MIR548F1	1.08306644473285E-005	3.74375022220441E-005	0.2705608286	0.9162174183
16188	cg18821742	PCDH7	1.08822439036133E-005	3.76105886768352E-005	0.271849335	2.391155528
3396	cg22892904	CBX2	1.0953658294132E-005	3.78521701266721E-005	0.2736333378	1.1055645063
15725	cg18493147	ODF3L2	1.09648519711896E-005	3.7885610939459E-005	0.2739129671	0.9823921394
10719	cg10732834	KIAA1632	1.09676461955916E-005	0.00003789	0.2739827696	1.011823931
23091	cg16225429	TUSC2	1.09764809423106E-005	3.79153028788526E-005	0.2742034704	1.1153067966
4867	cg00514895	CPZ	1.09937889753415E-005	3.79698385722391E-005	0.2746358424	1.742696762
21014	cg06175025	SPTLC2	1.10625899306746E-005	3.82021784708575E-005	0.2763545591	1.2251528548
4156	cg06490951	CETN1	1.10644911397326E-005	3.82034627728625E-005	0.2764020532	0.9890240529
18118	cg26640549	RAD18	1.11084987118167E-005	3.83501114317155E-005	0.2775014063	1.1704245346
22991	cg24697184	TTC22	1.12202445253523E-005	3.87305414519589E-005	0.2802929285	1.6304107262
8916	cg11716026	H19	1.12395232601492E-005	3.87917284556213E-005	0.2807745306	1.1055688906
22638	cg07465480	TPMT;KDM1B	1.12760651742292E-005	3.89124719046029E-005	0.2816873841	0.8725889885
19838	cg26646370	SHD	1.13278041062014E-005	3.90856180078754E-005	0.2829798744	1.8608870552
18242	cg25635500	RASL10A	0.000011499	3.96707151063286E-005	0.2872556481	0.8637686946
18271	cg03996822	RASSF6	1.15063627265708E-005	3.96907549395838E-005	0.2874404473	1.220123481
8813	cg23719124	GSTM5	1.15194811055334E-005	3.97305201570247E-005	0.2877681575	0.906952017
6392	cg06666486	EIF2AK1	1.16813902348669E-005	4.02833806539494E-005	0.2918128095	0.8308724634
5	cg03490200	A2ML1	1.16859183875063E-005	4.02934337112899E-005	0.2919259272	0.9798401237
18368	cg23002907	RBMS2	1.17633230536455E-005	4.05547299479878E-005	0.2938595732	1.1634336299
22910	cg05500074	TSKS	1.17792363649217E-005	0.000040604	0.2942571036	1.0437465307
7130	cg19632206	FAM5C	1.17890846793149E-005	4.06323295217944E-005	0.2945031244	1.2760331119
15547	cg10520594	NT5C	1.18489364235149E-005	0.000040833	0.2959982808	0.7418258508
10285	cg01259619	ITPKB	1.18777675662251E-005	4.09266912512922E-005	0.2967185116	3.6978197694
4556	cg13813391	CMTM2	1.19123750871233E-005	4.10402761069407E-005	0.2975830421	0.9685702417
22650	cg05873268	TPSAB1	1.19443364513305E-005	4.11447144085338E-005	0.2983814689	0.9708467078
8113	cg11452221	GEFT	1.19598330272138E-005	4.119241539402E-005	0.2987685889	1.2267210237
1746	cg12459502	BCL2	1.20158657875373E-005	4.13796999225902E-005	0.3001683432	0.9702543803
9519	cg03510310	HRASLS2	0.000012018	4.13814458492873E-005	0.3002223896	0.9162880439
9806	cg12322132	IGF2AS;INS-IGF2;IGF2	1.20527739095813E-005	4.14953617744283E-005	0.301090345	1.7797692185
24931	cg22175764		0.000012127	0.000041745	0.3029436811	1.378638026
8407	cg21264055	GNL1;PRR3	1.21766914261469E-005	4.1910433799473E-005	0.3041859285	1.2331327953
10658	cg14378057	KIAA0240	1.22473377707078E-005	4.21477813541881E-005	0.3059507449	1.0361368305
17740	cg18468844	PTAFR	1.22572232996452E-005	0.000042176	0.3061976952	0.9770791497
21912	cg03515901	TGIF2LY	1.22644094888719E-005	4.2194906134349E-005	0.3063772134	0.946519607
5618	cg00890257	DEGS2	1.23763051137497E-005	4.25727915851185E-005	0.309172478	2.0801378866
23035	cg25750259	TTPAL	1.23788980274122E-005	4.25727915851185E-005	0.3092372516	0.8094562061
24211	cg03454353	ZFP37	1.2379358635535E-005	4.25727915851185E-005	0.3092487581	1.3344150804
7946	cg11566199	GALNT6	1.23859310105157E-005	4.25895309805497E-005	0.3094129426	0.9734223061
22104	cg21982518	TMC7	1.24100955057788E-005	4.26667486691247E-005	0.3100165958	1.4970857778
19472	cg09784259	SELE	1.24247667130821E-005	4.27113110306185E-005	0.3103830973	0.9358952805
7662	cg15802898	FOXE1	1.24587251399463E-005	4.28221536490093E-005	0.3112314127	1.5783043805
976	cg20402382	APEH	1.24611838196239E-005	4.2824712202232E-005	0.311292833	1.1504675921
11340	cg09018824	LIMCH1	1.25705179380568E-005	4.31945128762858E-005	0.3140241086	0.9139344076
3643	cg08069899	CCND2	1.26022450790399E-005	4.32975772685318E-005	0.3148166843	1.4615327438
4897	cg12588301	CRCT1	1.26416879113831E-005	4.34271184975606E-005	0.3158020057	0.9522120652
1226	cg01986577	ARNTL2	0.00001268	4.35526474400234E-005	0.3167584048	1.2970424198
2442	cg01129847	C19orf35	1.26826298664829E-005	4.35557845332155E-005	0.3168247767	0.9112788603
9689	cg14367014	ICA1L	1.27170710962086E-005	4.3668062275517E-005	0.3176851531	1.146266091
3057	cg13085976	C9orf167	1.27402364184933E-005	4.37415951031309E-005	0.318263846	0.9519554952
8650	cg12398332	GPRC5B	1.27988518450976E-005	4.39368033451123E-005	0.3197281179	0.9108687304
4816	cg24060938	CPA2	1.28277125672158E-005	4.40298279254764E-005	0.3204490876	0.9503570224
664	cg01311051	ALDOA	1.28477580833657E-005	4.40925737986755E-005	0.3209498447	0.8942251342
2743	cg04726446	C2orf39	0.000012911	4.43035304404544E-005	0.3225297016	1.4690783991
5044	cg06489008	CST11	1.29188604629644E-005	4.43244132983537E-005	0.3227260532	0.9423985338
15402	cg06291595	NPC2;ISCA2	1.29265504944854E-005	4.43447072099341E-005	0.3229181579	1.1040702428
24155	cg05373692	ZDHHC15	1.30055173699266E-005	4.46094781570968E-005	0.3248908294	1.3271598458
266	cg10523820	ACTN3;ZDHHC24	1.30432774037455E-005	4.47328545885458E-005	0.3258341128	1.5042867593
1830	cg14975238	BHLHA15	1.31088317189622E-005	4.4951506543774E-005	0.3274717252	0.9741863577
7400	cg06423920	FEZF2	0.000013199	4.52545389342088E-005	0.3297245707	1.6474108373
15666	cg08785922	NXN	1.32038611511468E-005	4.52649451649236E-005	0.3298456554	1.5797739164
18360	cg04436474	RBM6	1.34168871254233E-005	4.59889211416299E-005	0.3351672573	0.9178364666
10208	cg04126335	ITGA10	1.34627529710844E-005	4.61398040843268E-005	0.336313032	0.9688341077
11830	cg23751724	MACROD2	1.35193095563701E-005	4.63272801135365E-005	0.337725872	1.3204079185
9629	cg21621204	HTN1	1.36381649207998E-005	4.67281577131396E-005	0.3406949979	0.9681162158
16069	cg12180123	PAPOLG	1.36862581821337E-005	4.68865079056338E-005	0.3418964156	2.4472808744
18851	cg21166999	ROS1	1.37131198709607E-005	4.69720893317521E-005	0.3425674475	0.9696184769
9090	cg22541143	HELQ;MRPS18C	1.37437917223389E-005	4.70706966021043E-005	0.343333661	0.9307986958
14861	cg15537850	NAPRT1	1.37650879687312E-005	4.71371710139649E-005	0.3438656625	0.8569789292
10147	cg27465569	IRAK4;PUS7L	1.37948147698905E-005	4.72324928408216E-005	0.3446082678	0.9692572777
1052	cg14807303	AR	1.381720226612E-005	4.73026627120656E-005	0.3451675298	1.2052188759
12292	cg12584718	MEPCE	1.392594401631E-005	4.76684033257661E-005	0.3478840075	0.862586699
1761	cg22870280	BCL2L10	1.39789118865633E-005	4.78431563006217E-005	0.3492071978	0.9892786293
8603	cg07432969	GPR35	1.40177437687107E-005	4.79694872720768E-005	0.3501772571	0.9868132227
9335	cg20345978	HMGN2	1.40785347902083E-005	4.81709187226671E-005	0.3516958776	0.8356919021
17373	cg09191327	PRDM12	1.40845728319726E-005	0.000048185	0.3518467139	2.6422360223
7528	cg10011232	FKBP8	1.4088766057976E-005	4.81927242084485E-005	0.3519514649	0.756562173
15786	cg25843439	OR10H3	1.42015717931529E-005	4.85719420817022E-005	0.354769465	1.0977089818
335	cg13059335	ADAMDEC1	1.42036051588525E-005	4.85722464713611E-005	0.3548202605	0.9719142054
1496	cg12079362	ATP6V0B	1.42605907466684E-005	4.87604458585441E-005	0.3562438174	1.1396785804
22150	cg25884854	TMEM106C	1.4292642653978E-005	4.88633510522821E-005	0.3570445061	0.8566740515
3229	cg24392574	CALML5	1.44500628800889E-005	4.93947756988919E-005	0.3609770208	0.996901861
11113	cg14338548	LALBA	1.44727113523145E-005	4.94654265005021E-005	0.3615428023	0.9876052491
24844	cg13966710		1.4479847558726E-005	0.000049483	0.3617210719	1.6403839229
8475	cg12554476	GP2	1.45288860300226E-005	4.964383831432E-005	0.3629461019	1.0465799245
19571	cg24125648	SERINC4;C15orf63	1.45406338131828E-005	4.96733448603148E-005	0.3632395733	0.8837499717
5196	cg18618334	CXCL12	1.4541498377306E-005	4.96733448603148E-005	0.363261171	1.2311727097
24293	cg12856392	ZNF107	1.47145396834553E-005	5.02575766792996E-005	0.3675839158	1.1541283687
24324	cg13794642	ZNF157	1.47334351073299E-005	5.03152347800696E-005	0.3680559424	0.9646714412
7603	cg25778166	FMO3	1.48187144317336E-005	5.05995496472302E-005	0.3701863052	0.9850894605
20337	cg14189614	SLC45A2	1.48616079334175E-005	5.07390771880144E-005	0.3712578278	0.9844853709
9057	cg07371290	HDAC5	1.490434120758E-005	0.000050878	0.3723253477	2.0301987999
8508	cg12624523	GPLD1	1.49257426291835E-005	5.09441148544381E-005	0.3728599766	0.9760065755
23376	cg08022502	UNC45A	1.49724745509963E-005	5.10966375353057E-005	0.3740273868	1.2815934282
18935	cg07441272	RPL39L	1.49830609750493E-005	5.11257814803587E-005	0.3742918462	2.3263392408
372	cg13634864	ADAP1	1.5008787053783E-005	5.12065705258883E-005	0.3749345094	1.0211488923
11145	cg05670348	LARGE	1.50936449001393E-005	5.14890541103891E-005	0.3770543433	1.4917171279
16236	cg27217148	PCGF6	1.51938719660121E-005	5.18238825208831E-005	0.3795581156	1.2032835826
9420	cg01381846	HOXA9	1.52297755256593E-005	5.19392522056648E-005	0.3804550224	1.1819602011
19076	cg27118825	RSPH6A;SYMPK	1.52423329952351E-005	0.000051975	0.3807687206	0.9169080194
4456	cg14496375	CLDND2	1.52955292476352E-005	5.21492583779411E-005	0.3820976161	0.9728817558
9139	cg09721427	HHEX	0.000015352	5.23346871359357E-005	0.3835085873	1.2252943631
21516	cg02111587	TACR1	1.53798731325363E-005	5.24225147665288E-005	0.3842046107	1.6081555553
23891	cg04106190	WNT16	1.53870609911362E-005	5.24398595661083E-005	0.3843841706	0.9353074816
18205	cg03085312	RARA	1.54256088595195E-005	5.25640615086151E-005	0.3853471349	1.2456754234
2722	cg10613381	C22orf45;UPB1	1.54298959294539E-005	5.2571498938037E-005	0.3854542302	0.9271911097
20216	cg03875195	SLC30A3	0.000015513	5.28473597113595E-005	0.3875296888	1.2782281986
17282	cg05492605	PPP1R8	1.55358002757164E-005	5.29178929216897E-005	0.3880998267	1.0556821447
774	cg23523368	AMPD1	1.5558313099587E-005	5.29873509939717E-005	0.3886622195	1.0772366344
19057	cg02238747	RRP12	0.00001557	5.30198117663545E-005	0.3889533391	1.3230725091
706	cg07251857	ALPK3	1.55889361272496E-005	5.30771723313103E-005	0.3894272134	1.082492739
2826	cg05659947	C4BPB	0.000015615	5.31586748618271E-005	0.3900783561	0.8986909045
15214	cg17729667	NINL	0.000015653	5.32807020247101E-005	0.3910270722	1.3286662199
15285	cg14876043	NLRP7	1.56565726266683E-005	5.32856731317168E-005	0.3911168408	0.9760132724
6685	cg26111030	ERBB2	1.56933718359572E-005	5.34036400809216E-005	0.3920361218	1.2570637848
9830	cg19008649	IGFBP5	1.58383881338719E-005	5.38897812547337E-005	0.395658774	1.3986091348
15416	cg26411702	NPM2	1.59176323983363E-005	0.000054152	0.3976383749	1.6159573189
7378	cg03805684	FEN1;C11orf10;MIR611	1.59572087487956E-005	5.42792799228843E-005	0.3986270318	0.8639742471
23881	cg20616414	WNK2	1.59882417395697E-005	5.4377435928685E-005	0.3994022669	1.5119762485
19754	cg26701826	SGMS2	1.60896755068994E-005	0.000054715	0.4019361838	0.9502893847
11369	cg01733599	LIPC	1.61142429950765E-005	5.47910581543494E-005	0.4025499043	1.1607651481
15125	cg06043042	NEUROG3	1.62047592291939E-005	5.50913296549391E-005	0.4048110903	1.6420888491
10452	cg22197787	KCNH1	1.62222076060717E-005	5.51431444015891E-005	0.4052469682	1.6238511341
18239	cg14170423	RASGRP2	1.62249458409651E-005	5.51449485786599E-005	0.4053153721	0.8814150964
22688	cg01090445	TRAIP	1.62386844890455E-005	5.51841351137051E-005	0.4056585772	1.0880169321
23343	cg18098286	UGT1A10;UGT1A8	1.62479459613433E-005	5.52080982127742E-005	0.4058899381	0.9807229392
10211	cg19836283	ITGA11	1.62796062808743E-005	5.53081523871236E-005	0.4066808445	1.6738457195
15996	cg19282714	PADI2	1.62898075140133E-005	5.53352844040748E-005	0.4069356815	2.5628844721
22328	cg15319451	TMEM51	1.62974166430866E-005	5.53536050524741E-005	0.4071257652	1.1919136389
12125	cg16790239	MC1R	1.63388917634845E-005	5.54869297367598E-005	0.4081618551	1.4125126878
1508	cg11856918	ATP6V1B2	1.64088419562871E-005	5.5716906471389E-005	0.4099092809	1.0669942362
7762	cg18695917	FSTL5	1.64921819266843E-005	5.59916585346134E-005	0.4119911967	1.7005324815
11658	cg26035366	LRRC3B	1.64942402288227E-005	5.59916585346134E-005	0.4120426152	2.019692244
6455	cg12241125	EIF4H	1.65175690520164E-005	5.60632326750571E-005	0.4126253925	0.9206584553
23520	cg20625138	UTS2	1.65665677013055E-005	5.62219029678458E-005	0.4138494277	1.0673648122
8082	cg08768421	GDA	1.67466257843877E-005	5.68252456832095E-005	0.4183474587	1.7069441536
3909	cg10065825	CDH11	1.67578383896547E-005	5.6855569850871E-005	0.4186275608	1.5867251637
9792	cg16547450	IFT88	1.67653108217189E-005	5.68731979409777E-005	0.4188142296	1.1544534096
16979	cg04314463	PNKP	1.68113207700122E-005	5.70215348480211E-005	0.4199636042	0.8709240822
19814	cg07816074	SH3TC1	1.68521074538586E-005	5.71521173370679E-005	0.4209824963	0.8826659345
9486	cg11462533	HPCAL4	1.69004395851599E-005	5.73082504787401E-005	0.4221898813	0.8128673423
3433	cg15272690	CCDC113	0.000016983	5.75803886631736E-005	0.4242523037	1.7089936914
15992	cg25034557	PACS1	1.69975785885474E-005	0.000057622	0.4246165107	0.8672201596
3669	cg23218877	CCNY	1.70168062589976E-005	5.76793537525128E-005	0.4250968372	1.0221331825
11467	cg01817029	LOC283392;TRHDE	1.70624967655451E-005	5.78263779270224E-005	0.4262382317	1.2789775073
19350	cg13765785	SCN3B	1.71207112352934E-005	5.80158013251309E-005	0.4276924874	1.1779924315
7169	cg20519035	FAM83H	1.72342907037213E-005	5.83927595374557E-005	0.4305298161	0.9952164284
2114	cg13129046	C10orf35	0.000017362	5.88174832183632E-005	0.4337201213	0.7997980264
12893	cg02883161	MSI1	1.73844647967674E-005	5.88856020458368E-005	0.4342813151	1.504771615
2622	cg08624249	C20orf117	1.73988733885236E-005	5.89264175865927E-005	0.4346412561	1.0463098842
1610	cg27049761	B3GNT4	1.74098991949694E-005	5.89557668143595E-005	0.4349166918	1.3311134814
20866	cg08331313	SPARC	1.74465379484206E-005	5.90718303726611E-005	0.4358319645	0.7260187946
3780	cg17640322	CD44	1.75077556844019E-005	5.92647557376356E-005	0.4373612448	1.7635356225
9637	cg00308665	HTR2A	1.75082621730015E-005	5.92647557376356E-005	0.4373738973	0.8964688248
3335	cg08469834	CASP4	0.000017568	5.94588256853134E-005	0.4388655924	0.8666126595
9046	cg01120165	HDAC10	1.76124581436324E-005	5.96013027480467E-005	0.4399768169	0.7846288123
10297	cg16400825	ITPR3	1.76367475388927E-005	5.96754151793415E-005	0.4405835903	0.8479075652
7917	cg08785534	GAL	0.000017686	5.98339091800697E-005	0.4418135854	1.3739840527
9268	cg21430666	HIST3H3	1.77462106934796E-005	6.00295313925274E-005	0.4433180893	0.9982257133
998	cg05921324	APOA4	1.77709224655948E-005	0.000060105	0.4439354141	0.9196819772
