	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg22806587	-0.0149000173848895	0.113686599325594	-4.11246391632404	0.000149974095552554	0.0266150648676755	-0.252545141435323	0.121136608018039	0.106236590633149	-0.0149000173848895	15	75871813	R	I	PTPN9	TSS200	island	TSS200-island	chr15:75870802-75871814	rs566011510;rs536766235	37;23
cg04242446	0.0190737600880888	0.791908623099199	4.11222051551203	0.00015009135140757	0.0266260559314586	-0.253301071101518	0.782371743055155	0.801445503143244	0.0190737600880889	19	11350143	F	I	C19orf80	TSS200	shelf	TSS200-shelf	chr19:11353960-11354362	rs531391211;rs549975694;rs11668486;rs571228767;rs139654260;rs553754509;rs367883984;rs1541924	0;3;12;14;15;23;38;46
cg20273531	0.0355550052182789	0.50698470727277	4.11218709533962	0.000150107458177185	0.0266260559314586	-0.253404862411285	0.489207204663631	0.52476220988191	0.0355550052182791	5	16509481	R	II	FAM134B	TSS1500	opensea	TSS1500-opensea		rs114564739	6
cg19220199	0.0298669028723912	0.787302469013742	4.11182866094726	0.000150280310221792	0.0266448820455937	-0.254518008039923	0.772369017577547	0.802235920449938	0.0298669028723912	1	161179030	R	II	NDUFS2	Body	opensea	Body-opensea		rs146763942;rs140324736	41;2
cg04928930	0.0312061021000369	0.33719076024215	4.1117957954292	0.000150296169009699	0.0266448820455937	-0.254620072093097	0.321587709192132	0.352793811292169	0.0312061021000368	14	20926227	R	II	TMEM55B	3'UTR	shelf	3'UTR-shelf	chr14:20929157-20929708	rs534666352;rs117872376;rs114198089;rs538275669	42;24;5;1
cg07880727	0.0259626170275026	0.200445278710352	4.11172380944761	0.000150330910493482	0.0266448820455937	-0.25484362359119	0.187463970196601	0.213426587224103	0.0259626170275027	7	47846424	F	II	C7orf69	Body	opensea	Body-opensea		rs186299535	47
cg25352747	0.0363642727036045	0.356543150400767	4.111670691435	0.000150356551015941	0.0266448820455937	-0.255008579652885	0.338361014048965	0.37472528675257	0.0363642727036045	12	53969503	F	II	ATF7	Body	opensea	Body-opensea			
cg03187568	0.0295730727502345	0.226073455569375	4.11150605506988	0.000150436049365898	0.0266526347461168	-0.255519845373023	0.211286919194258	0.240859991944492	0.0295730727502345	21	40202796	R	II		IGR	opensea	IGR-opensea		rs115125512;rs188882210	48;1
cg17227564	0.0309051488998353	0.646972081885608	4.11136893441196	0.000150502292266018	0.0266544664924442	-0.255945655605866	0.631519507435691	0.662424656335526	0.0309051488998354	19	55845538	R	II		IGR	opensea	IGR-opensea		rs184857316	38
cg26840272	0.0101749607912921	0.954359614941996	4.11133664935951	0.000150517893269186	0.0266544664924442	-0.256045911607145	0.94927213454635	0.959447095337642	0.0101749607912921	10	7662786	F	II	ITIH5	Body	opensea	Body-opensea		rs534226765;rs555600705;rs1536493;rs538102892;rs5782990	1;30;36;38;48
cg05024916	0.0212677985800812	0.91588076496373	4.11117416864854	0.000150596432126444	0.0266577417027084	-0.256550463363948	0.905246865673689	0.926514664253771	0.0212677985800815	6	170531180	F	II		IGR	shore	IGR-shore	chr6:170529588-170530672	rs567906968;rs535278534;rs192992099;rs575267881	7;27;31;46
cg10740245	0.0350744137583948	0.336228998642635	4.11113174970035	0.000150616942862478	0.0266577417027084	-0.256682185443358	0.318691791763438	0.353766205521833	0.0350744137583948	17	76965471	R	II		IGR	opensea	IGR-opensea		rs118033636;rs563578873;rs138921131	39;19;2
cg05442797	0.0389755966470889	0.334533646294129	4.11103812595664	0.000150662222127397	0.0266577417027084	-0.256972909662911	0.315045847970584	0.354021444617673	0.0389755966470887	3	122488513	R	II	HSPBAP1	Body	opensea	Body-opensea		rs191810554;rs537689024	35;1
cg03680873	0.0574752082088396	0.408351495904729	4.1108639623925	0.000150746488013036	0.0266577417027084	-0.257513720864551	0.379613891800309	0.437089100009149	0.0574752082088397	3	148844300	R	II		IGR	shelf	IGR-shelf	chr3:148847198-148847968	rs71304451	45
cg21174911	0.0131869824630061	0.923577060275358	4.11085893185479	0.000150748922626873	0.0266577417027084	-0.25752934148246	0.916983569043855	0.930170551506862	0.0131869824630064	9	108762462	F	II		IGR	opensea	IGR-opensea			
cg14140379	0.029490031684479	0.400672565884262	4.11085478505903	0.000150750929567526	0.0266577417027084	-0.257542217934441	0.385927550042023	0.415417581726502	0.0294900316844791	4	6695380	F	II	S100P	TSS200	opensea	TSS200-opensea		rs549726882;rs138477061	1;33
cg25383099	0.0379481970889187	0.640973516627407	4.11063445604094	0.000150857600332942	0.0266663670802719	-0.25822636510405	0.621999418082948	0.659947615171866	0.0379481970889186	2	72092865	F	II		IGR	opensea	IGR-opensea		rs189036721;rs555896718	0;40
cg19756929	-0.0115337981733632	0.0715322190336743	-4.11047163366002	0.000150936476707863	0.0266663670802719	-0.258731936103899	0.0772991181203559	0.0657653199469927	-0.0115337981733632	19	7581188	R	I	ZNF358	5'UTR	island	5'UTR-island	chr19:7580824-7581415		
cg20814038	0.0363236302769149	0.41942666779642	4.11039576282499	0.000150973244633787	0.0266663670802719	-0.258967515238762	0.401264852657962	0.437588482934877	0.0363236302769149	4	90410522	F	II		IGR	opensea	IGR-opensea		rs139753006;rs28432001;rs12648284;rs115481668	9;20;29;35
cg14123882	0.038772016467211	0.547391877665891	4.11031012693692	0.000151014755261542	0.0266663670802719	-0.259233412363003	0.528005869432286	0.566777885899497	0.0387720164672108	2	365531	R	II		IGR	opensea	IGR-opensea		rs188330705;rs74806144	29;28
cg09473060	0.0155552713367592	0.869173645920274	4.11029253591732	0.000151023283597854	0.0266663670802719	-0.25928803167318	0.861396010251895	0.876951281588654	0.0155552713367593	17	61864315	F	I	DDX42	5'UTR	opensea	5'UTR-opensea		rs140340161;rs28611775	3;10
cg04943129	0.0330214012307135	0.280622439512793	4.11027089714934	0.0001510337749718	0.0266663670802719	-0.259355218901719	0.264111738897437	0.29713314012815	0.0330214012307135	6	6725495	F	II		IGR	opensea	IGR-opensea		rs530264544;rs548852970	15;29
cg20040976	0.0283673931854068	0.292261677991455	4.11023524387345	0.000151051062703848	0.0266663670802719	-0.259465920062119	0.278077981398751	0.306445374584158	0.0283673931854067	15	70766226	F	II		IGR	opensea	IGR-opensea		rs186744734;rs571012443	15;47
cg04357896	0.0295006133906958	0.715304274427744	4.11016350423806	0.000151085853981432	0.0266663670802719	-0.259688665673459	0.700553967732396	0.730054581123092	0.0295006133906961	3	72741058	R	II		IGR	opensea	IGR-opensea		rs549513321;rs142374258;rs559359801	50;16;2
cg20641531	0.0300426239242392	0.696399212794558	4.10984038545884	0.000151242651960638	0.0266826092683893	-0.260691899357755	0.681377900832439	0.711420524756678	0.0300426239242391	7	8302731	F	II	ICA1	TSS1500	shore	TSS1500-shore	chr7:8301031-8302252	rs559244617	30
cg27543571	0.02033935357869	0.88505754010606	4.10982636505628	0.000151249459132606	0.0266826092683893	-0.260735429669597	0.874887863316715	0.895227216895405	0.0203393535786898	1	222788795	F	II		IGR	shelf	IGR-shelf	chr1:222790947-222791220	rs142259958	1
cg24394152	0.0308693974051822	0.309689382700261	4.10966186357795	0.00015132934993332	0.0266903874135528	-0.261246165750364	0.29425468399767	0.325124081402853	0.0308693974051823	11	72927298	F	II		IGR	shore	IGR-shore	chr11:72928982-72929885	rs565760636;rs575188408	0;48
cg16413677	0.0345545889355978	0.460754853341743	4.10946215502541	0.000151426394210251	0.0266966555056301	-0.261866197735598	0.443477558873945	0.478032147809542	0.0345545889355977	21	44457300	F	II		IGR	opensea	IGR-opensea			
cg23451483	0.0323879677184706	0.281893751104787	4.10944135109953	0.000151436506923026	0.0266966555056301	-0.261930786517411	0.265699767245552	0.298087734964022	0.0323879677184705	17	32549863	R	II		IGR	opensea	IGR-opensea		rs182207932;rs111428371;rs187211476	49;14;1
cg03193047	0.0400240631153707	0.374943167892498	4.10931266330246	0.000151499076156347	0.026701371926404	-0.262330312789217	0.354931136334813	0.394955199450184	0.0400240631153707	4	74570180	F	II		IGR	opensea	IGR-opensea		rs77744154	44
cg18766600	0.0260316328811941	0.334380224315791	4.10908406455223	0.000151610284897807	0.0267146566956493	-0.263040009345806	0.321364407875194	0.347396040756388	0.0260316328811942	6	106981405	F	II	AIM1	Body	opensea	Body-opensea		rs544474038;rs148728741;rs559431542;rs13194254	9;16;17;34
cg26188803	0.038741185404957	0.314630881432668	4.108953165196	0.000151674000482151	0.0267176318173477	-0.263446384520962	0.295260288730189	0.334001474135146	0.038741185404957	1	151634662	R	II	SNX27	Body	opensea	Body-opensea		rs370297492;rs552371418;rs191905305;rs145927992	38;8;5;1
cg21732535	0.044483617851408	0.62737010006616	4.10889500335252	0.000151702319237486	0.0267176318173477	-0.263626945121412	0.605128291140456	0.649611908991864	0.044483617851408	2	209224280	R	II	PTH2R	TSS1500	shore	TSS1500-shore	chr2:209224972-209225308	rs531067969;rs185826854;rs142509824	45;43;17
cg13408795	0.0261306443673166	0.296337800322546	4.10882855115425	0.000151734680809641	0.0267176318173477	-0.263833241210197	0.283272478138887	0.309403122506204	0.0261306443673165	3	143050350	F	II	SLC9A9	Body	opensea	Body-opensea		rs538007082	1
cg05507213	0.0152076692256112	0.916768812839055	4.108624372024	0.000151834155961027	0.0267239050529551	-0.264467090595889	0.90916497822625	0.924372647451861	0.0152076692256112	11	60523681	F	II	MS4A15	TSS1500	opensea	TSS1500-opensea		rs546711695	46
cg02888894	0.0329927362501977	0.526974535550068	4.10860827927496	0.000151841998964919	0.0267239050529551	-0.264517047938899	0.510478167424969	0.543470903675167	0.0329927362501977	20	62660605	R	II	PRPF6	Body	shore	Body-shore	chr20:62660961-62661352	rs553954430	1
cg04037937	0.0326011582426536	0.777829029897428	4.10836020072877	0.000151962952907842	0.0267310500380793	-0.265287155784824	0.761528450776101	0.794129609018754	0.0326011582426536	3	105743970	F	II		IGR	opensea	IGR-opensea		rs576024769;rs571683090	0;8
cg12964770	0.0321838487159225	0.559841393999004	4.10833259975213	0.000151976415902077	0.0267310500380793	-0.26537283584072	0.543749469641043	0.575933318356966	0.0321838487159224	2	64710206	F	II		IGR	opensea	IGR-opensea		rs544800036;rs561545079;rs575002213	24;34;40
cg14047370	0.0336379282147339	0.591704278627047	4.10830442187762	0.000151990161484771	0.0267310500380793	-0.265460306438804	0.57488531451968	0.608523242734414	0.033637928214734	7	43342206	R	II	HECW1	Body	opensea	Body-opensea		rs532143452;rs547412805	6;1
cg02004370	0.0356848931455689	0.636331863890707	4.10805176171143	0.000152113466742417	0.0267464265645143	-0.266244608690529	0.618489417317923	0.654174310463491	0.0356848931455688	16	69362629	R	II	PDF	3'UTR	shore	3'UTR-shore	chr16:69363597-69364835		
cg10107338	0.0326886727675646	0.639419328415192	4.10797366900214	0.000152151597806544	0.0267468230156843	-0.266487017677468	0.62307499203141	0.655763664798974	0.0326886727675647	20	31192405	F	II	LOC149950	Body	opensea	Body-opensea		rs151006877;rs535755641;rs544869757	0;16;32
cg19489885	0.0213270406359689	0.768927831935149	4.10751581066813	0.0001523753472424	0.0267527845090476	-0.26790821912928	0.758264311617164	0.779591352253133	0.021327040635969	5	178684416	R	I	ADAMTS2	Body	island	Body-island	chr5:178684326-178684659	rs75386558;rs531653506	43;30
cg09631123	0.028238771185306	0.307905896529531	4.10749537442552	0.000152385341607362	0.0267527845090476	-0.267971651849226	0.293786510936878	0.322025282122184	0.0282387711853062	1	232644166	F	II	SIPA1L2	Body	opensea	Body-opensea		rs529294366	28
cg27425853	0.036918113242121	0.524751808534554	4.10743392315827	0.000152415398242547	0.0267527845090476	-0.268162391521808	0.506292751913493	0.543210865155614	0.036918113242121	1	165864037	F	II	UCK2	Body	opensea	Body-opensea		rs190197548;rs149527371	0;24
cg19434889	0.0358728814144899	0.553941824493419	4.10742401146753	0.000152420246721389	0.0267527845090476	-0.268193156464222	0.536005383786174	0.571878265200664	0.0358728814144899	15	69026273	F	II		IGR	opensea	IGR-opensea		rs576873669;rs8034324;rs10851792;rs146358776;rs572922610	0;18;21;41;44
cg07488141	0.0267641951408921	0.248987895250831	4.10740531358764	0.000152429393527428	0.0267527845090476	-0.26825119280173	0.235605797680385	0.262369992821277	0.026764195140892	7	47560215	F	II	TNS3	5'UTR	opensea	5'UTR-opensea		rs556886568	20
cg09202659	0.0320430249281276	0.711237178407155	4.10734098235196	0.000152460867758625	0.0267527845090476	-0.268450869506558	0.695215665943091	0.727258690871219	0.0320430249281277	6	15380565	F	II	JARID2	Body	opensea	Body-opensea		rs535355157;rs548933715	21;22
cg21584353	0.0298692179078232	0.216959461483308	4.1073171010293	0.000152472553364907	0.0267527845090476	-0.268524993981014	0.202024852529396	0.231894070437219	0.0298692179078232	6	157369304	F	II	ARID1B	Body	opensea	Body-opensea		rs112548920	40
cg11754797	0.0319993121615743	0.81088368017411	4.1073170363009	0.000152472585038984	0.0267527845090476	-0.268525194889155	0.794884024093323	0.826883336254897	0.0319993121615743	10	34306618	R	II		IGR	opensea	IGR-opensea		rs181018813;rs147946265;rs576477254;rs114002829	42;17;10;2
cg01397223	0.0360622993137076	0.839196345382715	4.10691309335087	0.000152670374091546	0.0267811855660523	-0.269778948895217	0.821165195725861	0.857227495039569	0.0360622993137074	5	85756331	R	II		IGR	opensea	IGR-opensea		rs568911537;rs539094198;rs557699200;rs192681702	37;21;15;4
cg05553551	0.0316251748552301	0.697554064691587	4.10650226111061	0.000152871791749373	0.0268056673439749	-0.271054024590006	0.681741477263972	0.713366652119202	0.0316251748552302	6	44609219	F	II		IGR	opensea	IGR-opensea		rs534890048	1
cg27345945	0.0392243910796566	0.403045162253163	4.1064687304161	0.000152888242129281	0.0268056673439749	-0.271158089095451	0.383432966713335	0.422657357792991	0.0392243910796566	13	60576227	F	II	DIAPH3	Body	opensea	Body-opensea		rs190890086;rs529744212	0;42
cg08160801	0.0279055097021262	0.832775007191843	4.10640848719153	0.000152917802166955	0.0268056673439749	-0.271345056493888	0.81882225234078	0.846727762042907	0.0279055097021262	6	77394771	F	II		IGR	opensea	IGR-opensea		rs143021147	1
cg06458106	0.0383012717687249	0.590722646563377	4.10615761179962	0.000153040960884103	0.0268175921986968	-0.272123644616816	0.571572010679014	0.609873282447739	0.0383012717687249	22	17591807	R	II		IGR	shore	IGR-shore	chr22:17589440-17590287	rs75870648	33
cg26235273	0.0394200148611727	0.609127119158428	4.10612338215842	0.000153057772217079	0.0268175921986968	-0.272229874024009	0.589417111727842	0.628837126589015	0.0394200148611725	11	11984899	F	II	DKK3	3'UTR	opensea	3'UTR-opensea		rs193161422	10
cg19695710	0.0455161840083589	0.734378676448906	4.10566478048978	0.000153283179839709	0.0268507759632375	-0.273653072343158	0.711620584444726	0.757136768453085	0.0455161840083588	15	25295813	R	II	SNORD116-1	TSS1500	opensea	TSS1500-opensea		rs578066675;rs141394324	16;1
cg15590999	0.022783417379533	0.210025484241563	4.10556241003587	0.000153333539957879	0.02685328808497	-0.273970752474984	0.198633775551797	0.22141719293133	0.022783417379533	18	77326916	R	II		IGR	opensea	IGR-opensea		rs561999230;rs4799066	17;11
cg06635495	0.0383780663269886	0.723337454789183	4.1054641156186	0.00015338191001451	0.0268554505893137	-0.274275780075214	0.704148421625689	0.742526487952677	0.0383780663269884	7	94136316	F	II		IGR	shelf	IGR-shelf	chr7:94139031-94139949	rs575725971;rs544468045	30;36
cg07085256	0.0383969892440599	0.783856988819349	4.10526958103955	0.000153477682880112	0.0268659098291252	-0.274879450076106	0.764658494197319	0.803055483441379	0.0383969892440599	21	47719456	F	II		IGR	shore	IGR-shore	chr21:47717235-47718059	rs62224179;rs73146707	21;25
cg05878073	0.026638102391617	0.272853111452836	4.1051441820618	0.000153539449794351	0.0268704128934936	-0.275268574584529	0.259534060257028	0.286172162648645	0.026638102391617	14	74766220	F	II	ABCD4	Body	shelf	Body-shelf	chr14:74769366-74769815		
cg13211024	0.0265452732861473	0.872962899175494	4.10506713226946	0.000153577413641082	0.0268707491286104	-0.275507664288781	0.859690262532421	0.886235535818568	0.0265452732861472	1	64947189	F	II	CACHD1	Body	opensea	Body-opensea		rs530929054;rs546246482;rs564359384;rs528446193	0;3;10;36
cg23449757	0.0335139851150178	0.73430976237777	4.10474763850176	0.000153734931266968	0.0268919980848429	-0.276499047666102	0.717552769820261	0.751066754935279	0.0335139851150179	5	64784025	R	II		IGR	opensea	IGR-opensea		rs2367534;rs533106080	37;36
cg26128417	0.0279731275738265	0.252540609200608	4.10448958754654	0.000153862270598309	0.0269079593888379	-0.277299747821504	0.238554045413695	0.266527172987522	0.0279731275738264	3	127489767	R	II	MGLL	Body	opensea	Body-opensea		rs147113109	1
cg05490745	0.0240742820528182	0.219827583797106	4.10427877552621	0.000153966375057333	0.0269198507654182	-0.277953853312778	0.207790442770696	0.231864724823515	0.0240742820528182	4	40814571	F	II	APBB2	3'UTR	opensea	3'UTR-opensea		rs150066610	29
cg23209926	0.0114433835333022	0.950513754439432	4.10417925838006	0.000154015542949826	0.0269221335766231	-0.278262628492565	0.94479206267278	0.956235446206083	0.0114433835333023	13	107865419	R	II	FAM155A	Body	opensea	Body-opensea		rs184319488	9
cg19914997	0.0342801254384755	0.648914338218644	4.10399815014964	0.000154105061186335	0.0269312265741421	-0.278824549751793	0.631774275499406	0.666054400937881	0.0342801254384754	19	18211889	R	II	MAST3	Body	shore	Body-shore	chr19:18209911-18210268		
cg25044374	0.0110175870779236	0.963853286321039	4.10392787710588	0.000154139809359091	0.0269312265741421	-0.27904258142908	0.958344492782077	0.969362079860001	0.0110175870779238	1	14699074	F	II		IGR	opensea	IGR-opensea		rs150898791;rs139376216;rs547162875	0;36;40
cg08577293	0.0428356525114054	0.782948290719767	4.10362312240083	0.000154290590518013	0.0269504661979408	-0.279988103420749	0.761530464464065	0.80436611697547	0.0428356525114052	17	40253614	R	II	DHX58	3'UTR	shelf	3'UTR-shelf	chr17:40250272-40250591	rs111776968;rs571543610	51;1
cg05284500	0.0235462802165124	0.145578986198595	4.10353484121526	0.000154334295445021	0.0269504661979408	-0.280261995386676	0.133805846090339	0.157352126306851	0.0235462802165124	12	47054945	R	II		IGR	opensea	IGR-opensea			
cg24627621	0.0325044070991676	0.819961483335604	4.10348621221429	0.000154358375091488	0.0269504661979408	-0.280412865415336	0.803709279786021	0.836213686885188	0.0325044070991676	6	42109176	R	II	C6orf132	Body	shore	Body-shore	chr6:42109904-42110361	rs186127928;rs578210344;rs74895378;rs115658352;rs529357060	50;38;20;11;8
cg02224138	0.0412381630859281	0.767224766715701	4.10309683820681	0.000154551313067091	0.0269778345418595	-0.281620855440578	0.746605685172737	0.787843848258665	0.041238163085928	10	1231119	R	II	ADARB2	Body	island	Body-island	chr10:1230813-1231214	rs541778360;rs114970189;rs115933210;rs549890339	37;35;8;1
cg02254605	0.03053952477542	0.79775349141848	4.10300563332622	0.000154596539626808	0.0269794122179061	-0.281903800518125	0.78248372903077	0.81302325380619	0.0305395247754201	10	62169668	R	II		IGR	opensea	IGR-opensea		rs532460699	1
cg03318414	0.0271081429410209	0.741413834239586	4.10271461594243	0.000154740934804196	0.0269972132835677	-0.282806603926089	0.727859762769076	0.754967905710097	0.0271081429410208	18	33159713	R	II		IGR	shore	IGR-shore	chr18:33160891-33162264		
cg06782083	0.0302875350619836	0.882821370995478	4.10261512105877	0.000154790331552085	0.0269972132835677	-0.283115253005823	0.867677603464486	0.89796513852647	0.0302875350619838	12	50376841	R	II		IGR	opensea	IGR-opensea		rs113238378;rs538200030;rs189638647;rs574985847	45;42;41;7
cg13222915	0.0300561666019006	0.368894893024234	4.10258119333507	0.000154807179324253	0.0269972132835677	-0.283220501414183	0.353866809723284	0.383922976325184	0.0300561666019005	1	184598594	R	II		IGR	opensea	IGR-opensea		rs537309075	2
cg07650516	0.0233563947904468	0.231808992200752	4.10233302640108	0.000154930467744202	0.0270123951722169	-0.283990336127241	0.220130794805529	0.243487189595976	0.0233563947904467	2	65088881	R	II	LOC101927438	Body	shore	Body-shore	chr2:65086804-65087180	rs541720061;rs186092591	30;13
cg20369048	0.0358540952604687	0.63801529372335	4.10221661241744	0.000154988334594763	0.0270161662646164	-0.284351454320689	0.620088246093116	0.655942341353584	0.0358540952604687	15	34260872	F	II	CHRM5	TSS1500	opensea	TSS1500-opensea		rs142387857;rs182847728	26;29
cg05895403	0.0246248804643366	0.564456277263259	4.10197850748743	0.0001551067566567	0.027019346575451	-0.285090044461662	0.55214383703109	0.576768717495427	0.0246248804643365	16	31150380	R	II	PRSS36	3'UTR	shelf	3'UTR-shelf	chr16:31153556-31154474	rs184107500;rs551274890;rs140036348	30;21;19
cg05008854	0.0268231644119709	0.3081579392369	4.10197529422468	0.00015510835538073	0.027019346575451	-0.285100011707354	0.294746357030914	0.321569521442885	0.0268231644119709	10	7825899	R	II	KIN	Body	shelf	Body-shelf	chr10:7829588-7830517	rs549119277	20
cg08173709	0.037379350341618	0.48356093825597	4.10181961234477	0.000155185832361496	0.027019346575451	-0.285582918052752	0.464871263085161	0.502250613426779	0.0373793503416182	3	71103443	R	II	FOXP1	Body	opensea	Body-opensea		rs575630294	24
cg08903939	0.0166708568157509	0.918895865544102	4.10177310512677	0.000155208984524995	0.027019346575451	-0.285727176088816	0.910560437136226	0.927231293951977	0.0166708568157512	16	49884482	R	II		IGR	shelf	IGR-shelf	chr16:49888474-49893354	rs547601594;rs564114539	47;30
cg26973618	0.0375480629745948	0.589358780496099	4.10175570529341	0.000155217647348863	0.027019346575451	-0.285781147416575	0.570584749008801	0.608132811983396	0.0375480629745947	8	11807161	R	II		IGR	opensea	IGR-opensea		rs567617280	38
cg02582338	0.0283055084083889	0.36753399828279	4.10171957167377	0.000155235638627595	0.027019346575451	-0.285893227412785	0.353381244078595	0.381686752486984	0.028305508408389	14	74269812	R	II	LOC100506476	Body	opensea	Body-opensea		rs11624703;rs76516447;rs571328797	36;7;2
cg13443601	0.0311329696167002	0.85216079926549	4.10167010289195	0.000155260272892812	0.027019346575451	-0.286046669909659	0.83659431445714	0.86772728407384	0.0311329696167003	12	116564110	F	II	MED13L	Body	opensea	Body-opensea		rs549901288	1
cg01821207	0.0323622166567356	0.67440132339275	4.10142102696998	0.000155384364340073	0.0270346311266571	-0.286819241122879	0.658220215064382	0.690582431721117	0.0323622166567356	2	128453870	F	II		IGR	shore	IGR-shore	chr2:128453174-128453446		
cg02992366	0.0349132537311796	0.427654916427885	4.10129585374705	0.000155446762871247	0.0270391773751459	-0.287207488561591	0.410198289562295	0.445111543293475	0.0349132537311795	1	87868496	R	II		IGR	opensea	IGR-opensea			
cg22620071	0.0345073306740756	0.701926714468688	4.10106551756421	0.000155561648386244	0.0270487652722221	-0.287921902961767	0.68467304913165	0.719180379805726	0.0345073306740759	5	113142754	F	II		IGR	opensea	IGR-opensea		rs191942917;rs146552519	0;1
cg08683278	0.0146135252733873	0.921537484249489	4.10103986983854	0.000155574445879012	0.0270487652722221	-0.28800145115487	0.914230721612795	0.928844246886183	0.0146135252733871	1	212640595	R	II		IGR	opensea	IGR-opensea		rs184838611;rs188570577	8;2
cg10588471	0.0255569274844277	0.877713488187585	4.10077540776534	0.000155706464571026	0.0270654066492673	-0.288821684471481	0.864935024445371	0.890491951929798	0.0255569274844274	13	113632644	R	II	MCF2L	Body	shore	Body-shore	chr13:113633843-113634065	rs9549619;rs187588067;rs192541128;rs182243664	26;15;13;2
cg02345285	0.0296101034353683	0.313881192783712	4.10066451189869	0.000155761855792705	0.0270687237355301	-0.289165622124997	0.299076141066027	0.328686244501396	0.0296101034353683	11	34393828	F	II		IGR	opensea	IGR-opensea		rs145278221	7
cg10430168	0.0309125703547868	0.637766003422018	4.10057314111554	0.00015580750881847	0.0270703473396449	-0.289449000375926	0.622309718244624	0.653222288599411	0.0309125703547868	17	74254668	R	II		IGR	opensea	IGR-opensea		rs573670105	27
cg27025953	0.0219948024047321	0.897065884840538	4.09998201581097	0.000156103175819665	0.0271093213086269	-0.291282248213147	0.886068483638172	0.908063286042904	0.0219948024047322	17	78776560	F	II	RPTOR	Body	shore	Body-shore	chr17:78775591-78775815	rs540176725;rs139833069;rs9914359	9;27;37
cg03991534	0.012158404750009	0.939792766998808	4.09991862319366	0.000156134915609185	0.0271093213086269	-0.291478839149898	0.933713564623804	0.945871969373813	0.0121584047500088	2	218182275	R	II	DIRC3	Body	opensea	Body-opensea		rs539542606	4
cg15741088	0.0384958157676306	0.625457809949035	4.09990663791156	0.000156140917174464	0.0271093213086269	-0.291516007315898	0.60620990206522	0.644705717832851	0.0384958157676307	1	224642262	R	II		IGR	opensea	IGR-opensea		rs6698200;rs528344313	39;11
cg13636518	0.0291638691518251	0.352040567773681	4.09981416220357	0.000156187231409922	0.0271110487214381	-0.291802786649592	0.337458633197768	0.366622502349593	0.029163869151825	13	41863892	R	II		IGR	opensea	IGR-opensea			
cg20158944	0.0150630471977437	0.949853785969677	4.09945982282001	0.000156364817145961	0.0271297956371393	-0.292901610621422	0.942322262370805	0.957385309568549	0.0150630471977438	2	242895305	R	II		IGR	opensea	IGR-opensea		rs575904602	27
cg04915300	0.031968573868299	0.447541952057678	4.09937769759334	0.000156406004132418	0.0271297956371393	-0.293156278434981	0.431557665123528	0.463526238991828	0.0319685738682992	2	157314925	F	II	GPD2	5'UTR	opensea	5'UTR-opensea		rs536890976;rs553600002;rs182931432	7;12;38
cg03760308	0.0336768799870149	0.370189859797485	4.09933542902837	0.00015642720652914	0.0271297956371393	-0.293287350995508	0.353351419803978	0.387028299790993	0.033676879987015	6	76310551	R	II	SENP6	TSS1500	shore	TSS1500-shore	chr6:76311330-76312563	rs11967957	34
cg09590082	0.0278068351351	0.192445990389964	4.09930834651579	0.000156440792893174	0.0271297956371393	-0.293371332074511	0.178542572822414	0.206349407957514	0.0278068351350999	3	72219112	F	II	LINC00870	Body	opensea	Body-opensea		rs141370197;rs187210099	0;29
cg18656725	0.0318944807986489	0.790141121520043	4.09913819756775	0.000156526176948643	0.0271366794363234	-0.293898946539165	0.774193881120719	0.806088361919368	0.0318944807986491	4	114038142	F	II	ANK2	Body	opensea	Body-opensea			
cg22586275	0.0250218162024343	0.881355488064299	4.09908419473895	0.000156553286067897	0.0271366794363234	-0.294066401558771	0.868844579963082	0.893866396165517	0.0250218162024344	4	153099828	F	II		IGR	opensea	IGR-opensea		rs533429400	42
cg14363249	0.0450616271888121	0.302705702341844	4.09889200080213	0.000156649803301591	0.0271376384150308	-0.294662358677196	0.280174888747438	0.32523651593625	0.0450616271888121	9	75213807	R	II	TMC1	5'UTR	opensea	5'UTR-opensea		rs138374100;rs550027074	34;15
cg10079576	0.0338575996172105	0.671662256087801	4.09886504672097	0.000156663343895627	0.0271376384150308	-0.294745937110142	0.654733456279195	0.688591055896406	0.0338575996172106	6	135328150	R	II	HBS1L	Body	opensea	Body-opensea			
cg07460482	0.0306067697382819	0.247258469813656	4.09878591317909	0.00015670310380998	0.0271376384150308	-0.294991310559443	0.231955084944515	0.262561854682797	0.030606769738282	8	124629020	R	II		IGR	opensea	IGR-opensea		rs570332540;rs188665420;rs546943431;rs144836710;rs567173731	45;44;32;19;2
cg05780014	0.0334532207079247	0.581672545471125	4.09874265810641	0.000156724841056912	0.0271376384150308	-0.295125432819066	0.564945935117162	0.598399155825087	0.0334532207079247	16	89364035	F	II	ANKRD11	Body	opensea	Body-opensea		rs547769626;rs115619862;rs191868049	4;20;40
