	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg18555440	chr11	17741537	17741838	0	0	0	0	MYOD1	chr11	17741687	17741688	cg18555440	MYOD1	Island	II
cg23133255	chr8	91803520	91803821	0	0	0	0	NECAB1	chr8	91803670	91803671	cg23133255	NECAB1	Island	II
cg14548272	chr8	99960972	99961273	0	0	0	0	OSR2	chr8	99961122	99961123	cg14548272	OSR2	Island	II
cg21945930	chr7	96631430	96631731	0	0	0	0	DLX6AS	chr7	96631580	96631581	cg21945930	DLX6AS	Island	II
cg02382037	chr12	130823420	130823721	0	0	0	0	PIWIL1	chr12	130823570	130823571	cg02382037	PIWIL1	Island	II
cg03175771	chr16	30661384	30661685	0	0	0	0	PRR14	chr16	30661534	30661535	cg03175771	PRR14	N_Shore	I
cg17295225	chr6	137814821	137815122	0	0	0	0	OLIG3	chr6	137814971	137814972	cg17295225	OLIG3	Island	I
cg02332525	chr3	6903003	6903304	0	0	0	0	GRM7	chr3	6903153	6903154	cg02332525	GRM7	Island	II
cg07862488	chr14	60976904	60977205	0	0	0	0	SIX6	chr14	60977054	60977055	cg07862488	SIX6	Island	II
cg18007837	chr17	6797316	6797617	0	0	0	0	ALOX12P2	chr17	6797466	6797467	cg18007837	ALOX12P2	Island	I
cg08214995	chr16	22826093	22826394	0	0	0	0	HS3ST2	chr16	22826243	22826244	cg08214995	HS3ST2	Island	II
cg19424261	chr10	131756577	131756878	0	0	0	0	EBF3	chr10	131756727	131756728	cg19424261	EBF3	Island	II
cg07035659	chr4	4859825	4860126	0	0	0	0	MSX1	chr4	4859975	4859976	cg07035659	MSX1	Island	II
cg07716052	chr11	32454598	32454899	0	0	0	0	WT1	chr11	32454748	32454749	cg07716052	WT1	N_Shore	II
cg13841603	chr6	127839672	127839973	0	0	0	0	C6orf174	chr6	127839822	127839823	cg13841603	C6orf174	S_Shelf	II
cg01720455	chr2	176948193	176948494	0	0	0	0	EVX2	chr2	176948343	176948344	cg01720455	EVX2	Island	II
cg09258804	chr17	59532414	59532715	0	0	0	0	TBX4	chr17	59532564	59532565	cg09258804	TBX4	Island	II
cg13954457	chr5	167956669	167956970	0	0	0	0	FBLL1	chr5	167956819	167956820	cg13954457	FBLL1	Island	I
cg22538780	chr8	77585298	77585599	0	0	0	0	LOC100192378	chr8	77585448	77585449	cg22538780	LOC100192378	CpG_Ocean	II
cg21293934	chr18	14748080	14748381	0	0	0	0	ANKRD30B	chr18	14748230	14748231	cg21293934	ANKRD30B	Island	I
cg20996682	chr7	79083898	79084199	0	0	0	0	MAGI2	chr7	79084048	79084049	cg20996682	MAGI2	S_Shore	II
cg07015911	chr17	46655430	46655731	0	0	0	0	HOXB4	chr17	46655580	46655581	cg07015911	HOXB4	Island	I
cg09317884	chr1	165204362	165204663	0	0	0	0	LMX1A	chr1	165204512	165204513	cg09317884	LMX1A	Island	II
cg22175873	chr5	140801332	140801633	0	0	0	0	PCDHGA4	chr5	140801482	140801483	cg22175873	PCDHGA4	N_Shore	II
cg00237475	chr15	68118371	68118672	0	0	0	0	LBXCOR1	chr15	68118521	68118522	cg00237475	LBXCOR1	Island	II
cg08260406	chr1	248100257	248100558	0	0	0	0	OR2L13	chr1	248100407	248100408	cg08260406	OR2L13	Island	II
cg06649410	chr6	154360333	154360634	0	0	0	0	OPRM1	chr6	154360483	154360484	cg06649410	OPRM1	N_Shore	II
cg02249292	chr10	28035505	28035806	0	0	0	0	MKX	chr10	28035655	28035656	cg02249292	MKX	S_Shore	II
cg04726439	chr19	18898244	18898545	0	0	0	0	COMP	chr19	18898394	18898395	cg04726439	COMP	Island	I
cg00184452	chr1	50887327	50887628	0	0	0	0	DMRTA2	chr1	50887477	50887478	cg00184452	DMRTA2	Island	II
cg06809252	chr1	110611894	110612195	0	0	0	0	ALX3	chr1	110612044	110612045	cg06809252	ALX3	Island	I
cg06071058	chr9	96715941	96716242	0	0	0	0	BARX1	chr9	96716091	96716092	cg06071058	BARX1	Island	II
cg16084857	chrX	130216425	130216726	0	0	0	0	FLJ30058	chrX	130216575	130216576	cg16084857	FLJ30058	Island	II
cg00484358	chr1	110610845	110611146	0	0	0	0	ALX3	chr1	110610995	110610996	cg00484358	ALX3	Island	II
cg24678611	chr1	3567582	3567883	0	0	0	0	TP73	chr1	3567732	3567733	cg24678611	TP73	Island	II
cg13702629	chr15	66546498	66546799	0	0	0	0	MEGF11	chr15	66546648	66546649	cg13702629	MEGF11	S_Shore	II
cg15341124	chr14	102027584	102027885	0	0	0	0	DIO3	chr14	102027734	102027735	cg15341124	DIO3	Island	I
cg11234328	chr10	135043436	135043737	0	0	0	0	UTF1	chr10	135043586	135043587	cg11234328	UTF1	Island	II
cg10253847	chr6	28226935	28227236	0	0	0	0	NKAPL	chr6	28227085	28227086	cg10253847	NKAPL	Island	I
cg02400433	chr6	100054837	100055138	0	0	0	0	PRDM13	chr6	100054987	100054988	cg02400433	PRDM13	Island	II
cg02213103	chr3	181421398	181421699	0	0	0	0	SOX2OT	chr3	181421548	181421549	cg02213103	SOX2OT	CpG_Ocean	II
cg09520393	chr4	9782909	9783210	0	0	0	0	DRD5	chr4	9783059	9783060	cg09520393	DRD5	Island	II
cg06896909	chr7	19813147	19813448	0	0	0	0	TMEM196	chr7	19813297	19813298	cg06896909	TMEM196	S_Shore	II
cg09854734	chr16	66613123	66613424	0	0	0	0	CMTM2	chr16	66613273	66613274	cg09854734	CMTM2	Island	I
cg20831708	chr10	102279223	102279524	0	0	0	0	SEC31B	chr10	102279373	102279374	cg20831708	SEC31B	Island	II
cg12883523	chr8	55372242	55372543	0	0	0	0	SOX17	chr8	55372392	55372393	cg12883523	SOX17	Island	II
cg04457979	chr11	2890497	2890798	0	0	0	0	KCNQ1DN	chr11	2890647	2890648	cg04457979	KCNQ1DN	Island	I
cg12865837	chr6	100911376	100911677	0	0	0	0	SIM1	chr6	100911526	100911527	cg12865837	SIM1	N_Shore	II
cg08811309	chr5	87968599	87968900	0	0	0	0	LOC645323	chr5	87968749	87968750	cg08811309	LOC645323	Island	II
cg08649201	chr6	6004314	6004615	0	0	0	0	NRN1	chr6	6004464	6004465	cg08649201	NRN1	Island	II
cg01101663	chr5	140564011	140564312	0	0	0	0	PCDHB16	chr5	140564161	140564162	cg01101663	PCDHB16	Island	II
cg23548151	chr12	130823688	130823989	0	0	0	0	PIWIL1	chr12	130823838	130823839	cg23548151	PIWIL1	Island	I
cg15164708	chr19	49936124	49936425	0	0	0	0	SLC17A7	chr19	49936274	49936275	cg15164708	SLC17A7	Island	II
cg12809365	chr8	72754122	72754423	0	0	0	0	MSC	chr8	72754272	72754273	cg12809365	MSC	Island	II
cg00920572	chr12	54349199	54349500	0	0	0	0	HOXC12	chr12	54349349	54349350	cg00920572	HOXC12	Island	II
cg13777717	chr5	76250377	76250678	0	0	0	0	CRHBP	chr5	76250527	76250528	cg13777717	CRHBP	Island	I
cg17991695	chr6	10882824	10883125	0	0	0	0	GCM2	chr6	10882974	10882975	cg17991695	GCM2	Island	II
cg19358493	chr10	119300792	119301093	0	0	0	0	EMX2	chr10	119300942	119300943	cg19358493	EMX2	N_Shore	II
cg07119829	chr2	223168337	223168638	0	0	0	0	CCDC140	chr2	223168487	223168488	cg07119829	CCDC140	N_Shore	II
cg23075337	chr7	8481310	8481611	0	0	0	0	NXPH1	chr7	8481460	8481461	cg23075337	NXPH1	N_Shore	II
cg07341624	chr20	2539017	2539318	0	0	0	0	TMC2	chr20	2539167	2539168	cg07341624	TMC2	Island	II
cg17444738	chr4	85417819	85418120	0	0	0	0	NKX6-1	chr4	85417969	85417970	cg17444738	NKX6-1	Island	II
cg04456238	chr11	32449954	32450255	0	0	0	0	WT1	chr11	32450104	32450105	cg04456238	WT1	S_Shore	II
cg07440775	chr10	26507233	26507534	0	0	0	0	GAD2	chr10	26507383	26507384	cg07440775	GAD2	Island	II
cg15331781	chr7	86274293	86274594	0	0	0	0	GRM3	chr7	86274443	86274444	cg15331781	GRM3	CpG_Ocean	II
cg10005978	chr9	977668	977969	0	0	0	0	DMRT3	chr9	977818	977819	cg10005978	DMRT3	Island	II
cg25761626	chr10	47083354	47083655	0	0	0	0	PPYR1	chr10	47083504	47083505	cg25761626	PPYR1	Island	I
cg14427009	chr13	58206908	58207209	0	0	0	0	PCDH17	chr13	58207058	58207059	cg14427009	PCDH17	Island	II
cg20829347	chr13	112720777	112721078	0	0	0	0	SOX1	chr13	112720927	112720928	cg20829347	SOX1	Island	II
cg19951298	chr6	10882904	10883205	0	0	0	0	GCM2	chr6	10883054	10883055	cg19951298	GCM2	Island	II
cg12233363	chr6	100912880	100913181	0	0	0	0	SIM1	chr6	100913030	100913031	cg12233363	SIM1	Island	I
cg00049664	chr16	66613184	66613485	0	0	0	0	CMTM2	chr16	66613334	66613335	cg00049664	CMTM2	Island	I
cg27332337	chr1	115397466	115397767	0	0	0	0	SYCP1	chr1	115397616	115397617	cg27332337	SYCP1	Island	II
cg06247406	chr6	101846641	101846942	0	0	0	0	GRIK2	chr6	101846791	101846792	cg06247406	GRIK2	Island	II
cg09578028	chr2	176987261	176987562	0	0	0	0	HOXD9	chr2	176987411	176987412	cg09578028	HOXD9	Island	II
cg16691593	chr5	76934484	76934785	0	0	0	0	OTP	chr5	76934634	76934635	cg16691593	OTP	Island	II
cg01978237	chr6	100896653	100896954	0	0	0	0	SIM1	chr6	100896803	100896804	cg01978237	SIM1	N_Shore	II
cg09624466	chr14	57278560	57278861	0	0	0	0	OTX2OS1	chr14	57278710	57278711	cg09624466	OTX2OS1	Island	II
cg16264705	chr12	54071044	54071345	0	0	0	0	ATP5G2	chr12	54071194	54071195	cg16264705	ATP5G2	Island	I
cg08545493	chr6	6004612	6004913	0	0	0	0	NRN1	chr6	6004762	6004763	cg08545493	NRN1	Island	II
cg18049571	chr8	54791001	54791302	0	0	0	0	RGS20	chr8	54791151	54791152	cg18049571	RGS20	N_Shore	II
cg16291276	chr1	208083921	208084222	0	0	0	0	CD34	chr1	208084071	208084072	cg16291276	CD34	N_Shore	II
cg12419052	chr3	147125971	147126272	0	0	0	0	ZIC1	chr3	147126121	147126122	cg12419052	ZIC1	N_Shore	II
cg18873386	chr7	96651765	96652066	0	0	0	0	DLX5	chr7	96651915	96651916	cg18873386	DLX5	N_Shore	II
cg01640808	chrX	21674665	21674966	0	0	0	0	KLHL34	chrX	21674815	21674816	cg01640808	KLHL34	Island	II
cg09561125	chr7	108097327	108097628	0	0	0	0	NRCAM	chr7	108097477	108097478	cg09561125	NRCAM	S_Shore	II
cg05180443	chr17	48546404	48546705	0	0	0	0	CHAD	chr17	48546554	48546555	cg05180443	CHAD	Island	I
cg10832108	chr5	134870367	134870668	0	0	0	0	NEUROG1	chr5	134870517	134870518	cg10832108	NEUROG1	N_Shore	II
cg01610632	chr3	147127429	147127730	0	0	0	0	ZIC1	chr3	147127579	147127580	cg01610632	ZIC1	Island	II
cg06830500	chr14	60974311	60974612	0	0	0	0	SIX6	chr14	60974461	60974462	cg06830500	SIX6	N_Shore	II
cg10074727	chr6	10882955	10883256	0	0	0	0	GCM2	chr6	10883105	10883106	cg10074727	GCM2	Island	I
cg27016494	chr7	96651436	96651737	0	0	0	0	DLX5	chr7	96651586	96651587	cg27016494	DLX5	N_Shore	II
cg13342435	chr11	30605637	30605938	0	0	0	0	MPPED2	chr11	30605787	30605788	cg13342435	MPPED2	Island	II
cg14171414	chr13	53422324	53422625	0	0	0	0	PCDH8	chr13	53422474	53422475	cg14171414	PCDH8	Island	II
cg05938001	chr2	172952798	172953099	0	0	0	0	DLX1	chr2	172952948	172952949	cg05938001	DLX1	Island	II
cg02267483	chr5	140810254	140810555	0	0	0	0	PCDHGA4	chr5	140810404	140810405	cg02267483	PCDHGA4	N_Shore	II
cg23889730	chr14	94253981	94254282	0	0	0	0	PRIMA1	chr14	94254131	94254132	cg23889730	PRIMA1	Island	II
cg27521476	chr10	102896226	102896527	0	0	0	0	TLX1	chr10	102896376	102896377	cg27521476	TLX1	Island	II
cg10571987	chr6	41528245	41528546	0	0	0	0	FOXP4	chr6	41528395	41528396	cg10571987	FOXP4	Island	II
cg09786257	chr5	95768545	95768846	0	0	0	0	PCSK1	chr5	95768695	95768696	cg09786257	PCSK1	N_Shore	II
cg06667761	chr4	134073477	134073778	0	0	0	0	PCDH10	chr4	134073627	134073628	cg06667761	PCDH10	Island	II
cg20348858	chr10	119305185	119305486	0	0	0	0	EMX2	chr10	119305335	119305336	cg20348858	EMX2	Island	II
cg24144440	chr1	119526732	119527033	0	0	0	0	TBX15	chr1	119526882	119526883	cg24144440	TBX15	Island	II
cg15786900	chr11	44332981	44333282	0	0	0	0	ALX4	chr11	44333131	44333132	cg15786900	ALX4	S_Shore	I
cg21774338	chr1	50884092	50884393	0	0	0	0	DMRTA2	chr1	50884242	50884243	cg21774338	DMRTA2	Island	II
cg17241310	chr1	91182706	91183007	0	0	0	0	BARHL2	chr1	91182856	91182857	cg17241310	BARHL2	Island	II
cg01577992	chr7	102920902	102921203	0	0	0	0	DPY19L2P2	chr7	102921052	102921053	cg01577992	DPY19L2P2	Island	I
cg20711812	chr19	1775272	1775573	0	0	0	0	ONECUT3	chr19	1775422	1775423	cg20711812	ONECUT3	Island	I
cg11946503	chr5	134870364	134870665	0	0	0	0	NEUROG1	chr5	134870514	134870515	cg11946503	NEUROG1	N_Shore	I
cg03587978	chr3	172165546	172165847	0	0	0	0	GHSR	chr3	172165696	172165697	cg03587978	GHSR	Island	II
cg21627409	chr5	140809956	140810257	0	0	0	0	PCDHGA4	chr5	140810106	140810107	cg21627409	PCDHGA4	N_Shore	I
cg22752533	chr20	44657798	44658099	0	0	0	0	SLC12A5	chr20	44657948	44657949	cg22752533	SLC12A5	Island	I
cg10660256	chr5	78407533	78407834	0	0	0	0	BHMT	chr5	78407683	78407684	cg10660256	BHMT	CpG_Ocean	II
cg02266399	chr7	143581996	143582297	0	0	0	0	FAM115A	chr7	143582146	143582147	cg02266399	FAM115A	Island	I
cg18579879	chr7	120968763	120969064	0	0	0	0	WNT16	chr7	120968913	120968914	cg18579879	WNT16	N_Shore	II
cg02770983	chr11	31822191	31822492	0	0	0	0	PAX6	chr11	31822341	31822342	cg02770983	PAX6	S_Shore	II
cg00698908	chr12	128750821	128751122	0	0	0	0	TMEM132C	chr12	128750971	128750972	cg00698908	TMEM132C	N_Shore	II
cg00967552	chr4	48486166	48486467	0	0	0	0	SLC10A4	chr4	48486316	48486317	cg00967552	SLC10A4	Island	II
cg02935338	chr18	25755697	25755998	0	0	0	0	CDH2	chr18	25755847	25755848	cg02935338	CDH2	Island	II
cg15219228	chr6	35479478	35479779	0	0	0	0	TULP1	chr6	35479628	35479629	cg15219228	TULP1	Island	I
cg23871640	chr1	110611657	110611958	0	0	0	0	ALX3	chr1	110611807	110611808	cg23871640	ALX3	Island	II
cg20068535	chr6	151560831	151561132	0	0	0	0	AKAP12	chr6	151560981	151560982	cg20068535	AKAP12	Island	I
cg04851268	chr3	172167295	172167596	0	0	0	0	GHSR	chr3	172167445	172167446	cg04851268	GHSR	N_Shore	II
cg18016194	chr8	85097007	85097308	0	0	0	0	RALYL	chr8	85097157	85097158	cg18016194	RALYL	Island	I
cg05380821	chr6	108490958	108491259	0	0	0	0	NR2E1	chr6	108491108	108491109	cg05380821	NR2E1	Island	II
cg22531668	chr10	118891451	118891752	0	0	0	0	VAX1	chr10	118891601	118891602	cg22531668	VAX1	N_Shore	II
cg04365202	chr1	197889098	197889399	0	0	0	0	LHX9	chr1	197889248	197889249	cg04365202	LHX9	N_Shore	II
cg06335867	chr7	8482175	8482476	0	0	0	0	NXPH1	chr7	8482325	8482326	cg06335867	NXPH1	Island	I
cg05589845	chr7	27282294	27282595	0	0	0	0	EVX1	chr7	27282444	27282445	cg05589845	EVX1	Island	II
cg25707767	chr7	6793827	6794128	0	0	0	0	RSPH10B	chr7	6793977	6793978	cg25707767	RSPH10B	Island	I
cg17838420	chr5	1877756	1878057	0	0	0	0	IRX4	chr5	1877906	1877907	cg17838420	IRX4	Island	II
cg05301866	chr2	162279814	162280115	0	0	0	0	TBR1	chr2	162279964	162279965	cg05301866	TBR1	Island	II
cg15324651	chr6	137816470	137816771	0	0	0	0	OLIG3	chr6	137816620	137816621	cg15324651	OLIG3	Island	II
cg19340889	chr6	108488651	108488952	0	0	0	0	NR2E1	chr6	108488801	108488802	cg19340889	NR2E1	Island	II
cg13266435	chr18	14748070	14748371	0	0	0	0	ANKRD30B	chr18	14748220	14748221	cg13266435	ANKRD30B	Island	I
cg27204474	chrX	130191684	130191985	0	0	0	0	FLJ30058	chrX	130191834	130191835	cg27204474	FLJ30058	N_Shore	II
cg12997720	chr7	27224908	27225209	0	0	0	0	HOXA11AS	chr7	27225058	27225059	cg12997720	HOXA11AS	Island	I
cg08297751	chr4	174448555	174448856	0	0	0	0	HAND2	chr4	174448705	174448706	cg08297751	HAND2	Island	I
cg11749828	chr19	35531000	35531301	0	0	0	0	SCN1B	chr19	35531150	35531151	cg11749828	SCN1B	N_Shore	II
cg18278638	chr3	170303777	170304078	0	0	0	0	SLC7A14	chr3	170303927	170303928	cg18278638	SLC7A14	S_Shore	II
cg06077978	chrX	48690307	48690608	0	0	0	0	PCSK1N	chrX	48690457	48690458	cg06077978	PCSK1N	Island	I
cg04044664	chr5	132149967	132150268	0	0	0	0	ANKRD43	chr5	132150117	132150118	cg04044664	ANKRD43	Island	II
cg00525823	chr18	11148360	11148661	0	0	0	0	FAM38B	chr18	11148510	11148511	cg00525823	FAM38B	Island	II
cg13925692	chr3	350639	350940	0	0	0	0	CHL1	chr3	350789	350790	cg13925692	CHL1	Island	II
cg17147317	chr1	207669174	207669475	0	0	0	0	CR1	chr1	207669324	207669325	cg17147317	CR1	N_Shore	II
cg18361098	chr14	37136241	37136542	0	0	0	0	PAX9	chr14	37136391	37136392	cg18361098	PAX9	S_Shore	II
cg05936441	chr20	37356694	37356995	0	0	0	0	SLC32A1	chr20	37356844	37356845	cg05936441	SLC32A1	Island	II
cg05928806	chr7	127991464	127991765	0	0	0	0	PRRT4	chr7	127991614	127991615	cg05928806	PRRT4	Island	II
cg15833843	chr17	53341093	53341394	0	0	0	0	HLF	chr17	53341243	53341244	cg15833843	HLF	N_Shore	I
cg10646080	chrX	130191671	130191972	0	0	0	0	FLJ30058	chrX	130191821	130191822	cg10646080	FLJ30058	N_Shore	II
cg14036143	chr1	145415291	145415592	0	0	0	0	HFE2	chr1	145415441	145415442	cg14036143	HFE2	Island	I
cg25835733	chr10	26503747	26504048	0	0	0	0	GAD2	chr10	26503897	26503898	cg25835733	GAD2	N_Shore	II
cg04521004	chr3	157821112	157821413	0	0	0	0	SHOX2	chr3	157821262	157821263	cg04521004	SHOX2	Island	II
cg20656587	chr17	44895167	44895468	0	0	0	0	WNT3	chr17	44895317	44895318	cg20656587	WNT3	N_Shore	II
cg14515453	chr7	19157891	19158192	0	0	0	0	TWIST1	chr7	19158041	19158042	cg14515453	TWIST1	Island	II
cg01610165	chr5	124070879	124071180	0	0	0	0	ZNF608	chr5	124071029	124071030	cg01610165	ZNF608	CpG_Ocean	I
cg13462129	chr7	96651131	96651432	0	0	0	0	DLX5	chr7	96651281	96651282	cg13462129	DLX5	Island	II
cg03774463	chr7	96636466	96636767	0	0	0	0	DLX6AS	chr7	96636616	96636617	cg03774463	DLX6AS	S_Shore	I
cg01198033	chr7	155302192	155302493	0	0	0	0	CNPY1	chr7	155302342	155302343	cg01198033	CNPY1	Island	II
cg15480367	chr14	93389335	93389636	0	0	0	0	CHGA	chr14	93389485	93389486	cg15480367	CHGA	Island	II
cg09159022	chr8	4849372	4849673	0	0	0	0	CSMD1	chr8	4849522	4849523	cg09159022	CSMD1	Island	II
cg25078444	chr14	29235043	29235344	0	0	0	0	FOXG1	chr14	29235193	29235194	cg25078444	FOXG1	Island	I
cg02034102	chr9	37026589	37026890	0	0	0	0	PAX5	chr9	37026739	37026740	cg02034102	PAX5	Island	II
cg03242698	chr10	102997232	102997533	0	0	0	0	FLJ41350	chr10	102997382	102997383	cg03242698	FLJ41350	S_Shore	I
cg09643544	chr19	9473546	9473847	0	0	0	0	ZNF177	chr19	9473696	9473697	cg09643544	ZNF177	Island	II
cg24931632	chr1	47899517	47899818	0	0	0	0	MGC12982	chr1	47899667	47899668	cg24931632	MGC12982	Island	II
cg18950778	chr11	32455212	32455513	0	0	0	0	WT1	chr11	32455362	32455363	cg18950778	WT1	Island	II
cg06804210	chr2	87036798	87037099	0	0	0	0	CD8A	chr2	87036948	87036949	cg06804210	CD8A	Island	II
cg22914729	chr4	111541189	111541490	0	0	0	0	PITX2	chr4	111541339	111541340	cg22914729	PITX2	N_Shore	II
cg23016129	chr10	22634074	22634375	0	0	0	0	SPAG6	chr10	22634224	22634225	cg23016129	SPAG6	Island	I
cg22378919	chr1	119522038	119522339	0	0	0	0	TBX15	chr1	119522188	119522189	cg22378919	TBX15	N_Shore	II
cg03598440	chrX	99663180	99663481	0	0	0	0	PCDH19	chrX	99663330	99663331	cg03598440	PCDH19	Island	II
cg23068499	chr2	176985876	176986177	0	0	0	0	HOXD9	chr2	176986026	176986027	cg23068499	HOXD9	N_Shore	II
cg06657050	chr15	53083437	53083738	0	0	0	0	ONECUT1	chr15	53083587	53083588	cg06657050	ONECUT1	Island	II
cg23065715	chr2	220299509	220299810	0	0	0	0	SPEG	chr2	220299659	220299660	cg23065715	SPEG	Island	II
cg00926215	chr2	223161899	223162200	0	0	0	0	PAX3	chr2	223162049	223162050	cg00926215	PAX3	N_Shore	I
cg21341928	chr13	25670177	25670478	0	0	0	0	PABPC3	chr13	25670327	25670328	cg21341928	PABPC3	Island	I
cg22763649	chr20	21694157	21694458	0	0	0	0	PAX1	chr20	21694307	21694308	cg22763649	PAX1	N_Shore	II
cg00005847	chr2	177028923	177029224	0	0	0	0	HOXD3	chr2	177029073	177029074	cg00005847	HOXD3	N_Shore	II
cg07084163	chr5	36066633	36066934	0	0	0	0	UGT3A2	chr5	36066783	36066784	cg07084163	UGT3A2	CpG_Ocean	II
cg22478310	chr6	100911594	100911895	0	0	0	0	SIM1	chr6	100911744	100911745	cg22478310	SIM1	N_Shore	II
cg26057751	chr2	87016109	87016410	0	0	0	0	CD8A	chr2	87016259	87016260	cg26057751	CD8A	Island	I
cg09076431	chr1	197889013	197889314	0	0	0	0	LHX9	chr1	197889163	197889164	cg09076431	LHX9	N_Shore	II
cg01856162	chr2	233350790	233351091	0	0	0	0	ECEL1	chr2	233350940	233350941	cg01856162	ECEL1	Island	I
cg02943604	chr10	122217198	122217499	0	0	0	0	PPAPDC1A	chr10	122217348	122217349	cg02943604	PPAPDC1A	Island	I
cg05944137	chr7	155301584	155301885	0	0	0	0	CNPY1	chr7	155301734	155301735	cg05944137	CNPY1	N_Shore	II
cg14666564	chr2	177030078	177030379	0	0	0	0	HOXD3	chr2	177030228	177030229	cg14666564	HOXD3	S_Shore	I
cg19498960	chr21	38077120	38077421	0	0	0	0	SIM2	chr21	38077270	38077271	cg19498960	SIM2	Island	II
cg02701080	chr21	38078281	38078582	0	0	0	0	SIM2	chr21	38078431	38078432	cg02701080	SIM2	N_Shore	II
cg16620526	chr5	115297929	115298230	0	0	0	0	LVRN	chr5	115298079	115298080	cg16620526	LVRN	Island	I
cg26206396	chr14	29234754	29235055	0	0	0	0	FOXG1	chr14	29234904	29234905	cg26206396	FOXG1	Island	II
cg21296230	chr15	33010386	33010687	0	0	0	0	GREM1	chr15	33010536	33010537	cg21296230	GREM1	Island	II
cg03748429	chrX	103500486	103500787	0	0	0	0	ESX1	chrX	103500636	103500637	cg03748429	ESX1	S_Shore	II
cg09687738	chrX	113818784	113819085	0	0	0	0	HTR2C	chrX	113818934	113818935	cg09687738	HTR2C	Island	I
cg10477621	chr7	19184800	19185101	0	0	0	0	FERD3L	chr7	19184950	19184951	cg10477621	FERD3L	Island	I
cg07462292	chr11	44332190	44332491	0	0	0	0	ALX4	chr11	44332340	44332341	cg07462292	ALX4	Island	II
cg06544111	chr7	27281194	27281495	0	0	0	0	EVX1	chr7	27281344	27281345	cg06544111	EVX1	N_Shore	II
cg26949694	chr11	27741910	27742211	0	0	0	0	BDNF	chr11	27742060	27742061	cg26949694	BDNF	Island	II
cg02898293	chr20	25061612	25061913	0	0	0	0	VSX1	chr20	25061762	25061763	cg02898293	VSX1	Island	II
cg11664987	chr1	38200973	38201274	0	0	0	0	EPHA10	chr1	38201123	38201124	cg11664987	EPHA10	Island	II
cg07027430	chr16	7354535	7354836	0	0	0	0	A2BP1	chr16	7354685	7354686	cg07027430	A2BP1	S_Shore	II
cg26419880	chr1	6515474	6515775	0	0	0	0	ESPN	chr1	6515624	6515625	cg26419880	ESPN	Island	I
cg03997176	chr6	29795916	29796217	0	0	0	0	HLA-G	chr6	29796066	29796067	cg03997176	HLA-G	Island	I
cg16615954	chr11	31820291	31820592	0	0	0	0	PAX6	chr11	31820441	31820442	cg16615954	PAX6	Island	II
cg20336981	chr6	137816325	137816626	0	0	0	0	OLIG3	chr6	137816475	137816476	cg20336981	OLIG3	Island	II
cg08815081	chr10	28035581	28035882	0	0	0	0	MKX	chr10	28035731	28035732	cg08815081	MKX	S_Shore	II
cg06410191	chr5	115298770	115299071	0	0	0	0	LVRN	chr5	115298920	115298921	cg06410191	LVRN	Island	II
cg00486340	chr4	4859876	4860177	0	0	0	0	MSX1	chr4	4860026	4860027	cg00486340	MSX1	Island	II
cg24744459	chrX	136649339	136649640	0	0	0	0	ZIC3	chrX	136649489	136649490	cg24744459	ZIC3	Island	II
cg01815538	chr6	100054465	100054766	0	0	0	0	PRDM13	chr6	100054615	100054616	cg01815538	PRDM13	N_Shore	II
cg03854796	chr11	31819012	31819313	0	0	0	0	PAX6	chr11	31819162	31819163	cg03854796	PAX6	N_Shore	II
cg22212237	chr12	49729905	49730206	0	0	0	0	C1QL4	chr12	49730055	49730056	cg22212237	C1QL4	Island	II
cg11472521	chr17	48050362	48050663	0	0	0	0	DLX4	chr17	48050512	48050513	cg11472521	DLX4	Island	II
cg00698204	chr21	38080544	38080845	0	0	0	0	SIM2	chr21	38080694	38080695	cg00698204	SIM2	Island	II
cg23705224	chr15	48483798	48484099	0	0	0	0	CTXN2	chr15	48483948	48483949	cg23705224	CTXN2	CpG_Ocean	II
cg01308258	chr2	124783093	124783394	0	0	0	0	CNTNAP5	chr2	124783243	124783244	cg01308258	CNTNAP5	Island	II
cg22629111	chr1	166135058	166135359	0	0	0	0	FAM78B	chr1	166135208	166135209	cg22629111	FAM78B	Island	I
cg00551679	chr16	86547380	86547681	0	0	0	0	FOXF1	chr16	86547530	86547531	cg00551679	FOXF1	N_Shore	II
cg06676637	chr18	56940183	56940484	0	0	0	0	RAX	chr18	56940333	56940334	cg06676637	RAX	Island	II
cg05872306	chr14	29236385	29236686	0	0	0	0	FOXG1	chr14	29236535	29236536	cg05872306	FOXG1	N_Shore	II
cg07815521	chr19	40789707	40790008	0	0	0	0	MIR641	chr19	40789857	40789858	cg07815521	MIR641	N_Shore	II
cg06819546	chr3	62360524	62360825	0	0	0	0	FEZF2	chr3	62360674	62360675	cg06819546	FEZF2	N_Shore	II
cg17807479	chr17	11144892	11145193	0	0	0	0	SHISA6	chr17	11145042	11145043	cg17807479	SHISA6	Island	I
cg00911351	chr5	140767105	140767406	0	0	0	0	PCDHGA4	chr5	140767255	140767256	cg00911351	PCDHGA4	Island	II
cg04549162	chr10	125425540	125425841	0	0	0	0	GPR26	chr10	125425690	125425691	cg04549162	GPR26	Island	II
cg18063017	chr1	180204824	180205125	0	0	0	0	LHX4	chr1	180204974	180204975	cg18063017	LHX4	Island	II
