TargetID	X611.121_mas.lungtumortissue.Signal.CY3	X611.121_mas.lungtumortissue.Signal.CY5	X611.121_mas.lungtumortissue.Detection.Pval	X612..123.lungtumortissue.Signal.CY3	X612..123.lungtumortissue.Signal.CY5	X612..123.lungtumortissue.Detection.Pval	X613.132_mas.lungtumortissue.Signal.CY3	X613.132_mas.lungtumortissue.Signal.CY5	X613.132_mas.lungtumortissue.Detection.Pval	X614.185_mas.lungtumortissue.Signal.CY3	X614.185_mas.lungtumortissue.Signal.CY5	X614.185_mas.lungtumortissue.Detection.Pval	X615.187_mas.lungtumortissue.Signal.CY3	X615.187_mas.lungtumortissue.Signal.CY5	X615.187_mas.lungtumortissue.Detection.Pval	X616..232.lungtumortissue.Signal.CY3	X616..232.lungtumortissue.Signal.CY5	X616..232.lungtumortissue.Detection.Pval	X617..234.lungtumortissue.Signal.CY3	X617..234.lungtumortissue.Signal.CY5	X617..234.lungtumortissue.Detection.Pval	X618..243.lungtumortissue.Signal.CY3	X618..243.lungtumortissue.Signal.CY5	X618..243.lungtumortissue.Detection.Pval	X619.390_mas.lungtumortissue.Signal.CY3	X619.390_mas.lungtumortissue.Signal.CY5	X619.390_mas.lungtumortissue.Detection.Pval	X620..440.lungtumortissue.Signal.CY3	X620..440.lungtumortissue.Signal.CY5	X620..440.lungtumortissue.Detection.Pval	X1146.Lung.398SCC.lungtumortissue.Signal.CY3	X1146.Lung.398SCC.lungtumortissue.Signal.CY5	X1146.Lung.398SCC.lungtumortissue.Detection.Pval	X1608.4644T.lungtumortissue.Signal.CY3	X1608.4644T.lungtumortissue.Signal.CY5	X1608.4644T.lungtumortissue.Detection.Pval	X1609.4645T.lungtumortissue.Signal.CY3	X1609.4645T.lungtumortissue.Signal.CY5	X1609.4645T.lungtumortissue.Detection.Pval	X1610.4648T.lungtumortissue.Signal.CY3	X1610.4648T.lungtumortissue.Signal.CY5	X1610.4648T.lungtumortissue.Detection.Pval	X1611.4652T.lungtumortissue.Signal.CY3	X1611.4652T.lungtumortissue.Signal.CY5	X1611.4652T.lungtumortissue.Detection.Pval	X1612.4653T.lungtumortissue.Signal.CY3	X1612.4653T.lungtumortissue.Signal.CY5	X1612.4653T.lungtumortissue.Detection.Pval	X1613.4654T.lungtumortissue.Signal.CY3	X1613.4654T.lungtumortissue.Signal.CY5	X1613.4654T.lungtumortissue.Detection.Pval	X1614.6008T.lungtumortissue.Signal.CY3	X1614.6008T.lungtumortissue.Signal.CY5	X1614.6008T.lungtumortissue.Detection.Pval	X1615.6220T.lungtumortissue.Signal.CY3	X1615.6220T.lungtumortissue.Signal.CY5	X1615.6220T.lungtumortissue.Detection.Pval	X1616.6338T.lungtumortissue.Signal.CY3	X1616.6338T.lungtumortissue.Signal.CY5	X1616.6338T.lungtumortissue.Detection.Pval	X1617.6499T.lungtumortissue.Signal.CY3	X1617.6499T.lungtumortissue.Signal.CY5	X1617.6499T.lungtumortissue.Detection.Pval	X1618.6501T.lungtumortissue.Signal.CY3	X1618.6501T.lungtumortissue.Signal.CY5	X1618.6501T.lungtumortissue.Detection.Pval	X1619.6512T.lungtumortissue.Signal.CY3	X1619.6512T.lungtumortissue.Signal.CY5	X1619.6512T.lungtumortissue.Detection.Pval	X622.H1395wt.lungcellline.Signal.CY3	X622.H1395wt.lungcellline.Signal.CY5	X622.H1395wt.lungcellline.Detection.Pval	X623.H441wt.lungcellline.Signal.CY3	X623.H441wt.lungcellline.Signal.CY5	X623.H441wt.lungcellline.Detection.Pval	X624.H1155wt.lungcellline.Signal.CY3	X624.H1155wt.lungcellline.Signal.CY5	X624.H1155wt.lungcellline.Detection.Pval	X625.CALU3wt.lungcellline.Signal.CY3	X625.CALU3wt.lungcellline.Signal.CY5	X625.CALU3wt.lungcellline.Detection.Pval	X626.H23KO.lungcellline.Signal.CY3	X626.H23KO.lungcellline.Signal.CY5	X626.H23KO.lungcellline.Detection.Pval	X627.A427KO.lungcellline.Signal.CY3	X627.A427KO.lungcellline.Signal.CY5	X627.A427KO.lungcellline.Detection.Pval	X628.H522KO.lungcellline.Signal.CY3	X628.H522KO.lungcellline.Signal.CY5	X628.H522KO.lungcellline.Detection.Pval	X629.A549KO.lungcellline.Signal.CY3	X629.A549KO.lungcellline.Signal.CY5	X629.A549KO.lungcellline.Detection.Pval	X631.H2126KO.lungcellline.Signal.CY3	X631.H2126KO.lungcellline.Signal.CY5	X631.H2126KO.lungcellline.Detection.Pval	X990.H1299.lungcellline.Signal.CY3	X990.H1299.lungcellline.Signal.CY5	X990.H1299.lungcellline.Detection.Pval	X1657.normal_lung.lungnormaltissue.Signal.CY3	X1657.normal_lung.lungnormaltissue.Signal.CY5	X1657.normal_lung.lungnormaltissue.Detection.Pval	X1686.Nlung.571.lungnormaltissue.Signal.CY3	X1686.Nlung.571.lungnormaltissue.Signal.CY5	X1686.Nlung.571.lungnormaltissue.Detection.Pval	X1688.Nlung.593.lungnormaltissue.Signal.CY3	X1688.Nlung.593.lungnormaltissue.Signal.CY5	X1688.Nlung.593.lungnormaltissue.Detection.Pval
IGFBP1_P12_R	2251	4307	0	2648	2987	0	4898	1548	0	753	8769	0	5239	1387	0	3077	3501	0	1591	5295	0	1802	4940	0	2405	2765	0	2908	2111	0	11073	6424	0	9818	8036	0	10879	7189	0	15326	2636	0	12856	6512	0	8726	5072	0	8876	10170	0	8771	14211	0	9416	11247	0	10915	9435	0	9909	7094	0	10404	8780	0	4309	25359	0	2251	4707	0	335	10376	0	1113	8960	0	9591	364	0	342	9981	0	377	16004	0	914	11617	0	5515	299	0	1351	4119	0	808	12637	0	9316	5856	0	5930	2327	0	5110	2171	0
IGFBP2_P306_F	3513	5607	0	6604	1158	0	5775	1698	0	5344	1056	0	7311	1019	0	8766	1130	0	6344	1976	0	6148	454	0	5105	269	0	8826	164	0	14428	893	0	15404	2735	0	14974	2550	0	13494	636	0	17990	2753	0	17183	2134	0	16865	1374	0	14827	1977	0	11568	4119	0	13991	3777	0	14440	3929	0	13941	3424	0	7075	16591	0	1693	6330	0	798	7725	0	7941	161	0	6291	206	0	5176	787	0	7865	269	0	5762	192	0	3342	981	0	3094	853	0	1159	8243	0	17887	1056	0	8479	439	0	8214	650	0
IGFBP2_P353_R	3960	5350	0	8236	736	0	6917	2145	0	8693	359	0	5732	1790	0	6579	1134	0	3406	2259	0	6177	764	0	6158	928	0	6022	1101	0	13723	3363	0	13261	4046	0	14652	3385	0	17344	2054	0	16323	5018	0	15294	3552	0	16123	2224	0	13532	4246	0	12522	4607	0	11077	2389	0	13191	3916	0	12642	4317	0	6381	18643	0	6245	3035	0	1215	7761	0	8810	388	0	8024	782	0	6071	1987	0	9536	1109	0	8291	419	0	4336	4549	0	5294	862	0	3486	6516	0	14867	2382	0	7368	1059	0	5236	708	0
IGFBP3_E65_R	7618	351	0	5338	1016	0	8246	365	0	8927	430	0	8407	283	0	8489	269	0	8191	489	0	6368	324	0	6420	710	0	6891	249	0	21984	724	0	27456	1181	0	27596	1635	0	27902	747	0	32279	2138	0	25542	1047	0	20907	5185	0	27006	1378	0	24200	1676	0	25448	1849	0	26434	1396	0	27769	1175	0	37892	797	0	7524	484	0	10511	298	0	10427	339	0	10695	303	0	7199	334	0	9423	2186	0	11448	387	0	6929	205	0	4046	226	0	3689	2812	0	28240	820	0	8801	211	0	5867	307	0
IGFBP3_P1035_F	7928	299	0	7825	746	0	11355	438	0	9911	385	0	9759	239	0	8948	196	0	6735	180	0	5179	237	0	6336	416	0	7265	231	0	23150	367	0	24866	758	0	12331	10076	0	25056	756	0	30086	1516	0	19468	839	0	19692	2395	0	24261	1117	0	22974	1170	0	23012	1143	0	20588	1047	0	23606	1351	0	21487	5901	0	9790	287	0	10137	181	0	8837	179	0	10718	236	0	7623	200	0	9392	1027	0	8023	207	0	5781	144	0	3910	329	0	4086	1487	0	24565	662	0	5646	178	0	4298	133	0
IGFBP3_P423_R	14037	615	0	10360	1100	0	15493	1911	0	11151	7399	0	14841	834	0	16836	1042	0	5458	7064	0	9401	633	0	9132	2069	0	9616	536	0	32904	6134	0	38333	5430	0	12490	30376	0	46720	2131	0	16420	28412	0	30790	2639	0	14199	25855	0	11886	28036	0	34864	6188	0	37898	5225	0	35548	7096	0	35358	7623	0	26770	19566	0	10839	3048	0	8193	7825	0	17204	889	0	18234	1010	0	11888	1634	0	14484	6967	0	12375	1392	0	3617	10286	0	6525	1144	0	4134	12797	0	47939	2418	0	20290	615	0	14904	944	0
IGFBP5_E144_F	4012	781	0	5028	437	0	8574	626	0	4387	254	0	9337	366	0	4913	632	0	2167	462	0	2870	218	0	4517	552	0	4865	204	0	17888	1784	0	20047	1529	0	13859	1190	0	24979	642	0	22398	1640	0	20035	1229	0	13689	1829	0	21182	1593	0	16020	1846	0	18955	1784	0	21977	1067	0	14354	1969	0	11434	2785	0	5305	375	0	368	1296	0.00045	11313	299	0	490	1754	5e-05	483	778	0.0079	1223	1310	0	2190	628	0	503	782	0	514	309	0.06019	997	884	0	22527	1145	0	12816	313	0	9781	468	0
IGFBP5_P9_R	8171	769	0	6573	1555	0	8377	620	0	8565	277	0	6713	693	0	6994	469	0	6592	519	0	5213	676	0	5840	1576	0	8289	192	0	15403	2959	0	18879	3435	0	10941	8501	0	20368	2025	0	17625	3194	0	16013	3807	0	19660	1826	0	16582	3826	0	14609	4164	0	14313	7878	0	15220	5375	0	10860	9019	0	3949	26582	0	7190	344	0	4750	2396	0	8507	163	0	3828	3547	0	1347	5944	0	2359	5005	0	6580	191	0	4289	970	0	3859	1068	0	5131	3145	0	18814	2167	0	6161	525	0	4120	768	0
IGFBP6_E47_F	4167	2384	0	3904	2868	0	3412	2473	0	3643	1891	0	4252	1124	0	3211	1907	0	3551	1463	0	3131	2348	0	2969	1690	0	3380	892	0	8168	5197	0	8858	6164	0	10822	5308	0	10566	3453	0	9376	10088	0	7494	4760	0	11159	3685	0	11294	5171	0	9331	5925	0	10132	5602	0	10121	5893	0	8264	7237	0	2012	27563	0	4730	2985	0	2839	5355	0	4440	2876	0	3894	2480	0	3899	2354	0	853	16557	0	1565	4319	0	3287	1605	0	2638	1736	0	972	11828	0	9285	5812	0	4136	435	0	3431	365	0
IGFBP6_P328_R	5521	519	0	6679	507	0	5681	1129	0	6057	1344	0	6764	432	0	5330	319	0	5575	463	0	4557	554	0	3948	904	0	4523	183	0	18221	644	0	21858	1846	0	18512	2676	0	20164	1840	0	20705	3315	0	21253	1227	0	23055	952	0	18392	2785	0	18730	1894	0	20493	3150	0	21132	2942	0	17608	4935	0	6077	17407	0	5486	1624	0	3929	2545	0	8622	371	0	6713	254	0	3851	1865	0	2713	5397	0	2971	1376	0	5870	244	0	2987	563	0	570	6117	0	22055	1367	0	8264	330	0	6347	241	0
IGFBP7_P297_F	9844	463	0	8614	494	0	10272	493	0	8078	397	0	10081	297	0	10282	282	0	10299	495	0	7816	388	0	6521	373	0	6549	268	0	23348	1465	0	33687	1114	0	35626	1351	0	36441	873	0	31436	2231	0	22097	581	0	34953	932	0	33451	1286	0	28701	959	0	30223	1401	0	30763	1250	0	28936	728	0	12588	14977	0	736	15013	0	1869	8677	0	1097	12233	0	3430	3572	0	6593	3402	0	1013	12700	0	1969	6234	0	758	7502	0	5576	301	0	469	11535	0	33324	843	0	12813	222	0	9681	300	0
IGFBP7_P371_F	9075	322	0	8156	443	0	9551	272	0	7735	337	0	9665	240	0	10280	399	0	9381	373	0	7257	300	0	6769	313	0	6661	430	0	18710	3338	0	30677	657	0	30461	752	0	36583	552	0	32249	1329	0	20874	651	0	28824	532	0	26390	592	0	25179	693	0	26863	821	0	26333	431	0	25498	580	0	38789	710	0	2427	8540	0	4914	6484	0	2591	8598	0	6422	555	0	8459	953	0	6969	4638	0	6543	752	0	1719	4743	0	4818	192	0	1613	8435	0	29670	393	0	11754	148	0	10370	220	0
IGSF4_P454_F	8039	319	0	9847	631	0	10242	311	0	9825	419	0	10918	358	0	10150	279	0	7563	273	0	4925	377	0	6392	444	0	4604	574	0	25278	409	0	29261	960	0	28872	1020	0	18959	600	0	33515	1102	0	29441	858	0	25226	2713	0	26905	927	0	26732	996	0	26905	926	0	28137	1266	0	26729	1127	0	29478	480	0	6283	227	0	11608	207	0	10064	232	0	331	3350	0	11612	256	0	7247	220	0	6585	229	0	4493	186	0	3937	205	0	5591	1069	0	29540	510	0	13992	201	0	11244	299	0
IGSF4_P86_R	10479	642	0	9834	953	0	10506	459	0	8467	466	0	7111	805	0	7888	645	0	6341	1269	0	7283	446	0	6475	1351	0	6167	615	0	17191	1432	0	18339	2903	0	19194	3102	0	15071	1076	0	25067	3026	0	14490	1086	0	9454	17708	0	18221	2887	0	19019	2336	0	18846	3271	0	19364	3263	0	18464	2570	0	22911	1055	0	7709	469	0	9308	1132	0	7689	619	0	1922	6071	0	9807	326	0	6719	427	0	8378	429	0	5558	288	0	5842	370	0	6165	1580	0	22554	868	0	8340	505	0	6430	1077	0
IGSF4C_E65_F	7805	1760	0	3593	3205	0	2928	4072	0	7226	500	0	4645	2054	0	8328	474	0	6132	922	0	5603	1205	0	6021	636	0	4281	240	0	20760	765	0	29403	1109	0	30108	1367	0	22286	945	0	32543	1319	0	28707	1246	0	30094	1390	0	25647	1415	0	28147	1319	0	29267	1975	0	30827	1760	0	35046	1362	0	34332	1155	0	9638	2165	0	8717	1808	0	6070	2522	0	9799	2237	0	7799	814	0	12984	2245	0	6937	728	0	9152	402	0	4230	709	0	12440	393	0	31301	979	0	13240	261	0	11538	243	0
IGSF4C_P533_R	10667	703	0	7208	498	0	7002	441	0	6631	410	0	7570	279	0	9208	456	0	7302	722	0	7087	608	0	6341	647	0	4931	388	0	18744	1770	0	30093	1962	0	32727	1549	0	26856	946	0	35276	1776	0	17880	1066	0	27545	1167	0	28785	1426	0	26520	1247	0	30520	1604	0	30572	1222	0	30880	1507	0	39999	1885	0	11622	411	0	4097	2900	0	9048	442	0	10397	481	0	7220	379	0	8173	2405	0	6524	587	0	6111	3327	0	5245	231	0	4087	5024	0	30689	901	0	10264	298	0	8960	248	0
IHH_E186_F	7368	385	0	6251	778	0	5306	679	0	2121	6618	0	6518	315	0	5272	1805	0	5589	1482	0	2984	1967	0	4600	1164	0	4792	581	0	16335	493	0	20796	2416	0	19014	3055	0	22014	688	0	22000	2732	0	24440	1392	0	26268	1180	0	11699	10067	0	18272	2644	0	19472	2076	0	21156	1857	0	19045	2160	0	4779	25874	0	6889	508	0	834	8957	0	333	10321	0	7063	232	0	6328	308	0	1938	6228	0	7788	365	0	7203	484	0	3305	217	0	5602	2192	0	22798	1058	0	6947	364	0	5107	446	0
IHH_P246_R	7962	535	0	5473	295	0	6000	315	0	4922	907	0	6407	510	0	5509	2011	0	4057	3448	0	2902	1006	0	6488	762	0	5005	902	0	16168	443	0	23531	1704	0	22455	1681	0	22731	814	0	26353	1137	0	12676	915	0	23726	903	0	20153	2307	0	20047	1890	0	18113	2540	0	20984	1674	0	19361	2091	0	30693	792	0	6412	446	0	565	7471	0	6197	279	0	8372	437	0	6281	279	0	8097	1363	0	6655	231	0	6845	214	0	3106	213	0	3448	1147	0	21210	441	0	3328	192	0	1622	194	0.00013
IHH_P529_F	5213	854	0	4906	813	0	4483	458	0	3089	4284	0	5770	496	0	5715	1639	0	6786	762	0	4152	581	0	4723	906	0	4163	208	0	19334	1181	0	25640	1178	0	23674	1037	0	24779	815	0	25915	1568	0	24397	1281	0	24978	966	0	25563	1341	0	24880	1700	0	23823	1634	0	19520	1335	0	21769	1245	0	33737	1237	0	4508	2376	0	537	9001	0	7920	411	0	9039	394	0	7388	539	0	10477	1232	0	7336	315	0	5251	420	0	3284	373	0	5491	1993	0	27029	989	0	6677	333	0	5177	180	0
IL10_P348_F	652	14905	0	989	15352	0	504	19386	0	807	11358	0	707	13575	0	1887	6414	0	915	8883	0	514	13658	0	1507	11104	0	734	10943	0	1304	33022	0	1288	33260	0	1193	34612	0	730	38274	0	1633	35308	0	1128	38762	0	848	34274	0	1711	32345	0	1786	31572	0	2262	28708	0	1958	30173	0	1460	34125	0	1323	35446	0	370	15977	0	323	13203	0	406	14687	0	344	14744	0	351	10283	0	379	20360	0	518	13034	0	317	12812	0	316	11700	0	286	14168	0	1957	31814	0	724	12245	0	1656	8434	0
IL10_P85_F	3870	11133	0	4181	11596	0	1233	18767	0	3653	10326	0	8995	6801	0	9152	3137	0	3296	6318	0	1747	12862	0	4940	7589	0	1973	9836	0	14509	14992	0	6440	25956	0	7115	26599	0	5065	30525	0	7409	30880	0	4228	19331	0	3725	29302	0	9823	19844	0	9328	21599	0	15329	14910	0	11757	17671	0	13067	18562	0	8092	25708	0	941	16781	0	691	11677	0	873	14478	0	716	13382	0	721	9523	0	961	18124	0	2071	11854	0	1894	9584	0	3233	4773	0	1665	8920	0	9993	22885	0	3357	7813	0	7281	2836	0
IL11_E232_F	1016	224	0.01486	1296	219	0.00095	1041	201	0.01102	1493	211	0	1166	159	0.00161	1326	162	0.03422	1151	136	0	1288	204	0	831	216	0.00237	460	144	0.50339	4902	371	0.00052	3976	289	0.01134	5117	372	0.00061	3067	303	0.05312	4997	364	0.02587	2936	410	0.01274	4286	584	0.00214	4328	309	2e-05	3984	314	4e-05	4400	364	0.00194	4187	268	0.00103	3642	339	0.01471	5985	459	0.00375	1784	261	0.00411	744	823	0.00131	1247	337	0.00125	2114	249	1e-05	1084	215	0.00531	1903	237	0	1250	179	1e-05	1385	165	0	579	236	0.06539	654	106	0.0195	3146	265	0.00766	1115	110	0.10547	795	118	0.18303
IL11_P11_R	5531	437	0	4578	294	0	3127	215	0	4912	368	0	3596	194	0	4437	282	0	4826	587	0	3644	702	0	3379	314	0	2783	194	0	12374	2105	0	14976	1120	0	17176	1411	0	13524	1210	0	19078	1763	0	15130	1273	0	17779	865	0	14757	1201	0	14996	2637	0	14709	1936	0	15344	1530	0	14059	1472	0	21495	1517	0	5556	1912	0	5823	657	0	511	5860	0	7332	321	0	2325	2861	0	2330	6348	0	1030	4761	0	6274	346	0	1896	220	0	1037	2662	0	17195	1667	0	2925	270	0	2101	240	0
IL12A_E287_R	14074	609	0	12474	529	0	11163	441	0	12752	536	0	14792	577	0	17771	376	0	15136	605	0	12277	679	0	10921	519	0	9454	580	0	38522	2083	0	49001	1145	0	56002	1691	0	49940	1188	0	50566	1351	0	47076	1716	0	51285	1329	0	58315	1572	0	31784	975	0	47156	2114	0	50731	1618	0	44817	1639	0	42891	1264	0	12755	473	0	22112	544	0	20351	551	0	22923	566	0	12291	348	0	25832	1867	0	12447	430	0	12229	397	0	6916	359	0	19376	450	0	52401	1123	0	26686	428	0	21155	412	0
IL12B_E25_F	1363	5045	0	1132	7373	0	666	11771	0	1203	6262	0	722	5627	0	1283	2941	0	728	4218	0	666	5165	0	1015	8149	0	826	6247	0	1997	17832	0	1260	23441	0	1604	20789	0	3221	12779	0	1800	19426	0	1337	18484	0	2391	16133	0	1551	19866	0	1377	21261	0	1709	22626	0	1524	19810	0	2100	20405	0	1479	22955	0	607	9818	0	711	6455	0	3186	2527	0	1401	7776	0	612	6031	0	1750	5138	0	1563	872	0	625	3571	0	1562	2619	0	741	9977	0	1674	19163	0	744	6839	0	973	4530	0
IL12B_P1453_F	2493	6516	0	3138	8394	0	1909	9590	0	2417	7265	0	3970	3765	0	2366	7595	0	3681	2708	0	2048	5773	0	1547	7821	0	2430	5456	0	6787	14584	0	5165	22819	0	9161	14329	0	9793	14387	0	8120	17741	0	6545	18267	0	8300	16338	0	4803	20216	0	5844	19876	0	5309	24020	0	7178	17587	0	4949	24589	0	2804	31300	0	1598	8997	0	3934	5408	0	2157	8601	0	3240	7944	0	4025	3181	0	1931	10329	0	1674	5459	0	4112	1735	0	2005	5042	0	1497	11674	0	6079	20253	0	3535	7011	0	3129	6403	0
IL12B_P392_R	2902	5120	0	5977	5671	0	2165	7039	0	4418	5083	0	27052	1910	0	32171	1447	0	25768	1163	0	5812	3604	0	3250	5858	0	21761	1317	0	6398	8061	0	4385	13577	0	5222	11275	0	9471	3695	0	6950	8791	0	4923	12845	0	3578	13835	0	7236	9553	0	5311	12611	0	4387	14458	0	13695	10200	0	5115	10571	0	8216	11516	0	6295	217	0	3919	3909	0	3070	3960	0	2624	4964	0	4013	894	0	5331	508	0	5456	130	0	5145	342	0	5133	202	0	8270	1011	0	23367	9029	0	3448	3744	0	2734	2497	0
IL13_E75_R	812	13440	0	658	15131	0	608	17831	0	513	13471	0	1954	11442	0	824	10579	0	1590	8442	0	508	13548	0	423	15820	0	760	8319	0	1316	31596	0	1044	37157	0	1283	34307	0	1114	34237	0	1300	38781	0	1047	32407	0	1149	34783	0	1049	35686	0	1225	35126	0	1528	35878	0	1027	34588	0	1560	33819	0	1042	40882	0	489	15967	0	574	6709	0	790	14097	0	1317	15382	0	597	9790	0	511	17394	0	606	12497	0	585	15727	0	557	9738	0	580	13355	0	1375	35229	0	684	10635	0	1188	6606	0
IL16_P226_F	1043	492	7e-04	942	585	0.00082	830	364	0.01714	569	139	0.22487	907	263	0.01009	781	199	0.27331	618	258	0.01382	693	591	9e-05	999	416	0	1319	512	5e-05	1238	2568	0.01971	1979	2872	0.00306	2062	2451	0.00698	2905	574	0.04418	2537	1304	0.13841	1968	942	0.03807	1171	3660	0.00236	1595	3321	0	1564	3272	0	1799	1780	0.02904	1550	2848	0.00123	1876	1533	0.04348	2549	1620	0.08722	1391	280	0.03041	562	1021	0.0011	357	3015	0	815	867	0.00637	656	404	0.04766	1006	213	0.02931	736	252	0.01574	1012	171	3e-05	2347	205	0	333	713	0.00021	1776	2869	8e-05	679	447	0.15139	773	265	0.09939
IL16_P93_R	5240	1768	0	5071	3366	0	4131	4535	0	2206	2611	0	4146	3352	0	6238	821	0	3540	3184	0	2869	3878	0	4683	2905	0	5200	1391	0	14189	8364	0	8738	15992	0	17550	5864	0	25249	1976	0	19097	5778	0	11942	8053	0	8831	14697	0	8240	9992	0	8748	11870	0	13633	10116	0	12586	10850	0	12034	11847	0	20095	8776	0	8983	1082	0	5990	921	0	1523	8591	0	2254	7282	0	4695	1171	0	10040	491	0	5431	888	0	7206	735	0	5455	296	0	3773	1895	0	12683	10103	0	5408	4199	0	6097	2711	0
IL17RB_E164_R	4856	481	0	4443	2377	0	4418	378	0	3038	3791	0	5333	858	0	5381	609	0	4355	994	0	3206	1084	0	3133	561	0	3028	513	0	14246	2802	0	16871	2945	0	15331	4770	0	11127	1497	0	17705	3243	0	13383	2417	0	18851	1182	0	14788	3910	0	12750	5441	0	15594	4179	0	14468	4760	0	13168	5303	0	22557	3593	0	4975	240	0	3896	2739	0	7056	331	0	6043	174	0	4770	494	0	10272	1002	0	5094	397	0	3955	1142	0	2443	288	0	1758	8424	0	20193	1825	0	7061	597	0	6088	830	0
IL17RB_P788_R	5859	188	0	5898	200	0	5396	336	0	6162	220	0	6938	360	0	6621	176	0	3098	126	0	3901	160	0	3593	318	0	3124	139	0	13425	293	0	18927	942	0	8411	11056	0	10739	881	0	20109	646	0	14434	288	0	20816	429	0	12061	5494	0	19870	746	0	17843	964	0	16482	554	0	16509	1428	0	24475	560	0	5519	174	0	4274	1509	0	6951	194	0	7554	239	0	5124	191	0	9366	333	0	4801	705	0	4518	126	0	1959	174	0	1310	4929	0	17710	417	0	7252	298	0	6380	332	0
IL18BP_E285_F	591	13655	0	2391	11830	0	1152	11619	0	1110	10158	0	5680	5240	0	1715	7350	0	2540	4822	0	731	10661	0	1473	10659	0	1330	4452	0	2121	23596	0	6496	22446	0	5949	21351	0	6729	22313	0	3976	27668	0	3239	23250	0	4462	23214	0	5501	22045	0	6801	21440	0	7579	20379	0	7187	20564	0	6193	20993	0	3743	23327	0	687	17772	0	1257	13404	0	1107	8728	0	793	10008	0	821	10738	0	844	16516	0	1011	11684	0	781	13752	0	483	9166	0	643	9628	0	7976	20157	0	3283	6190	0	3126	3594	0
IL18BP_P51_R	1507	12436	0	4130	6730	0	3044	8275	0	2358	5269	0	9710	873	0	7503	2078	0	4622	2792	0	2691	5740	0	5119	4368	0	3302	3552	0	6554	12846	0	14281	8457	0	11925	10771	0	13909	13391	0	10243	15575	0	10388	16050	0	17186	6070	0	8984	9530	0	17574	5752	0	16122	7265	0	15719	7787	0	12223	6002	0	9016	12793	0	1116	15230	0	1938	9881	0	1884	6625	0	1064	8201	0	998	8506	0	1586	12403	0	1895	9989	0	1373	9849	0	1440	7691	0	774	8069	0	17438	7174	0	6851	4469	0	7017	2297	0
IL1A_E113_R	341	19323	0	321	19379	0	319	20439	0	405	11262	0	522	12050	0	476	12839	0	404	8477	0	354	17028	0	302	17387	0	519	13168	0	534	34736	0	562	35678	0	600	33385	0	493	36827	0	731	33922	0	485	34779	0	534	32375	0	580	35607	0	551	32977	0	600	31461	0	568	33932	0	556	32311	0	800	35021	0	474	13141	0	415	12409	0	446	16477	0	381	15619	0	459	12420	0	1367	11958	0	517	10970	0	323	10644	0	359	11702	0	270	15401	0	540	33966	0	523	14271	0	579	10695	0
IL1B_P582_R	1206	13235	0	1553	12024	0	739	12058	0	776	7552	0	1203	8151	0	2459	8444	0	1240	5009	0	1235	10322	0	757	11913	0	746	6844	0	3447	25200	0	2550	29172	0	2297	30879	0	2468	33651	0	2711	29439	0	2600	32391	0	9343	21178	0	2126	27982	0	2354	28535	0	3464	29566	0	2293	28742	0	2561	29138	0	2541	31545	0	559	10516	0	628	9864	0	726	13057	0	640	13375	0	641	8851	0	907	15329	0	976	10485	0	697	10899	0	655	8131	0	596	11791	0	3261	27932	0	1483	8339	0	1677	5719	0
IL1B_P829_F	1507	4382	0	1522	3017	0	730	3354	0	820	4142	0	1258	1752	0	934	2245	0	964	1697	0	1127	4275	0	958	2864	0	1788	1377	0	1342	11315	0	1906	9773	0	2194	9658	0	1883	10449	0	2296	8075	0	2749	7350	0	2168	7263	0	2289	9451	0	2092	9791	0	3929	8850	0	2377	8505	0	2536	7966	0	1909	7843	0	928	3222	0	1294	2429	0	1259	3668	0	672	3586	0	927	2746	0	2716	1692	0	1119	3414	0	823	1942	0	2112	793	0	963	2339	0	1779	8203	0	809	2687	0	1514	1675	0
IL1RN_E42_F	3666	7023	0	1817	13082	0	1402	10558	0	996	7134	0	6928	5850	0	1318	11073	0	3720	5203	0	2359	11928	0	979	11913	0	4719	2863	0	5095	21953	0	3280	21143	0	6177	23105	0	19191	9526	0	2440	20898	0	3217	13117	0	8072	9212	0	6296	19655	0	3111	24123	0	2141	19585	0	3738	22364	0	3275	23857	0	4241	28081	0	7880	3879	0	5872	4573	0	1641	13275	0	6492	328	0	804	10164	0	1064	16286	0	2280	10608	0	893	8910	0	2441	4014	0	1365	9738	0	4027	20860	0	2716	6740	0	1217	3807	0
IL1RN_P93_R	4284	6299	0	2069	9091	0	3469	7525	0	3929	5047	0	6426	4240	0	2165	8823	0	4980	2384	0	2862	6435	0	1155	10557	0	6787	747	0	10188	12461	0	8273	17394	0	8442	17477	0	22283	6934	0	6565	18613	0	8086	11454	0	18199	7690	0	10169	12752	0	5780	17478	0	6024	21165	0	5685	19813	0	5338	19875	0	5103	20547	0	6761	3082	0	2833	7871	0	1641	8556	0	10668	538	0	699	8139	0	1060	12296	0	1651	9207	0	773	9983	0	4013	2671	0	929	6286	0	8099	14920	0	3137	2240	0	1636	1685	0
