Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
1.360443e-06	0.23	0.279	0.049	0.273	0.032	8.559689e-06	5.125711e-42	0.23	0.279	0.049	0.275	0.032	4.926387e-41	chr6	6007670	6007671	cg11564981	NRN1	Island	I
1.690209e-05	0.172	0.226	0.054	0.239	0.035	7.928853e-05	1.139003e-18	0.106	0.159	0.053	0.194	0.035	4.096726e-18	chr4	119810066	119810067	cg11566061	SYNPO2	NA	I
5.292014e-06	0.197	0.228	0.031	0.255	0.018	2.830419e-05	4.923865e-38	0.178	0.209	0.031	0.232	0.018	3.926017e-37	chr2	68546467	68546468	cg11573679	CNRIP1	Island	I
2.729435e-10	0.32	0.359	0.039	0.265	0.017	6.945339e-09	3.131571e-69	0.297	0.336	0.039	0.257	0.017	1.69626e-67	chr5	76012591	76012592	cg11591325	F2R	S_Shore	I
1.196947e-05	0.151	0.207	0.056	0.2	0.036	5.836245e-05	6.116599e-27	0.141	0.197	0.056	0.211	0.036	3.07628e-26	chr18	23806284	23806285	cg11592613	TAF4B	Island	II
2.302564e-11	0.423	0.466	0.043	0.315	0.049	9.909432e-10	3.227286e-82	0.418	0.461	0.043	0.296	0.048	6.046429e-80	chr1	111217497	111217498	cg11595545	KCNA3	Island	I
1.088938e-07	0.274	0.319	0.045	0.288	0.023	9.607927e-07	9.817767e-38	0.213	0.258	0.044	0.278	0.023	7.730103e-37	chr4	57976431	57976432	cg11597475	IGFBP7	Island	I
7.650901e-06	0.177	0.264	0.087	0.233	0.057	3.921542e-05	1.228322e-27	0.171	0.255	0.084	0.214	0.057	6.357837e-27	chr11	17373180	17373181	cg11600807	DKFZp686O24166	Island	I
4.600577e-05	0.171	0.196	0.024	0.257	0.013	0.0001938289	4.22879e-33	0.158	0.183	0.025	0.226	0.013	2.728255e-32	chr15	68122139	68122140	cg11601252	LBXCOR1	Island	I
7.620375e-06	0.152	0.188	0.036	0.2	0.023	3.907615e-05	5.755141e-32	0.147	0.183	0.036	0.209	0.023	3.541876e-31	chr19	18722595	18722596	cg11610754	TMEM59L	Island	I
4.996302e-12	0.407	0.585	0.178	0.289	0.117	2.975525e-10	3.832975e-35	0.38	0.554	0.174	0.298	0.116	2.698474e-34	chr5	112073406	112073407	cg11613015	APC	NA	I
2.575404e-09	0.28	0.36	0.08	0.25	0.046	4.253363e-08	1.371158e-67	0.293	0.373	0.08	0.223	0.045	6.54535e-66	chr19	2251837	2251838	cg11616651	AMH	Island	I
1.242218e-06	0.216	0.554	0.338	0.223	0.135	7.904361e-06	4.299433e-14	0.205	0.544	0.339	0.222	0.133	1.264438e-13	chr19	41120268	41120269	cg11621464	LTBP4	Island	I
2.201921e-07	0.189	0.467	0.277	0.187	0.077	1.755867e-06	3.95093e-21	0.168	0.447	0.279	0.192	0.076	1.575888e-20	chr13	100630688	100630689	cg11622324	cg11622324	N_Shore	II
8.645962e-07	0.264	0.353	0.089	0.291	0.101	5.751172e-06	7.703734e-18	0.194	0.283	0.089	0.261	0.099	2.676778e-17	chr4	165878136	165878137	cg11630554	TRIM61	Island	I
7.126895e-06	0.196	0.353	0.157	0.268	0.089	3.682505e-05	1.499658e-06	0.089	0.243	0.154	0.233	0.089	2.960529e-06	chr5	180288855	180288856	cg11635304	ZFP62	Island	II
9.332351e-05	0.161	0.228	0.067	0.254	0.011	0.0003644682	7.988628e-20	0.1	0.167	0.067	0.197	0.011	3.015646e-19	chr17	32582128	32582129	cg11640275	CCL2	NA	II
3.125042e-12	0.352	0.447	0.095	0.242	0.052	2.061516e-10	7.954891e-89	0.411	0.505	0.094	0.249	0.051	3.134979e-86	chr6	150286508	150286509	cg11660826	ULBP1	Island	I
3.341076e-05	0.187	0.357	0.171	0.257	0.086	0.0001456847	1.422953e-16	0.16	0.328	0.169	0.226	0.085	4.67827e-16	chr3	49941416	49941417	cg11663600	MST1R	Island	II
8.926728e-08	0.296	0.341	0.045	0.312	0.017	8.110209e-07	3.634624e-57	0.301	0.346	0.045	0.3	0.017	8.169035e-56	chr6	133562479	133562480	cg11664500	EYA4	Island	I
7.40372e-15	0.411	0.472	0.06	0.242	0.035	2.022313e-12	1.084714e-84	0.338	0.399	0.06	0.24	0.034	2.626022e-82	chr20	21378045	21378046	cg11667020	NKX2-4	Island	I
1.634854e-05	0.154	0.248	0.095	0.207	0.039	7.696065e-05	2.813341e-34	0.157	0.252	0.095	0.194	0.038	1.909003e-33	chr11	31848554	31848555	cg11667086	cg11667086	Island	I
1.88382e-07	0.266	0.41	0.144	0.292	0.066	1.53569e-06	1.776322e-37	0.26	0.407	0.146	0.268	0.07	1.383095e-36	chr5	43017685	43017686	cg11671913	cg11671913	N_Shore	II
4.797886e-09	0.252	0.275	0.022	0.233	0.005	7.056611e-08	4.110501e-74	0.294	0.317	0.022	0.242	0.005	3.478687e-72	chr1	228645482	228645483	cg11672054	HIST3H2BB	Island	I
2.950001e-06	0.178	0.443	0.265	0.217	0.104	1.690064e-05	3.580198e-12	0.149	0.412	0.263	0.233	0.102	9.615324e-12	chr1	247495769	247495770	cg11684022	ZNF496	Island	I
7.648308e-09	0.308	0.385	0.078	0.291	0.046	1.0362e-07	7.540037e-49	0.288	0.366	0.077	0.302	0.045	1.028249e-47	chr17	1083002	1083003	cg11686528	ABR	Island	I
6.395421e-07	0.176	0.262	0.086	0.199	0.058	4.426855e-06	1.988969e-29	0.177	0.262	0.085	0.208	0.057	1.105692e-28	chr11	75379624	75379625	cg11694752	MAP6	Island	I
3.37048e-09	0.203	0.233	0.03	0.185	0.006	5.29062e-08	6.209742e-67	0.2	0.23	0.031	0.178	0.006	2.81242e-65	chr5	149569601	149569602	cg11716665	SLC6A7	Island	I
1.597396e-05	0.164	0.204	0.039	0.229	0.013	7.540704e-05	7.557683e-47	0.202	0.241	0.039	0.23	0.013	9.262125e-46	chr12	48398380	48398381	cg11721803	COL2A1	Island	I
2.219524e-05	0.152	0.199	0.047	0.211	0.025	0.0001011001	4.755373e-36	0.158	0.205	0.046	0.208	0.024	3.477671e-35	chr4	96470286	96470287	cg11723848	UNC5C	Island	I
9.459973e-07	0.164	0.465	0.302	0.194	0.071	6.226757e-06	1.173131e-23	0.169	0.471	0.302	0.19	0.07	5.177581e-23	chr2	111877065	111877066	cg11729679	BCL2L11	Island	II
3.404008e-11	0.312	0.477	0.164	0.24	0.051	1.341501e-09	4.29274e-56	0.292	0.456	0.164	0.257	0.051	8.992934e-55	chr6	26271827	26271828	cg11731890	HIST1H3G	N_Shore	II
6.895989e-08	0.261	0.345	0.085	0.262	0.054	6.507958e-07	7.129873e-48	0.263	0.347	0.084	0.255	0.053	9.212453e-47	chr1	110754101	110754102	cg11737742	KCNC4	Island	I
5.752554e-07	0.151	0.17	0.019	0.173	0.003	4.038903e-06	1.544649e-45	0.147	0.166	0.019	0.172	0.003	1.768461e-44	chr10	93647217	93647218	cg11750133	cg11750133	Island	I
1.951338e-06	0.188	0.303	0.115	0.23	0.039	1.174519e-05	6.458117e-32	0.164	0.278	0.115	0.218	0.038	3.966126e-31	chr11	102980466	102980467	cg11752440	DYNC2H1	NA	II
5.102566e-06	0.174	0.213	0.039	0.223	0.014	2.740863e-05	1.14496e-39	0.16	0.199	0.039	0.203	0.014	9.837913e-39	chr8	143533532	143533533	cg11758945	cg11758945	Island	I
3.076168e-13	0.314	0.482	0.168	0.199	0.054	3.365027e-11	4.18787e-65	0.303	0.472	0.169	0.207	0.053	1.642572e-63	chr6	38683035	38683036	cg11764900	cg11764900	Island	I
7.329367e-07	0.165	0.565	0.4	0.169	0.082	4.983871e-06	1.173295e-16	0.144	0.542	0.398	0.166	0.081	3.871993e-16	chr14	24808787	24808788	cg11781986	RIPK3	Island	I
5.774404e-10	0.321	0.37	0.048	0.276	0.024	1.273904e-08	4.238263e-55	0.274	0.323	0.049	0.278	0.024	8.326526e-54	chr19	19729252	19729253	cg11804775	PBX4	Island	I
1.46021e-08	0.261	0.321	0.061	0.253	0.037	1.770188e-07	1.920964e-52	0.241	0.301	0.06	0.24	0.036	3.218387e-51	chr2	157178294	157178295	cg11805669	cg11805669	S_Shore	I
3.616492e-06	0.194	0.391	0.197	0.232	0.065	2.021089e-05	1.70493e-34	0.212	0.411	0.199	0.21	0.063	1.167336e-33	chr13	79176608	79176609	cg11806672	POU4F1	Island	II
5.449072e-05	0.171	0.187	0.016	0.259	0.009	0.0002254899	3.101944e-27	0.136	0.152	0.016	0.22	0.009	1.579689e-26	chr11	43964150	43964151	cg11820517	LOC387763	Island	I
7.604309e-07	0.151	0.602	0.45	0.174	0.077	5.147233e-06	4.828074e-13	0.122	0.572	0.449	0.18	0.08	1.351333e-12	chr17	7287740	7287741	cg11838224	TNK1	Island	II
7.942599e-06	0.178	0.209	0.032	0.236	0.007	4.052228e-05	6.881278e-47	0.21	0.241	0.031	0.241	0.007	8.451218e-46	chr17	62776530	62776531	cg11849086	LOC146880	Island	I
1.349123e-11	0.263	0.449	0.186	0.203	0.072	6.488185e-10	5.693076e-42	0.279	0.461	0.182	0.198	0.073	5.459236e-41	chr1	47998999	47999000	cg11856897	cg11856897	Island	I
2.486024e-06	0.234	0.271	0.037	0.292	0.01	1.453779e-05	9.971042e-50	0.231	0.269	0.037	0.254	0.01	1.425594e-48	chr3	194408516	194408517	cg11862731	FAM43A	Island	II
1.818098e-08	0.27	0.369	0.098	0.264	0.044	2.125712e-07	3.187605e-43	0.216	0.314	0.098	0.234	0.043	3.250763e-42	chr10	16562917	16562918	cg11880855	C1QL3	Island	II
5.547228e-06	0.192	0.25	0.058	0.246	0.038	2.951336e-05	8.233645e-35	0.184	0.242	0.058	0.237	0.038	5.71534e-34	chr1	110693237	110693238	cg11885396	SLC6A17	Island	I
1.654386e-09	0.364	0.395	0.031	0.329	0.024	2.973435e-08	1.767609e-55	0.307	0.338	0.031	0.311	0.024	3.560071e-54	chr8	104383730	104383731	cg11889769	CTHRC1	Island	I
1.588462e-06	0.237	0.395	0.159	0.295	0.055	9.808612e-06	3.519248e-35	0.223	0.382	0.159	0.269	0.054	2.482061e-34	chr7	96652153	96652154	cg11891395	DLX5	Island	II
6.344206e-06	0.187	0.501	0.314	0.241	0.091	3.32453e-05	2.080488e-18	0.187	0.5	0.313	0.219	0.096	7.404156e-18	chr18	46461202	46461203	cg11909137	SMAD7	NA	I
3.310206e-07	0.224	0.362	0.138	0.239	0.055	2.499012e-06	7.105687e-34	0.19	0.327	0.137	0.213	0.054	4.738381e-33	chr18	77159786	77159787	cg11928275	NFATC1	Island	I
2.851345e-06	0.238	0.264	0.026	0.297	0.011	1.640354e-05	4.377271e-42	0.217	0.243	0.027	0.267	0.011	4.223244e-41	chr3	48700391	48700392	cg11929643	CELSR3	Island	I
1.329341e-06	0.152	0.189	0.037	0.186	0.015	8.390391e-06	1.969266e-37	0.138	0.175	0.037	0.181	0.014	1.530078e-36	chr20	4230092	4230093	cg11934695	ADRA1D	Island	I
4.357047e-08	0.183	0.289	0.106	0.181	0.045	4.418234e-07	9.863787e-37	0.168	0.274	0.106	0.181	0.044	7.438784e-36	chr4	110223795	110223796	cg11935021	COL25A1	Island	I
1.221407e-05	0.192	0.292	0.1	0.273	0.058	5.940766e-05	2.358814e-25	0.172	0.273	0.101	0.24	0.057	1.112738e-24	chr22	37816333	37816334	cg11946336	ELFN2	Island	II
2.012367e-08	0.215	0.31	0.094	0.211	0.027	2.312371e-07	6.207238e-37	0.162	0.256	0.094	0.209	0.026	4.723376e-36	chr2	182322749	182322750	cg11947981	ITGA4	Island	II
2.960203e-07	0.232	0.287	0.055	0.258	0.035	2.270001e-06	3.572405e-53	0.267	0.321	0.054	0.27	0.035	6.236631e-52	chr17	27347092	27347093	cg11956953	cg11956953	Island	I
6.641209e-09	0.32	0.345	0.025	0.3	0.006	9.225016e-08	3.457387e-59	0.299	0.325	0.025	0.292	0.006	8.893616e-58	chr19	42828156	42828157	cg11957331	TMEM145	Island	I
2.858193e-05	0.171	0.209	0.038	0.244	0.02	0.0001266621	1.593319e-28	0.133	0.171	0.037	0.206	0.02	8.542298e-28	chr1	41268130	41268131	cg11960115	KCNQ4	Island	I
6.889942e-07	0.217	0.276	0.059	0.252	0.019	4.724399e-06	1.237577e-41	0.2	0.259	0.059	0.246	0.019	1.167022e-40	chr10	17271006	17271007	cg11973177	VIM	Island	II
3.463761e-07	0.215	0.242	0.026	0.242	0.009	2.599281e-06	2.848426e-47	0.203	0.229	0.026	0.231	0.009	3.565619e-46	chr4	110223967	110223968	cg11979589	COL25A1	Island	I
1.095303e-06	0.199	0.331	0.132	0.23	0.04	7.081244e-06	3.804508e-35	0.187	0.318	0.131	0.237	0.039	2.678909e-34	chr11	75141815	75141816	cg12001148	KLHL35	Island	II
2.833581e-05	0.174	0.24	0.065	0.259	0.035	0.0001256938	2.823831e-41	0.211	0.275	0.065	0.25	0.034	2.618884e-40	chr15	68113478	68113479	cg12002303	cg12002303	Island	I
2.460918e-06	0.172	0.346	0.174	0.21	0.033	1.440774e-05	9.711322e-19	0.102	0.277	0.175	0.188	0.033	3.503849e-18	chr4	10459163	10459164	cg12016437	ZNF518B	Island	II
2.234771e-10	0.268	0.304	0.036	0.22	0.022	5.917728e-09	4.834631e-70	0.246	0.281	0.036	0.208	0.022	2.813855e-68	chr20	590799	590800	cg12028548	TCF15	Island	I
3.455768e-06	0.235	0.286	0.051	0.298	0.036	1.942809e-05	2.539351e-46	0.24	0.29	0.05	0.264	0.036	3.024442e-45	chr2	149633226	149633227	cg12035092	KIF5C	Island	I
1.227511e-05	0.187	0.359	0.172	0.253	0.037	5.966796e-05	1.379462e-33	0.164	0.335	0.171	0.213	0.036	9.087617e-33	chr1	36043352	36043353	cg12038696	TFAP2E	Island	II
1.103121e-07	0.236	0.311	0.075	0.245	0.023	9.714455e-07	4.114788e-46	0.21	0.284	0.074	0.238	0.023	4.847194e-45	chr19	11959760	11959761	cg12040486	cg12040486	Island	II
2.769416e-10	0.336	0.447	0.111	0.261	0.107	7.025355e-09	1.882211e-27	0.282	0.395	0.113	0.248	0.106	9.669727e-27	chr22	27053247	27053248	cg12041056	MIAT	Island	I
1.578354e-07	0.234	0.307	0.074	0.253	0.022	1.319899e-06	3.787016e-40	0.201	0.275	0.074	0.251	0.022	3.329643e-39	chr7	96650171	96650172	cg12041387	DLX5	N_Shore	II
1.311097e-12	0.253	0.44	0.187	0.167	0.058	1.039183e-10	3.583963e-44	0.228	0.414	0.186	0.175	0.057	3.827749e-43	chr10	47008202	47008203	cg12043818	cg12043818	Island	I
1.449627e-05	0.172	0.329	0.157	0.229	0.047	6.915761e-05	1.779401e-24	0.153	0.308	0.156	0.231	0.047	8.105703e-24	chr2	72370665	72370666	cg12044685	CYP26B1	Island	I
1.728332e-05	0.18	0.208	0.027	0.25	0.01	8.088142e-05	2.947081e-13	0.066	0.094	0.028	0.166	0.01	8.335314e-13	chr1	192777886	192777887	cg12047012	RGS2	Island	I
6.339395e-09	0.275	0.402	0.127	0.25	0.059	8.883429e-08	9.425759e-45	0.255	0.381	0.126	0.24	0.058	1.036342e-43	chr15	83876098	83876099	cg12058947	HDGFRP3	Island	I
6.536993e-08	0.268	0.312	0.044	0.281	0.03	6.217907e-07	4.863118e-50	0.262	0.306	0.045	0.28	0.03	7.082331e-49	chr2	154728468	154728469	cg12079322	GALNT13	N_Shore	I
6.954188e-07	0.192	0.242	0.049	0.225	0.017	4.762689e-06	8.515624e-50	0.204	0.253	0.049	0.222	0.016	1.222229e-48	chr17	47573230	47573231	cg12082598	NGFR	Island	I
3.529256e-06	0.24	0.38	0.14	0.297	0.078	1.978815e-05	5.639062e-24	0.208	0.348	0.14	0.284	0.076	2.520665e-23	chr11	31832879	31832880	cg12086936	PAX6	Island	I
7.842259e-09	0.266	0.366	0.1	0.221	0.124	1.057809e-07	1.926353e-19	0.243	0.343	0.099	0.223	0.122	7.1573e-19	chr14	61104566	61104567	cg12091642	cg12091642	Island	I
5.44459e-07	0.211	0.447	0.236	0.252	0.12	3.848467e-06	3.590803e-20	0.245	0.482	0.238	0.244	0.118	1.376052e-19	chr10	82116446	82116447	cg12091732	DYDC2	Island	I
9.54455e-06	0.191	0.434	0.243	0.299	0.099	4.770499e-05	3.788271e-21	0.214	0.459	0.245	0.25	0.097	1.512212e-20	chr20	3053037	3053038	cg12099952	OXT	Island	II
2.614327e-12	0.303	0.432	0.13	0.224	0.074	1.792665e-10	4.533799e-50	0.324	0.454	0.13	0.205	0.072	6.615869e-49	chr8	11558169	11558170	cg12117141	cg12117141	Island	I
1.666722e-12	0.376	0.485	0.109	0.257	0.042	1.25466e-10	1.283401e-87	0.361	0.47	0.109	0.235	0.042	4.329729e-85	chr17	42733724	42733725	cg12127472	C17orf104	Island	I
4.490371e-05	0.177	0.301	0.124	0.247	0.054	0.0001896801	5.289984e-23	0.158	0.281	0.123	0.241	0.053	2.274203e-22	chr7	97501908	97501909	cg12136088	ASNS	Island	II
3.288142e-11	0.264	0.474	0.21	0.181	0.062	1.305844e-09	3.698538e-38	0.223	0.433	0.21	0.214	0.061	2.965127e-37	chr3	3840360	3840361	cg12136608	LRRN1	N_Shore	II
9.773711e-17	0.294	0.781	0.487	0.116	0.091	8.898908e-14	1.101361e-27	0.246	0.732	0.485	0.157	0.09	5.710758e-27	chr19	3688036	3688037	cg12148647	PIP5K1C	Island	I
2.649053e-08	0.216	0.502	0.286	0.211	0.056	2.909749e-07	3.392028e-21	0.142	0.427	0.285	0.213	0.056	1.356732e-20	chr11	119613308	119613309	cg12150784	cg12150784	Island	II
1.120053e-05	0.182	0.213	0.031	0.247	0.011	5.500958e-05	8.705902e-39	0.163	0.194	0.031	0.211	0.011	7.18864e-38	chr8	54794628	54794629	cg12164472	RGS20	Island	I
4.639556e-09	0.234	0.503	0.269	0.192	0.059	6.867351e-08	2.80847e-29	0.184	0.452	0.268	0.223	0.059	1.551809e-28	chr19	11959578	11959579	cg12169233	cg12169233	Island	II
5.754167e-11	0.322	0.403	0.081	0.259	0.047	2.03194e-09	6.539573e-67	0.312	0.393	0.081	0.246	0.046	2.955718e-65	chr8	140715540	140715541	cg12175729	KCNK9	Island	I
6.151917e-11	0.264	0.317	0.053	0.206	0.029	2.141653e-09	7.226564e-83	0.271	0.323	0.053	0.194	0.029	1.448476e-80	chr3	38080925	38080926	cg12177220	DLEC1	Island	I
3.131263e-05	0.197	0.263	0.066	0.286	0.025	0.0001374667	1.985778e-32	0.19	0.256	0.066	0.272	0.025	1.246055e-31	chr4	26030463	26030464	cg12180270	cg12180270	Island	I
2.096812e-06	0.158	0.338	0.18	0.194	0.036	1.250356e-05	9.675316e-34	0.158	0.34	0.182	0.201	0.037	6.416701e-33	chr7	27195602	27195603	cg12196573	HOXA7	Island	II
9.691199e-16	0.391	0.481	0.09	0.21	0.09	4.591321e-13	8.898835e-44	0.368	0.458	0.09	0.196	0.089	9.326093e-43	chr2	39187543	39187544	cg12206199	LOC375196	Island	I
2.635022e-09	0.273	0.331	0.058	0.248	0.029	4.331894e-08	2.028586e-61	0.266	0.323	0.057	0.246	0.028	6.07571e-60	chr3	3840744	3840745	cg12212657	LRRN1	Island	I
1.590895e-14	0.279	0.581	0.302	0.14	0.077	3.590301e-12	6.398783e-35	0.271	0.574	0.304	0.128	0.076	4.461777e-34	chr6	29521604	29521605	cg12217400	cg12217400	Island	I
7.037009e-13	0.312	0.401	0.089	0.207	0.043	6.372e-11	6.307106e-80	0.304	0.393	0.089	0.197	0.042	9.170426e-78	chr12	58021569	58021570	cg12230728	B4GALNT1	Island	I
8.333749e-09	0.296	0.34	0.045	0.282	0.023	1.113035e-07	1.238565e-80	0.358	0.403	0.045	0.275	0.022	1.949731e-78	chr19	41018880	41018881	cg12248614	SPTBN4	Island	I
3.468047e-06	0.189	0.251	0.062	0.234	0.04	1.948633e-05	7.520818e-37	0.19	0.253	0.063	0.233	0.04	5.70136e-36	chr10	134001112	134001113	cg12250896	DPYSL4	Island	I
4.274572e-05	0.18	0.233	0.053	0.266	0.043	0.0001815344	3.796237e-29	0.157	0.208	0.052	0.214	0.042	2.086129e-28	chr17	79503877	79503878	cg12252135	FSCN2	Island	I
9.731484e-15	0.264	0.565	0.301	0.15	0.082	2.470705e-12	1.619385e-29	0.239	0.536	0.297	0.174	0.084	9.034309e-29	chr11	77122929	77122930	cg12269002	PAK1	Island	I
1.027018e-05	0.213	0.515	0.302	0.251	0.102	5.09336e-05	1.347765e-19	0.211	0.51	0.299	0.247	0.102	5.041057e-19	chr14	65016595	65016596	cg12281657	C14orf50	Island	II
7.706483e-07	0.188	0.222	0.035	0.219	0.011	5.206072e-06	1.007429e-42	0.181	0.216	0.035	0.221	0.011	1.003969e-41	chr6	74019833	74019834	cg12281798	C6orf147	Island	I
3.261599e-06	0.211	0.321	0.11	0.265	0.028	1.846069e-05	1.619755e-38	0.196	0.306	0.11	0.247	0.028	1.321433e-37	chr6	27065003	27065004	cg12298212	cg12298212	Island	II
5.497275e-07	0.225	0.288	0.063	0.26	0.023	3.880988e-06	5.778149e-38	0.192	0.258	0.066	0.246	0.026	4.592568e-37	chr17	47074576	47074577	cg12314713	IGF2BP1	Island	I
1.921803e-06	0.264	0.467	0.203	0.31	0.11	1.159137e-05	2.908935e-23	0.258	0.462	0.204	0.275	0.109	1.263977e-22	chr5	43018443	43018444	cg12319602	cg12319602	Island	I
1.189731e-06	0.19	0.237	0.047	0.223	0.016	7.615282e-06	5.798275e-50	0.205	0.253	0.048	0.223	0.016	8.399758e-49	chr4	113444295	113444296	cg12353207	cg12353207	Island	I
5.541157e-08	0.32	0.356	0.035	0.332	0.025	5.416636e-07	4.328259e-65	0.355	0.39	0.035	0.321	0.024	1.695956e-63	chr10	11059727	11059728	cg12356890	CUGBP2	Island	I
5.612046e-06	0.184	0.31	0.126	0.238	0.031	2.982016e-05	4.632426e-44	0.192	0.317	0.125	0.217	0.031	4.92033e-43	chr3	169530467	169530468	cg12358524	LRRC34	S_Shore	II
8.284577e-05	0.18	0.206	0.026	0.279	0.01	0.0003277396	5.252005e-24	0.127	0.152	0.026	0.222	0.01	2.35017e-23	chr13	44947923	44947924	cg12379940	SERP2	Island	I
5.030948e-06	0.189	0.24	0.05	0.248	0.027	2.706614e-05	4.085629e-33	0.164	0.215	0.051	0.227	0.027	2.637568e-32	chr8	105235606	105235607	cg12396325	RIMS2	Island	I
1.786235e-10	0.166	0.634	0.468	0.147	0.073	4.951464e-09	9.617322e-14	0.119	0.586	0.467	0.188	0.072	2.7833e-13	chr8	116680127	116680128	cg12396523	TRPS1	N_Shore	I
4.752743e-06	0.19	0.239	0.048	0.242	0.02	2.573652e-05	2.335936e-21	0.104	0.152	0.048	0.191	0.019	9.403886e-21	chr3	68981877	68981878	cg12412079	FAM19A4	Island	I
9.426782e-07	0.213	0.243	0.03	0.252	0.014	6.207695e-06	1.299787e-46	0.231	0.261	0.03	0.265	0.013	1.572787e-45	chr12	8123380	8123381	cg12414653	cg12414653	Island	I
1.940143e-07	0.257	0.29	0.033	0.279	0.01	1.57525e-06	9.767187e-48	0.22	0.253	0.033	0.249	0.01	1.253911e-46	chr3	186490344	186490345	cg12435415	cg12435415	N_Shore	I
7.500126e-06	0.201	0.324	0.123	0.263	0.055	3.852837e-05	2.236269e-34	0.206	0.328	0.122	0.242	0.054	1.523327e-33	chr3	48632723	48632724	cg12448161	COL7A1	Island	I
1.142035e-12	0.304	0.354	0.05	0.21	0.026	9.341596e-11	1.048031e-81	0.277	0.326	0.05	0.206	0.026	1.850595e-79	chr7	39649359	39649360	cg12457909	LOC646999	Island	I
5.31302e-06	0.167	0.367	0.2	0.214	0.051	2.840273e-05	2.311469e-20	0.129	0.33	0.2	0.203	0.051	8.930845e-20	chr2	102091129	102091130	cg12464048	RFX8	Island	II
3.070766e-06	0.239	0.257	0.018	0.295	0.03	1.75131e-05	7.646496e-41	0.205	0.223	0.018	0.249	0.029	6.945008e-40	chr2	98703450	98703451	cg12477533	VWA3B	Island	I
3.253959e-09	0.254	0.383	0.129	0.242	0.056	5.145033e-08	3.107481e-50	0.256	0.383	0.127	0.212	0.055	4.578737e-49	chr20	2674285	2674286	cg12497914	EBF4	Island	I
3.217642e-07	0.188	0.24	0.053	0.204	0.026	2.43851e-06	3.051183e-52	0.204	0.256	0.052	0.21	0.025	5.045369e-51	chr11	111411176	111411177	cg12506005	LAYN	Island	I
3.229058e-08	0.183	0.284	0.102	0.183	0.035	3.431768e-07	1.853402e-54	0.189	0.29	0.101	0.168	0.034	3.498481e-53	chr2	162280741	162280742	cg12520549	TBR1	S_Shore	I
5.908078e-07	0.231	0.279	0.048	0.265	0.01	4.133807e-06	3.216198e-46	0.186	0.234	0.048	0.215	0.01	3.809053e-45	chr5	76925623	76925624	cg12520861	OTP	Island	I
6.52841e-05	0.162	0.214	0.051	0.246	0.016	0.0002649528	9.641988e-38	0.173	0.225	0.051	0.228	0.016	7.594873e-37	chr2	73429371	73429372	cg12529672	NOTO	Island	I
3.540487e-07	0.264	0.555	0.291	0.275	0.139	2.649278e-06	5.917299e-17	0.249	0.537	0.288	0.292	0.137	1.978603e-16	chr5	112073613	112073614	cg12534150	APC	NA	I
9.826262e-15	0.495	0.795	0.301	0.214	0.208	2.491574e-12	8.299571e-20	0.421	0.717	0.296	0.28	0.205	3.131145e-19	chr5	7850203	7850204	cg12539796	C5orf49	Island	I
6.40733e-06	0.231	0.327	0.096	0.321	0.077	3.353932e-05	6.167041e-27	0.236	0.33	0.095	0.315	0.076	3.10102e-26	chr19	19281197	19281198	cg12558012	LOC729991-MEF2B	Island	I
2.029176e-05	0.155	0.206	0.051	0.218	0.024	9.328044e-05	1.359313e-27	0.119	0.17	0.051	0.182	0.024	7.021811e-27	chr11	74394623	74394624	cg12569118	cg12569118	Island	I
1.118333e-05	0.178	0.245	0.067	0.242	0.019	5.493256e-05	1.594917e-34	0.167	0.234	0.067	0.231	0.019	1.093496e-33	chr19	53606654	53606655	cg12586262	ZNF160	Island	II
2.371565e-06	0.19	0.33	0.14	0.232	0.048	1.394356e-05	2.284979e-32	0.168	0.308	0.14	0.201	0.047	1.429949e-31	chr6	392555	392556	cg12612118	IRF4	Island	II
2.220694e-14	0.198	0.635	0.437	0.094	0.068	4.648727e-12	4.716513e-29	0.188	0.624	0.436	0.135	0.067	2.582492e-28	chr8	59058273	59058274	cg12615766	FAM110B	Island	I
3.102517e-05	0.164	0.201	0.036	0.239	0.011	0.0001363635	9.745436e-33	0.156	0.193	0.037	0.226	0.011	6.192466e-32	chr15	79576216	79576217	cg12628659	ANKRD34C	Island	I
4.854806e-07	0.217	0.263	0.046	0.25	0.013	3.485704e-06	1.133374e-53	0.278	0.325	0.047	0.29	0.013	2.038647e-52	chr1	247171403	247171404	cg12629875	ZNF695	Island	I
2.727152e-07	0.221	0.287	0.066	0.24	0.039	2.11326e-06	2.192433e-51	0.234	0.3	0.066	0.233	0.038	3.451982e-50	chr4	54975894	54975895	cg12630714	cg12630714	Island	I
5.797216e-08	0.246	0.3	0.055	0.258	0.029	5.626668e-07	6.075559e-54	0.23	0.284	0.054	0.231	0.028	1.111257e-52	chr5	80256738	80256739	cg12631351	RASGRF2	Island	I
4.792339e-05	0.209	0.473	0.264	0.254	0.15	0.0002010377	1.574249e-08	0.161	0.42	0.26	0.273	0.148	3.495982e-08	chr3	53529387	53529388	cg12668309	CACNA1D	Island	I
2.238579e-05	0.157	0.238	0.081	0.214	0.036	0.0001018744	4.820784e-26	0.128	0.209	0.081	0.191	0.036	2.337877e-25	chr8	72987762	72987763	cg12668482	TRPA1	Island	I
