Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
1.019466e-08	0.231	0.28	0.049	0.221	0.014	7.609347e-08	1.433144e-79	0.243	0.292	0.049	0.205	0.014	8.524075e-78	chr6	24911001	24911002	cg15289427	FAM65B	Island	II
1.58402e-14	0.348	0.594	0.246	0.176	0.097	3.857445e-13	8.385444e-35	0.363	0.609	0.246	0.17	0.097	7.6954e-34	chr13	109149011	109149012	cg15292275	cg15292275	Island	II
2.857528e-06	0.19	0.452	0.262	0.216	0.121	1.33728e-05	1.344164e-12	0.176	0.438	0.262	0.218	0.121	4.679326e-12	chrY	4868368	4868369	cg15295597	PCDH11Y	Island	I
2.883243e-13	0.334	0.436	0.102	0.23	0.07	5.270708e-12	1.287741e-51	0.33	0.432	0.102	0.231	0.07	2.36442e-50	chr21	34398131	34398132	cg15299832	OLIG2	Island	I
5.30532e-06	0.219	0.329	0.11	0.276	0.09	2.35754e-05	4.435336e-19	0.195	0.305	0.11	0.282	0.09	2.086568e-18	chr8	11058770	11058771	cg15301489	XKR6	Island	I
8.725979e-05	0.173	0.224	0.051	0.251	0.095	0.0003036217	1.778226e-19	0.201	0.253	0.051	0.252	0.095	8.512432e-19	chr10	134600675	134600676	cg15304699	NKX6-2	Island	I
9.368894e-10	0.282	0.319	0.036	0.244	0.01	8.489924e-09	4.079531e-64	0.254	0.29	0.037	0.252	0.01	1.268655e-62	chr12	21680981	21680982	cg15308062	C12orf39	Island	II
2.816812e-06	0.241	0.287	0.045	0.302	0.015	1.320045e-05	4.331877e-40	0.192	0.237	0.045	0.26	0.015	4.957252e-39	chr11	27721270	27721271	cg15313332	BDNF	N_Shore	I
2.661787e-19	0.353	0.659	0.305	0.122	0.1	2.390026e-17	1.051051e-29	0.344	0.649	0.305	0.124	0.1	7.788589e-29	chr2	68547052	68547053	cg15313459	CNRIP1	Island	I
2.163555e-06	0.198	0.234	0.036	0.243	0.01	1.036928e-05	6.717034e-44	0.177	0.213	0.036	0.228	0.01	8.98717e-43	chr20	1876131	1876132	cg15314170	SIRPA	S_Shore	I
1.68736e-21	0.428	0.499	0.07	0.171	0.05	3.189996e-19	6.851221e-96	0.417	0.487	0.07	0.226	0.05	8.257848e-94	chr19	37407152	37407153	cg15322783	ZNF829	Island	II
3.614698e-06	0.181	0.231	0.049	0.232	0.009	1.658556e-05	1.176966e-50	0.197	0.246	0.049	0.23	0.009	2.078729e-49	chr10	73156427	73156428	cg15323528	CDH23	Island	II
2.234485e-06	0.2	0.238	0.038	0.249	0.01	1.067849e-05	8.077831e-59	0.236	0.273	0.038	0.249	0.01	1.998093e-57	chr3	13921813	13921814	cg15328326	WNT7A	Island	II
1.732801e-06	0.196	0.247	0.051	0.239	0.026	8.463667e-06	1.845285e-40	0.181	0.232	0.051	0.236	0.026	2.143012e-39	chr10	8096669	8096670	cg15330117	FLJ45983	Island	I
1.99316e-18	0.498	0.536	0.038	0.229	0.044	1.370047e-16	1.255996e-127	0.496	0.534	0.038	0.216	0.044	6.814467e-125	chr12	50355307	50355308	cg15336765	AQP5	Island	I
1.58228e-06	0.221	0.257	0.036	0.267	0.006	7.788012e-06	1.438568e-40	0.188	0.225	0.036	0.255	0.006	1.677807e-39	chr5	82770250	82770251	cg15336997	VCAN	Island	II
1.688516e-13	0.258	0.488	0.23	0.169	0.073	3.254317e-12	4.414861e-37	0.268	0.498	0.23	0.172	0.073	4.455301e-36	chr11	69634400	69634401	cg15337897	FGF3	Island	I
1.097788e-13	0.469	0.498	0.028	0.298	0.008	2.208765e-12	3.446809e-96	0.418	0.446	0.029	0.305	0.008	4.222581e-94	chr11	8040551	8040552	cg15344220	cg15344220	Island	I
1.447472e-08	0.323	0.353	0.03	0.313	0.008	1.04968e-07	8.72225e-83	0.366	0.396	0.03	0.301	0.008	5.937741e-81	chr10	131769581	131769582	cg15344419	cg15344419	Island	I
1.152732e-11	0.345	0.413	0.068	0.256	0.045	1.511289e-10	7.78546e-75	0.339	0.407	0.068	0.269	0.045	3.814856e-73	chr2	31456966	31456967	cg15355118	EHD3	Island	II
2.961268e-11	0.191	0.286	0.095	0.152	0.024	3.588248e-10	1.017896e-72	0.189	0.284	0.095	0.157	0.024	4.559007e-71	chr11	79149352	79149353	cg15355859	ODZ4	Island	II
2.668164e-15	0.372	0.492	0.12	0.21	0.051	7.767485e-14	8.618941e-85	0.379	0.5	0.12	0.214	0.051	6.404617e-83	chr3	68981011	68981012	cg15356923	FAM19A4	Island	I
5.002632e-06	0.205	0.224	0.019	0.265	0.007	2.233659e-05	5.990554e-46	0.218	0.237	0.019	0.272	0.007	8.718486e-45	chr1	184006496	184006497	cg15359501	GLT25D2	Island	I
1.35946e-14	0.359	0.428	0.069	0.219	0.044	3.359127e-13	1.809113e-73	0.308	0.377	0.069	0.238	0.044	8.354044e-72	chr10	92617429	92617430	cg15364725	HTR7	Island	I
3.339402e-12	0.311	0.472	0.161	0.214	0.081	4.895692e-11	1.856375e-43	0.343	0.504	0.161	0.196	0.08	2.439595e-42	chr6	78172337	78172338	cg15368905	HTR1B	Island	I
7.515118e-13	0.293	0.418	0.125	0.204	0.06	1.256162e-11	5.366811e-52	0.286	0.411	0.125	0.2	0.06	1.003686e-50	chr3	44626304	44626305	cg15372508	ZNF660	N_Shore	II
4.219433e-07	0.257	0.304	0.047	0.286	0.034	2.31933e-06	8.835551e-70	0.313	0.36	0.047	0.282	0.034	3.47099e-68	chr5	153858822	153858823	cg15376615	HAND1	Island	I
2.695356e-07	0.208	0.359	0.151	0.237	0.091	1.539235e-06	2.272327e-32	0.295	0.446	0.151	0.203	0.091	1.880266e-31	chr5	72678193	72678194	cg15382538	cg15382538	Island	I
7.65621e-07	0.163	0.197	0.034	0.191	0.006	4.005544e-06	3.14768e-44	0.165	0.199	0.034	0.212	0.006	4.267718e-43	chr6	118971807	118971808	cg15382696	C6orf204	Island	II
2.130633e-10	0.22	0.244	0.024	0.181	0.007	2.184775e-09	4.263407e-75	0.22	0.244	0.024	0.195	0.007	2.111789e-73	chr17	56833099	56833100	cg15386368	PPM1E	Island	I
2.266965e-07	0.244	0.295	0.05	0.268	0.022	1.313437e-06	1.112124e-60	0.271	0.321	0.05	0.277	0.022	2.981006e-59	chr6	26044204	26044205	cg15387132	HIST1H2BB	Island	II
6.170701e-12	0.265	0.34	0.075	0.203	0.048	8.558317e-11	7.706619e-70	0.3	0.374	0.075	0.203	0.048	3.037136e-68	chr4	156297858	156297859	cg15397448	MAP9	Island	I
4.011762e-12	0.23	0.509	0.279	0.152	0.072	5.783774e-11	1.297453e-31	0.229	0.508	0.279	0.162	0.072	1.039897e-30	chr2	63274857	63274858	cg15402210	LOC100132215	Island	I
3.558745e-07	0.196	0.276	0.08	0.22	0.036	1.984449e-06	2.12513e-41	0.174	0.253	0.08	0.204	0.036	2.567771e-40	chr13	46189899	46189900	cg15402399	FAM194B	NA	I
9.897182e-13	0.318	0.461	0.143	0.211	0.096	1.614268e-11	4.718622e-35	0.341	0.484	0.143	0.205	0.096	4.374619e-34	chr10	23983990	23983991	cg15406683	KIAA1217	Island	I
1.09429e-05	0.182	0.213	0.031	0.244	0.01	4.574548e-05	2.12257e-55	NA	NA	0.031	NA	0.01	4.56071e-54	chr11	119613061	119613062	cg15407505	cg15407505	Island	I
6.063813e-13	0.406	0.461	0.056	0.265	0.047	1.034086e-11	4.004886e-92	0.401	0.457	0.056	0.261	0.047	4.069254e-90	chr6	30418985	30418986	cg15407528	cg15407528	Island	I
4.490101e-17	0.283	0.506	0.223	0.133	0.058	2.078266e-15	4.837205e-45	0.273	0.497	0.223	0.122	0.058	6.787528e-44	chr5	33936322	33936323	cg15408073	RXFP3	Island	I
1.626049e-19	0.354	0.568	0.214	0.127	0.101	1.550364e-17	2.009506e-30	0.361	0.575	0.214	0.121	0.101	1.533812e-29	chr5	5139855	5139856	cg15409013	ADAMTS16	Island	I
1.757507e-15	0.392	0.426	0.034	0.222	0.01	5.356199e-14	3.669946e-123	0.404	0.438	0.034	0.238	0.01	1.615041e-120	chr19	34973341	34973342	cg15409931	WTIP	Island	I
6.151494e-06	0.209	0.237	0.027	0.273	0.009	2.700441e-05	1.752829e-41	0.195	0.223	0.028	0.261	0.009	2.125576e-40	chr5	71403320	71403321	cg15412498	MAP1B	Island	I
2.451315e-13	0.252	0.269	0.017	0.16	0.013	4.55577e-12	1.761946e-86	NA	NA	0.017	NA	0.013	1.409503e-84	chr16	30206046	30206047	cg15415545	GIYD1	Island	I
2.766866e-09	0.351	0.377	0.026	0.318	0.008	2.292688e-08	8.415227e-60	0.294	0.32	0.026	0.307	0.008	2.175146e-58	chr19	18901666	18901667	cg15424739	COMP	Island	I
1.953469e-16	0.43	0.524	0.094	0.221	0.068	7.646019e-15	9.316985e-70	0.446	0.54	0.094	0.205	0.068	3.655405e-68	chr15	33603312	33603313	cg15428578	RYR3	Island	I
4.494006e-13	0.396	0.449	0.053	0.261	0.028	7.871566e-12	6.547549e-97	0.359	0.412	0.053	0.254	0.028	8.32773e-95	chr11	19367937	19367938	cg15442988	cg15442988	Island	I
3.745721e-12	0.214	0.405	0.192	0.149	0.036	5.432256e-11	1.766629e-63	0.209	0.401	0.192	0.16	0.036	5.347752e-62	chr5	92907851	92907852	cg15444648	FLJ42709	Island	II
1.683516e-05	0.167	0.229	0.062	0.23	0.012	6.778993e-05	1.640948e-38	0.164	0.226	0.062	0.229	0.012	1.755977e-37	chr15	53082395	53082396	cg15446043	ONECUT1	Island	I
5.312487e-06	0.188	0.239	0.05	0.243	0.009	2.360513e-05	2.927011e-32	0.151	0.201	0.05	0.236	0.009	2.411586e-31	chr7	128828765	128828766	cg15447479	SMO	Island	II
2.918849e-11	0.333	0.512	0.18	0.246	0.11	3.541832e-10	5.032163e-25	NA	NA	0.18	NA	0.11	3.058394e-24	chr19	52956729	52956730	cg15449323	ZNF578	Island	I
1.679367e-06	0.243	0.329	0.086	0.296	0.03	8.222651e-06	1.918816e-59	0.28	0.366	0.086	0.285	0.03	4.87852e-58	chr4	90758843	90758844	cg15452573	SNCA	Island	II
4.715247e-07	0.245	0.334	0.09	0.27	0.04	2.569614e-06	2.511868e-54	0.248	0.337	0.09	0.249	0.04	5.169731e-53	chr14	72399553	72399554	cg15457745	RGS6	Island	II
5.212584e-08	0.174	0.367	0.193	0.192	0.052	3.402423e-07	5.01418e-39	0.195	0.388	0.193	0.183	0.052	5.478156e-38	chr12	104609980	104609981	cg15459780	TXNRD1	Island	I
4.398506e-18	0.37	0.43	0.06	0.172	0.017	2.719062e-16	1.115469e-125	0.344	0.404	0.06	0.199	0.017	5.550229e-123	chr11	45686369	45686370	cg15461516	CHST1	Island	I
9.091157e-08	0.229	0.248	0.019	0.24	0.004	5.673146e-07	7.409383e-65	0.226	0.246	0.019	0.223	0.004	2.370051e-63	chr10	31608663	31608664	cg15462174	ZEB1	Island	I
1.037881e-21	0.383	0.434	0.051	0.143	0.031	2.115637e-19	9.259061e-143	0.399	0.45	0.051	0.154	0.031	1.149589e-139	chr1	22141014	22141015	cg15467646	LDLRAD2	Island	I
2.149684e-13	0.352	0.561	0.209	0.234	0.096	4.051269e-12	2.741666e-35	0.33	0.539	0.209	0.249	0.096	2.566299e-34	chr22	44258572	44258573	cg15471953	SULT4A1	Island	I
1.613875e-08	0.237	0.612	0.375	0.171	0.11	1.159062e-07	2.636776e-19	0.231	0.606	0.375	0.158	0.11	1.25241e-18	chr1	3663531	3663532	cg15472784	KIAA0495	Island	I
1.285734e-13	0.182	0.342	0.16	0.087	0.076	2.545917e-12	3.290442e-23	0.191	0.352	0.16	0.11	0.076	1.847841e-22	chr10	105037349	105037350	cg15475851	INA	Island	I
1.924394e-12	0.372	0.404	0.031	0.261	0.033	2.955695e-11	3.367471e-80	0.339	0.371	0.031	0.275	0.033	2.056016e-78	chr14	23821596	23821597	cg15476528	SLC22A17	Island	I
1.266557e-06	0.197	0.253	0.055	0.233	0.037	6.352513e-06	2.286429e-55	0.231	0.286	0.055	0.23	0.037	4.908263e-54	chr22	33454444	33454445	cg15479068	SYN3	Island	I
3.565294e-22	0.413	0.467	0.055	0.16	0.038	8.684429e-20	9.776651e-123	0.432	0.486	0.055	0.151	0.038	4.199771e-120	chr6	29521568	29521569	cg15490715	cg15490715	Island	I
4.09766e-12	0.328	0.434	0.106	0.237	0.033	5.896025e-11	4.055985e-102	NA	NA	0.106	NA	0.033	6.454133e-100	chr20	37352085	37352086	cg15490840	SLC32A1	N_Shore	II
8.692294e-08	0.217	0.271	0.054	0.229	0.013	5.445522e-07	9.458374e-66	0.221	0.275	0.054	0.215	0.013	3.138514e-64	chr2	10220802	10220803	cg15496063	CYS1	Island	II
1.45573e-06	0.201	0.248	0.047	0.24	0.012	7.215705e-06	1.029569e-40	0.17	0.217	0.047	0.228	0.012	1.20751e-39	chr10	102989329	102989330	cg15507321	FLJ41350	Island	I
9.218125e-11	0.244	0.589	0.345	0.166	0.108	1.012432e-09	1.002765e-20	0.238	0.583	0.345	0.174	0.108	5.064461e-20	chr15	26108796	26108797	cg15523238	ATP10A	Island	II
9.904993e-12	0.226	0.263	0.037	0.168	0.03	1.314992e-10	8.086079e-98	0.266	0.303	0.037	0.159	0.03	1.065053e-95	chr19	18119069	18119070	cg15528091	ARRDC2	Island	I
2.677531e-24	0.567	0.711	0.144	0.161	0.083	1.487344e-21	6.307881e-57	0.539	0.683	0.144	0.178	0.083	1.441123e-55	chr8	53852184	53852185	cg15531403	NPBWR1	Island	I
1.987697e-08	0.23	0.334	0.103	0.21	0.078	1.403286e-07	3.019126e-28	0.221	0.324	0.103	0.216	0.078	2.106453e-27	chr1	232941253	232941254	cg15542798	KIAA1383	Island	I
4.223668e-05	0.158	0.182	0.024	0.232	0.014	0.0001569187	6.58136e-34	0.158	0.181	0.024	0.237	0.014	5.809718e-33	chr9	114434	114435	cg15543173	cg15543173	Island	I
6.078967e-16	0.332	0.428	0.097	0.175	0.036	2.085411e-14	3.392593e-107	0.336	0.432	0.097	0.169	0.036	6.911972e-105	chr12	5019024	5019025	cg15543616	KCNA1	Island	II
1.112842e-09	0.244	0.266	0.022	0.212	0.005	9.938168e-09	3.032431e-78	0.255	0.277	0.022	0.219	0.005	1.712591e-76	chr20	48184692	48184693	cg15543919	PTGIS	Island	I
1.482739e-06	0.203	0.493	0.29	0.225	0.095	7.337919e-06	8.256174e-23	0.224	0.514	0.29	0.206	0.095	4.555942e-22	chr5	175792973	175792974	cg15553598	ARL10	Island	I
5.020295e-20	0.415	0.558	0.143	0.169	0.074	5.647155e-18	1.105328e-51	0.41	0.553	0.143	0.161	0.074	2.035437e-50	chr11	43602845	43602846	cg15556502	MIR129-2	Island	I
1.624447e-15	0.363	0.39	0.027	0.2	0.009	4.998342e-14	3.801643e-109	0.345	0.373	0.027	0.227	0.009	8.454226e-107	chr3	140770617	140770618	cg15562912	SPSB4	Island	I
4.747308e-09	0.199	0.255	0.056	0.184	0.013	3.768172e-08	2.71194e-72	0.217	0.273	0.056	0.196	0.013	1.193582e-70	chr3	157155202	157155203	cg15565872	VEPH1	N_Shore	II
1.447312e-08	0.255	0.278	0.023	0.248	0.007	1.049583e-07	2.081991e-59	0.24	0.263	0.023	0.252	0.007	5.285583e-58	chr20	61885249	61885250	cg15571277	FLJ16779	Island	I
2.384882e-12	0.31	0.342	0.033	0.221	0.014	3.595205e-11	4.878593e-95	0.311	0.344	0.033	0.23	0.014	5.644873e-93	chr15	92938295	92938296	cg15573040	ST8SIA2	Island	I
2.830211e-11	0.343	0.365	0.022	0.26	0.007	3.444194e-10	2.011312e-82	0.332	0.354	0.022	0.275	0.008	1.348587e-80	chr1	44883697	44883698	cg15576900	RNF220	Island	I
7.191993e-09	0.226	0.319	0.094	0.21	0.041	5.524827e-08	1.357254e-66	0.26	0.353	0.094	0.211	0.041	4.663493e-65	chr12	130527046	130527047	cg15584445	LOC100190940	Island	I
3.419904e-07	0.161	0.195	0.034	0.178	0.018	1.913574e-06	3.993099e-44	0.127	0.162	0.034	0.156	0.018	5.392365e-43	chr1	202612132	202612133	cg15586779	SYT2	Island	I
2.831126e-10	0.237	0.449	0.212	0.19	0.056	2.836174e-09	5.268143e-41	0.218	0.431	0.212	0.184	0.056	6.257954e-40	chr1	44874649	44874650	cg15590950	RNF220	S_Shore	II
2.582098e-05	0.175	0.191	0.017	0.251	0.005	0.0001001664	1.689394e-30	0.145	0.162	0.016	0.236	0.005	1.293841e-29	chr1	226736711	226736712	cg15592945	C1orf95	Island	I
1.870233e-05	0.169	0.222	0.052	0.236	0.015	7.463614e-05	3.776578e-36	0.159	0.211	0.052	0.229	0.015	3.664846e-35	chr16	88450381	88450382	cg15600422	cg15600422	Island	II
7.978315e-11	0.394	0.444	0.05	0.309	0.026	8.871726e-10	1.219052e-71	0.355	0.405	0.05	0.323	0.026	5.221975e-70	chr3	120004186	120004187	cg15602740	cg15602740	Island	I
1.359718e-05	0.211	0.244	0.033	0.286	0.017	5.576993e-05	2.691402e-38	0.192	0.225	0.033	0.267	0.017	2.856144e-37	chr11	13300592	13300593	cg15603424	ARNTL	Island	I
5.46544e-11	0.332	0.426	0.094	0.269	0.06	6.282234e-10	4.378099e-63	0.348	0.442	0.094	0.267	0.06	1.302104e-61	chr12	133484853	133484854	cg15607538	cg15607538	Island	II
1.01438e-09	0.163	0.27	0.107	0.126	0.05	9.128636e-09	1.882468e-37	0.179	0.286	0.107	0.14	0.05	1.929554e-36	chr2	145273776	145273777	cg15611897	ZEB2	Island	II
5.092766e-16	0.244	0.417	0.172	0.13	0.054	1.785172e-14	6.673951e-37	0.19	0.362	0.172	0.174	0.054	6.682978e-36	chr17	6735272	6735273	cg15615160	TEKT1	NA	I
6.705287e-12	0.372	0.453	0.08	0.269	0.021	9.225416e-11	1.402159e-80	0.342	0.422	0.08	0.286	0.021	8.669156e-79	chr21	28218789	28218790	cg15621322	ADAMTS1	Island	II
4.020058e-05	0.184	0.207	0.023	0.271	0.009	0.0001499985	1.342032e-29	0.153	0.177	0.023	0.253	0.009	9.903522e-29	chr3	87040269	87040270	cg15624852	VGLL3	Island	I
5.465409e-08	0.185	0.209	0.024	0.188	0.004	3.55392e-07	2.574612e-48	0.16	0.184	0.024	0.193	0.004	4.138784e-47	chr15	53082902	53082903	cg15628498	ONECUT1	Island	I
2.687573e-17	0.326	0.351	0.025	0.163	0.008	1.31968e-15	1.742692e-135	0.326	0.351	0.025	0.176	0.008	1.408611e-132	chr11	115630921	115630922	cg15630907	cg15630907	Island	I
7.884025e-13	0.195	0.579	0.384	0.1	0.067	1.312066e-11	1.93502e-26	0.192	0.576	0.384	0.095	0.066	1.251439e-25	chr2	220299643	220299644	cg15634877	SPEG	Island	I
1.748515e-18	0.447	0.578	0.131	0.198	0.065	1.221849e-16	9.463321e-70	0.421	0.552	0.131	0.204	0.065	3.711715e-68	chr5	168728270	168728271	cg15637465	SLIT3	Island	I
5.001692e-05	0.153	0.197	0.045	0.227	0.007	0.0001829681	2.646914e-33	0.142	0.186	0.045	0.217	0.007	2.276794e-32	chr2	232790981	232790982	cg15645220	NPPC	Island	II
3.494631e-07	0.258	0.29	0.032	0.287	0.011	1.951912e-06	3.150979e-54	0.248	0.28	0.032	0.277	0.011	6.459254e-53	chr11	107461798	107461799	cg15648026	ELMOD1	Island	I
5.865094e-06	0.186	0.246	0.06	0.246	0.012	2.583792e-05	1.332592e-34	0.149	0.21	0.06	0.223	0.012	1.213094e-33	chr1	157963695	157963696	cg15651099	KIRREL	Island	II
3.366888e-08	0.25	0.291	0.041	0.251	0.011	2.277689e-07	2.434934e-62	0.232	0.273	0.041	0.236	0.011	7.019376e-61	chr1	205425005	205425006	cg15651650	cg15651650	Island	I
5.153006e-12	0.429	0.491	0.062	0.309	0.032	7.264372e-11	1.420798e-87	0.406	0.468	0.062	0.314	0.032	1.18594e-85	chr1	34630944	34630945	cg15654121	CSMD2	Island	I
3.604439e-12	0.42	0.475	0.054	0.302	0.021	5.247536e-11	3.213966e-107	0.431	0.485	0.055	0.287	0.021	6.568315e-105	chr5	1667643	1667644	cg15658945	cg15658945	Island	I
7.07535e-18	0.513	0.567	0.054	0.241	0.032	4.100525e-16	2.351699e-134	0.505	0.559	0.054	0.268	0.032	1.791203e-131	chr2	238535910	238535911	cg15674193	LRRFIP1	Island	I
8.059062e-09	0.197	0.454	0.258	0.186	0.084	6.134518e-08	8.634769e-21	0.183	0.441	0.258	0.182	0.084	4.373006e-20	chr19	54411668	54411669	cg15680755	cg15680755	Island	I
5.798756e-13	0.327	0.38	0.052	0.2	0.078	9.926028e-12	2.351586e-48	0.36	0.412	0.052	0.211	0.078	3.785486e-47	chr21	22370733	22370734	cg15681537	NCAM2	S_Shore	I
1.773204e-10	0.211	0.536	0.325	0.144	0.086	1.844964e-09	2.426859e-23	0.209	0.533	0.325	0.162	0.086	1.370393e-22	chr11	64739253	64739254	cg15681626	cg15681626	Island	I
1.302741e-14	0.44	0.5	0.06	0.268	0.063	3.234314e-13	8.781362e-85	0.464	0.524	0.06	0.27	0.063	6.521639e-83	chr8	67875033	67875034	cg15684724	cg15684724	Island	I
1.258398e-14	0.383	0.619	0.236	0.176	0.102	3.134046e-13	1.568825e-33	0.355	0.591	0.236	0.197	0.102	1.362774e-32	chr14	100438647	100438648	cg15698066	cg15698066	Island	II
2.33515e-22	0.423	0.503	0.08	0.148	0.055	6.093666e-20	1.209259e-79	0.446	0.526	0.08	0.157	0.055	7.217377e-78	chr20	61809557	61809558	cg15699267	MIR124-3	Island	I
5.557357e-19	0.371	0.432	0.061	0.168	0.032	4.552378e-17	1.648837e-125	0.369	0.43	0.061	0.188	0.032	8.11238e-123	chr4	96471143	96471144	cg15701178	UNC5C	S_Shore	II
1.111913e-20	0.436	0.599	0.163	0.144	0.121	1.570017e-18	1.015684e-31	0.442	0.605	0.163	0.162	0.121	8.179684e-31	chr19	56879554	56879555	cg15708153	ZNF542	Island	I
2.021065e-07	0.22	0.24	0.02	0.238	0.009	1.182452e-06	3.281879e-63	0.236	0.256	0.02	0.237	0.009	9.827152e-62	chr5	83680690	83680691	cg15716405	EDIL3	Island	I
4.539265e-16	0.301	0.398	0.097	0.16	0.04	1.611046e-14	5.065302e-93	0.328	0.425	0.097	0.164	0.04	5.351264e-91	chr6	73331652	73331653	cg15717808	KCNQ5	Island	II
1.104285e-08	0.274	0.302	0.028	0.264	0.014	8.191958e-08	4.817497e-47	0.203	0.231	0.028	0.248	0.014	7.3471e-46	chr3	138666040	138666041	cg15720669	FOXL2	Island	I
2.963425e-11	0.286	0.395	0.109	0.22	0.043	3.590751e-10	4.280176e-56	0.273	0.382	0.109	0.268	0.043	9.458921e-55	chr14	70346477	70346478	cg15724184	SMOC1	Island	II
4.829698e-07	0.19	0.324	0.134	0.216	0.043	2.626909e-06	1.501025e-44	0.196	0.33	0.134	0.204	0.043	2.061028e-43	chr1	228651708	228651709	cg15726314	cg15726314	Island	II
5.451399e-17	0.416	0.504	0.088	0.216	0.051	2.473205e-15	4.190558e-84	0.379	0.467	0.088	0.239	0.051	3.019344e-82	chr12	64784483	64784484	cg15731056	C12orf56	Island	I
4.197329e-14	0.393	0.584	0.191	0.243	0.091	9.288273e-13	7.865848e-45	0.384	0.575	0.191	0.259	0.091	1.09308e-43	chr2	63274615	63274616	cg15732840	LOC100132215	Island	I
4.672175e-06	0.173	0.229	0.056	0.223	0.016	2.098198e-05	7.907243e-34	0.135	0.191	0.056	0.201	0.016	6.957042e-33	chr17	59477203	59477204	cg15735984	TBX2	Island	II
3.100282e-09	0.223	0.288	0.066	0.186	0.061	2.546798e-08	4.790458e-34	NA	NA	0.066	NA	0.061	4.254491e-33	chr12	62586425	62586426	cg15736338	FAM19A2	S_Shore	II
4.043128e-08	0.177	0.212	0.035	0.18	0.006	2.694818e-07	5.312276e-60	0.183	0.218	0.035	0.191	0.006	1.384761e-58	chr18	22930545	22930546	cg15743922	ZNF521	Island	II
3.945075e-07	0.24	0.275	0.036	0.271	0.021	2.180201e-06	4.3334e-60	0.252	0.288	0.036	0.259	0.021	1.134224e-58	chr8	67940823	67940824	cg15744359	LRRC67	Island	I
1.422494e-25	0.454	0.565	0.111	0.092	0.088	1.437245e-22	6.338835e-41	0.425	0.536	0.111	0.139	0.088	7.503708e-40	chr8	68864549	68864550	cg15745900	PREX2	N_Shore	I
8.230163e-16	0.322	0.409	0.087	0.18	0.041	2.735319e-14	2.076227e-93	0.341	0.428	0.087	0.204	0.041	2.23093e-91	chr19	37406932	37406933	cg15746891	ZNF829	Island	II
5.735187e-12	0.31	0.436	0.126	0.251	0.082	8.005875e-11	1.629157e-41	0.323	0.449	0.126	0.231	0.082	1.977602e-40	chr19	58400325	58400326	cg15759937	ZNF814	S_Shore	II
3.088431e-18	0.465	0.54	0.075	0.227	0.066	2.005278e-16	3.333617e-77	0.452	0.527	0.075	0.232	0.066	1.799058e-75	chr17	26699169	26699170	cg15760257	SARM1	Island	I
4.469338e-13	0.297	0.461	0.164	0.217	0.081	7.83009e-12	2.290679e-36	0.286	0.45	0.164	0.213	0.081	2.243799e-35	chr19	41120329	41120330	cg15768901	LTBP4	Island	I
1.333792e-13	0.225	0.391	0.165	0.145	0.05	2.630163e-12	6.826573e-52	0.248	0.413	0.165	0.138	0.05	1.270328e-50	chr2	73519034	73519035	cg15769184	EGR4	Island	II
5.09658e-14	0.299	0.389	0.09	0.183	0.036	1.107708e-12	2.484185e-95	NA	NA	0.09	NA	0.036	2.905785e-93	chr6	152958348	152958349	cg15773137	SYNE1	Island	II
1.672778e-18	0.4	0.465	0.066	0.185	0.044	1.177829e-16	6.1912e-101	0.386	0.452	0.066	0.204	0.044	9.309482e-99	chr7	127744389	127744390	cg15775138	cg15775138	Island	I
1.336412e-13	0.379	0.429	0.051	0.237	0.051	2.634936e-12	4.89425e-75	0.351	0.402	0.051	0.25	0.051	2.420329e-73	chr21	44847606	44847607	cg15777964	SIK1	NA	I
3.575374e-09	0.298	0.345	0.046	0.272	0.014	2.904244e-08	1.934367e-75	0.297	0.343	0.046	0.262	0.014	9.720059e-74	chr11	31839521	31839522	cg15778437	PAX6	Island	I
6.043749e-09	0.283	0.327	0.043	0.261	0.019	4.709817e-08	5.852618e-85	0.325	0.369	0.043	0.261	0.019	4.378574e-83	chr7	155165295	155165296	cg15778457	cg15778457	Island	I
1.124286e-15	0.567	0.651	0.085	0.25	0.121	3.607342e-14	1.511857e-43	0.531	0.616	0.085	0.277	0.121	1.993786e-42	chr13	88324570	88324571	cg15778745	SLITRK5	Island	I
1.512119e-26	0.542	0.602	0.06	0.154	0.034	2.464598e-23	1.489982e-169	0.532	0.592	0.06	0.178	0.034	7.565766e-166	chr19	48918116	48918117	cg15779837	GRIN2D	Island	I
1.655314e-13	0.352	0.639	0.286	0.171	0.171	3.196859e-12	6.093232e-18	0.344	0.631	0.286	0.156	0.171	2.725987e-17	chr17	37321490	37321491	cg15790037	ARL5C	Island	I
2.612128e-11	0.228	0.323	0.095	0.176	0.023	3.200039e-10	3.269583e-87	0.227	0.322	0.095	0.169	0.023	2.688328e-85	chr4	126237513	126237514	cg15795630	FAT4	Island	II
6.655551e-11	0.27	0.307	0.037	0.213	0.005	7.520987e-10	4.874633e-90	0.301	0.338	0.037	0.232	0.005	4.522538e-88	chr6	71666803	71666804	cg15799279	B3GAT2	Island	I
1.88944e-11	0.274	0.484	0.21	0.209	0.072	2.377422e-10	3.245023e-38	0.261	0.471	0.21	0.208	0.072	3.432158e-37	chr3	62359390	62359391	cg15812348	FEZF2	Island	II
