#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
PRKACB	RYR2	1855328	1854400	ENSP00000359719	ENSP00000355533	0.000	0.000	0.000	0.000	0.000	0.571	0.800	0.100	0.916
EIF3B	PSMD7	1854079	1842741	ENSP00000354125	ENSP00000219313	0.000	0.000	0.000	0.000	0.094	0.316	0.000	0.196	0.458
TRIO	RHOT2	1852198	1850404	ENSP00000339299	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NEDD4	SMAD6	1852948	1847140	ENSP00000345530	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.599	0.000	0.238	0.681
MLL	TAF4	1862045	1844180	ENSP00000436786	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MCF2L	ARHGAP20	1862148	1844774	ENSP00000440374	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.240	0.920
HRG	TGFB1	1843307	1842869	ENSP00000232003	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.134	0.909
CCNF	NOTCH4	1858453	1856221	ENSP00000380256	ENSP00000364163	0.000	0.000	0.000	0.000	0.000	0.129	0.000	0.700	0.727
INPP5B	RHOT2	1855808	1850404	ENSP00000362115	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
TIAM2	ARHGAP22	1850911	1843969	ENSP00000327315	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
CNR2	NPY2R	1856124	1851488	ENSP00000363596	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GPR132	GPR17	1851080	1846273	ENSP00000328818	ENSP00000272644	0.000	0.000	0.000	0.724	0.000	0.000	0.900	0.000	0.900
NOTCH4	TGFB1	1856221	1842869	ENSP00000364163	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
GNAS	PRKACB	1855402	1855328	ENSP00000360141	ENSP00000359719	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.201	0.916
CNR2	LPAR1	1856124	1853763	ENSP00000363596	ENSP00000351755	0.000	0.000	0.000	0.685	0.000	0.000	0.900	0.000	0.900
TRIO	ARHGAP22	1852198	1843969	ENSP00000339299	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PSMB11	OAS2	1859133	1852576	ENSP00000386212	ENSP00000342278	0.000	0.000	0.000	0.000	0.077	0.300	0.000	0.146	0.400
OR6F1	OR5A2	1848751	1848575	ENSP00000305640	ENSP00000303834	0.000	0.000	0.000	0.918	0.000	0.000	0.900	0.000	0.900
COL18A1	COL9A3	1853197	1852483	ENSP00000347665	ENSP00000341640	0.000	0.000	0.000	0.624	0.000	0.000	0.900	0.177	0.905
ORC1	CCNE1	1855507	1845190	ENSP00000360621	ENSP00000262643	0.000	0.000	0.000	0.000	0.223	0.000	0.900	0.283	0.939
WIPF2	ARHGAP15	1850295	1847533	ENSP00000320924	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.445	0.000	0.201	0.537
PLD3	AGPAT4	1853368	1849676	ENSP00000348901	ENSP00000314036	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
YBX1	TGFB1	1855704	1842869	ENSP00000361626	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.836	0.836
NUP93	RNPS1	1849329	1848328	ENSP00000310668	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ITPR3	PRKACB	1856094	1855328	ENSP00000363435	ENSP00000359719	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.243	0.842
MYO9B	RHOT2	1858475	1850404	ENSP00000380444	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RASGRF1	GNAS	1860566	1855402	ENSP00000405963	ENSP00000360141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.434	0.435
CNR2	NPY1R	1856124	1854180	ENSP00000363596	ENSP00000354652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RPL34	RNPS1	1858216	1848328	ENSP00000378160	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	PDE4A	1855328	1846154	ENSP00000359719	ENSP00000270474	0.000	0.000	0.000	0.000	0.207	0.151	0.900	0.526	0.963
PCNT	DYNC1H1	1853867	1853378	ENSP00000352572	ENSP00000348965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
NFATC1	TUBA1A	1850967	1848244	ENSP00000327850	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.000	0.566
GNAS	PDE4A	1855402	1846154	ENSP00000360141	ENSP00000270474	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.231	0.919
KPNA1	CSE1L	1852732	1845260	ENSP00000343701	ENSP00000262982	0.000	0.000	0.000	0.000	0.112	0.839	0.000	0.846	0.976
PSMB11	PAK2	1859133	1849679	ENSP00000386212	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GLI3	YBX1	1858347	1855704	ENSP00000379258	ENSP00000361626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
ERBB2	HRG	1846101	1843307	ENSP00000269571	ENSP00000232003	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.094	0.590
PCM1	TUBA1A	1850891	1848244	ENSP00000327077	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.116	0.907
PABPC1	PSMD7	1849591	1842741	ENSP00000313007	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
LPAR1	KALRN	1853763	1843581	ENSP00000351755	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	GPR17	1856916	1846273	ENSP00000367959	ENSP00000272644	0.000	0.000	0.000	0.638	0.000	0.000	0.900	0.000	0.900
OR10H2	OR5A2	1848805	1848575	ENSP00000306095	ENSP00000303834	0.000	0.000	0.000	0.900	0.000	0.000	0.900	0.000	0.900
PLD3	PPAP2C	1853368	1851176	ENSP00000348901	ENSP00000329697	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MCF2L	ABR	1862148	1848581	ENSP00000440374	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.116	0.907
CDH4	CDH6	1854013	1845681	ENSP00000353656	ENSP00000265071	0.000	0.000	0.000	0.843	0.000	0.000	0.900	0.593	0.909
YBX1	PABPC1	1855704	1849591	ENSP00000361626	ENSP00000313007	0.000	0.000	0.000	0.000	0.099	0.340	0.000	0.511	0.684
WNT4	TGFB1	1847209	1842869	ENSP00000290167	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.158	0.000	0.402	0.475
COL18A1	ESR1	1853197	1842435	ENSP00000347665	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.308	0.927
OR5P2	OR10H2	1851396	1848805	ENSP00000331823	ENSP00000306095	0.000	0.000	0.000	0.865	0.000	0.000	0.900	0.000	0.900
DYNC1H1	DYNC1I1	1853378	1850210	ENSP00000348965	ENSP00000320130	0.000	0.000	0.000	0.000	0.094	0.575	0.900	0.789	0.990
NPY1R	GPR17	1854180	1846273	ENSP00000354652	ENSP00000272644	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.000	0.900
PLD3	CHPT1	1853368	1843189	ENSP00000348901	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.113	0.907
HNRNPA2B1	FUS	1853084	1844273	ENSP00000346694	ENSP00000254108	0.000	0.000	0.000	0.000	0.077	0.000	0.900	0.396	0.939
WNT4	ERBB2	1847209	1846101	ENSP00000290167	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.427
HCLS1	PAK2	1850213	1849679	ENSP00000320176	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.654	0.654
PDE4A	RHEB	1846154	1845084	ENSP00000270474	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.194	0.000	0.371	0.471
HDAC4	ESR1	1845573	1842435	ENSP00000264606	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.281	0.985
OBSCN	ARHGAP20	1862970	1844774	ENSP00000455507	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
RYR2	PDE4A	1854400	1846154	ENSP00000355533	ENSP00000270474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
PRPF6	RAF1	1845854	1844086	ENSP00000266079	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.113	0.602
COL5A2	COL18A1	1856195	1853197	ENSP00000364000	ENSP00000347665	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.400	0.914
PDPK1	RHOT2	1852785	1850404	ENSP00000344220	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.555	0.555
NOTCH4	CD40	1856221	1855654	ENSP00000364163	ENSP00000361359	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.473	0.473
PRKACB	ACTR3	1855328	1845311	ENSP00000359719	ENSP00000263238	0.000	0.000	0.000	0.000	0.094	0.502	0.000	0.081	0.549
AGPAT4	DGKI	1849676	1847128	ENSP00000314036	ENSP00000288490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.274	0.924
LPAR1	NPY2R	1853763	1851488	ENSP00000351755	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EZR	TUBA1A	1852156	1848244	ENSP00000338934	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.603	0.604
POLE4	NHEJ1	1861462	1853423	ENSP00000420176	ENSP00000349313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TIAM2	CDC42	1850911	1849707	ENSP00000327315	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.737	0.972
TOLLIP	PELI2	1849729	1845946	ENSP00000314733	ENSP00000267460	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.081	0.904
PPARG	TGFB1	1847090	1842869	ENSP00000287820	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.923	0.991
DCC	CDC42	1859404	1849707	ENSP00000389140	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.218	0.918
KAT5	FUS	1852315	1844273	ENSP00000340330	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.043	0.567
EZR	ELMO1	1852156	1849503	ENSP00000338934	ENSP00000312185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.820	0.820
MCL1	RAF1	1854935	1844086	ENSP00000358022	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.490	0.490
GRM8	GPR17	1852779	1846273	ENSP00000344173	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
RPL34	PLEC	1858216	1850586	ENSP00000378160	ENSP00000323856	0.000	0.000	0.000	0.000	0.736	0.000	0.000	0.091	0.749
ARHGAP22	KALRN	1843969	1843581	ENSP00000249601	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.074	0.903
CACNA1C	DERL1	1845866	1844703	ENSP00000266376	ENSP00000259512	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.118	0.601
NOTCH4	KALRN	1856221	1843581	ENSP00000364163	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.108	0.000	0.509	0.544
GNAS	LPAR1	1855402	1853763	ENSP00000360141	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
NDE1	PDS5A	1852988	1848529	ENSP00000345892	ENSP00000303427	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FKBP1A	NFATC1	1857423	1850967	ENSP00000371138	ENSP00000327850	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.354	0.932
RYR2	CALM1	1854400	1853445	ENSP00000355533	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.576	0.800	0.213	0.927
HTR2A	GPR132	1856916	1851080	ENSP00000367959	ENSP00000328818	0.000	0.000	0.000	0.624	0.000	0.000	0.900	0.000	0.900
PDPK1	PPP2R2B	1852785	1851897	ENSP00000344220	ENSP00000336591	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.193	0.643
PCM1	SETDB1	1850891	1846207	ENSP00000327077	ENSP00000271640	0.000	0.000	0.000	0.000	0.000	0.573	0.000	0.000	0.573
ITPR3	INPP5B	1856094	1855808	ENSP00000363435	ENSP00000362115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.622	0.622
DDX17	HNRNPA2B1	1858423	1853084	ENSP00000380033	ENSP00000346694	0.000	0.000	0.000	0.000	0.112	0.253	0.000	0.328	0.515
ERBB2	NFKB1	1846101	1843094	ENSP00000269571	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.099	0.000	0.560	0.587
PRPF6	FUS	1845854	1844273	ENSP00000266079	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.912
COL18A1	TGFB1	1853197	1842869	ENSP00000347665	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
RPS6KA2	RHEB	1861695	1845084	ENSP00000427015	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.791	0.817
HDAC4	NFKB1	1845573	1843094	ENSP00000264606	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.597	0.000	0.353	0.728
CDC42	ESR1	1849707	1842435	ENSP00000314458	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.086	0.000	0.407	0.434
DCC	KALRN	1859404	1843581	ENSP00000389140	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.323	0.000	0.591	0.711
MYO10	DCC	1861521	1859404	ENSP00000421280	ENSP00000389140	0.000	0.000	0.000	0.000	0.000	0.954	0.900	0.100	0.995
TUBA1A	ACTR3	1848244	1845311	ENSP00000301071	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.379	0.449
CALM1	CACNA1C	1853445	1845866	ENSP00000349467	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.823	0.800	0.281	0.972
KCNAB1	KCNQ2	1861449	1853793	ENSP00000419952	ENSP00000352035	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.427	0.940
HNRNPM	FUS	1850730	1844273	ENSP00000325376	ENSP00000254108	0.000	0.000	0.000	0.000	0.096	0.000	0.900	0.255	0.926
GLI3	NOTCH4	1858347	1856221	ENSP00000379258	ENSP00000364163	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.391	0.423
FKBP1A	RYR2	1857423	1854400	ENSP00000371138	ENSP00000355533	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
NOTCH4	DLL4	1856221	1843973	ENSP00000364163	ENSP00000249749	0.000	0.000	0.000	0.686	0.000	0.624	0.900	0.882	0.971
LPAR1	GPR132	1853763	1851080	ENSP00000351755	ENSP00000328818	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.097	0.905
LPAR1	GRM8	1853763	1852779	ENSP00000351755	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
HNRNPUL1	HNRNPA2B1	1857971	1853084	ENSP00000375863	ENSP00000346694	0.000	0.000	0.000	0.000	0.078	0.000	0.900	0.132	0.913
PDPK1	RHEB	1852785	1845084	ENSP00000344220	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.553	0.553
EIF3B	PABPC1	1854079	1849591	ENSP00000354125	ENSP00000313007	0.000	0.000	0.000	0.000	0.287	0.224	0.900	0.697	0.981
INPP5B	ABR	1855808	1848581	ENSP00000362115	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.072	0.903
DDX17	PABPC1	1858423	1849591	ENSP00000380033	ENSP00000313007	0.000	0.000	0.000	0.000	0.162	0.086	0.000	0.339	0.449
SVIP	DERL1	1853018	1844703	ENSP00000346130	ENSP00000259512	0.000	0.000	0.000	0.000	0.000	0.857	0.000	0.863	0.979
TIAM2	ABR	1850911	1848581	ENSP00000327315	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.093	0.905
NFATC2	TUBA1A	1858353	1848244	ENSP00000379330	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.000	0.566
PIWIL2	MOV10L1	1853409	1845215	ENSP00000349208	ENSP00000262794	0.000	0.000	0.000	0.000	0.000	0.343	0.000	0.884	0.920
PRKACB	PRKAG2	1855328	1847092	ENSP00000359719	ENSP00000287878	0.000	0.000	0.000	0.000	0.097	0.164	0.720	0.146	0.795
RYR2	CACNA1C	1854400	1845866	ENSP00000355533	ENSP00000266376	0.000	0.000	0.000	0.000	0.093	0.576	0.000	0.977	0.990
YBX1	ERBB2	1855704	1846101	ENSP00000361626	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.456	0.456
PABPC1	SMG6	1849591	1845276	ENSP00000313007	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.187	0.915
CALM1	ESR1	1853445	1842435	ENSP00000349467	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.200	0.638
PRPF6	PNPLA8	1845854	1844528	ENSP00000266079	ENSP00000257694	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.571	0.571
UBE2D3	NFKB1	1853486	1843094	ENSP00000349722	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.600	0.000	0.258	0.691
GNAS	ESR1	1855402	1842435	ENSP00000360141	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.304	0.927
MCF2L	ARHGAP22	1862148	1843969	ENSP00000440374	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.916
KAT5	NFKB1	1852315	1843094	ENSP00000340330	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.573	0.000	0.344	0.707
RPS6KA2	TUBA1A	1861695	1848244	ENSP00000427015	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.503	0.503
ATP1B1	ATP1A3	1854664	1848401	ENSP00000356789	ENSP00000302397	0.000	0.000	0.000	0.000	0.071	0.665	0.900	0.645	0.987
UBE2D3	PEX12	1853486	1843058	ENSP00000349722	ENSP00000225873	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.229	0.460
PPARG	ESR1	1847090	1842435	ENSP00000287820	ENSP00000206249	0.000	0.000	0.000	0.651	0.000	0.915	0.900	0.639	0.993
ITPR3	CALM1	1856094	1853445	ENSP00000363435	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.224	0.919
GLI3	PRKACB	1858347	1855328	ENSP00000379258	ENSP00000359719	0.000	0.000	0.000	0.000	0.113	0.213	0.800	0.686	0.950
MCL1	NFKB1	1854935	1843094	ENSP00000358022	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.593	0.593
WNT4	WNT3	1847209	1843027	ENSP00000290167	ENSP00000225512	0.000	0.000	0.000	0.946	0.000	0.000	0.900	0.756	0.904
PLD3	LPCAT1	1853368	1846853	ENSP00000348901	ENSP00000283415	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.085	0.904
LPCAT1	PNPLA8	1846853	1844528	ENSP00000283415	ENSP00000257694	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.134	0.909
CUX1	DYNC1I1	1853975	1850210	ENSP00000353401	ENSP00000320130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.606	0.606
PPARG	FOXA1	1847090	1844009	ENSP00000287820	ENSP00000250448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.854	0.854
LPAR6	TRIO	1852804	1852198	ENSP00000344353	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ERBB2	CCNE1	1846101	1845190	ENSP00000269571	ENSP00000262643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.461
NPY2R	GPR17	1851488	1846273	ENSP00000332591	ENSP00000272644	0.000	0.000	0.000	0.636	0.000	0.000	0.900	0.000	0.900
NFATC1	NFKB1	1850967	1843094	ENSP00000327850	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
OBSCN	ARHGAP15	1862970	1847533	ENSP00000455507	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PAK2	PSMD7	1849679	1842741	ENSP00000314067	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR1	TRIO	1853763	1852198	ENSP00000351755	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.064	0.902
