ID_REF	MGG4_rep1 Unmethylated Signal	MGG4_rep1 Methylated Signal	MGG4_rep1 Detection Pval	MGG4_rep2 Unmethylated Signal	MGG4_rep2 Methylated Signal	MGG4_rep2 Detection Pval	MGG6_rep1 Unmethylated Signal	MGG6_rep1 Methylated Signal	MGG6_rep1 Detection Pval	MGG6_rep2 Unmethylated Signal	MGG6_rep2 Methylated Signal	MGG6_rep2 Detection Pval	MGG8_rep1 Unmethylated Signal	MGG8_rep1 Methylated Signal	MGG8_rep1 Detection Pval	MGG8_rep2 Unmethylated Signal	MGG8_rep2 Methylated Signal	MGG8_rep2 Detection Pval
cg13847070	852	289	0.7120905	551	214	0.820971	1156	221	0.005825903	1198	264	0.05732035	1497	245	0.09540558	1157	226	0.2003853
cg13847113	1347	10338	3.68E-38	1112	10649	3.68E-38	571	4239	3.68E-38	803	6759	3.68E-38	926	8723	3.68E-38	984	8486	3.68E-38
cg13849691	360	484	0.9331912	261	397	0.8915895	221	638	0.3295265	289	718	0.4563256	531	675	0.5123958	553	683	0.3390152
cg13849825	2146	6555	3.68E-38	1628	6695	3.68E-38	579	5081	3.68E-38	835	6986	3.68E-38	999	9210	3.68E-38	782	8268	3.68E-38
cg13850625	8760	6174	3.68E-38	8449	6184	3.68E-38	6849	1501	3.68E-38	10202	2135	3.68E-38	13440	1466	3.68E-38	11611	1396	3.68E-38
cg13851211	1024	8547	3.68E-38	734	7668	3.68E-38	617	5301	3.68E-38	703	8020	3.68E-38	938	9492	3.68E-38	647	8250	3.68E-38
cg13853198	942	1236	0.003222122	723	935	0.0429151	243	2132	3.25E-11	271	2485	4.41E-09	364	2416	4.78E-05	277	2181	3.93E-05
cg13853761	1111	13731	3.68E-38	814	14908	3.68E-38	459	7715	3.68E-38	658	10169	3.68E-38	852	14370	3.68E-38	675	13367	3.68E-38
cg13854874	3719	490	2.74E-20	2853	351	1.67E-10	2710	459	1.23E-22	3693	471	3.78E-25	3327	540	1.83E-11	2824	443	1.61E-10
cg13856728	12318	2463	3.68E-38	14516	1775	3.68E-38	5097	1005	3.68E-38	8315	1691	3.68E-38	10828	2217	3.68E-38	9626	1970	3.68E-38
cg13857100	1140	3933	6.74E-33	898	3495	6.10E-23	582	3063	1.40E-31	886	4407	3.68E-38	1153	5516	3.68E-38	1029	4810	3.68E-38
cg13857440	4162	581	1.06E-27	3790	353	6.89E-20	3271	474	1.17E-33	5486	537	3.68E-38	4122	563	2.36E-18	3299	596	2.68E-16
cg13858139	2077	437	7.59E-05	1748	315	0.001785839	1947	1124	5.43E-21	2192	947	1.40E-12	3074	432	5.48E-09	2213	496	1.47E-06
cg13859216	16960	730	3.68E-38	17321	608	3.68E-38	7444	455	3.68E-38	11826	629	3.68E-38	15237	708	3.68E-38	13970	594	3.68E-38
cg13859324	2234	398	1.58E-05	1831	333	0.000659243	2400	205	4.48E-14	2538	317	6.34E-10	3615	307	7.17E-12	3968	263	5.71E-20
cg13859478	9626	1458	3.68E-38	9761	1003	3.68E-38	5281	770	3.68E-38	8477	1222	3.68E-38	10965	1666	3.68E-38	10399	1529	3.68E-38
cg13859541	2919	276	1.39E-09	2496	189	1.02E-06	3220	233	8.78E-28	3254	254	1.45E-16	3491	315	5.08E-11	2671	226	9.04E-08
cg13861644	471	1061	0.248681	384	892	0.2776522	191	2159	6.33E-11	173	1832	0.00043496	247	1813	0.01774398	218	1783	0.00430241
cg13864877	7945	418	3.68E-38	7229	333	3.68E-38	7642	398	3.68E-38	10754	422	3.68E-38	8925	421	3.68E-38	7632	449	3.68E-38
cg13864937	5859	284	3.68E-38	5396	257	3.68E-38	7143	256	3.68E-38	7998	300	3.68E-38	7656	310	3.68E-38	6517	304	3.68E-38
cg13870494	400	1246	0.1492534	243	1014	0.2967655	290	1601	2.24E-06	304	1438	0.006549912	880	1172	0.01863668	799	938	0.03116509
cg13870866	13364	9090	3.68E-38	12553	11260	3.68E-38	1900	6161	3.68E-38	2449	9464	3.68E-38	13051	9584	3.68E-38	11693	9730	3.68E-38
cg13873733	3493	881	1.90E-22	2737	874	3.61E-14	2525	980	8.73E-29	3866	1390	3.68E-38	6457	1079	3.68E-38	5342	845	3.68E-38
cg13875807	9624	981	3.68E-38	8075	744	3.68E-38	2857	408	2.59E-24	4740	692	3.68E-38	5752	767	3.68E-38	4900	735	3.68E-38
cg13876499	1813	2788	1.31E-25	1412	2483	4.33E-17	507	2653	1.75E-22	882	3238	1.64E-24	963	4391	2.55E-25	929	3606	1.22E-23
cg13877465	2222	387	2.17E-05	2006	257	0.000228962	997	1731	9.36E-16	1504	1817	1.81E-14	4154	289	3.95E-16	2939	233	9.10E-10
cg13877895	6028	2677	3.68E-38	5459	2171	3.68E-38	1939	2928	3.68E-38	2684	4531	3.68E-38	6442	973	3.68E-38	6488	938	3.68E-38
cg13877915	9012	704	3.68E-38	8994	484	3.68E-38	3072	331	7.77E-27	4052	386	2.64E-29	5122	450	7.53E-28	4882	563	1.29E-36
cg13878010	12367	1647	3.68E-38	13007	853	3.68E-38	1537	6082	3.68E-38	2311	9381	3.68E-38	10232	6644	3.68E-38	8926	5486	3.68E-38
cg13878093	8172	561	3.68E-38	8091	503	3.68E-38	3424	282	7.72E-33	5390	415	3.68E-38	7952	464	3.68E-38	6557	537	3.68E-38
cg13878456	4618	2890	3.68E-38	3846	2188	3.68E-38	2833	3884	3.68E-38	2715	3641	3.68E-38	7199	1523	3.68E-38	6448	1456	3.68E-38
cg13878641	9642	1385	3.68E-38	10429	1123	3.68E-38	5317	614	3.68E-38	7509	964	3.68E-38	8261	1405	3.68E-38	7558	1210	3.68E-38
cg13880228	8676	1267	3.68E-38	7832	866	3.68E-38	2264	2208	3.68E-38	2956	2882	3.68E-38	8065	813	3.68E-38	7722	722	3.68E-38
cg13881341	3286	317	2.32E-13	3062	274	1.26E-11	1915	1436	7.18E-26	2022	1975	8.82E-23	4200	1108	8.38E-25	3082	994	3.17E-18
cg13882267	9798	680	3.68E-38	9437	522	3.68E-38	4306	254	3.68E-38	7546	496	3.68E-38	9178	619	3.68E-38	7920	593	3.68E-38
cg13882835	2505	282	1.64E-06	2363	218	4.43E-06	2683	201	4.91E-18	2879	264	1.28E-12	3116	277	2.77E-08	2298	271	9.78E-06
cg13882988	2550	798	6.44E-11	2280	514	1.97E-07	1223	508	3.99E-05	1836	632	7.07E-07	2911	905	4.30E-11	3179	874	5.65E-18
cg13883681	1698	2380	1.17E-18	1608	2110	3.11E-15	1933	1492	2.99E-27	2073	1983	1.33E-23	1399	4897	3.62E-37	1120	4141	9.46E-34
cg13884546	3387	218	2.21E-13	3141	177	1.81E-11	1457	183	0.000172336	2437	251	1.58E-08	3185	224	2.21E-08	2625	226	1.84E-07
cg13885201	9146	826	3.68E-38	9892	593	3.68E-38	4379	543	3.68E-38	6990	747	3.68E-38	9303	760	3.68E-38	9300	751	3.68E-38
cg13887370	12731	370	3.68E-38	11683	261	3.68E-38	11822	340	3.68E-38	12957	356	3.68E-38	13860	378	3.68E-38	10817	302	3.68E-38
cg13888886	3287	18372	3.68E-38	2424	17836	3.68E-38	938	6187	3.68E-38	1247	10620	3.68E-38	1639	14650	3.68E-38	1357	13082	3.68E-38
cg13890487	15526	1460	3.68E-38	14629	997	3.68E-38	8453	741	3.68E-38	11278	950	3.68E-38	14096	1225	3.68E-38	12679	1174	3.68E-38
cg13891659	4823	1306	3.68E-38	4574	887	3.68E-38	1756	612	3.92E-11	2745	838	1.89E-17	4508	1043	1.34E-27	3384	1084	8.39E-23
cg13892015	4117	560	1.02E-26	3408	469	6.76E-17	2875	329	3.06E-23	4240	531	8.30E-35	3697	393	3.64E-13	3179	433	1.61E-13
cg13894021	1742	424	0.003612642	1683	223	0.007140432	1863	282	1.02E-08	2185	317	4.05E-07	2397	247	0.000184103	1852	298	0.001113246
cg13896269	4376	249	5.88E-26	3471	188	1.22E-14	5640	182	3.68E-38	6740	218	3.68E-38	6488	261	3.68E-38	4181	236	3.55E-22
cg13896604	17844	733	3.68E-38	18712	584	3.68E-38	7038	352	3.68E-38	11971	466	3.68E-38	16141	586	3.68E-38	14786	530	3.68E-38
cg13897449	1464	1106	3.66E-05	849	813	0.04184844	575	2680	3.89E-24	688	3341	3.17E-23	2876	989	1.90E-11	2254	845	3.28E-09
cg13897627	11397	1126	3.68E-38	12358	971	3.68E-38	4703	1357	3.68E-38	7144	1866	3.68E-38	11198	1117	3.68E-38	9611	914	3.68E-38
cg13899108	5885	25843	3.68E-38	5124	28747	3.68E-38	2933	10079	3.68E-38	4111	14797	3.68E-38	5043	20514	3.68E-38	4444	19031	3.68E-38
cg13901134	11913	1347	3.68E-38	11917	915	3.68E-38	5525	562	3.68E-38	8269	935	3.68E-38	10170	1192	3.68E-38	9660	947	3.68E-38
cg13901526	2884	250	4.43E-09	2295	172	2.01E-05	1886	1031	1.54E-18	1800	925	7.93E-09	4108	248	2.28E-15	3238	298	8.01E-13
cg13903548	2647	2689	2.24E-37	2206	2054	2.74E-21	345	1474	8.61E-06	471	1894	3.55E-06	718	3477	5.18E-14	806	3615	3.18E-22
cg13904493	21986	697	3.68E-38	22721	531	3.68E-38	7331	985	3.68E-38	11048	1582	3.68E-38	17607	600	3.68E-38	15450	540	3.68E-38
cg13904771	5648	525	3.68E-38	4440	353	2.58E-28	7801	454	3.68E-38	8872	467	3.68E-38	6892	322	3.68E-38	5905	352	3.68E-38
cg13904968	2809	310	5.87E-09	2167	186	8.16E-05	1711	904	3.30E-14	1936	1043	4.86E-11	3174	531	2.61E-10	2785	549	4.54E-11
cg13905388	12168	1282	3.68E-38	12776	948	3.68E-38	5623	611	3.68E-38	8506	689	3.68E-38	10773	979	3.68E-38	9340	1135	3.68E-38
cg13906416	11531	989	3.68E-38	11636	843	3.68E-38	5183	619	3.68E-38	7826	761	3.68E-38	9987	964	3.68E-38	8899	948	3.68E-38
cg13906548	11381	846	3.68E-38	10676	525	3.68E-38	4400	393	3.68E-38	6856	572	3.68E-38	9465	671	3.68E-38	9217	667	3.68E-38
cg13906813	948	342	0.5349329	777	198	0.6175205	269	755	0.134757	320	834	0.2796219	1125	333	0.2747279	866	271	0.448732
cg13908518	796	3918	2.88E-27	650	3263	2.76E-17	473	2327	8.70E-17	643	3199	1.07E-20	815	3700	8.94E-17	655	3667	4.93E-21
cg13908523	19518	1177	3.68E-38	20593	962	3.68E-38	6839	599	3.68E-38	12330	808	3.68E-38	16115	972	3.68E-38	14812	836	3.68E-38
cg13908977	10090	1125	3.68E-38	8559	916	3.68E-38	3912	651	3.68E-38	6633	959	3.68E-38	8712	1101	3.68E-38	7519	885	3.68E-38
cg13910855	3763	287	2.56E-18	3654	198	1.25E-16	2454	229	3.96E-15	2959	269	1.74E-13	4093	289	1.36E-15	3355	252	1.79E-13
cg13912117	10280	679	3.68E-38	8721	632	3.68E-38	6707	310	3.68E-38	7714	411	3.68E-38	4375	8870	3.68E-38	3166	7053	3.68E-38
cg13912204	5369	3429	3.68E-38	5119	2731	3.68E-38	3918	425	3.68E-38	5504	531	3.68E-38	5259	906	2.23E-35	5634	792	3.68E-38
cg13913917	12809	654	3.68E-38	12775	563	3.68E-38	5432	279	3.68E-38	8640	468	3.68E-38	11032	583	3.68E-38	10048	517	3.68E-38
cg13914438	17115	21212	3.68E-38	17484	23886	3.68E-38	7206	9438	3.68E-38	11091	13769	3.68E-38	12895	19332	3.68E-38	10427	18217	3.68E-38
cg13915726	395	238	0.9849262	403	151	0.9384779	341	359	0.5783339	497	357	0.6494858	587	396	0.7218241	531	425	0.6534119
cg13916322	11898	1568	3.68E-38	12651	1189	3.68E-38	6758	821	3.68E-38	9659	1266	3.68E-38	12722	1608	3.68E-38	10973	1530	3.68E-38
cg13916742	6149	1527	3.68E-38	5354	904	3.68E-38	924	4806	3.68E-38	1038	7730	3.68E-38	4796	2561	3.68E-38	4733	2184	3.68E-38
cg13916931	8701	708	3.68E-38	9156	526	3.68E-38	5067	384	3.68E-38	7475	538	3.68E-38	10864	632	3.68E-38	9406	549	3.68E-38
cg13917394	9343	225	3.68E-38	7490	189	3.68E-38	6388	206	3.68E-38	8852	209	3.68E-38	9185	264	3.68E-38	7572	211	3.68E-38
cg13917504	2871	26611	3.68E-38	3251	26442	3.68E-38	5256	9633	3.68E-38	8634	13609	3.68E-38	8930	20779	3.68E-38	7256	20741	3.68E-38
cg13918581	2388	314	5.84E-06	2088	281	6.75E-05	2169	312	1.73E-12	3272	367	3.99E-18	3086	304	2.89E-08	2315	314	4.43E-06
cg13918808	3817	9208	3.68E-38	2994	7188	3.68E-38	856	5028	3.68E-38	1365	7306	3.68E-38	6729	4630	3.68E-38	6060	4623	3.68E-38
cg13918811	11103	3718	3.68E-38	13049	3155	3.68E-38	2532	5006	3.68E-38	3486	7374	3.68E-38	7999	5695	3.68E-38	7855	5223	3.68E-38
cg13919215	3743	707	1.76E-23	3393	639	1.32E-18	3430	355	1.65E-34	4979	460	3.68E-38	4850	605	1.78E-26	4638	592	2.79E-33
cg13919607	8587	296	3.68E-38	9913	183	3.68E-38	7595	236	3.68E-38	10118	275	3.68E-38	10798	311	3.68E-38	8287	213	3.68E-38
cg13920529	9236	19973	3.68E-38	8393	21119	3.68E-38	1653	8221	3.68E-38	2496	12156	3.68E-38	7695	15853	3.68E-38	6822	14365	3.68E-38
cg13921319	11237	16282	3.68E-38	13044	17067	3.68E-38	4975	7107	3.68E-38	8586	9845	3.68E-38	11037	13905	3.68E-38	10006	13249	3.68E-38
cg13921352	12168	1282	3.68E-38	13151	819	3.68E-38	1360	5110	3.68E-38	1736	7630	3.68E-38	5169	7813	3.68E-38	4468	7211	3.68E-38
cg13925920	4112	693	1.22E-28	3461	512	6.04E-18	1903	321	1.56E-09	3052	432	2.75E-16	4022	531	4.03E-17	4306	503	3.12E-27
cg13926569	912	5239	3.68E-38	630	4649	1.19E-35	430	5447	3.68E-38	443	5493	3.68E-38	1606	6811	3.68E-38	1203	6057	3.68E-38
cg13927251	4651	1581	3.68E-38	4197	1252	3.68E-38	2593	1132	3.09E-33	3877	1458	3.68E-38	4933	1530	3.68E-38	4800	1287	3.68E-38
cg13928116	1640	5116	3.68E-38	992	4115	5.94E-33	424	4891	3.68E-38	399	6878	3.68E-38	5021	4725	3.68E-38	4227	3781	3.68E-38
cg13928306	6887	392	3.68E-38	6365	294	3.68E-38	5667	347	3.68E-38	7408	389	3.68E-38	8331	424	3.68E-38	6965	311	3.68E-38
cg13928594	11889	862	3.68E-38	11951	647	3.68E-38	6123	417	3.68E-38	8412	592	3.68E-38	12277	825	3.68E-38	10768	624	3.68E-38
cg13928866	407	594	0.8420283	334	413	0.8345302	216	908	0.06603648	278	771	0.4031506	495	626	0.5961751	428	561	0.6175755
cg13928961	9275	678	3.68E-38	10675	572	3.68E-38	1017	3311	3.68E-38	1311	5170	3.68E-38	9026	770	3.68E-38	8162	596	3.68E-38
cg13929328	1713	17825	3.68E-38	1274	19248	3.68E-38	750	7256	3.68E-38	1003	10333	3.68E-38	13428	3613	3.68E-38	12416	3166	3.68E-38
cg13929970	11524	1574	3.68E-38	11049	1203	3.68E-38	867	3818	3.68E-38	1209	6033	3.68E-38	4930	6200	3.68E-38	4391	5280	3.68E-38
cg13931228	13041	977	3.68E-38	14817	663	3.68E-38	7115	888	3.68E-38	10790	1225	3.68E-38	13566	435	3.68E-38	11713	362	3.68E-38
cg13932624	11942	760	3.68E-38	11515	602	3.68E-38	5939	337	3.68E-38	9537	511	3.68E-38	10123	587	3.68E-38	9008	651	3.68E-38
cg13935507	2600	356	1.07E-07	2237	204	2.79E-05	3967	345	3.68E-38	5435	423	3.68E-38	4419	419	7.67E-20	3433	336	5.01E-15
cg13936125	6352	666	3.68E-38	4944	404	9.17E-37	4943	441	3.68E-38	5910	574	3.68E-38	7453	558	3.68E-38	5868	529	3.68E-38
cg13940405	5178	241	3.68E-38	4265	178	1.40E-23	4909	205	3.68E-38	6605	242	3.68E-38	7109	279	3.68E-38	5532	226	3.68E-38
cg13942909	5123	1202	3.68E-38	4507	843	8.51E-37	3504	596	3.68E-38	4542	898	3.68E-38	5130	980	1.22E-34	4574	1173	3.68E-38
cg13943564	2855	1714	3.76E-25	2058	1264	1.67E-11	656	1642	2.45E-10	920	2051	5.76E-11	1161	1147	0.003240509	1160	1144	0.000229566
cg13944141	2418	627	2.26E-08	1749	598	8.76E-05	1210	2536	1.11E-33	1520	3580	3.68E-38	3934	984	1.21E-20	3153	638	3.03E-15
cg13945069	7010	300	3.68E-38	6126	210	3.68E-38	5349	299	3.68E-38	8221	286	3.68E-38	6933	311	3.68E-38	5183	304	2.76E-37
cg13946500	15884	1005	3.68E-38	16105	754	3.68E-38	6539	515	3.68E-38	10848	682	3.68E-38	13165	783	3.68E-38	11365	694	3.68E-38
cg13946860	20536	1179	3.68E-38	21948	829	3.68E-38	8183	598	3.68E-38	13569	894	3.68E-38	17176	973	3.68E-38	16039	841	3.68E-38
cg13948784	8430	209	3.68E-38	6261	185	3.68E-38	6822	165	3.68E-38	8654	221	3.68E-38	7851	216	3.68E-38	5535	222	3.68E-38
cg13948987	6745	328	3.68E-38	4301	305	9.97E-26	3173	668	1.02E-35	4197	730	1.48E-37	5741	271	2.41E-33	4405	245	4.09E-25
cg13950558	1538	1123	1.05E-05	1527	1069	3.61E-06	403	2435	2.40E-17	383	2778	8.43E-13	739	3342	4.29E-13	478	2676	1.25E-09
cg13951472	3137	1063	3.57E-20	3246	617	9.56E-17	2602	703	4.96E-25	3295	790	5.17E-24	3876	480	2.28E-15	3170	343	1.29E-12
cg13951948	16650	11243	3.68E-38	17579	10589	3.68E-38	7339	468	3.68E-38	11683	709	3.68E-38	13384	7303	3.68E-38	12564	6545	3.68E-38
cg13952892	972	5130	3.68E-38	641	5038	3.68E-38	598	7047	3.68E-38	740	9225	3.68E-38	628	8108	3.68E-38	708	6322	3.68E-38
cg13954292	461	5548	3.68E-38	304	5303	3.68E-38	297	4881	3.68E-38	353	6029	3.68E-38	539	6837	3.68E-38	406	5970	3.68E-38
cg13954572	3973	6398	3.68E-38	3489	7102	3.68E-38	717	3615	3.68E-38	852	5183	3.68E-38	3473	6954	3.68E-38	3322	6961	3.68E-38
cg13956671	4089	1333	3.68E-38	3621	1066	7.84E-27	2890	709	1.20E-30	4561	1018	3.68E-38	5855	994	3.68E-38	4829	1053	3.68E-38
cg13958304	9770	1117	3.68E-38	11824	739	3.68E-38	5343	502	3.68E-38	7085	605	3.68E-38	9071	876	3.68E-38	7351	823	3.68E-38
cg13958426	5531	1659	3.68E-38	5517	1217	3.68E-38	3107	892	3.68E-38	4661	1060	3.68E-38	5534	1391	3.68E-38	4933	1341	3.68E-38
cg13958614	24278	1600	3.68E-38	25818	991	3.68E-38	7011	10179	3.68E-38	10324	15729	3.68E-38	18434	1513	3.68E-38	20421	1406	3.68E-38
cg13958676	7184	1236	3.68E-38	7906	896	3.68E-38	4878	1072	3.68E-38	7502	1555	3.68E-38	8574	2734	3.68E-38	7176	2425	3.68E-38
cg13959523	5398	9663	3.68E-38	4730	9706	3.68E-38	5789	534	3.68E-38	9102	849	3.68E-38	11328	932	3.68E-38	9658	871	3.68E-38
cg13959611	10616	679	3.68E-38	10100	551	3.68E-38	4475	394	3.68E-38	6613	522	3.68E-38	9143	744	3.68E-38	8022	630	3.68E-38
cg13960126	3050	844	1.72E-16	2740	631	6.21E-12	681	1423	2.62E-08	926	1903	1.07E-09	2792	654	1.31E-08	2477	592	5.48E-09
cg13960192	9383	1855	3.68E-38	12076	1470	3.68E-38	5080	858	3.68E-38	6793	1399	3.68E-38	8713	2145	3.68E-38	7673	1805	3.68E-38
cg13962355	1324	266	0.1942584	773	174	0.6486412	1036	244	0.01647142	1190	257	0.06309775	1962	256	0.006253165	1158	297	0.1472147
cg13964084	8748	281	3.68E-38	7826	246	3.68E-38	4943	440	3.68E-38	7310	428	3.68E-38	9388	303	3.68E-38	6931	268	3.68E-38
cg13966710	14327	2174	3.68E-38	14216	1654	3.68E-38	5363	2562	3.68E-38	8920	3246	3.68E-38	9577	7274	3.68E-38	7671	6579	3.68E-38
cg13967780	5629	347	3.68E-38	5008	233	4.80E-35	4578	267	3.68E-38	4735	286	3.68E-38	4682	352	7.72E-22	4336	271	1.47E-24
cg13968061	5019	995	3.68E-38	5124	746	3.68E-38	636	2763	9.23E-27	855	3675	8.95E-31	4468	856	5.55E-25	3901	689	2.44E-24
cg13968390	1278	293	0.2112347	1111	246	0.2035493	795	907	6.45E-05	806	899	0.009096389	1783	336	0.01221925	1407	269	0.04574979
cg13969584	1202	5042	3.68E-38	1096	5105	3.68E-38	2031	3424	3.68E-38	2314	4172	3.68E-38	1365	5436	3.68E-38	1108	4552	3.68E-38
cg13970341	18961	2048	3.68E-38	18663	1372	3.68E-38	9395	1050	3.68E-38	12156	1396	3.68E-38	15261	1977	3.68E-38	16302	2035	3.68E-38
cg13973816	4716	1281	3.68E-38	3056	948	2.72E-18	5283	271	3.68E-38	6756	277	3.68E-38	5952	294	1.77E-36	5051	331	1.28E-35
cg13974531	8534	1549	3.68E-38	8699	926	3.68E-38	6407	1618	3.68E-38	8089	1538	3.68E-38	8558	3389	3.68E-38	8632	2561	3.68E-38
cg13975369	5097	3490	3.68E-38	3761	3240	3.68E-38	678	8824	3.68E-38	613	9533	3.68E-38	1506	10559	3.68E-38	1517	7707	3.68E-38
cg13975625	4923	735	3.68E-38	3466	332	4.66E-16	2941	2817	3.68E-38	3391	3612	3.68E-38	4979	1770	3.68E-38	4225	1439	3.68E-38
cg13976366	7458	662	3.68E-38	7202	628	3.68E-38	4812	373	3.68E-38	8000	513	3.68E-38	8448	670	3.68E-38	7454	644	3.68E-38
cg13976438	1717	1003	4.49E-06	1344	793	0.000867497	495	1125	0.000233652	653	1378	0.000320777	2214	496	9.70E-05	2186	591	5.55E-07
cg13979182	8462	1028	3.68E-38	8381	487	3.68E-38	7366	740	3.68E-38	8309	843	3.68E-38	8966	799	3.68E-38	5873	723	3.68E-38
cg13980308	11433	10012	3.68E-38	10199	9144	3.68E-38	6785	2215	3.68E-38	8188	3046	3.68E-38	6728	9170	3.68E-38	6921	9331	3.68E-38
cg13980473	4670	1130	3.68E-38	4639	841	3.68E-38	1892	656	2.48E-13	2656	897	4.30E-17	4561	1004	9.12E-28	3829	948	8.46E-27
cg13980719	959	784	0.08902194	605	562	0.3943611	318	1526	5.44E-06	347	1484	0.002818508	2349	281	0.000210224	1977	236	0.000596809
cg13980834	471	657	0.7259695	353	397	0.8323177	229	990	0.0295342	266	961	0.2062543	324	1045	0.3533847	257	854	0.4785955
cg13982505	1315	361	0.1282633	1047	286	0.2241829	412	1249	0.000124372	420	1188	0.02024484	639	1628	0.004397052	586	1310	0.01006987
cg13982661	2810	417	7.45E-10	2228	357	4.20E-06	2999	367	3.80E-26	3604	379	1.37E-22	3298	518	4.30E-11	2186	410	6.87E-06
cg13983578	12088	625	3.68E-38	11214	423	3.68E-38	6055	225	3.68E-38	9391	396	3.68E-38	12504	410	3.68E-38	11347	471	3.68E-38
cg13983870	5851	633	3.68E-38	5073	380	3.68E-38	3405	236	1.69E-31	4799	368	3.68E-38	4979	518	5.77E-27	4749	418	2.47E-32
cg13984181	14752	1557	3.68E-38	14441	1104	3.68E-38	6288	2666	3.68E-38	9375	3840	3.68E-38	10726	1188	3.68E-38	10816	1257	3.68E-38
cg13984351	8110	382	3.68E-38	7798	337	3.68E-38	7732	297	3.68E-38	10302	335	3.68E-38	10653	406	3.68E-38	7601	359	3.68E-38
cg13985639	2984	5005	3.68E-38	2459	5070	3.68E-38	782	2913	1.31E-32	1249	3957	3.68E-38	4771	6215	3.68E-38	4276	5747	3.68E-38
cg13986130	2396	281	8.38E-06	1625	217	0.01187531	2223	217	5.50E-12	2503	216	8.87E-09	2329	275	0.000268142	1702	277	0.005177406
cg13986618	898	385	0.5437328	509	234	0.8374507	349	733	0.09057486	359	615	0.4987129	1092	294	0.3377269	952	250	0.3756858
cg13991029	3253	5712	3.68E-38	2579	5192	3.68E-38	1028	3613	3.68E-38	1403	4062	3.68E-38	5146	5027	3.68E-38	4473	4235	3.68E-38
cg13991233	3252	570	1.10E-15	3290	405	5.31E-15	1416	1761	8.96E-23	1518	1731	1.05E-13	2479	3105	5.42E-28	2083	2824	1.39E-28
cg13992856	7761	1335	3.68E-38	7970	1139	3.68E-38	3981	722	3.68E-38	5640	1049	3.68E-38	8587	1320	3.68E-38	8259	1043	3.68E-38
cg13993218	2785	264	2.10E-08	3129	143	4.50E-11	3365	971	3.68E-38	2976	1232	8.57E-26	4932	314	4.09E-24	3686	267	6.65E-17
cg13994175	3199	285	3.47E-12	3676	230	3.29E-17	3461	237	1.13E-32	4034	197	3.91E-26	5220	255	1.04E-26	3489	239	1.26E-14
cg13994177	9277	9645	3.68E-38	9469	9130	3.68E-38	1440	6094	3.68E-38	2027	8452	3.68E-38	7410	8713	3.68E-38	7910	8315	3.68E-38
cg13995453	553	393	0.8804008	486	302	0.8026589	299	726	0.1338876	426	597	0.4359221	503	809	0.4075791	484	628	0.4774435
cg13996731	10089	259	3.68E-38	7973	206	3.68E-38	10899	314	3.68E-38	12715	344	3.68E-38	12896	311	3.68E-38	7809	278	3.68E-38
cg13997068	16698	7616	3.68E-38	18649	7665	3.68E-38	4786	7056	3.68E-38	7601	10201	3.68E-38	15798	10327	3.68E-38	14662	9964	3.68E-38
cg13997435	11882	1160	3.68E-38	11542	893	3.68E-38	5567	2015	3.68E-38	6793	2896	3.68E-38	3875	6536	3.68E-38	3625	8230	3.68E-38
cg13998293	1263	348	0.176494	939	288	0.328109	1464	326	1.45E-05	1469	380	0.002354804	1636	349	0.02772398	1319	327	0.05471216
cg13998904	895	321	0.6262757	757	272	0.5554811	589	933	0.000951072	498	986	0.04960942	832	795	0.1536646	747	654	0.1861167
cg14001035	507	858	0.440453	455	555	0.5775484	276	807	0.08992105	301	934	0.1989724	365	1139	0.2377644	359	1002	0.2186896
cg14001567	1680	334	0.01372852	1387	165	0.08003831	2279	239	5.97E-13	2666	278	1.02E-10	2271	305	0.000346933	1682	249	0.007655333
cg14002682	8443	683	3.68E-38	8421	612	3.68E-38	4457	285	3.68E-38	7322	559	3.68E-38	7914	603	3.68E-38	7335	579	3.68E-38
cg14003467	15397	999	3.68E-38	14678	776	3.68E-38	6136	507	3.68E-38	9220	832	3.68E-38	12961	935	3.68E-38	10651	891	3.68E-38
cg14003512	11713	4387	3.68E-38	11514	3626	3.68E-38	3872	4226	3.68E-38	6081	6166	3.68E-38	8853	6945	3.68E-38	8235	6137	3.68E-38
cg14008119	8341	5253	3.68E-38	8561	4283	3.68E-38	5969	452	3.68E-38	10703	569	3.68E-38	12376	717	3.68E-38	12083	600	3.68E-38
cg14008883	2706	8982	3.68E-38	2219	10522	3.68E-38	2709	3181	3.68E-38	3386	4861	3.68E-38	8161	4048	3.68E-38	7246	3659	3.68E-38
cg14009312	1262	6181	3.68E-38	876	6397	3.68E-38	547	3073	4.53E-31	842	4440	3.68E-38	994	5448	3.68E-38	898	5055	3.68E-38
cg14009688	2003	222	0.002032306	1936	161	0.001288729	3796	213	3.68E-38	4127	233	4.36E-28	4445	236	2.57E-18	2883	213	3.45E-09
cg14011639	2975	8982	3.68E-38	2190	7394	3.68E-38	3573	3020	3.68E-38	4916	3762	3.68E-38	7337	4324	3.68E-38	7363	4607	3.68E-38
cg14011734	9458	708	3.68E-38	10563	600	3.68E-38	4789	330	3.68E-38	7447	518	3.68E-38	9599	789	3.68E-38	8068	608	3.68E-38
cg14012294	15396	639	3.68E-38	15118	585	3.68E-38	7222	331	3.68E-38	10317	499	3.68E-38	12627	530	3.68E-38	12630	472	3.68E-38
