	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg11182160	0.0342600084536557	0.840869080583552	3.80102353843776	0.000400731719480788	0.0324012935891628	-1.18824895499924	0.823739076356725	0.85799908481038	0.0342600084536556	5	2338838	R	II		IGR	opensea	IGR-opensea		rs186740184;rs190980565;rs551008559	39;9;2
cg11163453	0.0327568979979927	0.29429439262884	3.80098738885976	0.000400776751568674	0.0324012935891628	-1.18835681547208	0.277915943629844	0.310672841627837	0.0327568979979926	5	132475751	R	II		IGR	opensea	IGR-opensea		rs146259929;rs536566458	50;19
cg09148608	0.0209311158352464	0.90069112665875	3.80097184231728	0.000400796119635023	0.0324012935891628	-1.18840320194015	0.890225568741126	0.911156684576373	0.0209311158352463	16	31464034	F	II		IGR	opensea	IGR-opensea		rs560606321;rs1135265	16;44
cg19403339	-0.0232452364753187	0.387892857220059	-3.80091675069814	0.000400864760680213	0.0324033289927787	-1.18856757886007	0.399515475457718	0.3762702389824	-0.0232452364753187	2	183580841	R	I	DNAJC10	TSS200	island	TSS200-island	chr2:183580693-183581202	rs571345184;rs533346510;rs550436166;rs570358355;rs28384497;rs540542381	51;37;34;33;25;19
cg06858075	0.0235321146977498	0.220642032980844	3.8007777144085	0.000401038042371275	0.0324085855249408	-1.18898241583971	0.208875975631969	0.232408090329718	0.0235321146977498	13	50101435	R	II	PHF11	Body	opensea	Body-opensea		rs139069556	2
cg13813744	0.0302390653038966	0.518027384960922	3.80076014635072	0.000401059942669268	0.0324085855249408	-1.1890348323614	0.502907852308974	0.53314691761287	0.0302390653038966	6	361123	F	II		IGR	opensea	IGR-opensea		rs202048435;rs573601596	1;16
cg10487428	0.0286614691444573	0.310496740662453	3.80075993856595	0.000401060201700142	0.0324085855249408	-1.18903545231274	0.296166006090225	0.324827475234682	0.0286614691444573	5	59559218	R	II	PDE4D	5'UTR	opensea	5'UTR-opensea		rs185244379	1
cg00459593	0.0332503910601261	0.38649144109775	3.80067773588709	0.000401162690722303	0.0324129204967832	-1.18928071264759	0.369866245567687	0.403116636627813	0.0332503910601261	11	9700385	R	II	SWAP70	Body	opensea	Body-opensea		rs150982983	2
cg18999419	0.0326102477151404	0.832531300103204	3.8006471746463	0.000401200800431795	0.0324129204967832	-1.18937189458979	0.816226176245634	0.848836423960774	0.0326102477151407	14	36892906	R	II		IGR	opensea	IGR-opensea			
cg23973532	0.0298235887899956	0.587700421733331	3.80047063293121	0.000401421015271673	0.0324271976024987	-1.18989861334946	0.572788627338333	0.602612216128329	0.0298235887899955	8	67054592	F	II	TRIM55	Body	opensea	Body-opensea		rs142917652	0
cg00120897	0.0246644130256453	0.181956095925152	3.80039607429524	0.000401514053270177	0.0324311992531321	-1.19012105782588	0.169623889412329	0.194288302437974	0.0246644130256453	20	3819979	F	II		IGR	opensea	IGR-opensea		rs190348335;rs181213668;rs543591066	34;39;50
cg11454671	0.0191666576047242	0.206446438021969	3.80030565313309	0.00040162691317879	0.0324368009238823	-1.19039082471828	0.196863109219607	0.216029766824331	0.0191666576047243	22	18269560	F	II		IGR	shore	IGR-shore	chr22:18267968-18268250	rs561477238;rs527395434	4;14
cg19085407	0.0351217173539061	0.532861974691967	3.80020860558757	0.000401748077842724	0.0324430720296718	-1.19068035721568	0.515301116015014	0.55042283336892	0.035121717353906	10	135164596	F	II	PRAP1	Body	opensea	Body-opensea		rs78010598;rs113295378;rs139328041	1;33;45
cg16365747	0.0279798661220597	0.214210917383405	3.80011006626062	0.000401871141015427	0.0324467291407511	-1.19097433620767	0.200220984322375	0.228200850444435	0.0279798661220597	19	33162957	R	II	ANKRD27	5'UTR	shelf	5'UTR-shelf	chr19:33165266-33168099	rs567292463	38
cg09302678	0.0334048110282226	0.352372766833755	3.8001026470877	0.000401880408094257	0.0324467291407511	-1.1909964701573	0.335670361319644	0.369075172347866	0.0334048110282226	1	120123269	F	II		IGR	opensea	IGR-opensea		rs183111194	45
cg06875621	0.0218264105419709	0.214927203357117	3.80003189592016	0.000401968791710922	0.0324503507684526	-1.19120754409616	0.204013998086131	0.225840408628102	0.0218264105419709	2	136770011	R	II		IGR	opensea	IGR-opensea		rs186868216;rs531667887;rs545507921;rs192067509	35;10;3;1
cg04450104	0.026565160666962	0.238190734491694	3.79992846465668	0.000402098033561267	0.0324514612260069	-1.19151610964801	0.224908154158213	0.251473314825175	0.026565160666962	1	39801118	F	II	MACF1	Body	opensea	Body-opensea		rs200581940;rs530899566	0;51
cg25443973	0.0303607032018838	0.740607942582229	3.79992163015653	0.000402106574974608	0.0324514612260069	-1.19153649879009	0.725427590981287	0.755788294183171	0.030360703201884	17	28328064	R	II	EFCAB5	Body	opensea	Body-opensea		rs143108919	18
cg01259036	0.0245820672455798	0.25649073947852	3.79991638386721	0.000402113131640732	0.0324514612260069	-1.191552149861	0.244199705855731	0.26878177310131	0.0245820672455798	5	67778248	F	II		IGR	opensea	IGR-opensea		rs572720945	18
cg16015295	0.0255053414667649	0.33921374076755	3.7998738693333	0.000402166268916735	0.0324522366200839	-1.19167898154668	0.326461070034168	0.351966411500932	0.0255053414667648	17	78793479	F	II	RPTOR	Body	shelf	Body-shelf	chr17:78796078-78796392	rs72853757;rs533276600	18;27
cg08368948	0.038869491270751	0.691982809988259	3.79979388960568	0.000402266250814917	0.0324567914975697	-1.1919175793658	0.672548064352884	0.711417555623635	0.0388694912707512	12	53049710	F	II		IGR	opensea	IGR-opensea		rs529472626;rs542764188;rs78683573	14;20;43
cg27260684	0.0280098647412584	0.254651011323404	3.79971868827571	0.000402360281111666	0.0324584344870712	-1.19214191964932	0.240646078952775	0.268655943694033	0.0280098647412584	16	85063742	F	II	KIAA0513	5'UTR	shore	5'UTR-shore	chr16:85061182-85061802	rs558964301	0
cg20328799	0.034990141132121	0.57093213859256	3.79969597787274	0.000402388681922704	0.0324584344870712	-1.19220966875256	0.553437068026499	0.58842720915862	0.0349901411321207	2	120985492	F	II		IGR	opensea	IGR-opensea		rs554235961	25
cg17679548	0.0258877381256512	0.337562448166611	3.79967315414297	0.000402417226400617	0.0324584344870712	-1.19227775570839	0.324618579103785	0.350506317229436	0.0258877381256511	19	39353395	F	II		IGR	opensea	IGR-opensea		rs191719491;rs572971990;rs539975675	5;12;15
cg04222986	0.0337518767332847	0.839660725747765	3.7995827612852	0.000402530295300334	0.0324607667743358	-1.19254741035648	0.822784787381123	0.856536664114407	0.0337518767332845	11	2210860	R	II		IGR	opensea	IGR-opensea		rs79537835	22
cg17996092	0.0387324101124115	0.286655355125313	3.79958042089934	0.000402533223203869	0.0324607667743358	-1.19255439201151	0.267289150069107	0.306021560181518	0.0387324101124115	6	138821007	F	II	NHSL1	TSS1500	opensea	TSS1500-opensea		rs558845891;rs569175544;rs538143721	13;19;23
cg12323063	0.0346234586277291	0.381346265802576	3.79943730220039	0.000402712308607721	0.0324716960860585	-1.19298132803012	0.364034536488711	0.39865799511644	0.0346234586277291	17	67497879	F	II	MAP2K6	Body	opensea	Body-opensea		rs377018612;rs548861453	1;29
cg01464617	0.0351953283959888	0.835823507230386	3.79939231547571	0.000402768616646155	0.0324727242598654	-1.19311552569669	0.818225843032392	0.853421171428381	0.0351953283959887	4	16402733	F	II		IGR	opensea	IGR-opensea		rs180870523;rs141036099	1;34
cg21060406	0.0271967328892818	0.652554344633476	3.79921652366768	0.000402988720730896	0.0324839230949558	-1.19363991326011	0.638955978188835	0.666152711078117	0.0271967328892819	2	238595458	R	II	LRRFIP1	Body	opensea	Body-opensea			
cg19251947	0.0302296433651909	0.721972201122651	3.79917475693604	0.000403041032728453	0.0324839230949558	-1.19376450162965	0.706857379440056	0.737087022805246	0.0302296433651907	3	190304097	R	II	IL1RAP	Body	opensea	Body-opensea		rs73886496	25
cg01781179	0.03621305976314	0.553903353220729	3.79917463344075	0.000403041187413523	0.0324839230949558	-1.19376487000969	0.535796823339159	0.572009883102299	0.0362130597631399	16	58519878	F	II	NDRG4	5'UTR	shore	5'UTR-shore	chr16:58521569-58521841	rs540750522;rs558991897	1;27
cg15850572	0.0267119409864484	0.878968259160425	3.79914220664602	0.000403081805849594	0.0324839230949558	-1.19386159723428	0.865612288667201	0.892324229653649	0.0267119409864485	11	2817491	F	II	KCNQ1	Body	shore	Body-shore	chr11:2817987-2818381	rs547745861;rs186080519	0;49
cg03580247	0.0337102082576678	0.709442599651293	3.79899048261538	0.000403271910696661	0.0324957307650087	-1.19431417516276	0.692587495522459	0.726297703780127	0.0337102082576678	17	42345488	F	II	SLC4A1	1stExon	opensea	1stExon-opensea		rs183529485;rs566359654;rs533822752;rs555210690;rs573623825;rs5012	0;1;27;31;43;51
cg15101676	0.0251245142454962	0.887110924517362	3.7988110848705	0.000403496801098401	0.0325103386068614	-1.19484928842979	0.874548667394614	0.89967318164011	0.0251245142454961	2	180210085	R	II		IGR	opensea	IGR-opensea		rs529576211;rs73031748	15;2
cg03160370	0.0264587713606205	0.851451767861961	3.79871977730412	0.000403611309293906	0.0325160505938262	-1.19512163826594	0.838222382181651	0.864681153542271	0.0264587713606206	20	53223875	F	II	DOK5	Body	opensea	Body-opensea			
cg13186811	-0.0496042906609686	0.771819117407646	-3.79863914488935	0.00040371245586617	0.0325194522647114	-1.19536214358655	0.79662126273813	0.747016972077162	-0.0496042906609684	3	155010156	F	II	LOC100507537	Body	opensea	Body-opensea		rs188364922;rs540872670;rs116459680;rs574857479	0;28;33;41
cg07551857	0.0193577559780677	0.154663573766436	3.79857891655774	0.000403788023155644	0.0325194522647114	-1.1955417870791	0.144984695777402	0.16434245175547	0.0193577559780677	10	33270948	R	II		IGR	shore	IGR-shore	chr10:33269511-33269870	rs188194708	15
cg01259527	0.0132701306435915	0.933351611221489	3.79852863833738	0.000403851116666955	0.0325194522647114	-1.19569175111818	0.926716545899693	0.939986676543284	0.0132701306435914	11	32873716	F	II	PRRG4	Body	opensea	Body-opensea		rs570788922;rs538281722	5;34
cg02944871	0.0382990028432934	0.446785835807254	3.79848394792274	0.000403907206077921	0.0325194522647114	-1.19582504759566	0.427636334385607	0.465935337228901	0.0382990028432933	3	111577743	F	II	PHLDB2	TSS1500	shore	TSS1500-shore	chr3:111578237-111578739	rs9846313;rs13101043	33;44
cg03340501	0.0138055281354122	0.93236075688756	3.79847516861059	0.000403918225573645	0.0325194522647114	-1.19585123323139	0.925457992819854	0.939263520955267	0.0138055281354124	19	47214109	F	II	PRKD2	Body	island	Body-island	chr19:47214063-47214304	rs551084615;rs199540834	37;46
cg27035474	0.0189441751487675	0.893135026282345	3.79845080993335	0.000403948801277156	0.0325194522647114	-1.19592388652471	0.883662938707961	0.902607113856729	0.0189441751487675	8	28642482	R	II	INTS9	Body	opensea	Body-opensea		rs575735887;rs6558079;rs561363152;rs530022306	38;13;2;1
cg09950966	0.0309237161971171	0.336845855268833	3.79839854014612	0.000404014419319527	0.0325194522647114	-1.19607978790544	0.321383997170275	0.352307713367392	0.0309237161971171	1	66782613	F	II	PDE4B	Body	opensea	Body-opensea		rs569879518	0
cg08132734	0.0215890048403806	0.864194382367883	3.79837723623609	0.000404041166601199	0.0325194522647114	-1.19614332923064	0.853399879947693	0.874988884788074	0.0215890048403804	8	3982537	R	II	CSMD1	Body	opensea	Body-opensea		rs546532450;rs113766410;rs9314518;rs538214527;rs111631687;rs73176311;rs535959985;rs555183137	44;42;33;21;14;13;11;4
cg08123705	0.0308141220166869	0.662442146207604	3.79837330112551	0.000404046107360182	0.0325194522647114	-1.19615506612263	0.647035085199261	0.677849207215948	0.0308141220166871	2	36873276	F	II		IGR	opensea	IGR-opensea		rs72870345;rs4670577;rs184814163	23;41;50
cg06838096	0.0114375601586112	0.951209267496694	3.79827037390157	0.000404175359103035	0.0325252720209365	-1.19646205533435	0.945490487417388	0.956928047575999	0.0114375601586112	12	132400449	F	I	ULK1	Body	opensea	Body-opensea		rs200272214;rs146175892;rs139222963	13;14;21
cg22879863	0.0226362486138793	0.226425054295103	3.79820071228734	0.000404262859857226	0.0325252720209365	-1.19666982447246	0.215106929988164	0.237743178602043	0.0226362486138793	22	44421568	R	II	PARVB	TSS1500	shore	TSS1500-shore	chr22:44419824-44420790	rs2267592	7
cg15932059	0.0342321518567622	0.567274739996192	3.79816416784086	0.000404308769999814	0.0325252720209365	-1.19677881922762	0.550158664067811	0.584390815924574	0.0342321518567622	1	218946128	R	II	MIR548F3	Body	opensea	Body-opensea		rs144746817;rs561392015	13;1
cg21300267	0.0448763977489818	0.54712854038306	3.79809790750312	0.000404392024492858	0.0325252720209365	-1.19697644094551	0.524690341508569	0.569566739257551	0.0448763977489818	1	26547059	F	II		IGR	opensea	IGR-opensea		rs138866675;rs181543050;rs80270771	0;1;35
cg00269725	0.0372567303388646	0.450428684301974	3.79809707669494	0.00040439306848777	0.0325252720209365	-1.19697891882232	0.431800319132542	0.469057049471407	0.0372567303388645	6	156983315	F	II		IGR	opensea	IGR-opensea		rs555703553	40
cg13000080	0.0279254283939397	0.369244170655657	3.79808650647343	0.000404406351271793	0.0325252720209365	-1.19701044437291	0.355281456458687	0.383206884852627	0.0279254283939396	2	75043142	R	II		IGR	opensea	IGR-opensea		rs115071307	2
cg01250954	0.027748471245101	0.805384736876326	3.7980158857998	0.000404495105616078	0.0325252720209365	-1.19722106840886	0.791510501253775	0.819258972498876	0.027748471245101	3	194909020	F	II	XXYLT1	Body	opensea	Body-opensea		rs571423139;rs538417724	0;4
cg02412399	0.0358807298511691	0.801009852404711	3.79800781782369	0.000404505246445596	0.0325252720209365	-1.19724513076989	0.783069487479126	0.818950217330296	0.0358807298511694	5	88307760	F	II		IGR	opensea	IGR-opensea		rs114793503	1
cg00848995	0.0138086682582458	0.921094809302407	3.79800319200522	0.000404511060856363	0.0325252720209365	-1.19725892704442	0.914190475173285	0.92799914343153	0.0138086682582456	1	111034724	R	II		IGR	opensea	IGR-opensea		rs184227815	1
cg26138250	0.0402143517001972	0.725466442694008	3.79793431816098	0.000404597641177531	0.0325287253566055	-1.19746433879645	0.70535926684391	0.745573618544107	0.040214351700197	17	74244687	R	II		IGR	opensea	IGR-opensea		rs537414199;rs147089289	40;36
cg19979853	0.0398040367215053	0.383577215865366	3.79782553846286	0.000404734422915563	0.0325325307532085	-1.19778876304241	0.363675197504613	0.403479234226119	0.0398040367215055	12	92456539	F	II		IGR	opensea	IGR-opensea		rs117619705;rs140035135;rs143657295;rs76439972;rs146335319	0;32;36;38;50
cg10929758	0.0327520763294868	0.821916260875145	3.79778936636033	0.000404779916292581	0.0325325307532085	-1.19789664149632	0.805540222710401	0.838292299039888	0.032752076329487	2	54857270	R	II	SPTBN1	Body	shore	Body-shore	chr2:54856098-54856487	rs572608022;rs541615297	25;1
cg01128161	0.0282154470545936	0.824838786917793	3.79775816545294	0.000404819161389869	0.0325325307532085	-1.1979896935785	0.810731063390496	0.83894651044509	0.0282154470545936	4	122302680	R	II	QRFPR	TSS1500	shore	TSS1500-shore	chr4:122301567-122302290		
cg26773791	0.0294441687984077	0.381259879503346	3.79775787962488	0.0004048195209268	0.0325325307532085	-1.19799054601643	0.366537795104142	0.39598196390255	0.0294441687984077	11	94883242	R	II		IGR	shore	IGR-shore	chr11:94883335-94883565	rs371524228	1
cg15985115	0.0269912863591287	0.207643720316396	3.79764314940281	0.000404963862416649	0.0325357131263303	-1.19833270832124	0.194148077136831	0.22113936349596	0.0269912863591287	17	14576437	R	II		IGR	opensea	IGR-opensea		rs575662202;rs191354181;rs564849894	22;8;1
cg14675646	0.0253287405643412	0.213554111992293	3.79758419599045	0.000405038050664159	0.0325357131263303	-1.19850852411706	0.200889741710122	0.226218482274463	0.0253287405643412	2	62222455	R	II	COMMD1	Body	opensea	Body-opensea		rs188339415	50
cg22260478	0.0293245980161744	0.491843339254834	3.79753663574552	0.000405097911038928	0.0325357131263303	-1.19865036117752	0.477181040246747	0.506505638262921	0.0293245980161745	6	132272790	R	II	CTGF	TSS1500	shore	TSS1500-shore	chr6:132271356-132271658	rs201205480;rs552993328;rs554436480	23;19;14
cg17356255	0.0285353120457154	0.368066251074043	3.79751968852627	0.000405119243241392	0.0325357131263303	-1.19870090197463	0.353798595051185	0.382333907096901	0.0285353120457154	20	45947895	F	II	LOC100131496	Body	opensea	Body-opensea			
cg22718010	0.0317648932119767	0.694387042731609	3.79751433258713	0.000405125985219984	0.0325357131263303	-1.19871687468368	0.678504596125621	0.710269489337597	0.0317648932119766	5	177847163	R	II	COL23A1	Body	opensea	Body-opensea		rs544332925;rs56393344;rs530009484	10;9;4
cg01989524	0.0337805453659671	0.604464601079456	3.79744578062548	0.000405212286975246	0.0325357131263303	-1.19892131217459	0.587574328396472	0.621354873762439	0.0337805453659669	5	36961237	F	II	NIPBL	Body	opensea	Body-opensea		rs556758836	3
cg17156665	0.0292068426902121	0.693132763557949	3.79743571786035	0.000405224956728008	0.0325357131263303	-1.19895132145305	0.678529342212843	0.707736184903055	0.0292068426902122	15	70714850	F	II		IGR	opensea	IGR-opensea		rs145676255;rs533983892	1;34
cg27438363	0.0396902253476131	0.681586466214126	3.79741827134017	0.000405246924068878	0.0325357131263303	-1.19900335053719	0.661741353540319	0.701431578887932	0.039690225347613	2	234991183	F	II		IGR	opensea	IGR-opensea			
cg00636737	0.0378136401479188	0.621016884026278	3.7973765839373	0.000405299418341298	0.0325357131263303	-1.19912767035628	0.602110063952318	0.639923704100237	0.0378136401479189	20	62695569	R	II	TCEA2	Body	shore	Body-shore	chr20:62693942-62695282	rs544894075;rs564948879;rs547223268	44;39;2
cg02668949	0.0435091247970095	0.800631941022172	3.79735935519868	0.000405321115298431	0.0325357131263303	-1.19917904953822	0.778877378623667	0.822386503420677	0.0435091247970096	11	926768	R	II	AP2A2	Body	shore	Body-shore	chr11:925183-926083	rs184509539;rs189295732;rs547132960	42;27;20
cg21356919	0.0308720162257655	0.696651628789947	3.79730853961993	0.000405385116248539	0.0325357131263303	-1.19933058995193	0.681215620677064	0.71208763690283	0.0308720162257656	11	64017091	F	II		IGR	shore	IGR-shore	chr11:64018435-64019377	rs529904029;rs538833395;rs569977423;rs80276524	0;10;25;49
cg03392757	0.0161146429108432	0.143252115726958	3.79729151910777	0.000405406555332729	0.0325357131263303	-1.19938134767275	0.135194794271536	0.15130943718238	0.0161146429108433	8	81358739	F	II		IGR	opensea	IGR-opensea		rs562089751	48
cg05669237	0.0370536089234506	0.484594631454171	3.79727572066352	0.000405426456073559	0.0325357131263303	-1.19942846089329	0.466067826992445	0.503121435915896	0.0370536089234506	3	50208262	F	II	SEMA3F	Body	opensea	Body-opensea		rs144910925	31
cg26968942	0.0260925781032022	0.4460164271439	3.7971843867712	0.000405541524579161	0.0325414445954636	-1.19970082954038	0.432970138092299	0.459062716195501	0.0260925781032021	19	45621107	R	II	PPP1R37	Body	opensea	Body-opensea		rs62118466;rs138549743;rs564438105;rs533090850;rs546828260;rs560100636	34;16;15;9;5;4
cg04393227	0.0139919192517968	0.918111257232469	3.79711527043411	0.00040562862283008	0.0325434810533959	-1.19990694040479	0.911115297606571	0.925107216858367	0.0139919192517964	3	193760780	R	II		IGR	opensea	IGR-opensea			
cg16574405	0.0321752617294992	0.308092988420453	3.7970949711921	0.000405654206722226	0.0325434810533959	-1.19996747410452	0.292005357555704	0.324180619285203	0.0321752617294991	2	178256731	F	II	AGPS	TSS1500	shore	TSS1500-shore	chr2:178257227-178257892	rs57736688;rs545979830	6;12
cg23538195	0.0400815138525513	0.824772913634967	3.79702451708136	0.000405743014719584	0.0325436678133943	-1.20017757162137	0.804732156708691	0.844813670561243	0.0400815138525513	12	3603811	F	II	PRMT8	Body	shore	Body-shore	chr12:3599966-3603008	rs141471595;rs192504892	0;1
cg02482159	0.0215892501520254	0.246478751497922	3.79702089684458	0.000405747578563944	0.0325436678133943	-1.2001883672829	0.235684126421909	0.257273376573935	0.0215892501520254	16	89290099	F	II	ZNF778	Body	opensea	Body-opensea			
cg00459898	0.0176398763563222	0.911263904201	3.79698923889658	0.000405787490199313	0.0325436678133943	-1.20028277205559	0.902443966022839	0.920083842379162	0.0176398763563226	2	241912309	R	II		IGR	opensea	IGR-opensea		rs111608063;rs536754887	49;2
cg08462127	0.0326278415301841	0.541737457133112	3.79694317061375	0.000405845575904824	0.0325448252676317	-1.20042014803532	0.52542353636802	0.558051377898204	0.0326278415301842	8	2017365	R	II	MYOM2	Body	opensea	Body-opensea		rs529925666;rs549583571;rs569725468;rs200572211;rs191018919;rs571705661	51;33;30;14;8;2
cg04236294	0.0257383293635546	0.247233670072609	3.79690275869012	0.000405896536317384	0.0325454111559074	-1.20054065596325	0.234364505390831	0.260102834754386	0.0257383293635546	19	54584883	F	II	TARM1	TSS1500	opensea	TSS1500-opensea		rs587729367;rs181804600;rs587688414	0;1;50
cg06730340	-0.0171713322875357	0.121269790221835	-3.79686807033903	0.000405940284079676	0.032545418658926	-1.20064409570358	0.129855456365603	0.112684124078067	-0.0171713322875358	3	9811714	R	I	CAMK1	TSS200	island	TSS200-island	chr3:9811466-9811736		
cg04691634	0.0164252516986452	0.863224990899309	3.79663665627211	0.000406232251757919	0.0325653245364062	-1.20133415317795	0.855012365049986	0.871437616748631	0.0164252516986454	11	69625284	F	I	FGF3	Body	island	Body-island	chr11:69625108-69625473	rs146918153;rs138021053;rs143483033	29;34;46
cg12575096	0.0327893830857335	0.521857338138966	3.79642711759309	0.000406496794347582	0.0325823355665776	-1.20195896038303	0.5054626465961	0.538252029681833	0.0327893830857338	12	112143593	F	II	ACAD10	Body	opensea	Body-opensea		rs142819536;rs552625581;rs146082069;rs200428782	17;20;33;43
cg14869215	0.0347912227730249	0.321395366651893	3.7963695568765	0.000406569493784852	0.0325823355665776	-1.20213059296296	0.30399975526538	0.338790978038405	0.0347912227730249	5	94027794	F	II	SLF1	ExonBnd	opensea	ExonBnd-opensea		rs151048871;rs185638719	0;1
cg02699562	0.0270805101341364	0.223541090889856	3.79636475041232	0.000406575564936355	0.0325823355665776	-1.20214492464993	0.210000835822788	0.237081345956925	0.0270805101341365	15	51484797	F	II		IGR	opensea	IGR-opensea			
cg20207911	0.0253004410549395	0.34410398064698	3.79628685017437	0.000406673974624848	0.0325867191481206	-1.20237720251239	0.33145376011951	0.356754201174449	0.0253004410549394	17	9802796	F	II	RCVRN	Body	opensea	Body-opensea		rs557994401;rs368667021;rs547579214;rs181927144;rs185053069	0;1;7;11;18
cg16693741	0.0267157262892319	0.379184518413726	3.79618281517467	0.000406805435553678	0.0325937498933329	-1.20268740327441	0.36582665526911	0.392542381558342	0.026715726289232	4	185771716	R	II		IGR	opensea	IGR-opensea		rs550006607;rs569916255	28;2
cg24406240	0.0304493884065404	0.256179626091371	3.79613027589081	0.000406871840901399	0.0325955673547752	-1.2028440577039	0.240954931888101	0.271404320294642	0.0304493884065404	11	88153520	R	II		IGR	opensea	IGR-opensea		rs377331832	2
cg25581039	0.0290998380368486	0.565364205022132	3.79603204702152	0.000406996022132809	0.0326020125054936	-1.2031369399158	0.550814286003708	0.579914124040556	0.0290998380368486	17	7350881	R	II	CHRNB1	Body	shelf	Body-shelf	chr17:7348274-7348830	rs201453432;rs201033437	12;8
cg14702960	0.0319283875518099	0.785762852964648	3.79594465974065	0.000407106528062292	0.0326073609425467	-1.20339749305827	0.769798659188744	0.801727046740553	0.0319283875518097	12	68634040	R	II		IGR	opensea	IGR-opensea		rs189456104	2
cg12863565	0.042512368217092	0.532455478536017	3.79589716950576	0.000407166594138214	0.0326086686641609	-1.20353908815683	0.511199294427471	0.553711662644564	0.042512368217092	8	25902558	F	II	EBF2	TSS200	island	TSS200-island	chr8:25900562-25905842	rs528988849;rs114947120;rs559606162;rs528380577	0;8;12;47
cg24162781	0.0337510038529766	0.393866255728493	3.79569145088903	0.000407426887428923	0.0326225629869281	-1.20415243994733	0.376990753802005	0.410741757654981	0.0337510038529765	14	21089025	F	II		IGR	shelf	IGR-shelf	chr14:21091094-21091439	rs576912361;rs544286214;rs112815589;rs56975393	0;1;10;38
cg16506592	0.0273199159796562	0.277844241599023	3.79569088768325	0.000407427600266237	0.0326225629869281	-1.20415411912534	0.264184283609195	0.291504199588851	0.0273199159796562	17	4110319	F	II	ANKFY1	Body	opensea	Body-opensea		rs528557827;rs551787061	1;42
cg07599182	0.0311039603649896	0.784383173630472	3.79545921749096	0.000407720922035657	0.0326411197532596	-1.20484482410433	0.768831193447977	0.799935153812967	0.0311039603649897	2	236699043	F	II	AGAP1	Body	opensea	Body-opensea		rs375356462;rs72983022;rs565127152	0;7;9
cg04790574	0.0284756178754261	0.853812978447348	3.79543868899166	0.000407746923337698	0.0326411197532596	-1.20490602697588	0.839575169509635	0.868050787385062	0.0284756178754262	1	6285067	F	II	ICMT	3'UTR	opensea	3'UTR-opensea		rs574266922;rs544475465;rs556416674	6;8;44
cg06988251	0.0315125736992908	0.504207393655371	3.79531877697756	0.000407898835234845	0.0326497748373377	-1.20526352441365	0.488451106805726	0.519963680505017	0.0315125736992909	1	9303499	R	II	H6PD	5'UTR	opensea	5'UTR-opensea		rs180943997;rs371298884;rs540276050	26;2;1
cg24097416	0.027948880106025	0.880433946674104	3.79523746544305	0.000408001876671868	0.0326522351263529	-1.20550593754655	0.866459506621092	0.894408386727117	0.027948880106025	2	237935349	F	II		IGR	opensea	IGR-opensea			
cg05984456	0.0266377445651785	0.717290589669136	3.79522540134598	0.000408017166943567	0.0326522351263529	-1.20554190385879	0.703971717386547	0.730609461951725	0.0266377445651783	7	102516271	F	II	FBXL13	Body	opensea	Body-opensea		rs558243525;rs573213010;rs540680100	0;1;27
cg10116341	0.0307784104152833	0.630751413556158	3.79514693872065	0.000408116625464638	0.0326546981250864	-1.20577582049576	0.615362208348516	0.6461406187638	0.0307784104152833	10	98116807	R	II	OPALIN	5'UTR	opensea	5'UTR-opensea		rs535123805;rs145836495	18;4
cg24873202	0.0281547894935116	0.855521219926031	3.79512867825088	0.000408139775620051	0.0326546981250864	-1.20583025912966	0.841443825179275	0.869598614672787	0.0281547894935117	7	48045851	F	II	SUNC1	Body	opensea	Body-opensea			
cg18355936	0.0150120279066192	0.919134710929855	3.79509746769692	0.000408179346486893	0.0326546981250864	-1.20592330459512	0.911628696976545	0.926640724883165	0.0150120279066193	1	18030034	R	II		IGR	opensea	IGR-opensea		rs112387061;rs150407784;rs187521116	26;2;1
cg08770647	0.0350137552090277	0.717867198929551	3.79503323447837	0.000408260797360004	0.0326577098427263	-1.20611479651588	0.700360321325038	0.735374076534065	0.0350137552090276	11	124768845	R	II	ROBO4	TSS1500	opensea	TSS1500-opensea		rs549765398;rs568246243;rs535265698;rs371082617	42;33;32;1
cg15080495	0.0271019388743138	0.256993998511578	3.79494847587489	0.000408368299372411	0.032662804580465	-1.20636747597372	0.243443029074421	0.270544967948735	0.0271019388743138	6	147091655	R	II	ADGB	Body	opensea	Body-opensea		rs151332685	5
cg25559654	0.0411782305277831	0.280970418358471	3.79489060757129	0.000408441711220909	0.0326651718604486	-1.20653998922694	0.260381303094579	0.301559533622362	0.0411782305277831	1	158800969	R	II	MNDA	TSS200	opensea	TSS200-opensea			
cg01867004	0.0269939984981434	0.252522778027615	3.79485500340071	0.000408486885057051	0.0326652805366098	-1.20664612937364	0.239025778778543	0.266019777276686	0.0269939984981434	22	30669425	F	II		IGR	opensea	IGR-opensea		rs182865807	26
