	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	NCT	NCT	NCT	NCT	WB	WB	WB	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT
chr2:185462136-185462164	NA	0	0	0	0	0.0119047619047619	0	0	0	NA	NA	0	0	0	NA	0.0128205128205128	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.769047619047619	0	0.795833333333333	0.567171717171717	0.5	0.310355392156863	0.0193954219814782	0.196720458094742	0.0505952380952381	0	0.00775193798449612	0.0592592592592593	0	0	0	0.0238095238095238	0.166666666666667	0.0627450980392157	0.10365577125159	0.0116279069767442	0.0111111111111111	0.0689600586409645	0.203168767507003	0.101010101010101	0.0540763961453617	0.00694444444444444	0.0550765824738427	NA	0.00925925925925926	0.0436940067964164	0.0189636752136752	0.129540598290598	NA	0.0144927536231884	0.144572158365262	0.0196812596006144	0.0214229559748428	0.0118773946360153	0.0304147465437788	0.00925925925925926	0.0556689342403628	0.0286590038314176	0.0397727272727273	0.0143819143819144	0.0303423423423423	0.0580298786181139	NA	0.186409832279023	NA	NA	0	0	NA	0.378164471187727	0.422560975609756	0.658333333333333	0.943236714975845	NA
chr3:128787529-128787578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	0	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9125	0.111111111111111	NA	0.65219421101774	0.575	0.775548462278968	0.539684058340775	0	0.398631193368035	0.0594929245283019	0.745348203881036	0.0125	0.145833333333333	0.0361982191250484	0	0.554166666666667	0	0	NA	0.111111111111111	NA	0.0322727272727273	0	0.0965293668954996	0.0190123456790123	0.0583333333333333	0.180555555555556	0.0646723646723647	0	0	NA	0	0	0	0	NA	0	0	0.0072463768115942	0.00854700854700855	0.0428828597145429	0	0	0.00297619047619048	0.00555555555555556	0.0181372549019608	0	0	0.188383838383838	NA	0.00555555555555556	NA	NA	0.0561868686868687	NA	NA	0.613095238095238	NA	0.626984126984127	0.5	0
chr11:639737-639742	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	0	0	NA	NA	NA	0.5	NA	NA	NA	0	NA	NA	NA	0.0277777777777778	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	0	0.511904761904762	NA	0	1	NA	NA	0.666666666666667	NA	1	0.328233707827175	1	0.443810647783897	0.431057288815909	NA	0.0509240826759075	0	0.0472039232908798	0.126407044299201	0.00595238095238095	0	0.0555555555555556	0	0	0	1	NA	NA	0.00617283950617284	0	0	0	0	0	0.00383141762452107	0	0	0.395833333333333	0.0222222222222222	0.182748538011696	0.0319535221496006	0	0.00273224043715847	0.0238095238095238	0	0	0.138888888888889	0.0481104144897248	0.00350877192982456	0.00462962962962963	0.0429268292682927	0.00529100529100529	0.00303030303030303	0	0	0.0673076923076923	0	0.174688057040998	NA	NA	0.458997873471558	NA	0.336601307189542	0.375730994152047	NA	0.0277777777777778	NA	NA
chr11:639816-639824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.48793699534669	1	0.44474678760393	0.591684536846974	NA	0.0850627413127413	0	0.0544649149300312	0	0	0.00574712643678161	0	0	NA	0	1	NA	NA	0.00793650793650794	0.0793650793650794	0	0	0	0	0.0379069465585802	0	0	0.391812865497076	0.416666666666667	0.0185185185185185	0.0111111111111111	0	0.00387596899224806	0.00793650793650794	0	0	0.312946428571429	0.0691086691086691	0	0.0577186430127607	0.0311287477954145	0.00225225225225225	0.0102040816326531	0	0	0	0	0.122354497354497	NA	NA	0.578495887191539	NA	0.0370152761457109	0.402135854341737	NA	0.147435897435897	0.277777777777778	NA
chr11:639786-639794	NA	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	NA	NA	0.0277777777777778	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0.0555555555555556	NA	NA	NA	NA	1	0	NA	NA	0	0	NA	NA	0.0555555555555556	0	NA	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	0	NA	0	NA	NA	1	1	NA	NA	0.374659655987609	1	0.320907548770144	0.478604728604729	NA	0.111252099795934	0.00311526479750779	0.00497512437810945	0.00617283950617284	0.00354609929078014	0.0045045045045045	NA	0	0	0	1	NA	NA	0.00505050505050505	0.21875	0.0111111111111111	0.00303030303030303	0	0	0.0417869167869168	0	0	0.0666666666666667	0.108333333333333	0	0.00793650793650794	0	0.0072463768115942	0.0185185185185185	0	0	0.277777777777778	0.0391406409471321	0.00157232704402516	0.00641025641025641	0.0114942528735632	0.00512820512820513	0.01	0	0	0	0.00213675213675214	0.152430555555556	NA	NA	0.305412487575675	NA	0.196428571428571	0.0238095238095238	NA	0.433333333333333	NA	NA
chr10:102893755-102893779	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	NA	0	NA	NA	NA	0	0	0	NA	0.888888888888889	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	1	NA	0.265968867418143	1	0.289141414141414	0.477697867858051	0	0.0447277493149053	NA	0.00490196078431373	0.0193121693121693	0	0.00303030303030303	0.0416666666666667	0	0	0	0.933333333333333	0	NA	0.00396825396825397	0	0	0	0	0	0.00628930817610063	0	0	0.00900900900900901	0	NA	0	0	0	0.0166666666666667	0.0478468899521531	0	0.00900900900900901	0.0087719298245614	0	0	0.00505050505050505	0.0648387096774194	0.0292247493274639	0.0825327414474701	0.00617283950617284	0	0.0101010101010101	0.0144927536231884	0	0	NA	0	NA	NA	0	0	NA	0
chr10:106399997-106400064	NA	NA	NA	0.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	1	1	1	0	0.319829931972789	0.94047619047619	0.227267573696145	0.338940648723257	0.0333333333333333	0.0555555555555556	NA	0.018018018018018	0.0904214559386973	0.010752688172043	0.00574712643678161	0	0	0	0	NA	0	0	0	0	0.0072463768115942	0	0	0	0.00595238095238095	0	0	0	0.0185185185185185	NA	0	0	0	0	0	0	0	0.00354609929078014	0.00314465408805031	0.00793650793650794	0	0	0.00308641975308642	0	0	0	0	0	0	0	NA	0	NA	NA	0	0	NA	0
chr19:50816127-50816183	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.866666666666667	0.716666666666667	NA	0	0.0666666666666667	0.916666666666667	NA	0.0576351752822341	0.0238095238095238	0.0166666666666667	0	0	0.0666666666666667	0	0	0	0	0	0	0	0.0114942528735632	0	0	0	0.00617283950617284	0	0.0087719298245614	NA	0.0222222222222222	NA	0.03125	0.0166666666666667	0	0.0192307692307692	0.0151515151515152	0	0	0.0246753246753247	0	0.00574712643678161	0	0	0	0.00490196078431373	0	0.0111111111111111	NA	0	NA	NA	0	0	0	0.5	0	0	NA	0
chr6:28589309-28589325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	0	1	0	0.0833333333333333	0.0322916666666667	0.0618981050015533	0.0977669921176891	0	0.0208333333333333	NA	0	NA	0	NA	0.0119047619047619	NA	0	0	0	NA	0.25	0.5	0.0277777777777778	NA	NA	NA	0	0.0555555555555556	0.037037037037037	NA	0	NA	0	0.0555555555555556	0.12962962962963	0.0185185185185185	0.333333333333333	0.0555555555555556	0.0277777777777778	0	0	NA	0.0277777777777778	0.0555555555555556	NA	NA	0.0036231884057971	NA	0	0.0444444444444444	NA	0	NA	NA
chr15:84323507-84323536	NA	0	NA	0	0	0	0	NA	0	NA	0	NA	NA	NA	0.0555555555555556	0.0138888888888889	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	0.0277777777777778	NA	NA	0	0.0555555555555556	NA	NA	NA	NA	NA	0	1	NA	0	NA	0.0208333333333333	0	0	NA	NA	0.0277777777777778	NA	NA	0	0	0	NA	NA	0.333333333333333	0.527777777777778	1	0.666666666666667	0	0.0555555555555556	NA	0.400363748583455	1	0.553365952637797	0.546424740974583	0	0.314651618223047	0.00865800865800866	0.0541666666666667	0.0486111111111111	0.0165844298245614	0.00641025641025641	0	0.466666666666667	0	0	0.0166666666666667	0	0.5	0	0.0703703703703704	0.015625	0	0	0.0119047619047619	0.0191290191290191	0.0053763440860215	0.0336700336700337	0.00595238095238095	0	0.0128205128205128	0.0175438596491228	0.00595238095238095	0	0	0.0138888888888889	0	0.00462962962962963	0.0319209922868459	0.00374531835205993	0.00297619047619048	0.0043859649122807	0.0157232704402516	0	0	0.0172413793103448	0.0673400673400673	0.0532351905568317	0.0320366132723112	NA	0.03125	NA	0.0151515151515152	NA	0.0238095238095238	NA	0	0.0833333333333333	0
chr12:113541734-113541784	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0.0222222222222222	0	NA	NA	NA	0	0	0.277777777777778	NA	0	0.0142857142857143	0	NA	0	NA	0	0	NA	NA	0	NA	0	0	0	0	NA	0	0	0	NA	NA	0.666666666666667	NA	NA	NA	NA	0.116666666666667	NA	0.472996498526181	0.976623376623377	0.531229286586429	0.650433832069413	0.0943627450980392	0.572041135703108	0.0508433382626931	0.581020976353928	0.0279220779220779	0.00392156862745098	0	0	0.0333333333333333	NA	0	0	0	NA	0	0	0.221960784313726	0	0	0	0	0	0.0217459324155194	0	0	0.00476190476190476	0	0	NA	0	0	0	0	0.00151515151515152	0.00526315789473684	0.00303030303030303	0.0149452804377565	0.00480769230769231	0.003125	0.00192307692307692	0.00476190476190476	0.043956043956044	0.00204081632653061	0.0517740429505135	NA	0	0.00454545454545455	0.00952380952380952	NA	0.0138888888888889	0	0	NA	0
chr19:30021006-30021018	NA	0	0	NA	0	0	0	NA	NA	NA	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	NA	NA	0	0.166666666666667	0	0	0	0	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	NA	0	NA	0	0	NA	NA	NA	0.0555555555555556	NA	NA	0	1	1	0.87	0.166666666666667	NA	0	0.59089443651854	1	0.479774616871484	0.521749622926094	0.0125	0.291356669553483	NA	0.399383563990134	0.0416279069767442	0.00196078431372549	0.00133333333333333	0.0142857142857143	0	NA	0.0111111111111111	0.025	NA	NA	0.00227272727272727	0	0.0182186234817814	0.0027027027027027	0	0	0.000892857142857143	0.0661825017088175	0.00136986301369863	NA	0	NA	0	0.0143939393939394	0.00185185185185185	0	0.0433333333333333	0.0111111111111111	0.018070652173913	0.00215827338129496	0.00945652173913044	0.00204081632653061	0.163226746110559	0.0032520325203252	0	0.00476190476190476	0	0.0376068376068376	NA	0.266666666666667	NA	NA	0	0	0	0	0	0	NA	0
chr6:26241029-26241068	NA	0	NA	NA	NA	0	0	0	0	NA	0	0	NA	NA	0.00714285714285714	0	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	NA	NA	NA	NA	0	NA	0.112820512820513	NA	NA	0.0125	NA	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554224270353303	0.995	0.775934829059829	0.783845953682019	0	0.485300316122234	0.000662251655629139	0.225895655270655	0	0.00192307692307692	0	0.00434782608695652	0.00625	0	0	0.0369318181818182	0	0	0	0	0.0125	0	0	0	0	0	0.000793650793650794	NA	0	0.00298507462686567	0.0650443458980044	0	0	0	0.198434343434343	0	0	0.000366300366300366	0	0.00230769230769231	0.000649350649350649	0	0.00134228187919463	0	0.00087719298245614	0.0152530292230934	0.000523560209424084	0.0142063492063492	NA	NA	0.00870445344129555	NA	0.00900383141762452	0.163213630184448	NA	0.0717811355311355	NA	NA
chr12:62585194-62585206	NA	0	0	0	0	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	1	NA	0.0555555555555556	NA	0.44749373433584	1	0.614743659916074	0.814802475716655	0	0.544918682849717	0.00340136054421769	0.154318996415771	0	0	0	0	0	NA	0	0.0555555555555556	0	NA	0	0	0.0470035252643948	0	0	0	0.00152905198776758	0	0.0015015015015015	0	0	0.0286549707602339	0	0.0237520128824477	NA	0	0.122263914946842	0.00925925925925926	0.0360604525498142	0.00308641975308642	0.0071699758863065	0.00555555555555556	0.00784313725490196	0	0.00198412698412698	0	0	0.124968842360147	0.00297619047619048	0.0201010101010101	NA	0	0	0	NA	0	0	0	NA	NA
chr4:165898731-165898741	0	0	0	0	0	0	1	0.0185185185185185	0	0	NA	NA	0	0	0.138888888888889	0	0	0	0.0185185185185185	0	0.0208333333333333	0	0	0.0833333333333333	0	0.0185185185185185	0	0	0.0694444444444444	0	0	0	NA	0	0	NA	0	NA	0.277777777777778	0	0	0	NA	0.0333333333333333	NA	0	0	NA	1	NA	0.138888888888889	0.0277777777777778	NA	0	NA	0.0555555555555556	0.376543209876543	0.150793650793651	0.513157894736842	0.75	0.0444444444444444	0.6625	1	0.8	0.666666666666667	0.425773300773301	1	0.588568143306705	0.379149799892206	0.331349206349206	0.489605734767025	0.0485138666956849	0.82108657416455	0.176379176379176	0.0693763616557734	0.0282965478211658	0	0	0	0	0	0	NA	0.00469483568075117	0.119264069264069	0.0260840108401084	0	0	0	0.0391039193364775	0.196969696969697	0.0648160173160173	0.0209567698046961	0	0.0657726692209451	0.152400110987791	0.124166666666667	NA	0.255952380952381	NA	0.204213184476342	0	0.0318761772250144	0.0572947488854697	0.012196935891715	0.105817793317793	0.015029195227215	0.00666666666666667	0.0426802843546599	0.0529411764705882	0.194919786096257	0.0385993934381031	0.233173076923077	0.0238095238095238	NA	0.660868589383908	0.46057672917927	0.00757575757575758	0.217352092352092	NA	NA	0.0416666666666667	0.822222222222222
chr19:38042624-38042773	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	0.0833333333333333	0.5	NA	0	NA	0	NA	NA	NA	NA	0	NA	0	0	0	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0	NA	0.166666666666667	0	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0.676778028284485	0.933333333333333	0.0878787878787879	0.702197802197802	0.0416666666666667	0.115465838509317	NA	0.210090984284533	0.0125	0.0390013495276653	0.0037037037037037	0	0	0	0.0277777777777778	0	0	1	0	0	0.0238095238095238	0.0289855072463768	0	0	0.00925925925925926	0	0.0378787878787879	NA	0.0196078431372549	NA	0.0238095238095238	0.0175438596491228	0.00709219858156028	0.0119047619047619	0.327731092436975	0.0114942528735632	0.0185185185185185	0.0251572327044025	0.037037037037037	0.0392156862745098	0.02	0.0208333333333333	0.0128205128205128	0	0.019047619047619	0.0944919278252612	NA	0.0392156862745098	NA	NA	0.988150609080842	0.865079365079365	0.0444444444444444	0.523809523809524	0.0952380952380952	0.523809523809524	NA	0.8
chr3:48694138-48694144	0	0	0	0.5	0.0277777777777778	0	0	0	0	0.25	NA	0	0	0	NA	0	0	0	0	0.2	0.333333333333333	0	0	0	0	0	0	0.0694444444444444	0	0	0	0	0	NA	0	1	NA	0	0.0277777777777778	0	0.138888888888889	0	0	0	0	0	NA	0	0	0	0	0.0185185185185185	0	0	0	0	0.413194444444444	0.065359477124183	0.337037037037037	0.533333333333333	0.21264367816092	0.911111111111111	1	0.888888888888889	0.819444444444445	0.687542087542088	1	0.601459803514598	0.747900014158654	0	0.586973419957414	0.00880654200263053	0.335592005176002	0.152777777777778	0	0.0450559476892274	0	0	NA	0	NA	0	NA	0	0	0.104513888888889	0.0386718591537869	0	0	0	0.0854700854700855	0.0196530522617479	NA	0	0.00462962962962963	0.00617283950617284	0.135873015873016	NA	0.00793650793650794	0	0	0.124122807017544	0.0371382746382746	0.0602588322150566	0.0537351443123939	0.0442622798715879	0.00134408602150538	0.0215320910973085	0.00961538461538462	0	0.0262896825396825	NA	0.0766025641025641	NA	NA	0.536582017844887	NA	NA	0.299047619047619	NA	0.375	NA	0.855555555555556
chr1:226924888-226924923	0	NA	0	0	0	0	0	NA	0	0	NA	NA	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	NA	0.777142857142857	0	0	NA	0	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0	0.025	0	0	0	0	0	0	0.49636793847974	0	0.00714285714285714	0.372857142857143	0.271666666666667	0.737922077922078	0.683333333333333	1	0.839583333333333	0.65312447786132	0.826190476190476	0.713298097251586	0.707165021046665	0.0342857142857143	0.424409735121847	0.121292502489686	0.617497566176811	0	0.0037037037037037	0	0	0.02	0	0.111111111111111	0.0153846153846154	0	NA	0.0116515837104072	0.996	0.247272727272727	0	0	0.00769230769230769	0.0453818504986669	0.00344827586206897	0.00161290322580645	0.0802380952380952	0	NA	0	0.0125	NA	0	0.162142857142857	0	0.00222222222222222	0.0116609606805685	0.141132405132405	0.268487394957983	0.0642122487143525	0.00133333333333333	0	0	0	0.24746963562753	NA	0.145860805860806	0	0	0.0111111111111111	NA	0.00333333333333333	NA	0	0	0	NA
chr11:70508604-70508615	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	1	0.291666666666667	1	NA	0.664986152563792	1	0.691086691086691	0.874007936507936	0	0.150595238095238	0.164800724637681	0.885884681215233	0.0133333333333333	0.0151515151515152	0	0.037037037037037	0	0	0.277777777777778	0	0	0.277777777777778	0.00273224043715847	0.526140873015873	0.130833333333333	0	0.0104166666666667	0.00595238095238095	0.0830866228070175	0.0040650406504065	0.00252525252525253	0.0119047619047619	0	0.0415140415140415	0.0531466425775369	0.506944444444444	0.0040650406504065	0.0185185185185185	0.325396825396825	0	0.0129116323146174	0.00434782608695652	0.00336700336700337	0.0087719298245614	0.290367965367965	0.00248756218905473	0	0.0174864817721961	0	0.30343137254902	0	0.631287878787879	NA	NA	0.0119047619047619	NA	0	0.00490196078431373	NA	0.0185185185185185	0	NA
chr14:38680636-38680655	NA	0	NA	0	0	0	0	0	NA	NA	NA	0	NA	NA	0	0	0	0	0	NA	0	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0.0555555555555556	0	NA	NA	0	0	NA	0	1	0	0	NA	0	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.690180551156161	1	0.772307111865686	0.611037494478753	0	0.509615384615385	0.188384351772028	0.70848895113601	0.0341666666666667	0	0	0.0119047619047619	0	0	0	0	0	1	0.00231481481481481	0.394645732689211	0.210606060606061	0.00526315789473684	0	0	0.00505050505050505	0.00793650793650794	0.018337500947185	0.0138888888888889	0.0211538461538462	NA	0.0131578947368421	0.37384370015949	0.0165398274987316	0.00476190476190476	0.0611111111111111	0.00980392156862745	0.0253774263120058	0.0325539825539826	0.107308353752888	0	0.0936985719594415	0.00476190476190476	0.0155555555555556	0	0.0036231884057971	0.165979853479853	NA	0.127589322142566	0.166666666666667	0	NA	NA	0.00694444444444444	0	NA	0	NA	1
chr1:243646617-243646628	NA	0.0555555555555556	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	0	0	0	0	NA	0	0	0	NA	NA	1	NA	NA	NA	NA	NA	0.277777777777778	0.602409276616198	1	0.812121212121212	0.721700294241278	NA	0.410445732073207	0.0822156035409945	0.875038904450669	0.0131578947368421	0.00490196078431373	0	0	0	NA	NA	0	0	NA	0.00416666666666667	0	0.0151515151515152	0	0.0416666666666667	0.0111111111111111	0.027046783625731	0	0	0	0	NA	0.297222222222222	0.259615384615385	NA	0.333333333333333	0.277777777777778	0	0	0.127458227729278	0.244496684225037	0.0072463768115942	0.273504273504274	0.00520833333333333	0.0542735042735043	0.014519056261343	0.00555555555555556	0.555555555555555	NA	0	0	0	0.00303030303030303	NA	0	NA	0	0	NA	NA
chr5:140892655-140892676	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	0.0555555555555556	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	0.356179971988796	0.929292929292929	0.351252648061159	0.589241513437058	0	0.108710723281282	0.00114155251141553	0.324993081499931	0.0940656565656566	0.119359019677153	0	0	0	0	0	0	0.0128205128205128	0.348148148148148	0.00311526479750779	0.00387596899224806	0.247340425531915	0.00266666666666667	0.00980392156862745	0.0723082336382829	0.0604076686166238	0	0.0817368125701459	0	0	NA	0.0960795243403939	0.334006073886134	0.00859133532400859	0.123704481792717	0.796911421911422	0.0347593582887701	0.003584229390681	0.00609857978279031	0.0462573229947794	0.0567307692307692	0.143942652329749	0.0646654719235364	0.075535390199637	0.00961538461538462	0.00343642611683849	0.578671328671329	0.00137741046831956	0.157501466432038	NA	0.25	0.00714285714285714	0.0138888888888889	0.0286650286650287	NA	0	0	NA	NA
chr5:140892821-140892861	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	1	NA	0	0	NA	0	NA	NA	NA	NA	0	0	NA	0.0555555555555556	0	NA	0	NA	0	0	NA	0.666666666666667	0	0	0.638888888888889	NA	0	0	NA	0.5	NA	1	NA	0.519721808246398	1	0.515968867418143	0.419421206332477	NA	0.218614303959132	0.0622921258264877	0.17104946772466	0.0529411764705882	0.0336728919071873	0	0	0	0	NA	0.0555555555555556	0	NA	0	0	0.0773809523809524	0.00282485875706215	0.0087719298245614	0	0.010525482747705	0	0.0246415770609319	0.00617283950617284	0	NA	0.232478632478632	0.471386101820884	0	0.00641025641025641	0.0729166666666667	0.00925925925925926	0	0.0299094562154264	0.0117866004962779	0.00260416666666667	0.05682001614205	0.0108225108225108	0.0669504643962848	0	0.0602981029810298	0.691428571428571	0.0475396945628729	0.176321684587814	NA	0.5	0.00813008130081301	0	0.0476190476190476	NA	0	0.0833333333333333	NA	NA
chr19:56988536-56988558	NA	0	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	0	NA	0	0	0.0555555555555556	0	0	0	NA	NA	0	NA	0	0	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0	NA	NA	0	0	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	1	NA	1	0.0733333333333333	0.532129254814025	NA	0.479178580394868	0.641445969433391	NA	0.525976738956367	NA	0.218223437150413	0.0937413349178055	0.00218579234972678	0	NA	0	NA	0	0.0133333333333333	0	0.506666666666667	0	0	0.00222222222222222	0	0	0	0.00166666666666667	0.00256410256410256	0.000701754385964912	NA	0	NA	0.00158730158730159	0	0	0	0.229352142110763	0.00836550836550837	0	0.000401606425702811	0.0131406911928651	0	0.00224719101123595	0	0	0	0.000865800865800866	0.904444444444444	NA	0	NA	NA	0	0.00266666666666667	0	0	0	NA	NA	NA
chr7:64030769-64030775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.670940170940171	1	0.552083333333333	0.584608843537415	NA	0.311569155964272	NA	0.0335403726708075	0.0616883116883117	0.054093567251462	0	0	0	0	0	NA	0	NA	0	0	0.0694444444444444	0	0.0185185185185185	0.0333333333333333	0	0	0.00574712643678161	0	NA	0	0	0.0555555555555556	NA	0	0	0.00925925925925926	0	0.00483091787439614	0.00396825396825397	0.0119047619047619	0	0	0.00505050505050505	0.038961038961039	0	1	0.0434173669467787	0.0138888888888889	1	0.561111111111111	NA	NA	NA	NA	NA	NA	NA	NA
