	Pvalue	FDR	Delta	MG1	MG2
chr21:32707151-32707251	0.00701396881394497	0.615127135336341	0.244459051827202	0.608844789528986	0.364385737701784
chr21:32930770-32930956	0.048475080076765	0.615127135336341	0.0268224111577332	0.0269517711382298	0.000129359980496571
chr21:33393835-33394076	0.000152422568944003	0.0895330169977074	0.397947137695972	0.576923894159449	0.178976756463477
chr21:33984726-33985194	0.0295592783469606	0.615127135336341	0.000120023733718528	0.000120947739140597	9.24005422069254e-07
chr21:34032153-34032238	7.47249166334841e-07	0.00454610380315981	0.435443315998651	0.621317346336597	0.185874030337946
chr21:34392301-34392342	0.0399796503273389	0.615127135336341	0.000622716833951408	0.000623885706430203	1.1688724787943e-06
chr21:34696820-34697166	0.0381292646672231	0.615127135336341	0.000518649936443179	0.000519678080937644	1.02814449446467e-06
chr21:35197108-35197283	0.0142803763621565	0.615127135336341	0.285920907066723	0.700428363731905	0.414507456665182
chr21:35267061-35267423	0.0317109414219559	0.615127135336341	6.34792993661346e-07	1.06407337688983e-06	4.29280383228484e-07
chr21:35445418-35445588	0.0205133906889421	0.615127135336341	0.000121090564726194	0.00013685131105241	1.57607463262167e-05
chr21:38071438-38071612	0.0456418436366813	0.615127135336341	0.000654341384492447	0.000782073477177946	0.000127732092685498
chr21:38203579-38203776	0.0273766388655882	0.615127135336341	0.278238778129516	0.509826962282156	0.23158818415264
chr21:40454731-40454750	0.0447584480125021	0.615127135336341	-0.0566238986341399	0.943377066576079	1.00000096521022
chr21:40685628-40685941	0.0232706019926443	0.615127135336341	-0.000114720363772245	1.11733700014471e-05	0.000125893733773692
chr21:40817302-40817358	0.0340842565317516	0.615127135336341	0.00621906838132713	0.00622011785017992	1.04946885278602e-06
chr21:42539674-42539844	0.0246924965614643	0.615127135336341	0.000218406864344771	0.000250659158570427	3.22522942256561e-05
chr21:43344520-43344554	0.025593930723066	0.615127135336341	-0.242914876227317	0.612140459508884	0.855055335736202
chr21:43393828-43393876	0.0368219413684361	0.615127135336341	0.278758592815827	0.688255159954411	0.409496567138585
chr21:43429334-43429723	0.0238586946459136	0.615127135336341	0.000109904632405222	0.000158998036138376	4.90934037331541e-05
chr21:43431203-43431246	0.0280519789304937	0.615127135336341	0.000383364821960282	0.000384378691352754	1.0138693924727e-06
chr21:43460758-43460864	0.00899575447622449	0.615127135336341	0.347850864460856	0.683036940567656	0.3351860761068
chr21:43468083-43468153	6.92534728002119e-07	0.00453732772216342	0.415448168822076	0.714724457408666	0.29927628858659
chr21:43934247-43934747	0.0112588177126012	0.615127135336341	0.000576922261735476	0.00067473566782052	9.78134060850444e-05
chr21:44375896-44375929	0.0209051129689699	0.615127135336341	-0.139026736651892	0.814214913520768	0.95324165017266
chr21:44484710-44484768	9.25006615237699e-05	0.0713672295423191	0.296335197611903	0.576793690299076	0.280458492687173
chr21:44819099-44819122	0.0160748995424321	0.615127135336341	0.127288658505608	0.15016085571835	0.0228721972127421
chr21:44819374-44819431	0.0172943095332784	0.615127135336341	0.0994242702283212	0.102203243263036	0.00277897303471525
chr21:45195817-45195887	0.0268197336218294	0.615127135336341	0.002228495421237	0.00256267256256185	0.000334177141324843
chr21:45209354-45209450	0.0453481504147453	0.615127135336341	0.000173357637326243	0.000174524527880621	1.16689055437796e-06
chr21:45284555-45284713	0.0393040336577154	0.615127135336341	0.00521395374095326	0.00521486177835747	9.08037404216572e-07
chr21:45349461-45349468	0.0305647797887516	0.615127135336341	0.31514801346178	0.687371270978491	0.372223257516711
chr21:45431668-45432099	0.0490322429680586	0.615127135336341	0.000150343536920454	0.000219728161508814	6.93846245883597e-05
chr21:45553931-45553943	0.0138539019079563	0.615127135336341	6.59055033583982e-07	1.64422095075325e-06	9.85165917169266e-07
chr21:45586041-45586072	0.000832421359588066	0.230194235260371	0.338502266304263	0.543743560683521	0.205241294379259
chr21:45719770-45719858	0.0196570111752915	0.615127135336341	0.00233742545165115	0.0027496867316477	0.00041226127999655
chr21:45858846-45858858	0.0180235576639782	0.615127135336341	0.26357907324342	0.472966269107303	0.209387195863884
chr21:46238097-46238109	0.0305799620953083	0.615127135336341	6.15196729559461e-07	1.36638810020598e-06	7.51191370646516e-07
chr21:46238126-46238138	0.0362742350420647	0.615127135336341	6.66396602552474e-07	1.1967906496539e-06	5.30394047101424e-07
chr21:46314406-46314612	0.0016575533837088	0.329856996146331	0.39632343834665	0.892157862653592	0.495834424306941
chr21:46378549-46378602	0.0340055003777208	0.615127135336341	0.185929541689814	0.61324854585597	0.427319004166156
chr21:46777516-46777526	0.0353013761386433	0.615127135336341	0.153963528590345	0.461555081905344	0.307591553314999
chr21:47011068-47011084	0.0312542634108661	0.615127135336341	0.0172410934861573	0.0172424514616894	1.35797553207463e-06
chr21:47062487-47062505	0.0184741508557591	0.615127135336341	0.00193115160188049	0.00193208126511244	9.29663231958004e-07
chr21:47295163-47295170	0.0125361989241405	0.615127135336341	0.315846381000803	0.457822491885096	0.141976110884293
chr21:47394124-47394217	0.0174273447323756	0.615127135336341	0.00014159503543852	0.000142799050653545	1.20401521502501e-06
chr21:47604676-47604897	0.0135597094334342	0.615127135336341	0.169232966707122	0.188757666728339	0.0195247000212173
chr21:47717712-47717728	0.00586254031726498	0.615127135336341	8.84882326759018e-07	1.40540049046236e-06	5.20518163703341e-07
chr21:47742974-47742983	0.0437173415012313	0.615127135336341	0.00382589219673927	0.0038272607223696	1.36852563032492e-06
chr21:47744933-47745216	0.0322264163439964	0.615127135336341	0.000109498400999811	0.000139299841675548	2.98014406757377e-05
chr21:48087535-48087588	0.0367134300628682	0.615127135336341	0.00440874933109543	0.00440963364498743	8.84313892003819e-07
chr22:17652804-17652914	0.0209921396721971	0.615127135336341	0.00666756504149878	0.00955297994404521	0.00288541490254642
chr22:18339727-18339924	5.53770075731295e-06	0.0152149221484715	0.511291392470006	0.998413813000034	0.487122420530029
chr22:18435907-18436109	0.0156276346501794	0.615127135336341	0.295332529003651	0.90926006136875	0.613927532365099
chr22:18458792-18458860	0.0120072682332267	0.615127135336341	0.253710556663501	0.63541738317701	0.381706826513509
chr22:18463645-18463685	0.0434920672592727	0.615127135336341	0.146370354688611	0.164021947937075	0.0176515932484643
chr22:19466670-19466685	0.0254173877209093	0.615127135336341	6.99444633371773e-07	1.62204526882781e-06	9.22600635456033e-07
chr22:19710016-19710046	0.0184905845566045	0.615127135336341	-0.18811917082544	0.447316003831262	0.635435174656701
chr22:19711226-19711256	0.0109236722691969	0.615127135336341	0.0303459567082384	0.0331240881794952	0.0027781314712568
chr22:19748755-19748797	0.0382566587879457	0.615127135336341	0.00181483563165773	0.00181614088583598	1.30525417825502e-06
chr22:20078423-20078510	0.0170621014740023	0.615127135336341	0.107975279620254	0.142811109974663	0.0348358303544086
chr22:20088453-20088632	1.01774642250709e-05	0.021671129011049	0.38863165462868	0.522655593240468	0.134023938611788
chr22:20118593-20118608	0.0264062349917557	0.615127135336341	0.0117723654273321	0.0117732521291953	8.86701863216013e-07
chr22:20142898-20142928	0.00463667753994948	0.568237224179299	0.256238641253658	0.349825387362071	0.0935867461084134
chr22:20217692-20217797	0.00016427375481252	0.0926601888652101	0.398548865726572	0.757159058132817	0.358610192406245
chr22:20225275-20225384	0.00475489827692614	0.570656760837822	0.258361535411513	0.441998361167816	0.183636825756302
chr22:20237221-20237246	0.0424370849095808	0.615127135336341	0.196072963906121	0.647791414240364	0.451718450334243
chr22:20784083-20784097	0.000494139767078571	0.17033326287994	0.118659669973404	0.142713648120767	0.0240539781473627
chr22:20790781-20790836	0.0470804142747236	0.615127135336341	0.000691732474571279	0.000692558546921623	8.26072350344045e-07
chr22:21037346-21037421	0.00109047759184303	0.270859050395701	-0.372509441338483	0.377491495830643	0.750000937169126
chr22:21145297-21145319	0.0309735094107263	0.615127135336341	0.276406643388817	0.730719907043787	0.45431326365497
chr22:21977983-21978037	0.0139005738481735	0.615127135336341	0.300625315662384	0.908889798698075	0.608264483035691
chr22:22006133-22006163	0.0144522994972369	0.615127135336341	-8.54892787214227e-07	4.03066627248915e-07	1.25795941446314e-06
chr22:22711752-22711819	0.00898479454132281	0.615127135336341	-9.3254739058201e-07	4.11156278471689e-07	1.3437036690537e-06
chr22:23624016-23624200	0.0239565153594022	0.615127135336341	0.130295843052425	0.13095339479985	0.000657551747425702
chr22:24129040-24129111	0.0174865393748231	0.615127135336341	7.05881956591164e-07	1.22107131472186e-06	5.15189358130697e-07
chr22:24135232-24135429	0.0240789427734336	0.615127135336341	0.35314188325651	0.941177532624965	0.588035649368455
chr22:24199940-24199975	0.0161609510493046	0.615127135336341	-8.87989220793663e-07	6.43469039095135e-07	1.5314582598888e-06
chr22:24304088-24304221	0.0114828998043125	0.615127135336341	0.135938356663767	0.216815248010831	0.0808768913470634
chr22:24406288-24406445	0.0111632442974291	0.615127135336341	0.357143052480536	0.86333430050366	0.506191248023124
chr22:24572691-24572727	0.0126455457610682	0.615127135336341	0.367107776709468	0.576985089367888	0.209877312658419
chr22:25349416-25349431	0.0161824338048416	0.615127135336341	0.00140468609950781	0.00140554739271214	8.6129320433196e-07
chr22:25791862-25792002	0.0347819770350405	0.615127135336341	0.257427245257954	0.279167330849966	0.0217400855920126
chr22:26956243-26956427	0.0177076417309241	0.615127135336341	0.22635852944142	0.37735169829333	0.15099316885191
chr22:27638216-27638291	0.00415929309540688	0.528000758994442	0.256995659780511	0.377984602637724	0.120988942857213
chr22:28194613-28194626	0.0423281651744299	0.615127135336341	0.173770041692654	0.716979666618638	0.543209624925984
chr22:28197678-28197728	0.00505235781229744	0.586813010038883	0.0136878039312505	0.013802463283016	0.000114659351765434
chr22:29319927-29319953	0.00753260530997035	0.615127135336341	0.236429909506909	0.653118430667376	0.416688521160467
chr22:29426910-29426941	0.0304018817986762	0.615127135336341	0.0176589520803216	0.0176600311553629	1.07907504129447e-06
chr22:29663893-29663900	0.0150002831908887	0.615127135336341	-7.21432307740164e-07	5.99982168068641e-07	1.32141447580881e-06
chr22:29711629-29711723	0.0476575780834096	0.615127135336341	0.000408456750021416	0.000465074454460213	5.66177044387969e-05
chr22:30662272-30662377	0.0229652122100503	0.615127135336341	0.194310397410761	0.205858427027396	0.0115480296166351
chr22:30744272-30744364	0.000403523405839608	0.152752440202564	0.313965140316106	0.444048626967029	0.130083486650923
chr22:30752658-30752704	0.0365814519227644	0.615127135336341	0.00626230379007158	0.0062633919379056	1.08814783401928e-06
chr22:30793430-30793467	0.0300676697228378	0.615127135336341	0.00498970269041349	0.00499064330098874	9.40610575243412e-07
chr22:31063893-31063919	0.02443624810508	0.615127135336341	7.82257467949242e-07	1.55442160451608e-06	7.72164136566838e-07
chr22:31365746-31365879	0.0464810154525688	0.615127135336341	0.00154636613430512	0.00172210809312076	0.000175741958815636
chr22:31472984-31473114	0.0260792236163897	0.615127135336341	0.222791071511278	0.31368412410951	0.0908930525982321
chr22:31489820-31489837	0.0342390872517321	0.615127135336341	0.160374008200782	0.622947904397914	0.462573896197132
chr22:31686558-31687359	0.0322791362928154	0.615127135336341	0.00121762115095	0.00126664366258138	4.90225116313795e-05
chr22:32599828-32599840	0.0106256198864466	0.615127135336341	0.244600081356058	0.368482462941172	0.123882381585114
chr22:35795899-35795969	0.020671315786559	0.615127135336341	-8.65764774097076e-07	8.70968120633235e-07	1.73673289473031e-06
chr22:35936192-35936221	0.0246688294694324	0.615127135336341	0.00101436108930037	0.00101557405432418	1.21296502380666e-06
chr22:36783891-36784070	0.0222469128457963	0.615127135336341	0.000422009441642588	0.000476137999292594	5.41285576500061e-05
chr22:37414188-37414199	0.00682348714322756	0.615127135336341	0.281321419386852	0.601206131921656	0.319884712534804
chr22:37419230-37419277	0.00892466634220973	0.615127135336341	0.227159293585983	0.315289880406465	0.0881305868204812
chr22:37915774-37915784	0.0397314323137467	0.615127135336341	0.00529088464067911	0.00529174188429306	8.57243613940565e-07
chr22:37942946-37942984	0.00474819757217899	0.570656760837822	-0.290365521416376	0.285865437010681	0.576230958427057
chr22:37948710-37948742	0.0391674267197851	0.615127135336341	0.230430113914803	0.604895368970739	0.374465255055936
chr22:38137235-38137341	0.0221112601242411	0.615127135336341	0.247124631093154	0.288639235980492	0.0415146048873378
chr22:38200797-38200925	0.0388920054619796	0.615127135336341	0.000581990040531066	0.000582879715299245	8.89674768178925e-07
chr22:38214962-38215003	0.00818751213345528	0.615127135336341	-0.00290238545921039	7.88476277919542e-07	0.00290317393548831
chr22:38456963-38456992	0.00035075458154678	0.142561444009579	0.383771320907777	0.723968636527184	0.340197315619408
chr22:38666736-38666926	0.0065862223174225	0.615127135336341	0.270518914223346	0.592135536676084	0.321616622452738
chr22:38864004-38864243	0.0215806324117698	0.615127135336341	0.00138035745311247	0.0014649697756101	8.46123224976339e-05
chr22:39686909-39686965	0.00167196129064599	0.331176648856257	0.276574679217033	0.473176798591037	0.196602119374004
chr22:39928406-39928437	0.0478778702654484	0.615127135336341	0.00229778899764121	0.00229876533869941	9.76341058204806e-07
chr22:40106481-40106530	0.000968124924026373	0.24765425758493	0.274760389618572	0.659713415477904	0.384953025859332
chr22:40441408-40441711	0.00159022387348946	0.321964328260919	0.000249644400661459	0.000297185056815536	4.7540656154077e-05
chr22:40450315-40450456	0.0230800244113976	0.615127135336341	0.27157555431887	0.831819402745839	0.560243848426969
chr22:40796311-40796474	0.0497273990864868	0.615127135336341	0.151837664600676	0.160171880082293	0.00833421548161674
chr22:41488825-41488852	0.0368185180761157	0.615127135336341	6.03439534423122e-07	8.60796222261545e-07	2.57356687838423e-07
chr22:41601194-41601232	0.00502840077364725	0.586813010038883	8.75789495153064e-07	1.45527015792716e-06	5.79480662774095e-07
chr22:41681989-41682384	0.0464521634261134	0.615127135336341	-0.000153582859198301	6.16614334105843e-05	0.000215244292608885
chr22:41841465-41841593	0.0473562857072684	0.615127135336341	-0.000480994829114214	1.09814609353635e-06	0.00048209297520775
chr22:41865358-41865441	0.0444357969550658	0.615127135336341	0.000208875596350632	0.000209549415465244	6.73819114612398e-07
chr22:42466700-42466734	0.00125965927572359	0.290871209640655	-1.0208501940008e-06	9.71858341773275e-07	1.99270853577407e-06
chr22:42815670-42815693	0.0220572349050958	0.615127135336341	0.289047248910775	0.47952489514177	0.190477646230995
chr22:43539224-43539501	0.0234272884132691	0.615127135336341	0.000187008423998427	0.000232939600821223	4.59311768227958e-05
chr22:43739698-43739765	0.0317915856940409	0.615127135336341	0.00405362454700436	0.00440807506743547	0.000354450520431112
chr22:44258131-44258167	0.0303436806920123	0.615127135336341	0.00218706041720641	0.00253498165193728	0.000347921234730872
chr22:44759490-44759513	0.000908463363934363	0.239555882651336	0.314539856211786	0.443622249105804	0.129082392894017
chr22:45125702-45125746	0.0172209535652037	0.615127135336341	0.241524620909173	0.2882029726918	0.0466783517826266
chr22:45406122-45406162	0.0344860162097357	0.615127135336341	0.00075140949598018	0.000752333028232521	9.23532252340783e-07
chr22:45838391-45838556	0.00451604760895283	0.559891299850567	0.416034617056714	0.686869448208879	0.270834831152165
chr22:45899577-45899624	0.0034501804733078	0.47937936461314	0.275837980709271	0.601713639822575	0.325875659113303
chr22:45914779-45914836	0.00272585358351565	0.430991263514403	0.201229142433021	0.3922915084399	0.191062366006879
chr22:46403725-46403767	0.0426104769420053	0.615127135336341	0.162701952622949	0.618310428107411	0.455608475484462
chr22:46409285-46409760	0.0180603730746892	0.615127135336341	0.00223365185957428	0.00246797693992294	0.00023432508034866
chr22:46471603-46471817	0.0248999251795867	0.615127135336341	0.257042698150226	0.439723301492927	0.182680603342701
chr22:46472450-46472512	0.00655198288030467	0.615127135336341	0.320326335474094	0.836372040242128	0.516045704768034
chr22:46474388-46474425	0.00565444516404902	0.615127135336341	0.343379926426919	0.613346606600798	0.269966680173878
chr22:46474543-46474658	0.0335034598964177	0.615127135336341	0.200452391652112	0.671699707890615	0.471247316238502
chr22:46475686-46475868	2.52281338832737e-05	0.0335743101131261	0.318539500492167	0.624665785018411	0.306126284526244
chr22:46476250-46476464	0.000429638892114592	0.159102753730766	0.22909756154491	0.535943537827857	0.306845976282947
chr22:46481065-46481176	0.00140659633609347	0.30501915182959	0.251527041207625	0.641184033692156	0.389656992484532
chr22:46484636-46484829	0.0411329817827828	0.615127135336341	0.132214404884113	0.384489852540818	0.252275447656705
chr22:46500193-46500198	0.0358472733507888	0.615127135336341	-0.135030462554653	0.864970278472083	1.00000074102674
chr22:46503205-46503243	0.028702496086687	0.615127135336341	0.177486093060703	0.521676530516648	0.344190437455944
chr22:46503404-46503416	0.0415143489571076	0.615127135336341	0.194099130960953	0.319100386178153	0.1250012552172
chr22:46528609-46528707	0.0183074777945794	0.615127135336341	0.227805683743156	0.722923900388404	0.495118216645248
chr22:46592321-46592423	0.000205471753418244	0.103610369436546	0.39308001966023	0.710829825303624	0.317749805643394
chr22:46662829-46662893	8.94004768921091e-05	0.0703010886207148	0.457584097871425	0.87777917774927	0.420195079877845
chr22:46849063-46849115	0.00390606944181438	0.51336455145411	0.360450925945509	0.540722981564424	0.180272055618914
chr22:47202103-47202328	0.00918986526898128	0.615127135336341	-0.362345270700371	0.554321957466834	0.916667228167205
chr22:47338087-47338308	0.0322947784808696	0.615127135336341	0.319920094175415	0.573889833777083	0.253969739601668
chr22:49002924-49002939	0.0470032228795466	0.615127135336341	0.170831103064532	0.554712064095925	0.383880961031393
chr22:50064452-50064622	0.0423458081710442	0.615127135336341	0.0210595179522052	0.0282087127921852	0.00714919483998004
chr22:50242598-50242617	9.28537573965643e-06	0.0213644226034562	0.0182062485703399	0.0182072576302332	1.00905989331518e-06
chr22:50319734-50319783	0.033076114034443	0.615127135336341	0.0649076702064373	0.0801444770553316	0.0152368068488943
chr22:50968730-50968747	0.0330322460822266	0.615127135336341	0.0251071012134756	0.0251078879045916	7.86691115948343e-07
chr22:50982828-50982868	0.0291888199403806	0.615127135336341	5.59367721682989e-07	1.61412285088226e-06	1.05475512919927e-06
chr22:50985445-50985456	0.0135447991934646	0.615127135336341	-0.245860384197636	0.477646256251531	0.723506640449168
chr22:51113688-51113693	0.0370058073914666	0.615127135336341	0.0499999872844219	0.0500010153621896	1.02807776770402e-06
chr22:51135474-51135632	0.0237322861910565	0.615127135336341	0.23484455710966	0.632614004300074	0.397769447190414
chr22:51136249-51136369	0.00421731966960524	0.533732196462537	0.210577859624347	0.548706169883582	0.338128310259235
chr22:51158593-51158646	0.000150942508326653	0.0892793490396251	0.28429687337837	0.812296513621345	0.527999640242975
chr22:51158990-51159182	0.0364395445015972	0.615127135336341	0.124895850383348	0.832236725639482	0.707340875256134
chr22:51159274-51159315	0.016583980153914	0.615127135336341	0.23742061556498	0.506427119257301	0.269006503692321
chr2:100938149-100938179	0.0392350533716176	0.615127135336341	0.00617287182527571	0.00617381002469043	9.38199414721782e-07
chr2:101678077-101678140	0.00414053016120133	0.528000758994442	0.294665107850091	0.693162198199435	0.398497090349344
chr2:102398482-102398670	0.00126015845816634	0.290871209640655	0.398158442151443	0.642362290411733	0.24420384826029
chr2:10263123-10263279	0.00569884078095605	0.615127135336341	0.00169598691289371	0.002104791565808	0.000408804652914297
chr2:102972364-102972426	0.0189668646700827	0.615127135336341	0.00270719277420098	0.00287178129525336	0.000164588521052379
chr2:10336870-10336923	0.0189813174667282	0.615127135336341	0.241313925359771	0.688272739350842	0.446958813991071
chr2:10407735-10407858	0.000135546249802422	0.0830696059936616	0.356870239295872	0.576073914516039	0.219203675220167
chr2:10511129-10511346	0.0256449712582637	0.615127135336341	0.209275580173758	0.373556439203934	0.164280859030175
chr2:105484056-105484070	0.049460278678126	0.615127135336341	-0.00161930749950253	6.85931076627411e-07	0.00161999343057916
chr2:106467586-106467705	0.000503424767308187	0.170656856900136	0.310514721036417	0.422528581321949	0.112013860285532
chr2:108918022-108918133	0.0431475045517811	0.615127135336341	-0.197222620618185	0.777778468502049	0.975001089120234
chr2:109196275-109196451	0.0150794103865227	0.615127135336341	0.147580502468367	0.198422755885917	0.0508422534175493
chr2:109589242-109589262	0.0271042548834276	0.615127135336341	0.307108194370865	0.565278803378213	0.258170609007348
chr2:109745823-109746079	0.0497613729184521	0.615127135336341	0.00138966402219273	0.0014445065132738	5.4842491081065e-05
chr2:109764349-109764517	0.000237948552361675	0.113956227895917	0.461098684920106	0.858214987707539	0.397116302787433
chr2:109788225-109788401	0.0105534924847536	0.615127135336341	0.285350865506115	0.789148191834708	0.503797326328593
chr2:109830218-109830453	0.0356368917290259	0.615127135336341	0.151482152925672	0.15773114157248	0.00624898864680849
chr2:110538859-110538950	0.00148486224149571	0.309975911016947	0.472825481442532	0.687075155624542	0.21424967418201
chr2:11059318-11059332	9.63595434863947e-05	0.0713672295423191	0.468545214530166	0.535675669207427	0.067130454677262
chr2:110798982-110799018	0.000408505723925578	0.153858493487257	0.431524236886557	0.623142182660263	0.191617945773706
chr2:111140876-111140902	0.00768396723882702	0.615127135336341	0.245663624463867	0.454271402766841	0.208607778302974
chr2:111141088-111141147	0.0273138766992839	0.615127135336341	0.23773033750823	0.669599849514474	0.431869512006244
chr2:111435624-111435635	0.0354416559754374	0.615127135336341	-0.0034227590761828	1.00512283923847e-06	0.00342376419902204
chr2:111705849-111705864	0.00277243526820094	0.43194372963997	0.413554551806316	0.787315450409002	0.373760898602686
chr2:113993391-113993503	0.0241873639300051	0.615127135336341	-0.191529905895998	0.441204938070518	0.632734843966516
chr2:115419530-115419538	0.0101455686890439	0.615127135336341	0.209851557679771	0.209852704303681	1.14662391008266e-06
chr2:115419739-115419748	0.0121758748649278	0.615127135336341	0.218338214139035	0.227054145106805	0.00871593096776993
chr2:115420050-115420057	0.0335625475345855	0.615127135336341	-0.190878603247268	0.0275145712433427	0.218393174490611
chr2:120124425-120124468	0.0474303755404414	0.615127135336341	0.000201241811219499	0.000202229367055048	9.87555835549227e-07
chr2:120301925-120301952	0.0399055377106707	0.615127135336341	0.0123548066482251	0.0123555297486418	7.23100416693344e-07
chr2:121102906-121103245	0.0213313042772257	0.615127135336341	0.000154035830375696	0.000241792613673279	8.77567832975836e-05
chr2:121324343-121324386	0.0312190018627767	0.615127135336341	0.250279108080913	0.611000497172962	0.36072138909205
chr2:121455443-121455514	0.000720855353913032	0.213928268497682	0.52872566597472	0.648215320424489	0.119489654449769
chr2:121493530-121493767	0.043787596646728	0.615127135336341	0.000158680649478843	0.000224235557208048	6.55549077292048e-05
chr2:122660788-122660805	0.00641499822411457	0.615127135336341	0.237321004282865	0.599648361904861	0.362327357621996
chr2:128158905-128158910	0.0253042804496563	0.615127135336341	-0.0644103894374055	0.925559722630377	0.989970112067783
chr2:128333986-128333996	0.014949346032198	0.615127135336341	0.260908346862748	0.515631901824335	0.254723554961587
chr2:128441413-128441426	0.0363963489737218	0.615127135336341	0.297619205009599	0.516667816103399	0.2190486110938
chr2:128568771-128568864	0.0480240312443202	0.615127135336341	5.84886489148555e-07	1.12344908909663e-06	5.38562599948076e-07
chr2:128784695-128784815	0.0219841399788153	0.615127135336341	0.000186797533175875	0.000204267889992339	1.74703568164648e-05
chr2:131100451-131100994	0.018666381645023	0.615127135336341	0.000221604838783869	0.000262433379842047	4.08285410581777e-05
chr2:131884046-131884268	0.0479012351597608	0.615127135336341	0.232773168449556	0.848303353939859	0.615530185490303
chr2:132276678-132276698	0.0184021979793781	0.615127135336341	0.272798582529416	0.746883182424143	0.474084599894727
chr2:136289619-136289688	0.0167742700391334	0.615127135336341	8.45902827785564e-07	1.33642774805619e-06	4.90524920270625e-07
chr2:136783295-136783316	0.0361994602440426	0.615127135336341	0.126353080861187	0.12951207061429	0.00315898975310324
chr2:139544481-139544502	0.00906707489795782	0.615127135336341	0.141121391288991	0.197183129387616	0.0560617380986254
chr2:14772597-14772602	0.0264625572957193	0.615127135336341	-0.013383574646271	4.0211298180476e-07	0.0133839767592528
chr2:152146225-152146315	0.022226811620202	0.615127135336341	-6.53524290474593e-07	7.27460946896628e-07	1.38098523737122e-06
chr2:153574501-153574896	0.0416108889672402	0.615127135336341	-0.000222477580086561	7.71433290854768e-07	0.000223249013377415
chr2:157198343-157198429	0.0127967340889611	0.615127135336341	8.78483123624781e-07	1.62820686031779e-06	7.49723736693012e-07
chr2:158733042-158733176	0.042945502227862	0.615127135336341	5.69594899226276e-07	1.32390867581368e-06	7.54313776587407e-07
chr2:159825142-159825753	0.0156358977988824	0.615127135336341	0.000223114262170561	0.000301449178232389	7.83349160618287e-05
chr2:162930747-162930783	0.0129784045179373	0.615127135336341	7.38772799882287e-07	1.33954773356207e-06	6.0077493367978e-07
chr2:165811803-165811815	0.0458555796531795	0.615127135336341	0.117046101569322	0.126158577836693	0.00911247626737088
chr2:169102914-169103429	0.0378543835739233	0.615127135336341	0.000220417221858206	0.000370503057070439	0.000150085835212233
chr2:169313404-169313784	0.0146302177023268	0.615127135336341	0.000315069871582968	0.000331040442098601	1.59705705156327e-05
chr2:171785474-171785596	0.0235161094286371	0.615127135336341	0.281041211233283	0.28140568467325	0.000364473439967312
chr2:171785625-171786066	0.026711350745135	0.615127135336341	0.000156944883204001	0.000188360216147171	3.14153329431701e-05
chr2:172349229-172349335	6.02629523339198e-05	0.0583270049901926	0.601389156063377	1.0000014856557	0.398612329592327
chr2:172379314-172379445	0.0410287588934434	0.615127135336341	-0.000375977907702606	7.76153406778183e-07	0.000376754061109384
chr2:172379688-172379764	0.0176082310539355	0.615127135336341	7.38638428551215e-07	1.11814479300297e-06	3.79506364451758e-07
chr2:172543938-172543983	0.016296865864762	0.615127135336341	6.97619678530615e-07	1.18647058666872e-06	4.88850908138101e-07
chr2:172778861-172778903	0.0381434523807861	0.615127135336341	7.94906253869212e-07	1.56232682592317e-06	7.67420572053957e-07
chr2:172965183-172965209	0.0190334487994187	0.615127135336341	0.0146088116378531	0.0146093911150743	5.79477221232453e-07
chr2:173330367-173330386	0.000499962613973736	0.17033326287994	-0.382555087862473	0.532584752704579	0.915139840567052
chr2:174890706-174890742	1.10337955404674e-06	0.00494621825035912	0.355827624399443	0.858659480085776	0.502831855686332
chr2:175406477-175406564	0.0427593074596968	0.615127135336341	0.17251505569664	1.00000110482778	0.827486049131143
chr2:175739843-175739897	0.00829217742713436	0.615127135336341	0.229239842334837	0.865278980082965	0.636039137748128
chr2:176032512-176032538	0.0493751700753508	0.615127135336341	5.43061172115943e-07	1.02255284557144e-06	4.79491673455498e-07
chr2:176033147-176033521	0.00688951504282043	0.615127135336341	0.00207101132890839	0.00220034365314911	0.00012933232424072
chr2:17699619-17699745	0.0212311717377937	0.615127135336341	0.00035600658229486	0.000356915283665904	9.08701371043844e-07
chr2:177016575-177016594	0.0450180399410509	0.615127135336341	0.0508255451678574	0.054803863646776	0.0039783184789186
chr2:177017269-177017299	0.0450533416171248	0.615127135336341	0.0690340698504091	0.0701926385561087	0.00115856870569956
chr2:177053028-177053054	0.0279739970351658	0.615127135336341	-0.0169400845589437	7.73139056096664e-07	0.0169408576979998
chr2:178129231-178129364	0.0253621459735502	0.615127135336341	0.00415587233489057	0.00439778329426862	0.000241910959378051
chr2:17824690-17824773	0.00598052791306343	0.615127135336341	0.313925098015051	0.55981013120091	0.245885033185859
chr2:178977782-178977817	0.0464624646591312	0.615127135336341	0.00109669933692274	0.00109809492476475	1.39558784201268e-06
chr2:179315195-179315632	0.0444915597657454	0.615127135336341	0.000169938085933161	0.000252942924462918	8.30048385297571e-05
chr2:18060514-18060568	0.0446099721084396	0.615127135336341	0.00074731458348048	0.000748205667189007	8.91083708527415e-07
chr2:180725759-180725781	0.0361083030462788	0.615127135336341	0.0217682431854955	0.0235053180261502	0.00173707484065471
chr2:183902714-183902763	0.0275513844744268	0.615127135336341	0.000792592100304885	0.00079340523033351	8.1313002862498e-07
chr2:187482101-187482154	0.000492317248043115	0.17033326287994	0.247952711276161	0.475431587074222	0.227478875798061
