	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCT	PCT	PCT	PCT	PCT	NPT	NPT	NPT	WB	WB	WB	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT
chr6:101849580-101849719	NA	0	0	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0.0555555555555556	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	1	NA	NA	NA	0.0208333333333333	0.0289855072463768	0.0871794871794872	0.0178571428571429	0.00285714285714286	0.00694444444444444	0	0	0	0	0	0	0	0	0.0555555555555556	0.215277777777778	0.0144927536231884	0	0	0.0166666666666667	0.146537842190016	0.0175438596491228	NA	0	0.0256410256410256	0.0912698412698413	0.0333333333333333	0.106837606837607	0.0256410256410256	0.0256410256410256	0.0907407407407407	0.114177489177489	0.0372742200328407	0.0861079219288174	0.0714714714714715	0.0175438596491228	0.129156010230179	0	0	0.0626102292768959	0.183333333333333	0.0643010752688172	0.0277777777777778	NA	NA	0.0137931034482759	NA	0.150793650793651	0.05	NA	0.0277777777777778	NA	NA
chr8:1113661-1113676	0	0	0	NA	0	0	0	0	0	0	NA	NA	0	0	NA	1	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0.177777777777778	0	0	0	0	1	0	0	1	0	0	0.0129935032483758	0.062202380952381	0	0.0136612021857923	NA	0	NA	0.00925925925925926	0	0	0	0.00198412698412698	0.00520833333333333	0	0.00308641975308642	0	0	0.00254452926208651	0.00303030303030303	0.00308641975308642	0.136706349206349	0	0	0	0	NA	0.0202821869488536	0.0592592592592593	0.0087719298245614	0.0759600311640524	0.0220790033020352	0.0325256977817162	0.0193121693121693	0.00326797385620915	0.0532388663967611	0.0442560313249968	0.00282485875706215	0	0.00520833333333333	NA	0.0230397621701969	NA	NA	0.063301282051282	NA	0.0425	0.0196078431372549	NA	NA	1	0
chr10:43600517-43600521	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	0	NA	0.5	NA	0	NA	NA	0	0.5	1	0	0.0277777777777778	NA	NA	0.0277777777777778	0.0746310634637019	0.00427350427350427	0	0	0	0	0	0	0	0.037037037037037	NA	0	0	0	0	0.327777777777778	0	0.0104993386243386	0.00666666666666667	0	0	0	NA	0	0	0	0.513888888888889	0	0	0	0.00231481481481481	0.00144927536231884	0.0947712418300654	0.00260416666666667	0.003584229390681	0.0325268817204301	0.00354609929078014	0.0240221088435374	0	0.0347640871966626	0.00396825396825397	0	0	NA	0	NA	NA	0	0	NA	0
chr6:127840085-127840121	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	NA	NA	0	0	0	NA	0	0	NA	NA	NA	0	0.5	NA	NA	0	0	NA	NA	1	NA	NA	NA	0	0.00793650793650794	0.0122100122100122	0.125578703703704	0.0133333333333333	0	0	NA	0	NA	0	0	0	0.0072463768115942	0.00980392156862745	0	0.00273224043715847	0.0072463768115942	0	0.143501947277189	0.0178571428571429	0.0181818181818182	NA	0.0111111111111111	0.00490196078431373	0.0411706349206349	0.0277777777777778	0.00704225352112676	0.0128205128205128	0.200595238095238	0.025	0.00819672131147541	0.00248756218905473	0.066386311775656	0.0155038759689922	0.127612464054358	0.00432900432900433	0.0169082125603865	0.00813008130081301	0.00260416666666667	0.036231884057971	0.135416666666667	0.118799804846316	NA	NA	0	NA	0.0111111111111111	0	NA	0.0104166666666667	NA	NA
chr10:133109738-133109756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	1	0	NA	1	NA	NA	0	0.0133333333333333	0.00595238095238095	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0.00529100529100529	0	0	0.0578703703703704	0	NA	0.0138888888888889	0.0208333333333333	0	0	0	1	0.0217391304347826	0.00350877192982456	0.0143892339544513	0.02	0.00833333333333333	0.0072463768115942	0	0	0	0	0	0	0	0	NA	0	NA	NA	0	0	NA	NA
chr7:96647116-96647287	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.5	NA	0	0	0	NA	0	NA	1	0	NA	NA	0	0	0.0138888888888889	0.0119047619047619	0	0.0277777777777778	0	0	0	0.0128205128205128	0	0	0	0.0308542892812556	0.00555555555555556	0.0347826086956522	0.00225225225225225	0.00314465408805031	0	0.00813008130081301	0.023015873015873	0.0181481481481481	0.032258064516129	0.0104166666666667	0.0293359123146357	0.119462098185502	0.00833333333333333	NA	0.00980392156862745	0.0161290322580645	0.126225490196078	0.0281746031746032	0.00839328537170264	0.0206489675516224	0.00833333333333333	0.0130208333333333	0.00617283950617284	0.00193798449612403	0.008	0.00543478260869565	0.0111111111111111	0.00608272506082725	0.0303605313092979	0.0692307692307692	0.106442577030812	NA	NA	NA	NA	NA	NA	NA	0
chr17:35078834-35078849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	1	NA	NA	NA	NA	0	0.00354609929078014	0	0	0.00617283950617284	0	0	0	0	0	0	NA	0	0	0.00694444444444444	0.00416666666666667	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0.00132275132275132	0.00191570881226054	0.00277777777777778	0	0.00175438596491228	0	0	0	0.0185185185185185	NA	0.0515873015873016	0	0	0	0	NA	NA	NA	0	NA	0
chr20:58509266-58509346	0	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	0	0	1	0	NA	0	NA	0	0	0	0	0.5	NA	NA	0	NA	0	0	NA	0	0	1	0	0	1	0	0	0.0019047619047619	0.00838744588744589	0.00257400257400257	0.0104655171170392	0	0	0	0	0	0	0	0.0010465724751439	0.00208333333333333	0.00238095238095238	0	0.0010351966873706	0.00116144018583043	0	0	0.00340136054421769	0	0	0.000933706816059757	0.00105820105820106	0	0.00339201417197613	0	0	0	0	0.000732600732600733	0.000890075656430797	0.000436871996505024	0.00257262117727234	0	0.000661375661375661	0.000496031746031746	0	0	0	0.00717434759987952	NA	0.0148148148148148	NA	NA	0	0.00266666666666667	0.00303030303030303	NA	NA	NA
chr4:66535193-66535202	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	0.00462962962962963	0.00256410256410256	0.126190476190476	0.096031746031746	0.00520833333333333	0	0.0277777777777778	0	0	0	0	0	0	0	0.0249554367201426	0.00256410256410256	0.00694444444444444	0	0	0.0101010101010101	0	0	0	0	0.00347222222222222	0.0274193548387097	NA	0	NA	0.00757575757575758	0.00268817204301075	0	0	0.0036231884057971	0.00462962962962963	0.0133385899204941	0	0	0	0.00775193798449612	0.0102378801565793	0.00378787878787879	0	NA	0	0	0	0	NA	NA	NA	0
chr2:64872372-64872396	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	0.00173913043478261	0.155357142857143	0.0730794295310424	0.00240963855421687	0	0	0	0	0.00769230769230769	0	0	0	0	0.00955537144435239	0	0	0.00147058823529412	0	0	0	NA	0	0.00178571428571429	0.00136986301369863	0	NA	0	0.00163934426229508	0	0.000763358778625954	0.019097374241479	0.0415892066978386	0	0.000840336134453781	0	0.0319646664636004	0.041476401179941	0.000961538461538462	0	NA	0	NA	NA	0	0	NA	0.00476190476190476	0	0	0	NA
chr2:1748473-1748519	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0.0136054421768707	0	0	0	0.00529100529100529	0	NA	0	NA	0	NA	NA	NA	0	0	0	0	NA	0	0	NA	NA	0	NA	NA	0	NA	1	NA	0	0.00328407224958949	0.0646779784710819	0.00113378684807256	0.000755857898715041	0	0	0	0.00280112044817927	0.048484306003103	0	0	0.00105820105820106	0.00158730158730159	0.00216450216450216	0.000506585612968592	0	0	0.00193573364305072	0	0.0017636684303351	NA	0	0.0122655122655123	0	0.0267283593599383	NA	0	0.00280112044817927	0	0.000710732054015636	0	0.000248015873015873	0	0.00378028404344194	0.0018796992481203	0.000425170068027211	0.00090702947845805	0	0.0666950126405926	NA	0.00529100529100529	NA	NA	0	0.00148809523809524	NA	0.00579710144927536	0	0	0	NA
chr11:73358689-73358709	NA	0	NA	NA	0	0	NA	NA	0	NA	0	NA	0	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	0	NA	NA	0	0	0	0	NA	0	NA	1	NA	0	NA	NA	NA	0	0.00314465408805031	0	0	0	0	0	0	0	0.0529411764705882	0	0	0.0163978494623656	0	0.00694444444444444	0.00256410256410256	0.0053763440860215	0	0	0.00427350427350427	0.00602409638554217	0.00476190476190476	0	0	0	0.0053763440860215	0.00757575757575758	0	0	0	0	0	0.00305810397553517	0	0.00256410256410256	0.00555555555555556	0	0	0	0	0.00280112044817927	0.00416666666666667	NA	NA	0.0101010101010101	NA	0	0	NA	0	0	NA
chr2:239149652-239149663	NA	0	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	NA	0	0	1	NA	NA	NA	NA	NA	0	0	0.0123456790123457	0.00340136054421769	0	0	0	NA	0	0.0555555555555556	0	0.0277777777777778	0.00320512820512821	0	0	0.00326797385620915	0	0	0.037289505966321	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.00200803212851406	0.00546448087431694	0	0	0	NA	0	NA	NA	0.00387596899224806	0	NA	0	0	0	NA	NA
chr5:9545750-9545825	NA	0	NA	0	0	NA	NA	0	NA	NA	0	0	0	NA	0	0	0	0	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	0	1	NA	0	0	0	0.0256410256410256	0	0	0	0	0	0.0208333333333333	0.0833333333333333	0	NA	0.00490196078431373	0	0	0	0.00925925925925926	0	0.0065359477124183	0	0.00462962962962963	0	0	NA	0	0	0	0	0	0.0277777777777778	0	0.00185185185185185	0	0	0.0040650406504065	0	0	0	0	0.0104166666666667	0	0	NA	0	0	0	0	NA	0.0416666666666667	0	NA	NA
chr6:166580949-166580960	0.166666666666667	0.01	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0	NA	0	NA	1	NA	NA	NA	0	0	0	0.00909090909090909	0.00357142857142857	0	0	0	0	0.025	NA	0	NA	0	0	0	0	0	0	0.00169491525423729	0.00208333333333333	0.00105263157894737	NA	0	0	0	0.0037037037037037	0	0	0.0027027027027027	0.0157575757575758	0	0.00164835164835165	0.00735492577597841	0.00787878787878788	0.00224719101123595	0.00214285714285714	0.0212197606315253	0.00338983050847458	0.0012987012987013	0.00263157894736842	0.000740740740740741	0	NA	NA	0.0012987012987013	NA	0	0	NA	0	NA	NA
chr1:11539743-11539825	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	0	0	1	0	NA	1	0	NA	NA	0	0	0.02	0.00882352941176471	0.00285714285714286	0	0	0	0	NA	0	0	0	0.0025	0	0	0.0037037037037037	0	0	0.00410958904109589	0.0032258064516129	0.00606060606060606	0.002	0.00384615384615385	NA	0	0.0208333333333333	NA	0	0	0	0	0.00153846153846154	0	0	0.0015625	0.00392156862745098	0.00188679245283019	0.00363636363636364	0.00196078431372549	0	NA	0.0037037037037037	0.0111111111111111	0.0222222222222222	0	NA	0.00769230769230769	NA	0	0	0	NA
chr8:56014556-56014644	NA	0	0	0	NA	0.0555555555555556	0	0	0	0	NA	NA	0	NA	NA	0	NA	0	0	0	NA	NA	0	NA	NA	0	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0.00416666666666667	0.00117577895355673	0.016156462585034	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0.000319284802043423	0	0.00261437908496732	0	0	0	0	0.00144300144300144	NA	0	0.00952380952380952	0	0.000744047619047619	0.00264805375702193	0.000898472596585804	0.000933706816059757	0.00118203309692671	0.00158730158730159	0	0	0	0.0020703933747412	NA	0.00077639751552795	NA	NA	0	NA	0	0.00588235294117647	NA	NA	0	0
chr2:63286930-63286937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	0	0.00490196078431373	0.00793650793650794	0	0.00520833333333333	0	0.0185185185185185	0	0	0	NA	NA	0	0	0	0	0	0	0.00292397660818713	0.0133333333333333	0	NA	0	0	0	0	NA	0	0	0.0072463768115942	0.00740740740740741	0.0053763440860215	0.0045662100456621	0.00378787878787879	0	0.00252525252525253	0	0	0.00347222222222222	0.00694444444444444	NA	0.0053763440860215	NA	NA	0	0.0119047619047619	NA	0.0072463768115942	0	0	NA	NA
chr6:1379479-1379599	NA	0	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	0	0	0.0155038759689922	0	0.0048780487804878	0.00465116279069767	0	0.0181818181818182	0	0	0	0.0151515151515152	0.0833333333333333	0.135955831608006	0.0208333333333333	0.201212121212121	0.00680272108843537	0	0	0.121175523349436	0.0128205128205128	0.0119047619047619	NA	0.0238095238095238	0.652777777777778	0.0344827586206897	0.254545454545455	0.0147058823529412	0.0350877192982456	0.037037037037037	0.0588235294117647	0.00900900900900901	0.00392156862745098	0.0768649193548387	0.0203252032520325	0.0816864295125165	0	0.0187830687830688	0.00819672131147541	0.0106382978723404	0	0.00709219858156028	0.0820707070707071	NA	NA	0.00263157894736842	NA	0	0.0277777777777778	NA	0	NA	NA
chr13:112715443-112715545	NA	0	NA	0	0	0	NA	0	0	0	NA	NA	NA	0	NA	0	0	0	0	0	0.00909090909090909	0	0	NA	NA	NA	0	NA	NA	0	0.0555555555555556	0	0	0	NA	NA	NA	1	NA	NA	NA	0	0	0.00566037735849057	0.0032520325203252	0.0226475279106858	0.00266666666666667	0.0166666666666667	0	0	0	0.0779220779220779	0	0	0.00188679245283019	0.00227272727272727	0.00476190476190476	0.00408163265306122	0	0	0.0163429054054054	0	0	0.004	0	NA	0	0.00454545454545455	0.005	0	0.0279176201372998	0.00980392156862745	0.00392156862745098	0.00357142857142857	0.00782674772036474	0	0.082967032967033	0.00138888888888889	0.00317460317460317	0.003125	0.00227272727272727	0	0.00655737704918033	0.0211822660098522	0	NA	0	0	NA	0	NA	0	0.5	0
chr5:528649-528660	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	0	0	NA	0	0	0	0	NA	0	NA	1	NA	NA	NA	NA	1	NA	NA	0	0.0087719298245614	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.0037037037037037	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.00347222222222222	0.00434782608695652	0.043327664399093	0	0.0973710317460317	0.00595238095238095	0	0	0	0	0.00203252032520325	0.00617283950617284	NA	0.466666666666667	0.0185185185185185	0	0.00416666666666667	NA	0.0416666666666667	NA	NA	NA
chr1:151811044-151811075	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0.5	NA	1	0	NA	0.218944044461286	0.323025505739391	0	0.00205128205128205	0	0.0121212121212121	0.0333333333333333	0	0	0	0.00444444444444444	0	0.000584795321637427	0.379166666666667	0.063030303030303	0.0018018018018018	0	0	0.0707680671558665	0	0.000900900900900901	0	0.00289855072463768	NA	0	0.0675285488038676	NA	0	0.00909090909090909	0	0.00160642570281125	0.00530864197530864	0.237108407420731	0	0.122557790793085	0.000529100529100529	0.000813008130081301	0.00575139146567718	0.00208333333333333	0.0501424501424501	NA	0.0877809987631416	0	0.0249084249084249	0.00465116279069767	NA	0	NA	0	0.00350877192982456	NA	NA
chr17:44899865-44899877	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	0.0277777777777778	0	0.0277777777777778	NA	0	NA	NA	NA	0.5	NA	NA	NA	0	0	0.0043859649122807	0.00416666666666667	0.0043859649122807	0	0	0	0.0111111111111111	0	0	0	0	0	0	0.00564971751412429	0.0238095238095238	0.0111111111111111	0.00383141762452107	0.00555555555555556	0.014003133568351	NA	0	NA	0	0	0	0	0	0	0.00292397660818713	0.00387596899224806	0.0195490867579909	0.0045045045045045	0	0.00183150183150183	0.0200147983721791	0.00193798449612403	0.00241545893719807	0	NA	0	0.166666666666667	0	0	0.00641025641025641	NA	NA	NA	0.0238095238095238	NA	NA
chr8:25901176-25901190	0	0	NA	NA	NA	0	0	NA	0	0.5	NA	NA	NA	NA	NA	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	NA	0	0	0	0	NA	0.5	1	0	0	0.00462962962962963	0.00284900284900285	0.021505376344086	0.0232646834477498	0.00574712643678161	0	0	0	0	0	0	0.0185185185185185	0.00171821305841924	0.00505050505050505	0.0045045045045045	0.00213675213675214	0.00416666666666667	0	0.00241545893719807	0	0	0	0	0	0	0	NA	0	0.00387596899224806	0	0.0028735632183908	0.000980392156862745	0.00318471337579618	0.00387596899224806	0.00241545893719807	0.00305810397553517	0.00245098039215686	0	0	0	NA	0	NA	NA	0.00602409638554217	NA	0.00396825396825397	0	NA	NA	0	0
chr10:118031933-118032113	NA	0	0	NA	0	0	NA	0	0	NA	0	NA	0.00185185185185185	0	0	0	0	0	NA	NA	0.000925925925925926	NA	0	NA	NA	NA	NA	0	0	0	NA	0	0	0	0	NA	NA	0.876904761904762	NA	NA	NA	0	0	0	0.00106017531390666	0	0	0.0037037037037037	0	0	0	0	0	0.0142857142857143	0.00011454753722795	0.000592592592592593	0	0	0	0.000411522633744856	0.000419843763058665	0	0.00027266530334015	0.000167084377610693	0	NA	0	0.000326797385620915	0	0	0.00056980056980057	0.000462962962962963	0.000322061191626409	0	0.000248756218905473	0	0.000217864923747277	0.000292397660818713	0	0.000455840455840456	0.00012012012012012	0.000404040404040404	0.00356142872812715	0.000213675213675214	0.00115207373271889	0.00183150183150183	NA	0.000326797385620915	NA	NA	0	0.000617283950617284	NA	0
chr18:5629764-5629815	NA	0	0	0.0555555555555556	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	0	0	0	NA	0	0	0	0	0	NA	0.0208333333333333	NA	NA	0	1	0.116666666666667	0	0	0.000843881856540084	0.00208333333333333	0.00166666666666667	0	0	0	0	0	0	0	0	0	0.00104166666666667	0.0019047619047619	0.00339447606999789	0.00155038759689922	0	0.00048661800486618	0.00119047619047619	0	0	0	0	0	0.00350877192982456	NA	0	0	0	0.00350055741360089	0.000462962962962963	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	NA	NA	0	0
chr1:70034314-70034340	0	0	0	0	0.166666666666667	NA	NA	0	0	NA	0	NA	NA	0	0	0.0833333333333333	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	1	NA	NA	0	NA	0	0.00181818181818182	0.00202020202020202	0	0	NA	0	0	0	0	0	NA	0.000555555555555556	0	0	0.000595238095238095	0	0	0.000376647834274953	0.00109289617486339	0.000843881856540084	0	0	NA	0	0	NA	0	0.00434782608695652	0	0.00305778397860714	0	0.000326797385620915	0	0	0.000490196078431373	0	0.00128205128205128	0.000854700854700855	0.00151515151515152	NA	0	0	0	0	NA	0.00170940170940171	NA	0	0	0	NA
chr19:53193685-53193750	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	0	NA	NA	0	NA	0	NA	NA	NA	0	0	NA	1	NA	NA	NA	0	0	0.000183654729109275	0	0.000419287211740042	0	0	0	0	0.00555555555555555	0	0	NA	0.000106326422115896	0	0.000296296296296296	0	0.000600600600600601	0	0	0	0.000310800310800311	NA	0	NA	0	0	0.000407747196738022	0	0.00289455376664679	0	0	9.51701165833928e-05	0	0	0	0.000100553041729512	0	0	0	0	NA	0.000174978127734033	NA	NA	0.000183654729109275	0.000888888888888889	0.000493827160493827	0.0003613369467028	0	0	NA	0
chr7:1199840-1199871	0.00274725274725275	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	0	0	0	0	0	NA	0	NA	NA	NA	0	0	1	0	1	0	NA	0	0	0.000360750360750361	0.000457875457875458	0	NA	0	0	NA	0	0	0	0.000364431486880466	0	0.00115207373271889	0	0	0	0	0	0	0.000649350649350649	0	0	0	0	NA	0	0	0	0	0.000161603102779573	0.000190985485103132	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0
chr20:55125816-55125827	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	0	0	NA	0	0	NA	0	NA	0	0	0	NA	NA	0	0	0	NA	1	NA	NA	NA	0	0.00292397660818713	0.00161812297734628	0.00617283950617284	0	0	0.0925925925925926	0	0	0	0	0	0	0	0	0	0.00282485875706215	0	0.00347222222222222	0.0012531328320802	0.00264550264550265	0.00132275132275132	0.0119047619047619	0	0.00595238095238095	0.00277777777777778	0.00238095238095238	0.00234741784037559	0	0	0	0.00343642611683849	0.00120772946859903	0	0.00374531835205993	0.00248756218905473	0.00510204081632653	0.0011037527593819	0	0.00137741046831956	0	0	0.00161812297734628	NA	0.0208333333333333	NA	NA	0	0.00952380952380952	0	NA	NA	NA
chr13:79170266-79170270	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.0277777777777778	0	0	1	0.0277777777777778	0.5	0	NA	0.0138888888888889	0.0152146245516603	0.0101010101010101	0	0	NA	NA	0	0	0	0	NA	0	0	0	0.00980392156862745	0.00925925925925926	0	0.00146198830409357	0.0072463768115942	0.00203252032520325	0	0	NA	0	0	0	0.00617283950617284	0	0	0.00333333333333333	0.00225225225225225	0.00383141762452107	0	0	0.00198412698412698	0.0244623655913979	0	0.00241545893719807	0	0	0	0	NA	0	0	NA	0	NA	0	0	0
chr19:53868451-53868463	NA	NA	0.00444444444444444	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	0	NA	NA	0	0	0.00888888888888889	NA	0	0	0.00666666666666667	NA	NA	1	0	NA	NA	NA	0	0.000466200466200466	0.00520833333333333	0	0.00156862745098039	0	0	NA	0	0	0	NA	0	0.00677248677248677	0	0.000555555555555556	0	0	0.0179667130009899	0	0.00753383905994348	NA	0	NA	0	0.00211640211640212	0	0	0.00416666666666667	0.00116959064327485	0	0.0257217259703476	0.0657232351969194	0.00103359173126615	0	0.00048661800486618	0	0	0.0035893011216566	0.291649665875541	NA	0.0599759855377378	NA	NA	0.000865800865800866	0	0.0196756756756757	0.00416666666666667	0	0	NA	NA
chr12:108169180-108169201	NA	0.0111111111111111	0	0.02	0	0	0	0	0	0	0	0	0	0.358333333333333	0	0	0	0	0	0	0.0111111111111111	0	0	0	NA	0	NA	0	0	0	0	0.0125	0.0125	0	0.0708333333333333	0	NA	1	NA	0.5	0	NA	0	0.00454545454545455	0.00416666666666667	0.00344827586206897	0	0	0	0	0	0.0166666666666667	0	NA	0.00138888888888889	0.004	0	0	0	0.005	0.00702222222222222	0	0.00801282051282051	0	0.021195652173913	0.0037037037037037	0	0	NA	0.004	0	0	0	0	0.030629664827778	0	0.00306122448979592	0.0015748031496063	0	0.00253164556962025	0.0254705439488048	0.113786217716987	0.00633572035441194	0	NA	0	0.00731707317073171	0	NA	0	0	0.0125	NA	0
chr8:132052491-132052506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.358333333333333	0.00833333333333333	0	0	0	0.00327868852459016	0	0	0.00526315789473684	0	0	0	0	NA	0.00208333333333333	0.00740740740740741	0.0331156265118529	0	0	0	0.00444976076555024	0.005	0.00204081632653061	0	0.00454545454545455	0.00526315789473684	0	0	NA	0	0.0412087912087912	0.00212765957446809	0	0.00277647058823529	0.0133495430356933	0	0.000980392156862745	0.000934579439252336	0.000793650793650794	0	0.00111111111111111	0.082504873294347	NA	0	NA	NA	0.00588235294117647	NA	0	0	NA	NA	0	NA
chr6:6004189-6004216	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	NA	NA	0	0.00980392156862745	0	0.0123456790123457	0.00628930817610063	0.00396825396825397	0	0	0	0.0208333333333333	0	0	0	0.00277777777777778	0	0	0.00297619047619048	0	0.00555555555555556	0.00241545893719807	0	0	NA	0	0.00757575757575758	0.00427350427350427	0	0	0	0	0	0.015460729746444	0.00502008032128514	0.0105807324379167	0.0053763440860215	0.00256410256410256	0.00171821305841924	0	0.0028735632183908	0.00208333333333333	0.113212719298246	0	0.00574712643678161	NA	NA	0	NA	0	0	NA	0	NA	NA
chr15:35046931-35046942	NA	0	0	0	0	0	0.0277777777777778	0	0	NA	0	NA	NA	0.233333333333333	0	0.0277777777777778	NA	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	1	NA	NA	0	0	0	0	0	0	0	0	NA	0	NA	NA	0	0	0	0	0	0	0.00168350168350168	0	0.00432900432900433	0	0	0	0	0.0166666666666667	0	0.0087719298245614	0	0.00854700854700855	0.00203252032520325	0.00234741784037559	0.0025062656641604	0.00396825396825397	0	0.0037037037037037	0	0.00205761316872428	0.00219298245614035	0.0846560846560847	0.00219298245614035	0	NA	0	NA	0.0166666666666667	NA	0	NA	0	0	NA
