	6-P-10.mld_blocks_r2-0.5	6-P-1.mld_blocks_r2-0.5	6-P-2.mld_blocks_r2-0.5	6-P-3.mld_blocks_r2-0.5	6-P-4.mld_blocks_r2-0.5	6-P-5.mld_blocks_r2-0.5	6-P-6.mld_blocks_r2-0.5	6-P-7.mld_blocks_r2-0.5	6-P-8.mld_blocks_r2-0.5	6-P-9.mld_blocks_r2-0.5	6-T-1_1.mld_blocks_r2-0.5	6-T-1_2.mld_blocks_r2-0.5	6-T-2_1.mld_blocks_r2-0.5	6-T-2_2.mld_blocks_r2-0.5	6-T-3_1.mld_blocks_r2-0.5	6-T-3_2.mld_blocks_r2-0.5	6-T-4_1.mld_blocks_r2-0.5	6-T-4_2.mld_blocks_r2-0.5	6-T-5_1.mld_blocks_r2-0.5	6-T-5_2.mld_blocks_r2-0.5	7-P-10.mld_blocks_r2-0.5	7-P-1.mld_blocks_r2-0.5	7-P-2.mld_blocks_r2-0.5	7-P-3.mld_blocks_r2-0.5	7-P-4.mld_blocks_r2-0.5	7-P-5.mld_blocks_r2-0.5	7-P-6.mld_blocks_r2-0.5	7-P-7.mld_blocks_r2-0.5	7-P-8.mld_blocks_r2-0.5	7-P-9.mld_blocks_r2-0.5	7-T-1_1.mld_blocks_r2-0.5	7-T-1_2.mld_blocks_r2-0.5	7-T-2_1.mld_blocks_r2-0.5	7-T-2_2.mld_blocks_r2-0.5	7-T-3_1.mld_blocks_r2-0.5	7-T-3_2.mld_blocks_r2-0.5	7-T-4_1.mld_blocks_r2-0.5	7-T-4_2.mld_blocks_r2-0.5	7-T-5_1.mld_blocks_r2-0.5	7-T-5_2.mld_blocks_r2-0.5	CTT-FFPE-100ng_1.mld_blocks_r2-0.5	CTT-FFPE-100ng_2.mld_blocks_r2-0.5	CTT-FFPE-5ng_1.mld_blocks_r2-0.5	CTT-FFPE-5ng_2.mld_blocks_r2-0.5	CTT-frozen-100ng_1.mld_blocks_r2-0.5	CTT-frozen-100ng_2.mld_blocks_r2-0.5	CTT-frozen-5ng_1.mld_blocks_r2-0.5	CTT-frozen-5ng_2.mld_blocks_r2-0.5	NC-P-1.mld_blocks_r2-0.5	NC-P-2.mld_blocks_r2-0.5	NC-P-3.mld_blocks_r2-0.5	NC-P-5.mld_blocks_r2-0.5	NC-P-6.mld_blocks_r2-0.5	NC-P-7.mld_blocks_r2-0.5	NC-P-8.mld_blocks_r2-0.5	NC-P-9.mld_blocks_r2-0.5	PC-P-10.mld_blocks_r2-0.5	PC-P-1.mld_blocks_r2-0.5	PC-P-2.mld_blocks_r2-0.5	PC-P-3.mld_blocks_r2-0.5	PC-P-4.mld_blocks_r2-0.5	PC-P-5.mld_blocks_r2-0.5	PC-P-6.mld_blocks_r2-0.5	PC-P-7.mld_blocks_r2-0.5	PC-P-8.mld_blocks_r2-0.5	PC-P-9.mld_blocks_r2-0.5	PC-T-1_1.mld_blocks_r2-0.5	PC-T-1_2.mld_blocks_r2-0.5	PC-T-2_1.mld_blocks_r2-0.5	PC-T-2_2.mld_blocks_r2-0.5	PC-T-4_1.mld_blocks_r2-0.5	PC-T-4_2.mld_blocks_r2-0.5	PC-T-6_1.mld_blocks_r2-0.5	PC-T-6_2.mld_blocks_r2-0.5	PC-T-7_1.mld_blocks_r2-0.5	PC-T-7_2.mld_blocks_r2-0.5
chr8:86350876-86350918	0	0	0.00333333333333333	0	0.0127272727272727	0.25	0	0	0	0	0.34674957074216	0.404834230851094	0	0.000698080279232112	0.35270894627874	0.550434343434343	0.403821772237443	0.575767828662565	0.0064228667507356	0.0164037070717031	0	0.00303030303030303	0	0	0.133697881066302	0.00695187165775401	0	0.0018018018018018	0.00102564102564103	0	0.00254777070063694	0.0386883894302008	0.0041529334212261	0.00213089802130898	0.209742988243113	0.338392089996878	0.578279708279708	0.352618424876489	0.0427786439062938	0.0178545547133596	0.830077519379845	0.849679999559368	0.5	0.549246309246309	0.504325339252334	0.461807694638656	0.799484126984127	0.684016636957813	0.000579710144927536	0.00266666666666667	0.0036036036036036	0.00205128205128205	0.0160330091364574	0.00380952380952381	0.023030303030303	0.0316666666666667	0	0	0.016952380952381	0	0.00266666666666667	0.00166666666666667	0	0.222222222222222	0.114458874458874	0	0.0809731934731935	0.105957132298596	0.572727453207012	0.552411650846428	0.0924934454499672	0.104812057715284	0.176868748882224	0.1843482727789	0.240821675549755	0.192307692307692
chr20:62670476-62670605	0	0	0	0	0	0.0019047619047619	0	0	0	0	0.00053475935828877	0.000353669319186561	0.00108604845446951	0.000836820083682008	0.00037037037037037	0.000246913580246914	0.000189933523266857	0.000670016750418761	0.00044296788482835	0.000244200244200244	0	0	0	0	0	0	0	0.00185185185185185	0	0	0.000263504611330698	0.000310077519379845	0.000459770114942529	0.000469483568075117	0.00048661800486618	0	0	0.000305810397553517	0	0.000857449088960343	0.000614439324116743	0.00033167495854063	0	0.00091324200913242	0.000216450216450216	0.00020639834881321	0.000476190476190476	0.000938967136150235	0	0	0	0	0	0	0	0	0	0	0.000533333333333333	0.00202020202020202	0	0	0	0.00123456790123457	0	0	0.000234741784037559	0	0	0.00103761348897536	0.0004004004004004	0.00041025641025641	0.000166251039068994	0.000222965440356745	0.000177304964539007	0.000520833333333333
chr11:8378768-8378795	0	1	0.996078431372549	1	0.609470899470899	1	1	1	0.994444444444444	1	0	0.480631909293234	0.5	0.333333333333333	1	0.714285714285714	0.38510200028191	0	0.744641430239808	0.94990812613003	0	1	0.995833333333333	1	1	1	1	0.99349593495935	0.944444444444445	0.988888888888889	0.662019466906259	0.596507936507937	1	0.997619047619048	0.902409816551117	0.996190476190476	0.994120457547568	1	0.86892946506619	0.994133588394707	0.749978578925947	0	0.98	0	0.89508104921898	0.127382987382987	0	0	1	0.995121951219512	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0.972222222222222	1	0.978470423808937	1	0.5	0	1	0.923392337099329	0	0.503174603174603
chr8:145734696-145735020	0	0	0	0.00115366194305542	0	0.00178113336757405	0	0.00217802253051618	0	0.00296230817418657	0.00203546712536705	0.00247007033390491	0.00164674447210599	0.00388551979660733	0.0019314072495827	0	0.00230924604068518	0.00324374964135912	0.00246332481354988	0.00118489876160298	0	0.0022247485462221	0	0	0.00296536856796223	0	0	0.00292088761704952	0	0.00582510276227554	0.00073186128149491	0.00102858559058964	0.00212434984876767	0.000842467498952358	0.00193274606059577	0.00259884070515315	0.00109662500191827	0.00235375012388297	0.0012175720480415	0.00124089787827256	0.000772126111571235	0.00309227536545653	0	0.00168821933222556	0.000730298697052276	0.000296450242510978	0.00426881115825743	0.00142802800006959	0.000808480533981692	0	0	0	0	0	0	0	0	0	0.00070962526024247	0	0	0.00821643440412078	0	0	0	0.00244643921969503	0.00179379237164396	0.00183195162095526	0.0020616660789215	0.00100429947137417	0.000986286251261712	0.00086752202895774	0.000980440566753207	0.000440114259636898	0.00185144260886661	0.000785984899968591
chr10:131767504-131767525	0	0	0	0	0	0.333333333333333	0	0	0	0	0.00389222173280516	0.000393313667649951	0.001	0.00133868808567604	0.0217085337179432	0.00609825786529519	0.461025299933184	0.618465195861586	0.138861150233499	0.0301907679239505	0	0.0031812865497076	0	0.177777777777778	0.396499108734403	0.00444444444444444	0.00266666666666667	0	0	0	0.0210645905950245	0.00290250943815234	0.439394456449208	0.510021193214747	0.00309493166636024	0.00126984126984127	0.44966742075649	0.374373965130904	0.00879461337985853	0.0179954642881003	0.770064508232719	0.641858860010336	0.594324786324786	0.656470276442917	0.622807390090266	0.716410786339124	0.688947467876039	0.555311950214448	0.00102564102564103	0.0041025641025641	0.00681096681096681	0	0	0.0018018018018018	0.00133333333333333	0.00177777777777778	0.279339946782402	0.00148148148148148	0	0	0	0	0.00196078431372549	0	0	0	0.00785668494907045	0.0206754908509294	0.390453094751848	0.454493301693451	0.223347771029432	0.254647560440541	0.0169086476134011	0.0194977577577554	0.298901693685736	0.172466551082707
chr8:38832169-38832193	0	0	0	0.347709778144561	0.0170977011494253	0.00185185185185185	0	0.0290470085470085	0	0	0	0.724392444724926	0.731024531024531	0	0	0	0.02	0.994285714285714	0.991666666666667	1	0.0922403761113438	0.0151709262516376	0.00277777777777778	0	0.000757575757575758	0	0	0.012262156448203	0	0	0.975	0	0	0.555065675065675	0	0	0	0	0	0	0.985008818342152	0.997101449275362	0.470758353208657	0.736301658122719	0	1	0.520454545454545	0.666489201956557	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0.00416666666666667	0	0	0	1	0	0.166754860443875	0.990909090909091	0.990476190476191	0.983333333333333	0	0.802857142857143	0	0	1
chr12:51717967-51718010	0.0138779095300834	0	0	0	0.0416666666666667	0	0	0	0	0	0.187673516396921	0.2825	0.56025824964132	0.604261904761905	0.014945652173913	0.126308985132515	0.238738229755179	0.172925755836204	0.00925155925155925	0.0219941348973607	0	0	0.0904761904761905	0	0	0	0.0904761904761905	0	0	0	0.341428571428571	0.305329153605016	0.296935483870968	0.355	0.125	0.111428571428571	0.189285714285714	0.221203007518797	0.112738367658276	0.200512820512821	0.68967032967033	0.365289855072464	0.316771159874608	0.0601754385964912	0.112727272727273	0.057516339869281	0.0732323232323232	0.065	0.00620300751879699	0	0	0	0.0353383458646617	0	0	0	0	0	0	0.5	0	0	0	0	0.0224242424242424	0	0.108888888888889	0.106656346749226	0.0904761904761905	0.0870525850640742	0.0594405594405594	0.0706730769230769	0.065	0.0904761904761905	0.0570048309178744	0.0732323232323232
chr3:147111659-147111693	0	0	0.075	0.0025	0.0025	0	0.230769230769231	0.00227272727272727	0.00588235294117647	0.0413650075414781	0.599375	0.400570034320034	0	0.001	0.507692307692308	0.47	0.173085430968726	0.450846153846154	0.166666666666667	0.136055672268908	0.0176691729323308	0.015968992248062	0	0.0025	0.0639503588516746	0.0583333333333333	0	0.00875	0	0.00178571428571429	0	0.00384615384615385	0.832539682539683	0.334285714285714	0.75	0.546187584345479	0.846467391304348	0.580187312687313	0.135944121238239	0.0224789915966387	0.67218891824155	0.714285714285714	0.21742551566081	0.573417910447761	0.83670695970696	0.734136316581969	0.640533349502789	0.75	0.0025	0.0032258064516129	0.00833333333333333	0	0	0.00208333333333333	0.0416666666666667	0.0242857142857143	0.00208333333333333	0	0	0	0.0200980392156863	0	0	0	0.00833333333333333	0.0125	0.125388888888889	0.00555555555555555	0.8	0.627743693088521	0.239230225988701	0.428109668109668	0.495833333333333	0.0557692307692308	0.789102564102564	0.562215909090909
chr2:105459543-105459575	0.00222222222222222	0	0	0.00222222222222222	0	0	0	0.155555555555556	0	0.00555555555555555	0.140110807426879	0.172148511880575	0.137915432520696	0.00111111111111111	0.258866615382295	0.52104021683995	0.575169402277243	1	0.210926640066576	0.097737556561086	0	0.00444444444444444	0	0	0	0.00277777777777778	0	0	0.0277777777777778	0	0	0.0253968253968254	0.852664255476457	0.907059352755947	0.00185185185185185	0.00277777777777778	0.71657708105265	0.863538782261224	0.160365403018035	0.118240728047327	0.746339697977781	0.823239916556149	0.988888888888889	0.995555555555556	0.810587730587731	0.728652653389495	0	0.944987138465399	0.00694444444444444	0.00666666666666667	0	0	0.0277777777777778	0	0	0	0.0148148148148148	0	0	0	0	0.0111111111111111	0	0	0	0	0.0209479409479409	0.0429253056884636	0.545677568292732	0.542291289304815	0.692495529494937	0.642857142857143	0.184162367437835	0.0340822013235806	0.424305392009032	0.564494644452377
chr1:234492770-234492834	0	0.866666666666667	0.5	0	0	0	0	0	0	0	0.333333333333333	0.964952380952381	1	0.98	0.567411371919362	0.333333333333333	0.741202821049368	0	0.508662309368192	0.581343915343915	0	0	0	0	0	0	0	0	0	0	0.446450216450216	0.493963622584312	0	0.4	0.0948952572481984	0.966666666666667	0.369182757463459	0	0.510860990860991	0.374662867996201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.297472342472342	0	0.704267841659146	0.0333333333333333	0.5	0.672222222222222	0.121116029066377	0.309084249084249	0.333333333333333	0.199261144261144
chr17:43507056-43507098	1	0	0.985714285714286	0.996825396825397	0	1	0.5	0	1	0	0.995061728395062	0.814127138566856	0	0.0187986213368933	0.673075600522409	0.993939393939394	0.531219760631525	0.25	0.588314028314028	0.639375603030171	1	1	1	1	0.617533577533578	0	0.116666666666667	0.712121212121212	0.994444444444444	1	0.37768584911442	0.679651675485009	0.993650793650794	0.975974610974611	0.814145813536057	0.997619047619048	0.531024082039319	0.192380952380952	0.640671328671329	0.591799498746867	0.998412698412698	0.93925599398262	1	1	0.974537037339249	0.997777777777778	0.590079724197371	0.865758995644579	0.994202898550725	0.988	0.997560975609756	0.990476190476191	0.777407407407407	0.993939393939394	0.970238095238095	0.989032258064516	1	1	1	0	0	1	0.926388888888889	0	1	0.5	0.526368215162653	0.593474243902037	0.771600885562317	0.401008289955658	0.234635854341737	0	0.191293990905904	0.390316521217534	0.52870124851444	0.409788369006102
chr21:44375875-44375964	0.995902463549522	0.998333333333333	0.995555555555556	0.998148148148148	1	1	1	0.999283154121864	0.981856298837431	0.993055555555556	0.690670043074715	0.488059023926169	0.993906562474455	0.997014925373134	0.742719341689195	0.751926468920474	0.508551931775062	0.661985889008464	0.880221777447649	0.728263607480692	0.996153846153846	0.985912698412698	0.981216931216931	1	0.998412698412698	0.996126482213439	0.883242918549936	0.995977011494253	0.996666666666667	0.977777777777778	0.656167186991913	0.562963994285014	0.469108937867951	0.37582166421181	0.975093628113345	0.987470178689817	0.735487420944113	0.740945794507913	0.761704179410063	0.840906233813323	0.292169750808122	0.261250276910995	0	0.326643025816616	0.434183203997337	0.41575153670968	0.708446079513709	0.240074640607573	1	0.997900262467192	0.998888888888889	1	0.981190476190476	0.99821029082774	0.999111111111111	0.998467432950192	1	0.998039215686275	0.998625429553265	0.756410256410256	0.799883655733109	0.949599910469476	0.998870056497175	0.874496185848695	0.987068965517241	1	0.63642063147043	0.715255860600143	0.416972140488763	0.542215934518781	0.887205770571982	0.907356049939567	0.506340954486921	0.428611606852234	0.646081940701239	0.591951897207768
chr5:3602372-3602416	0.0045906710253436	0	0.00111111111111111	0.0456749056911491	0.00138888888888889	0.00440251572327044	0	0.000925925925925926	0	0.00119047619047619	0.415567148829256	0.392722136380803	0.0632055532115806	0.198132308672874	0.219355187897702	0.187106409934099	0.443516277578963	0.453640022768322	0.060911873629652	0.0804262264954104	0.000560224089635854	0	0	0.000966183574879227	0	0.00530331457160725	0.00350877192982456	0.00814814814814815	0.00475688694866777	0	0.145125460286957	0.023434649842722	0.48844479774774	0.40611585992025	0.451305018503409	0.290488299921094	0.391735329204352	0.466045779839609	0.0644582232015242	0.0970372691921766	0.730212569311556	0.514153188698141	1	0.568031074534981	0.636331884101231	0.689962868381144	0.620850340530827	0.653189061873948	0	0	0.00072463768115942	0	0	0.00625	0	0.111771420073566	0	0	0	0	0	0	0.0016260162601626	0.00296296296296296	0.00208333333333333	0.00740740740740741	0.113742306141971	0.0313876234966784	0.255252952102769	0.399684600226246	0.322025670628893	0.257837419183843	0.0453873614102545	0.0566590899795778	0.368824402846929	0.328447640481657
chr19:4108811-4108932	0.5	0	0	0	0	0	0	0	0	0.0111111111111111	0.781111111111111	0.937209595959596	0	0.98	0.0472144413320884	0	0.9837870538415	0	0	0.272419149477973	0.0175438596491228	0	0	0.00571428571428571	0	0.663888888888889	0	0.0259259259259259	0	0	0.268205128205128	1	1	1	0	0	0.5	1	0.883751129177959	1	0	0.985714285714286	0	0	0.996969696969697	0	0	0.00833333333333333	0	0	0.133412069882124	0	0.081860261560723	0	0	0	0	0.0145833333333333	0	0	0.089676597911892	0.958333333333333	1	0.466666666666667	0	0	0.444934324934325	0.328333333333333	0.694865244280127	1	1	0.991666666666667	0.997619047619048	0.995238095238095	0.993650793650794	1
chr22:46500244-46500344	0.998484848484848	1	0.995238095238095	0.995959595959596	0.657834757834758	0.962455242966752	0.966666666666667	0.995061728395062	0.732395382395382	0.98974358974359	0.285265526800686	0.328881183346496	0.0856032350637719	0.036280240831965	0.99774011299435	0.995333333333333	0.298901647277415	0.336177196804648	0.673263717491659	0.680750801562107	0.862424242424242	1	1	0.989473684210526	0.298860398860399	1	0.997701149425287	1	1	0.998245614035088	0.631130802661281	0.280610803257154	0.925990023414436	0.897532016223664	0.462750190985485	0.70146884304779	0.982222222222222	0.994557823129252	0.882092417386535	0.46542169185988	0.115755170755171	0.174429091977965	0.00444444444444444	0.5	0.298552425443127	0.278108205580865	0.190017351069983	0.131024618603566	0.994285714285714	0.998484848484848	0.996363636363636	0.995555555555556	0.75	0.996135265700483	1	1	0.997916666666667	1	0.836143526236406	0.988888888888889	1	1	0.997101449275362	1	0.789686147186147	0	0.397139640288461	0.300235281801214	0.386635569615866	0.277516143609943	0.730924630924631	0.477827035561115	0.196018188537789	0.499322751322751	0.556493862707184	0.45768342046156
chr15:78556595-78556617	0.988888888888889	0.985	1	0.988105263157895	0.961818181818182	1	0	0	0.99375	0.993333333333333	0.230021893814997	0	0.372414776235001	0.649784945861472	0.739352941176471	0.751426024955437	0.249954271159205	0.333333333333333	0.82417946245333	0.905714285714286	0.996875	0.994736842105263	1	1	0.982592592592593	1	1	0.947889610389611	0.9875	0.982686781609196	0.815304807913504	0.886518395471884	0.580923076923077	0.455082417582418	0.383446471935059	0.453003979863597	1	0.712400660429279	0.996774193548387	1	0.27678174421893	0.267276144907724	0.184098084886128	0.0982616856094717	0.248748725313008	0.136456122047839	0.226091083713035	0.240046703296703	0.967857142857143	0.997435897435897	0.991666666666667	1	0.785977564102564	0.986444444444444	0.996875	1	1	0.558974358974359	0.991304347826087	0.9875	1	1	0.991666666666667	0.805555555555555	1	1	0.761111111111111	0.882045518570687	0.351556005398111	0.32465367965368	0.788565323037643	0.764714358222423	0.518970944309927	0.523488959260527	0.293754774637128	0.742618288144604
chr1:45083075-45083191	1	0.997701149425287	0.972222222222222	1	0.972222222222222	1	1	1	0.994871794871795	0.990476190476191	0.199774558076445	0.380231230473949	0	0.2	0.576132264765029	0.36762985048829	0.142857142857143	0	0.606976255214094	0.49525213406468	0.998581560283688	0.989807291201608	1	0.990909090909091	0.624126984126984	0	0.98	0.994202898550725	0.997530864197531	0.997435897435897	0.490845980935457	0.179874900927532	0.192380952380952	0.614527998287589	0.325408398322384	0	0.535253561188397	0	0.702806357881301	0.359941368903633	0.00350877192982456	0.173952816552001	0	0	0.298813482366309	0.416666666666667	0	0	0.997278911564626	1	0.99874213836478	0.999134199134199	0.664166666666667	1	0.994202898550725	1	0.995238095238095	0.773970428149995	0.75	0	1	0.994444444444444	0	0.987878787878788	1	1	0.475851639128037	0	0.162094881148817	0	0.333333333333333	0.0904761904761905	0.160688295996754	0.235049014477586	0.142857142857143	0.148634214299993
chr19:31842807-31842836	0.0277777777777778	0	0	0	0.0161764705882353	0	0	0	0	0.0171717171717172	0.726239316239316	0.543859643928043	0	0.0220441595441595	0.0340909090909091	0.176864570006822	0.538461538461538	0.5	0.18978354978355	0.0154757834757835	0	0	0	0	0	0	0.0102415458937198	0	0.00740740740740741	0	0.0016	0.0382604323780794	0.470357102955142	0.258209731838364	0.243297491039427	0.577102659245516	0.019965900699659	0.137915432520696	0.0854062304608481	0.0207635504112469	0.901061234232876	0.996296296296296	1	0	0.838392628407058	0.872241217053496	0.606693121693122	0.914614875151341	0	0.00303030303030303	0	0	0	0.0095679012345679	0	0.0333333333333333	0.0111111111111111	0	0	0	0	0	0	0	0.00846560846560846	0	0.145095194751015	0.142786596119929	0.38026040381256	0.89167223614592	0.659900883430295	0.20045584045584	0.272843131995852	0.223701030222769	0.735501139932034	0.303513647401179
chr7:153583610-153583631	0.0019047619047619	0.00893772893772894	0	0.00166666666666667	0	0.0019047619047619	0	0	0	0	0.432169872304007	0.318822276832428	0.0353511406142985	0.00871659800544787	0.19499482495818	0.593117636632817	0.558345024194046	0.7	0.13416450369503	0.130626178236424	0.00888888888888889	0.00888888888888889	0.00666666666666667	0	0.00333333333333333	0	0	0	0	0	0.00625192012288786	0.0414639379281048	0.322140764351718	0.243749538198293	0.315290419423193	0.2617695645913	0.0566623159196246	0.155570079883805	0.00846271522963252	0.114818959907871	0.704934875110314	0.992666666666667	0	1	0.61634795454157	0.76168357577107	1	0.514337231968811	0.038835082055421	0.00459770114942529	0	0	0	0	0	0	0	0	0	0	0.00533333333333333	0	0	0	0.00952380952380952	0	0.0187512748380216	0.0741583586031879	0.411558855465913	0.488817636628117	0.233810463855154	0.230832659548277	0.0382447149902089	0.167525655236637	0.405492149803136	0.457144730799396
chr7:27204983-27205088	0.00109289617486339	0	0	0.000432900432900433	0	0	0	0	0	0	0.000839312406576981	0.000903719151894334	0.0019763991193983	0.0378428161080509	0.0885686932334727	0.165511511622224	0	0	0.0208649780168518	0.0324744396394613	0.00579710144927536	0	0	0	0	0	0	0.0043796992481203	0.00251572327044025	0	0.0294280535457506	0.00591777780691289	0.512405034742281	0.501818297774216	0.639879141235004	0.6257995200842	0.683622008885219	0.592128698027056	0.0500100109352606	0.0214989523598568	0.852271627047838	0.738193444276599	0.872488817693382	0.989339525283798	0.603939242446229	0.614367831567169	0.494020050931411	0.603247323630703	0.00043010752688172	0	0.000193236714975845	0	0.00118564086386161	0	0	0	0.0107829348335677	0.00212765957446809	0	0.00166666666666667	0.0018018018018018	0.00185185185185185	0.00318589105390414	0	0.000694444444444444	0	0.0648779906106365	0.0609780548496814	0.306547256530924	0.416883336310564	0.382257923829485	0.546603318947873	0.158652752903258	0.225116008111237	0.444784802159558	0.472148785989885
chr19:15344135-15344145	0	0	0	0.00576923076923077	0	0	0	0	0	0.00833333333333333	0.34588604354038	0.27070882740448	0.0530126801678526	0.00565891472868217	0.449900589606472	0.40384403036577	0.322035714285714	0.336440053222094	0.118663057372735	0.105510192910378	0.01	0.00113636363636364	0	0.00185185185185185	0.5	0	0	0.00357142857142857	0	0.00277777777777778	0.0386931818181818	0.116608232978082	0.404022988505747	0.514801357597968	0.50188679245283	0.418485023041475	0.690856309650053	0.381730769230769	0.15714572964573	0.0787575633839415	0.328174603174603	0.542777777777778	1	0.477380952380952	0.726981133472537	0.646231817883614	0.25	0.763014383989994	0.102120796156486	0.0267857142857143	0.00857843137254902	0.00555555555555555	0.00535714285714286	0.00277777777777778	0	0	0	0	0	0	0	0	0	0	0.01	0.472077922077922	0.246412668297255	0.394844642588151	0.415457190311297	0.388253556716092	0.393107900871059	0.323126221598364	0.0784669553562223	0.136100394255139	0.0727579117872859	0.139191664191664
chr7:27155309-27155366	1	0.998333333333333	0.857142857142857	0.999166666666667	0.41010708589656	0.986161515453639	0.4	0.998333333333333	1	0.996491228070175	0.185084632143456	0.312901320901321	0.792342428813017	0.859858906525573	0.51576437976438	0.519228848690409	0.404023597362168	0.136874957739241	0.548894040374771	0.609777777777778	1	0.99719298245614	1	1	0.987195580504321	0.997222222222222	0.997701149425287	0.958333333333333	0.996666666666667	1	0.287722504020145	0.39334596075691	0.571428571428571	0.937582417582418	0.866962365591398	0.9375	0.278822510822511	0.346655011655012	0.403150556158686	0.539632621585062	0.349411976911977	0.125	0.272727272727273	0.200578403078403	0.166666666666667	0.142857142857143	0.249908232118758	0.129047619047619	1	0.998333333333333	0.997435897435897	0.997575757575758	0.820204345242708	1	1	0.998333333333333	1	0.998333333333333	1	0	0.912586909159799	0	0.893725197588304	0.909635199108883	0.327777777777778	0.632857142857143	0.674864083285136	0.338146360389351	0.524656084656085	0.375	0.294606331385802	0.24089673613588	0.218920377867746	0.400166666666667	0.307474747474748	0.179795654757292
chr22:50639211-50639264	0	0	0.00100250626566416	0	0	0	0	0	0	0	0	0	0.000103199174406605	0.000148478099480327	0	0	0.00045662100456621	0	0.000416666666666667	0.000287976961843053	0.00105263157894737	0.000374531835205993	0	0	0	0	0	0	0	0.000574712643678161	0.000435729847494553	0.000224089635854342	0.00026246719160105	0.000342465753424658	0.000148809523809524	0.000107874865156419	0	0.000210304942166141	0.00023028209556707	0.000444444444444444	0.000138888888888889	0.000784313725490196	0.000222222222222222	0.000310077519379845	0.000148809523809524	0	0	0.000164203612479475	0	0	0	0	0	0	0	0	0	0	0.00102564102564103	0	0	0	0	0	0	0	0.000159489633173844	0.000348128807658834	0	0.0003003003003003	6.67334000667334e-05	0.000293362669600293	9.53743443013829e-05	0.000759985860728172	0.000294117647058824	0
chr19:3097711-3097730	1	0.987649122807018	0.992	1	0.995555555555556	0.991252072968491	1	0.995555555555556	0.993333333333333	1	0.781169858131129	0.531603350456664	0.127617809959514	0.0630134444019437	0.861147128733336	0.879364224713531	0.371900726392252	0.549483113537908	0.987116809116809	0.953726624618643	0.995238095238095	0.897953736712106	1	0.252698412698413	0.995402298850575	0.998412698412698	0.979256965944272	0.988802308802309	0.88107000842295	0.995555555555556	0.403503309228631	0.350514248853871	0.737478976723959	0.918365853658537	0.971738695478191	0.656469833119384	0.998095238095238	0.793819143819144	0.556494110647829	0.838484982457047	0.268925244325941	0.428654200234814	0.28638183208923	0.442212117384531	0.994117647058824	0.933479465584139	0.996363636363636	0.997435897435897	0.998067632850242	0.993824561403509	0.996153846153846	0.995454545454545	1	1	0.984137931034483	0.993333333333333	1	1	1	0.993333333333333	0.952222222222222	1	0.994666666666667	1	0.976190476190476	1	0.963363176717228	0.660202594939437	0.257502645502646	0.689296846943906	0.503260896437489	0.731777355901067	0.466666666666667	0.362351185529822	0.422572112192002	0.378750954927425
chr17:55951994-55952055	0.0112156862745098	0	0	0.0010752688172043	0.0371270247229326	0	0.00333333333333333	0.0895815295815296	0.00277777777777778	0.00306513409961686	0.292244551250982	0.297201936605551	0.000562587904360056	0.000520833333333333	0.598392020826628	0.301712230125704	0.290641180839201	0.209741586243134	0.0118554498369621	0.00865660609013752	0.168140248640249	0.00123456790123457	0	0	0.104146752261651	0.0103948025987006	0	0.00185185185185185	0	0.0114462081128748	0.145014224097073	0.0504102109128028	0.560908610870792	0.60556974771334	0.0117101925851133	0.00374494924608259	0.00432098765432099	0.132826981701694	0.137596850301874	0.0808730274904799	0.873736763378707	0.779066191960108	0.596694872703958	0.911451990632319	0.782637658880776	0.700785475850369	0.444444444444444	0.87365781454769	0.000462962962962963	0.0351305540062539	0.000314465408805031	0.00404040404040404	0.122633800247726	0	0	0.00350877192982456	0.145104916763453	0	0.166666666666667	0.6082631700023	0.178576030471659	0.561258966476358	0	0.285714285714286	0.571483233887856	0.00238095238095238	0.256624753101258	0.176108098123936	0.470991027686361	0.502005799236436	0.170929923904946	0.20347648884115	0.473353473836001	0.499138716650882	0.178334563372957	0.0867211835668252
chr2:128158559-128158619	0.999358974358974	0.996666666666667	0.996190476190476	0.998907103825137	0.998907103825137	0.998039215686275	1	1	1	1	0.408439935253678	0.5	0.176921112169224	0	0.324483665058626	0.61492930628269	0.246769090720097	0.28070744337411	0.333399161225248	0.692602822014587	0.998639455782313	0.981053549624978	1	1	0.992791535867922	0.826525760600882	1	0.985411551707436	0.951739130434783	1	0.667514064697609	0.554777629208865	0.98	0.88152141317668	0.998095238095238	1	0.379145037968567	0.319583520896774	0.996190476190476	1	0.25	0	0.00136054421768707	0.1	0.458092445189219	0.153020462594931	0.258213751991772	0.222412079917669	0.999047619047619	1	0.996190476190476	1	0.971573786519439	0.994285714285714	0.996825396825397	0.996825396825397	1	1	0.995833333333333	1	0.997883597883598	0.996825396825397	0.991919191919192	1	0.987308697275103	1	1	0.761280897101793	0.485714285714286	0.534685329674077	0.348890008777124	0.493982683982684	0.748194662480377	0.522541362372035	0.227228441393939	0.166666666666667
