tax_id	Org_name	GeneID	Symbol	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	23210	JMJD6	17q25	17	NC_000017.11	76712832	76726799	minus	8	604914
9606	Homo sapiens	3725	JUN	1p32-p31	1	NC_000001.11	58780791	58784113	minus	1	165160
9606	Homo sapiens	3726	JUNB	19p13.2	19	NC_000019.10	12791496	12793311	plus	1	165161
9606	Homo sapiens	3728	JUP	17q21	17	NC_000017.11	41754607	41786712	minus	19	173325
9606	Homo sapiens	8850	KAT2B	3p24	3	NC_000003.12	20040032	20154404	plus	20	602303
9606	Homo sapiens	10524	KAT5	11q13	11	NC_000011.10	65711996	65719606	plus	14	601409
9606	Homo sapiens	11143	KAT7	17q21.32	17	NC_000017.11	49788619	49829096	plus	16	609880
9606	Homo sapiens	3738	KCNA3	1p13.3	1	NC_000001.11	110653560	110675033	minus	4	176263
9606	Homo sapiens	3739	KCNA4	11p14	11	NC_000011.10	30009741	30017030	minus	2	176266
9606	Homo sapiens	3757	KCNH2	7q36.1	7	NC_000007.14	150944956	150978314	minus	17	152427
9606	Homo sapiens	3784	KCNQ1	11p15.5	11	NC_000011.10	2444991	2849110	plus	17	607542
9606	Homo sapiens	10984	KCNQ1OT1	11p15	11	NC_000011.10	2608328	2699998	minus	1	604115
9606	Homo sapiens	23028	KDM1A	1p36.12	1	NC_000001.11	23019443	23083691	plus	22	609132
9606	Homo sapiens	22992	KDM2A	11q13.2	11	NC_000011.10	67119268	67258082	plus	24	605657
9606	Homo sapiens	55818	KDM3A	2p11.2	2	NC_000002.12	86440647	86492716	plus	29	611512
9606	Homo sapiens	9682	KDM4A	1p34.1	1	NC_000001.11	43650126	43705518	plus	25	609764
9606	Homo sapiens	23030	KDM4B	19p13.3	19	NC_000019.10	4969112	5153598	plus	32	609765
9606	Homo sapiens	23081	KDM4C	9p24.1	9	NC_000009.12	6720863	7175648	plus	32	605469
9606	Homo sapiens	5927	KDM5A	12p11	12	NC_000012.12	280057	389455	minus	28	180202
9606	Homo sapiens	10765	KDM5B	1q32.1	1	NC_000001.11	202727403	202808468	minus	31	605393
9606	Homo sapiens	8242	KDM5C	Xp11.22-p11.21	X	NC_000023.11	53158726	53225422	minus	32	314690
9606	Homo sapiens	7403	KDM6A	Xp11.2	X	NC_000023.11	44873175	45112779	plus	32	300128
9606	Homo sapiens	23135	KDM6B	17p13.1	17	NC_000017.11	7834200	7854800	plus	30	611577
9606	Homo sapiens	3791	KDR	4q11-q12	4	NC_000004.12	55078259	55125595	minus	30	191306
9606	Homo sapiens	9817	KEAP1	19p13.2	19	NC_000019.10	10486120	10503378	minus	9	606016
9606	Homo sapiens	10657	KHDRBS1	1p32	1	NC_000001.11	32013694	32060859	plus	11	602489
9606	Homo sapiens	80183	KIAA0226L	13q14.13	13	NC_000013.11	46342000	46390042	minus	17	
9606	Homo sapiens	57604	KIAA1456	8p22	8	NC_000008.11	12945674	13029777	plus	14	615666
9606	Homo sapiens	547	KIF1A	2q37.3	2	NC_000002.12	240713764	240821025	minus	54	601255
9606	Homo sapiens	3803	KIR2DL2	19q13.4	19						604937
9606	Homo sapiens	3814	KISS1	1q32	1	NC_000001.11	204190341	204196491	minus	4	603286
9606	Homo sapiens	3815	KIT	4q12	4	NC_000004.12	54657928	54740715	plus	21	164920
9606	Homo sapiens	9365	KL	13q12	13	NC_000013.11	33016063	33066145	plus	6	604824
9606	Homo sapiens	8462	KLF11	2p25	2	NC_000002.12	10042985	10054836	plus	7	603301
9606	Homo sapiens	9314	KLF4	9q31	9	NC_000009.12	107484852	107489766	minus	4	602253
9606	Homo sapiens	688	KLF5	13q22.1	13	NC_000013.11	73054976	73077542	plus	5	602903
9606	Homo sapiens	1316	KLF6	10p15	10	NC_000010.11	3775996	3785281	minus	4	602053
9606	Homo sapiens	11279	KLF8	Xp11.21	X	NC_000023.11	56232356	56291527	plus	7	300286
9606	Homo sapiens	5655	KLK10	19q13	19	NC_000019.10	51012744	51020175	minus	9	602673
9606	Homo sapiens	354	KLK3	19q13.41	19	NC_000019.10	50854915	50877702	plus	6	176820
9606	Homo sapiens	5653	KLK6	19q13.3	19	NC_000019.10	50958631	50969673	minus	7	602652
9606	Homo sapiens	100144748	KLLN	10q23	10	NC_000010.11	87859161	87863437	minus	1	612105
9606	Homo sapiens	4297	KMT2A	11q23	11	NC_000011.10	118436490	118526824	plus	37	159555
9606	Homo sapiens	9757	KMT2B	19q13.1	19	NC_000019.10	35717995	35738880	plus	38	606834
9606	Homo sapiens	58508	KMT2C	7q36.1	7	NC_000007.14	152134925	152436638	minus	64	606833
9606	Homo sapiens	8085	KMT2D	12q13.12	12	NC_000012.12	49018975	49061895	minus	56	602113
9606	Homo sapiens	3845	KRAS	12p12.1	12	NC_000012.12	25204789	25250931	minus	6	190070
9606	Homo sapiens	3897	L1CAM	Xq28	X	NC_000023.11	153861514	153886174	minus	29	308840
9606	Homo sapiens	4029	L1RE1	22q11.1-q11.2	22						151626
9606	Homo sapiens	54596	L1TD1	1p31.3	1	NC_000001.11	62194802	62212328	plus	5	
9606	Homo sapiens	26013	L3MBTL1	20q13.12	20	NC_000020.11	43507680	43541895	plus	22	608802
9606	Homo sapiens	3908	LAMA2	6q22-q23	6	NC_000006.12	128883141	129516569	plus	66	156225
9606	Homo sapiens	3909	LAMA3	18q11.2	18	NC_000018.10	23689443	23955066	plus	77	600805
9606	Homo sapiens	3934	LCN2	9q34	9	NC_000009.12	128149453	128153455	plus	7	600181
9606	Homo sapiens	3939	LDHA	11p15.4	11	NC_000011.10	18394389	18408218	plus	9	150000
9606	Homo sapiens	3945	LDHB	12p12.2-p12.1	12	NC_000012.12	21635341	21657971	minus	8	150100
9606	Homo sapiens	3948	LDHC	11p15.1	11	NC_000011.10	18412306	18451246	plus	8	150150
9606	Homo sapiens	3952	LEP	7q31.3	7	NC_000007.14	128241202	128257629	plus	3	164160
9606	Homo sapiens	3956	LGALS1	22q13.1	22	NC_000022.11	37675606	37679802	plus	4	150570
9606	Homo sapiens	3958	LGALS3	14q22.3	14	NC_000014.9	55129217	55145430	plus	7	153619
9606	Homo sapiens	3963	LGALS7	19q13.2	19	NC_000019.10	38770968	38773517	minus	4	600615
9606	Homo sapiens	3973	LHCGR	2p21	2	NC_000002.12	48686774	48755741	minus	14	152790
9606	Homo sapiens	3977	LIFR	5p13-p12	5	NC_000005.10	38474963	38595405	minus	24	151443
9606	Homo sapiens	4000	LMNA	1q22	1	NC_000001.11	156082546	156140089	plus	17	150330
9606	Homo sapiens	4001	LMNB1	5q23.2	5	NC_000005.10	126776623	126837020	plus	12	150340
9606	Homo sapiens	4015	LOX	5q23.2	5	NC_000005.10	122063195	122078360	minus	7	153455
9606	Homo sapiens	4023	LPL	8p22	8	NC_000008.11	19939071	19967259	plus	10	609708
9606	Homo sapiens	53353	LRP1B	2q21.2	2	NC_000002.12	140231427	142132474	minus	91	608766
9606	Homo sapiens	116135	LRRC3B	3p24	3	NC_000003.12	26622809	26710776	plus	8	
9606	Homo sapiens	120892	LRRK2	12q12	12	NC_000012.12	40225011	40369285	plus	54	609007
9606	Homo sapiens	8425	LTBP4	19q13.1-q13.2	19	NC_000019.10	40592888	40629820	plus	36	604710
9606	Homo sapiens	4057	LTF	3p21.31	3	NC_000003.12	46436005	46465142	minus	18	150210
9606	Homo sapiens	11178	LZTS1	8p22	8	NC_000008.11	20246165	20303981	minus	9	606551
9606	Homo sapiens	84944	MAEL	1q24.1	1	NC_000001.11	166975582	167022214	plus	14	611368
9606	Homo sapiens	4100	MAGEA1	Xq28	X	NC_000023.11	153179284	153183878	plus	3	300016
9606	Homo sapiens	4102	MAGEA3	Xq28	X	NC_000023.11	152698732	152702347	plus	6	300174
9606	Homo sapiens	4118	MAL	2q11.1	2	NC_000002.12	95025655	95053992	plus	4	188860
9606	Homo sapiens	378938	MALAT1	11q13.1	11	NC_000011.10	65497762	65506469	plus	1	607924
9606	Homo sapiens	10892	MALT1	18q21	18	NC_000018.10	58671386	58750139	plus	19	604860
9606	Homo sapiens	4128	MAOA	Xp11.3	X	NC_000023.11	43654907	43746824	plus	16	309850
9606	Homo sapiens	4217	MAP3K5	6q22.33	6	NC_000006.12	136557046	136793051	minus	31	602448
9606	Homo sapiens	5594	MAPK1	22q11.21	22	NC_000022.11	21759657	21867680	minus	9	176948
9606	Homo sapiens	1432	MAPK14	6p21.3-p21.2	6	NC_000006.12	36027635	36111236	plus	19	600289
9606	Homo sapiens	4137	MAPT	17q21.1	17	NC_000017.11	45894382	46028334	plus	15	157140
9606	Homo sapiens	4144	MAT2A	2p11.2	2	NC_000002.12	85538978	85545280	plus	9	601468
9606	Homo sapiens	27430	MAT2B	5q34	5	NC_000005.10	163503064	163519353	plus	8	605527
9606	Homo sapiens	4152	MBD1	18q21	18	NC_000018.10	50266623	50281774	minus	21	156535
9606	Homo sapiens	8932	MBD2	18q21	18	NC_000018.10	54151601	54224788	minus	8	603547
9606	Homo sapiens	8930	MBD4	3q21.3	3	NC_000003.12	129430944	129440179	minus	8	603574
9606	Homo sapiens	4163	MCC	5q21	5	NC_000005.10	113022099	113488830	minus	21	159350
9606	Homo sapiens	4192	MDK	11p11.2	11	NC_000011.10	46380784	46383837	plus	6	162096
9606	Homo sapiens	4193	MDM2	12q14.3-q15	12	NC_000012.12	68808168	68845544	plus	13	164785
9606	Homo sapiens	4204	MECP2	Xq28	X	NC_000023.11	154021813	154097731	minus	10	300005
9606	Homo sapiens	55384	MEG3	14q32	14	NC_000014.9	100826108	100861026	plus	13	605636
9606	Homo sapiens	4211	MEIS1	2p14	2	NC_000002.12	66435125	66572759	plus	15	601739
9606	Homo sapiens	4221	MEN1	11q13	11	NC_000011.10	64803514	64811294	minus	14	613733
9606	Homo sapiens	4232	MEST	7q32	7	NC_000007.14	130486175	130506297	plus	14	601029
9606	Homo sapiens	4233	MET	7q31	7	NC_000007.14	116672405	116798386	plus	24	164860
9606	Homo sapiens	4255	MGMT	10q26	10	NC_000010.11	129467190	129768042	plus	6	156569
9606	Homo sapiens	4282	MIF	22q11.23	22	NC_000022.11	23894378	23895222	plus	3	153620
9606	Homo sapiens	84864	MINA	3q11.2	3	NC_000003.12	97941817	97972451	minus	12	612049
9606	Homo sapiens	406904	MIR1-1	20q13.33	20	NC_000020.11	62554306	62554376	plus	1	609326
9606	Homo sapiens	406892	MIR100	11q24.1	11	NC_000011.10	122152229	122152308	minus	1	613186
9606	Homo sapiens	406893	MIR101-1	1p31.3	1	NC_000001.11	65058434	65058508	minus	1	612511
9606	Homo sapiens	406894	MIR101-2	9p24.1	9	NC_000009.12	4850297	4850375	plus	1	612512
9606	Homo sapiens	406903	MIR10B	2q31.1	2	NC_000002.12	176150303	176150412	plus	1	611576
9606	Homo sapiens	406906	MIR122	18q21.31	18	NC_000018.10	58451074	58451158	plus	1	609582
9606	Homo sapiens	406907	MIR124-1	8p23.1	8	NC_000008.11	9903388	9903472	minus	1	609327
9606	Homo sapiens	406908	MIR124-2	8q12.3	8	NC_000008.11	64379149	64379257	plus	1	
9606	Homo sapiens	406909	MIR124-3	20q13.33	20	NC_000020.11	63178500	63178586	plus	1	
9606	Homo sapiens	100302145	MIR1247		14	NC_000014.9	101560287	101560422	minus	1	
9606	Homo sapiens	406913	MIR126	9q34.3	9	NC_000009.12	136670602	136670686	plus	1	611767
9606	Homo sapiens	100422991	MIR1260B		11	NC_000011.10	96341438	96341526	plus	1	615372
9606	Homo sapiens	406918	MIR129-2	11p11.2	11	NC_000011.10	43581394	43581483	plus	1	
9606	Homo sapiens	406920	MIR130B		22	NC_000022.11	21653304	21653385	plus	1	613682
9606	Homo sapiens	406921	MIR132	17p13.3	17	NC_000017.11	2049908	2050008	minus	1	610016
9606	Homo sapiens	406923	MIR133A2	20q13.33	20	NC_000020.11	62564912	62565013	plus	1	610255
9606	Homo sapiens	406928	MIR137	1p21.3	1	NC_000001.11	98046070	98046171	minus	1	614304
9606	Homo sapiens	406933	MIR141	12p13.31	12	NC_000012.12	6964097	6964191	plus	1	612093
9606	Homo sapiens	406937	MIR145	5q32	5	NC_000005.10	149430646	149430733	plus	1	611795
9606	Homo sapiens	406938	MIR146A	5q34	5	NC_000005.10	160485352	160485450	plus	1	610566
9606	Homo sapiens	406940	MIR148A	7p15.2	7	NC_000007.14	25949919	25949986	minus	1	613786
9606	Homo sapiens	442892	MIR148B	12q13.13	12	NC_000012.12	54337216	54337314	plus	1	613787
9606	Homo sapiens	406941	MIR149	2q37.3	2	NC_000002.12	240456001	240456089	plus	1	615209
9606	Homo sapiens	406943	MIR152	17q21.32	17	NC_000017.11	48037161	48037247	minus	1	613788
9606	Homo sapiens	406944	MIR153-1	2q35	2	NC_000002.12	219294111	219294200	minus	1	
9606	Homo sapiens	406945	MIR153-2	7q36.3	7	NC_000007.14	157574336	157574422	minus	1	
9606	Homo sapiens	406947	MIR155	21q21.3	21	NC_000021.9	25573980	25574044	plus	1	609337
9606	Homo sapiens	406961	MIR185	22q11.21	22	NC_000022.11	20033139	20033220	plus	1	615576
9606	Homo sapiens	406968	MIR193A	17q11.2	17	NC_000017.11	31559996	31560083	plus	1	614733
9606	Homo sapiens	406976	MIR199A1	19p13.2	19	NC_000019.10	10817426	10817496	minus	1	610719
9606	Homo sapiens	406983	MIR200A	1p36.33	1	NC_000001.11	1167863	1167952	plus	1	612090
9606	Homo sapiens	406984	MIR200B	1p36.33	1	NC_000001.11	1167104	1167198	plus	1	612091
9606	Homo sapiens	406985	MIR200C	12p13.31	12	NC_000012.12	6963699	6963766	plus	1	612092
9606	Homo sapiens	406986	MIR203A	14q32.33	14	NC_000014.9	104117405	104117514	plus	1	611899
9606	Homo sapiens	406988	MIR205	1q32.2	1	NC_000001.11	209432133	209432242	plus	1	613147
9606	Homo sapiens	406992	MIR210	11p15.5	11	NC_000011.10	568089	568198	minus	1	612982
9606	Homo sapiens	407002	MIR219A1	6p21.32	6	NC_000006.12	33207835	33207944	plus	1	611500
9606	Homo sapiens	407019	MIR27B	9q22.32	9	NC_000009.12	95085445	95085541	plus	1	610636
9606	Homo sapiens	407021	MIR29A	7q32.3	7	NC_000007.14	130876747	130876810	minus	1	610782
9606	Homo sapiens	442901	MIR328	16q22.1	16	NC_000016.10	67202321	67202395	minus	1	613701
9606	Homo sapiens	407040	MIR34A	1p36.22	1	NC_000001.11	9151668	9151777	minus	1	611172
9606	Homo sapiens	407041	MIR34B	11q23.1	11	NC_000011.10	111512938	111513021	plus	1	611374
9606	Homo sapiens	407042	MIR34C	11q23.1	11	NC_000011.10	111513439	111513515	plus	1	611375
9606	Homo sapiens	442918	MIR373	19q13.42	19	NC_000019.10	53788705	53788773	plus	1	611954
9606	Homo sapiens	494324	MIR375	2q35	2	NC_000002.12	219001645	219001708	minus	1	611173
9606	Homo sapiens	494332	MIR383	8p22	8	NC_000008.11	14853438	14853510	minus	1	
9606	Homo sapiens	574453	MIR495	14q32.31	14	NC_000014.9	101033755	101033836	plus	1	615149
9606	Homo sapiens	723778	MIR650	22q11.22	22	NC_000022.11	22822776	22822871	plus	1	615379
9606	Homo sapiens	100033819	MIR675	11p15.5	11	NC_000011.10	1996759	1996831	minus	1	615509
9606	Homo sapiens	407046	MIR9-1	1q22	1	NC_000001.11	156420341	156420429	minus	1	611186
9606	Homo sapiens	407047	MIR9-2	5q14.3	5	NC_000005.10	88666853	88666939	minus	1	611187
9606	Homo sapiens	407051	MIR9-3	15q26.1	15	NC_000015.10	89368017	89368106	plus	1	611188
9606	Homo sapiens	100126329	MIR941-1	20q13.33	20	NC_000020.11	63919449	63919520	plus	1	
9606	Homo sapiens	406883	MIRLET7A3	22q13.31	22	NC_000022.11	46112749	46112822	plus	1	612143
9606	Homo sapiens	4292	MLH1	3p21.3	3	NC_000003.12	36993350	37050846	plus	21	120436
9606	Homo sapiens	8028	MLLT10	10p12	10	NC_000010.11	21533823	21743633	plus	34	602409
9606	Homo sapiens	4311	MME	3q25.2	3	NC_000003.12	155024124	155183729	plus	30	120520
9606	Homo sapiens	4322	MMP13	11q22.3	11	NC_000011.10	102942992	102955734	minus	10	600108
9606	Homo sapiens	4313	MMP2	16q12.2	16	NC_000016.10	55478830	55506691	plus	17	120360
9606	Homo sapiens	4318	MMP9	20q13.12	20	NC_000020.11	46008908	46016561	plus	13	120361
9606	Homo sapiens	10933	MORF4L1	15q24	15	NC_000015.10	78872781	78897739	plus	13	607303
9606	Homo sapiens	4342	MOS	8q11	8	NC_000008.11	56112942	56113982	minus	1	190060
9606	Homo sapiens	4350	MPG	16p13.3	16	NC_000016.10	77019	85851	plus	6	156565
9606	Homo sapiens	4353	MPO	17q23.1	17	NC_000017.11	58269855	58284313	minus	14	606989
9606	Homo sapiens	4361	MRE11A	11q21	11	NC_000011.10	94415578	94512185	minus	22	600814
9606	Homo sapiens	10884	MRPS30	5q11	5	NC_000005.10	44808925	44815514	plus	5	611991
9606	Homo sapiens	4436	MSH2	2p21	2	NC_000002.12	47403067	47564579	plus	19	609309
9606	Homo sapiens	4437	MSH3	5q11-q12	5	NC_000005.10	80654648	80876815	plus	24	600887
9606	Homo sapiens	2956	MSH6	2p16	2	NC_000002.12	47783082	47806953	plus	13	600678
9606	Homo sapiens	10232	MSLN	16p13.3	16	NC_000016.10	760732	768865	plus	19	601051
9606	Homo sapiens	4486	MST1R	3p21.3	3	NC_000003.12	49886981	49903873	minus	20	600168
9606	Homo sapiens	4495	MT1G	16q13	16	NC_000016.10	56666735	56668065	minus	3	156353
9606	Homo sapiens	4504	MT3	16q13	16	NC_000016.10	56589355	56591088	plus	3	139255
9606	Homo sapiens	9219	MTA2	11q12-q13.1	11	NC_000011.10	62593203	62601840	minus	18	603947
9606	Homo sapiens	4507	MTAP	9p21	9	NC_000009.12	21802636	21865971	plus	8	156540
9606	Homo sapiens	4524	MTHFR	1p36.3	1	NC_000001.11	11785730	11806103	minus	14	607093
9606	Homo sapiens	4548	MTR	1q43	1	NC_000001.11	236794304	236903981	plus	34	156570
9606	Homo sapiens	54516	MTRF1L	6q25-q26	6	NC_000006.12	152987366	153002815	minus	7	613542
9606	Homo sapiens	4552	MTRR	5p15.31	5	NC_000005.10	7851186	7901124	plus	21	602568
9606	Homo sapiens	9788	MTSS1	8p22	8	NC_000008.11	124550770	124728507	minus	19	608486
9606	Homo sapiens	4582	MUC1	1q21	1	NC_000001.11	155185824	155192915	minus	8	158340
9606	Homo sapiens	140453	MUC17	7q22.1	7	NC_000007.14	101020076	101058859	plus	13	608424
9606	Homo sapiens	4583	MUC2	11p15.5	11	NC_000011.10	1074875	1110508	plus	51	158370
9606	Homo sapiens	4585	MUC4	3q29	3	NC_000003.12	195746765	195811973	minus	25	158372
9606	Homo sapiens	4586	MUC5AC	11p15.5	11	NC_000011.10	1157953	1201138	plus	49	158373
9606	Homo sapiens	727897	MUC5B	11p15.5	11	NC_000011.10	1223065	1262176	plus	49	600770
9606	Homo sapiens	4588	MUC6	11p15.5	11	NC_000011.10	1012824	1036706	minus	33	158374
9606	Homo sapiens	4602	MYB	6q22-q23	6	NC_000006.12	135180981	135219173	plus	18	189990
9606	Homo sapiens	4609	MYC	8q24.21	8	NC_000008.11	127736069	127741434	plus	3	190080
9606	Homo sapiens	4613	MYCN	2p24.3	2	NC_000002.12	15940438	15947007	plus	3	164840
9606	Homo sapiens	4645	MYO5B	18q21	18	NC_000018.10	49822786	50195081	minus	40	606540
9606	Homo sapiens	4654	MYOD1	11p15.4	11	NC_000011.10	17719563	17722131	plus	3	159970
9606	Homo sapiens	51237	MZB1	5q31.2	5	NC_000005.10	139387568	139389916	minus	4	609447
9606	Homo sapiens	8260	NAA10	Xq28	X	NC_000023.11	153929827	153935154	minus	8	300013
9606	Homo sapiens	79923	NANOG	12p13.31	12	NC_000012.12	7788426	7796061	plus	5	607937
9606	Homo sapiens	9	NAT1	8p22	8	NC_000008.11	18170462	18223689	plus	11	108345
9606	Homo sapiens	8202	NCOA3	20q12	20	NC_000020.11	47501857	47656877	plus	23	601937
9606	Homo sapiens	9611	NCOR1	17p11.2	17	NC_000017.11	16030094	16216746	minus	51	600849
9606	Homo sapiens	4692	NDN	15q11.2-q12	15	NC_000015.10	23685407	23687303	minus	1	602117
9606	Homo sapiens	10397	NDRG1	8q24.3	8	NC_000008.11	133237171	133297587	minus	17	605262
9606	Homo sapiens	57447	NDRG2	14q11.2	14	NC_000014.9	21016763	21070872	minus	24	605272
9606	Homo sapiens	65009	NDRG4	16q21	16	NC_000016.10	58463645	58513619	plus	23	614463
9606	Homo sapiens	4718	NDUFC2	11q14.1	11	NC_000011.10	78068347	78080219	minus	4	603845
9606	Homo sapiens	79661	NEIL1	15q24.2	15	NC_000015.10	75346649	75355251	plus	15	608844
9606	Homo sapiens	4751	NEK2	1q32.3	1	NC_000001.11	211658256	211675630	minus	9	604043
9606	Homo sapiens	4760	NEUROD1	2q32	2	NC_000002.12	181676106	181680665	minus	2	601724
9606	Homo sapiens	4762	NEUROG1	5q23-q31	5	NC_000005.10	135534282	135535949	minus	1	601726
9606	Homo sapiens	4763	NF1	17q11.2	17	NC_000017.11	31007873	31377677	plus	73	613113
9606	Homo sapiens	4772	NFATC1	18q23	18	NC_000018.10	79395772	79529323	plus	11	600489
9606	Homo sapiens	4780	NFE2L2	2q31	2	NC_000002.12	177230303	177265131	minus	6	600492
9606	Homo sapiens	4783	NFIL3	9q22	9	NC_000009.12	91409045	91424626	minus	3	605327
9606	Homo sapiens	4790	NFKB1	4q24	4	NC_000004.12	102501329	102617302	plus	26	164011
9606	Homo sapiens	58157	NGB	14q24.3	14	NC_000014.9	77265491	77271312	minus	4	605304
9606	Homo sapiens	22795	NID2	14q22.1	14	NC_000014.9	52004802	52069231	minus	21	605399
9606	Homo sapiens	7080	NKX2-1	14q13	14	NC_000014.9	36516397	36520225	minus	3	600635
9606	Homo sapiens	1482	NKX2-5	5q34	5	NC_000005.10	173232104	173235312	minus	2	600584
9606	Homo sapiens	199713	NLRP7	19q13.42	19	NC_000019.10	54923509	54969965	minus	15	609661
9606	Homo sapiens	4826	NNAT	20q11.2-q12	20	NC_000020.11	37521205	37523690	plus	3	603106
9606	Homo sapiens	4837	NNMT	11q23.1	11	NC_000011.10	114295813	114312516	plus	3	600008
9606	Homo sapiens	4842	NOS1	12q24.22	12	NC_000012.12	117208142	117361802	minus	35	163731
9606	Homo sapiens	4843	NOS2	17q11.2	17	NC_000017.11	27756766	27804341	minus	29	163730
9606	Homo sapiens	4846	NOS3	7q36	7	NC_000007.14	150991056	151014599	plus	29	163729
9606	Homo sapiens	4855	NOTCH4	6p21.3	6	NC_000006.12	32194843	32224067	minus	30	164951
9606	Homo sapiens	2831	NPBWR1	8p22-q21.13	8	NC_000008.11	52939908	52940894	plus	1	600730
9606	Homo sapiens	4869	NPM1	5q35.1	5	NC_000005.10	171387648	171410884	plus	12	164040
9606	Homo sapiens	4878	NPPA	1p36.21	1	NC_000001.11	11845709	11847783	minus	3	108780
9606	Homo sapiens	387129	NPSR1	7p14.3	7	NC_000007.14	34658239	34878332	plus	11	608595
9606	Homo sapiens	4885	NPTX2	7q21.3-q22.1	7	NC_000007.14	98617285	98629869	plus	5	600750
9606	Homo sapiens	4852	NPY	7p15.1	7	NC_000007.14	24284188	24291865	plus	4	162640
9606	Homo sapiens	1728	NQO1	16q22.1	16	NC_000016.10	69709401	69726668	minus	6	125860
9606	Homo sapiens	8431	NR0B2	1p36.1	1	NC_000001.11	26911484	26914076	minus	3	604630
9606	Homo sapiens	9971	NR1H4	12q23.1	12	NC_000012.12	100473759	100563867	plus	14	603826
9606	Homo sapiens	8856	NR1I2	3q12-q13.3	3	NC_000003.12	119780484	119818485	plus	10	603065
9606	Homo sapiens	2908	NR3C1	5q31.3	5	NC_000005.10	143277931	143435512	minus	16	138040
9606	Homo sapiens	4893	NRAS	1p13.2	1	NC_000001.11	114704464	114716894	minus	7	164790
9606	Homo sapiens	3084	NRG1	8p12	8	NC_000008.11	31639304	32767957	plus	19	142445
9606	Homo sapiens	54888	NSUN2	5p15.31	5	NC_000005.10	6599239	6633360	minus	19	610916
9606	Homo sapiens	59277	NTN4	12q22	12	NC_000012.12	95657807	95790787	minus	11	610401
9606	Homo sapiens	4914	NTRK1	1q21-q22	1	NC_000001.11	156815750	156881850	plus	19	191315
9606	Homo sapiens	4915	NTRK2	9q22.1	9	NC_000009.12	84668458	85027070	plus	23	600456
9606	Homo sapiens	8650	NUMB	14q24.3	14	NC_000014.9	73275154	73458582	minus	14	603728
9606	Homo sapiens	30010	NXPH1	7p22	7	NC_000007.14	8433955	8752963	plus	4	604639
9606	Homo sapiens	100506658	OCLN	5q13.1	5	NC_000005.10	69492292	69558104	plus	10	602876
9606	Homo sapiens	4968	OGG1	3p26.2	3	NC_000003.12	9749944	9788246	plus	11	601982
9606	Homo sapiens	8473	OGT	Xq13	X	NC_000023.11	71533062	71575897	plus	22	300255
9606	Homo sapiens	4978	OPCML	11q25	11	NC_000011.10	132414981	133532508	minus	9	600632
9606	Homo sapiens	4988	OPRM1	6q24-q25	6	NC_000006.12	154010496	154246867	plus	20	600018
9606	Homo sapiens	4998	ORC1	1p32	1	NC_000001.11	52372829	52404471	minus	17	601902
9606	Homo sapiens	9180	OSMR	5p13.1	5	NC_000005.10	38845858	38945579	plus	21	601743
9606	Homo sapiens	5017	OVOL1	11q13	11	NC_000011.10	65787034	65797219	plus	7	602313
9606	Homo sapiens	64805	P2RY12	3q25.1	3	NC_000003.12	151336843	151384812	minus	3	600515
9606	Homo sapiens	8106	PABPN1	14q11.2	14	NC_000014.9	23320188	23326185	plus	7	602279
9606	Homo sapiens	23569	PADI4	1p36.13	1	NC_000001.11	17308195	17364004	plus	18	605347
9606	Homo sapiens	54623	PAF1	19q13.1	19	NC_000019.10	39385629	39391195	minus	15	610506
9606	Homo sapiens	5071	PARK2	6q25.2-q27	6	NC_000006.12	161347417	162727802	minus	16	602544
9606	Homo sapiens	142	PARP1	1q41-q42	1	NC_000001.11	226360691	226408100	minus	23	173870
9606	Homo sapiens	5074	PAWR	12q21	12	NC_000012.12	79587791	79691010	minus	11	601936
9606	Homo sapiens	5075	PAX1	20p11.2	20	NC_000020.11	21705659	21718486	plus	5	167411
9606	Homo sapiens	5077	PAX3	2q35	2	NC_000002.12	222199887	222321263	minus	14	606597
9606	Homo sapiens	5079	PAX5	9p13	9	NC_000009.12	36833275	37035319	minus	12	167414
9606	Homo sapiens	5080	PAX6	11p13	11	NC_000011.10	31784792	31817961	minus	20	607108
9606	Homo sapiens	5081	PAX7	1p36.13	1	NC_000001.11	18631006	18748866	plus	9	167410
9606	Homo sapiens	22976	PAXIP1	7q36	7	NC_000007.14	154943687	155003178	minus	24	608254
9606	Homo sapiens	57575	PCDH10	4q28.3	4	NC_000004.12	133149290	133208606	plus	6	608286
9606	Homo sapiens	27253	PCDH17	13q21.1	13	NC_000013.11	57630104	57729311	plus	4	611760
9606	Homo sapiens	5099	PCDH7	4p15	4	NC_000004.12	30720319	31146801	plus	8	602988
9606	Homo sapiens	5100	PCDH8	13q21.1	13	NC_000013.11	52843974	52848640	minus	3	603580
9606	Homo sapiens	5111	PCNA	20pter-p12	20	NC_000020.11	5114953	5126622	minus	7	176740
9606	Homo sapiens	5133	PDCD1	2q37.3	2	NC_000002.12	241849881	241858908	minus	6	600244
9606	Homo sapiens	27250	PDCD4	10q24	10	NC_000010.11	110871795	110900006	plus	13	608610
9606	Homo sapiens	9141	PDCD5	19q13.11	19	NC_000019.10	32581170	32587452	plus	6	604583
9606	Homo sapiens	5155	PDGFB	22q13.1	22	NC_000022.11	39223680	39244952	minus	8	190040
