	coef	exp.coef.	se.coef.	z	Pr...z..	V1	V2	V3	V4	V5	V6	V7	V8
cg11571761	-0.510702878603808	0.600073651617407	0.235645849547674	-2.16724750121469	0.0302159871758639	chr5	95298041	95298042	cg11571761	ELL2	R	S_Shore	I
cg11593482	-0.963338541847277	0.381616713515177	0.179344926794291	-5.37142900591901	7.81151217265367e-08	chr3	119298420	119298421	cg11593482	ADPRH	R	Island	I
cg11600807	0.206449318873279	1.22930543005397	0.189151301444083	1.09145069210274	0.275074617162203	chr11	17373180	17373181	cg11600807	DKFZp686O24166	R	Island	I
cg11616651	-1.19922673849731	0.301427203871352	0.322823216703229	-3.71480945746155	0.000203356869412819	chr19	2251837	2251838	cg11616651	AMH	F	Island	I
cg11626629	-0.472511749035359	0.623434389321775	0.212847586320457	-2.21995352262985	0.0264219227321081	chr6	33245460	33245461	cg11626629	B3GALT4	R	Island	II
cg11651220	-1.27816700062863	0.278547410022576	0.220229765540588	-5.80378859093445	6.48330132821024e-09	chr1	20512944	20512945	cg11651220	UBXN10	R	S_Shore	I
cg11667020	0.496155791115305	1.64239540850102	0.188112584682848	2.63754704105421	0.00835080424223275	chr20	21378045	21378046	cg11667020	NKX2-4	R	Island	I
cg11697226	0.617573270082512	1.85442239475818	0.181435716090859	3.4038131156781	0.000664522018412086	chr18	59992385	59992386	cg11697226	TNFRSF11A	F	Island	I
cg11699925	-1.67691976581641	0.186948936583304	0.189147229353563	-8.8656850620943	7.60351119469159e-19	chr13	73634225	73634226	cg11699925	KLF5	R	Island	II
cg11722699	0.123093724273762	1.13099041723569	0.190808102575195	0.645117909629921	0.51885077853479	chr18	28622813	28622814	cg11722699	DSC3	R	Island	I
cg11729679	-0.140540876873135	0.868888146776301	0.255514526504214	-0.550030868287316	0.582298201577521	chr2	111877065	111877066	cg11729679	BCL2L11	R	Island	II
cg11737742	-0.842596461055787	0.430591057820967	0.194115606150588	-4.34069407279975	1.42033357969e-05	chr1	110754101	110754102	cg11737742	KCNC4	F	Island	I
cg11767181	-1.23921530119682	0.289611386506321	0.18610767455559	-6.65859322650702	2.76460907195398e-11	chr1	18436843	18436844	cg11767181	IGSF21	R	Island	II
cg11770080	-0.121100378129615	0.885945025624823	0.262261947241788	-0.461753523159687	0.644258083759116	chr5	78408179	78408180	cg11770080	BHMT	F	CpG_Ocean	I
cg11772919	-0.344747763036087	0.708399015351159	0.179636956228289	-1.91913607463917	0.0549671150593103	chr6	33245328	33245329	cg11772919	B3GALT4	F	Island	I
cg11786255	-0.665453767230757	0.514040220169773	0.179688444861167	-3.70337540482867	0.000212749694075112	chr5	126565417	126565418	cg11786255	NA	F	Island	I
cg11789612	0.532895308352367	1.70385836931295	0.366220563675197	1.45512120620566	0.145635709338374	chr15	41794412	41794413	cg11789612	ITPKA	F	Island	I
cg11800832	-1.08097744163659	0.339263753009183	0.186244647595941	-5.80407252283446	6.47232601188075e-09	chr19	40732305	40732306	cg11800832	CNTD2	F	Island	I
cg11802864	-0.968833858794618	0.379525360309342	0.18008933203576	-5.37974042017235	7.45933162497761e-08	chr11	65308245	65308246	cg11802864	LTBP3	R	Island	I
cg11828766	-1.39254115762546	0.248443168540881	0.183547255541729	-7.58682636531639	3.27835930832739e-14	chr9	95896749	95896750	cg11828766	NINJ1	F	Island	I
cg11854154	-0.81133401099067	0.444265016328798	0.183038808851697	-4.43257916766731	9.31124961067207e-06	chr11	10472133	10472134	cg11854154	AMPD3	R	Island	I
cg11865553	-1.81495387501209	0.162845419459976	0.200205432526111	-9.06545767570709	1.24082227697269e-19	chr15	77376250	77376251	cg11865553	NA	F	CpG_Ocean	I
cg11874760	-1.53798727680306	0.214813025769064	0.228957885834454	-6.71733699495762	1.85075614631577e-11	chr6	14118415	14118416	cg11874760	CD83	R	S_Shore	I
cg11878331	-0.653756110755561	0.520088593004563	0.263909215572006	-2.47720076518961	0.0132417393229115	chr8	72469507	72469508	cg11878331	NA	R	Island	I
cg11881754	-1.74326462549898	0.174948326553425	0.19704399722934	-8.84708313884838	8.98364663422013e-19	chr7	75889293	75889294	cg11881754	SRRM3	F	Island	I
cg11887884	-1.64743391887964	0.192543357109086	0.194233847484994	-8.48170357644242	2.21920358281833e-17	chr17	79486500	79486501	cg11887884	NA	R	Island	I
cg11894504	-1.06315462842891	0.345364593078863	0.258575607339512	-4.11158128706619	3.92958474257135e-05	chr19	2042391	2042392	cg11894504	MKNK2	R	Island	I
cg11895240	-1.30934299124498	0.269997388772098	0.18287453654688	-7.15978843183196	8.08016660652515e-13	chr10	12171245	12171246	cg11895240	SEC61A2	F	Island	I
cg11898009	-0.259033365962858	0.771797270855009	0.268402071969212	-0.965094509376853	0.334497476800711	chr7	31375861	31375862	cg11898009	NA	R	Island	I
cg11905624	-1.75327445485595	0.173205859108328	0.195779986576861	-8.95533034561546	3.38719873513856e-19	chr19	16186848	16186849	cg11905624	TPM4	F	Island	II
cg11906038	-1.3852708777209	0.250256001834213	0.184480828699792	-7.50902349845344	5.95700332716896e-14	chr17	72450232	72450233	cg11906038	NA	F	Island	I
cg11909137	-1.52204371808447	0.218265357958673	0.720072499544087	-2.11373676823952	0.0345377562619313	chr18	46461202	46461203	cg11909137	SMAD7	R	CpG_Ocean	I
cg11926537	-1.02286548493771	0.359563139813602	0.209447892791529	-4.88362748034808	1.04151759703887e-06	chr3	4910524	4910525	cg11926537	NA	F	Island	II
cg11947981	-1.26702142171414	0.281669347745825	0.203741460051426	-6.21877069789496	5.01064916967925e-10	chr2	182322749	182322750	cg11947981	ITGA4	R	Island	II
cg11954479	-0.141050707859342	0.868445273580359	0.19161961652708	-0.736097433111228	0.461671404810322	chr1	92952196	92952197	cg11954479	GFI1	F	Island	I
cg11956953	-1.48471571625708	0.226566740763171	0.251337411180847	-5.90726111676534	3.47842186092152e-09	chr17	27347092	27347093	cg11956953	NA	F	Island	I
cg11957331	-1.11481419425914	0.32797621310171	0.226266516440244	-4.92699587989442	8.35035149240751e-07	chr19	42828156	42828157	cg11957331	TMEM145	F	Island	I
cg11966450	-0.0179232685464096	0.98223639789339	0.252596053012983	-0.0709562494449918	0.94343257556414	chr18	59992157	59992158	cg11966450	TNFRSF11A	R	Island	I
cg11968071	-1.51945348947112	0.218831447968928	0.188754252231777	-8.04990336114563	8.2859436166236e-16	chr1	32181323	32181324	cg11968071	NA	R	S_Shore	II
cg11973877	-1.24906742636171	0.286772108305415	0.182993595885376	-6.82574393009963	8.74708342679435e-12	chr1	52195423	52195424	cg11973877	OSBPL9	R	Island	II
cg11982736	-0.929923820201264	0.394583768538746	0.181058442638862	-5.13604230019854	2.80584529771733e-07	chr6	43276570	43276571	cg11982736	CRIP3	F	Island	I
cg11986813	-0.498608337096457	0.607375333545912	0.179913783924852	-2.77137374479723	0.00558203150019512	chr10	43429144	43429145	cg11986813	NA	R	Island	I
cg11990562	-1.77526956903117	0.169437768167602	0.193926857810879	-9.154325445537	5.46984643376334e-20	chr11	67806526	67806527	cg11990562	TCIRG1	R	Island	I
cg12005760	-0.73171015562571	0.481085555021464	0.188939357937019	-3.87272489763418	0.000107625286532795	chr2	10183271	10183272	cg12005760	KLF11	R	Island	I
cg12009759	-0.66901177981687	0.512214508475277	0.179796558497188	-3.72093762755382	0.00019848446107444	chr14	100111896	100111897	cg12009759	HHIPL1	R	Island	I
cg12015854	-0.820792726074897	0.440082651199549	0.182064583463173	-4.50825037172	6.53644147758148e-06	chr2	45179312	45179313	cg12015854	NA	R	N_Shore	I
cg12017911	-1.57488201940477	0.207031976996204	0.192166661857056	-8.19539666342466	2.49768120364445e-16	chr15	74421887	74421888	cg12017911	ISLR2	R	Island	I
cg12024828	-1.36649714062862	0.254998621268476	0.182155329012717	-7.50182357021913	6.29360468076818e-14	chr4	1166528	1166529	cg12024828	LOC100130872-SPON2	F	Island	I
cg12024969	0.346222424535795	1.41371702620339	0.185123443859722	1.87022463129061	0.0614526306211495	chr19	6768022	6768023	cg12024969	SH2D3A	F	Island	I
cg12028548	0.516031836846401	1.67536631492857	0.182709111939558	2.82433553186505	0.00473787571889499	chr20	590799	590800	cg12028548	TCF15	F	Island	I
cg12034118	0.748180145945312	2.1131508890362	0.187080658342087	3.99923836368603	6.35466544160122e-05	chr1	209979487	209979488	cg12034118	IRF6	F	Island	I
cg12044685	-1.09926995170769	0.33311418439112	0.196922273302528	-5.58225300405149	2.37422653757608e-08	chr2	72370665	72370666	cg12044685	CYP26B1	F	Island	I
cg12044889	-1.34459199146039	0.260646031974788	0.181197421244332	-7.42059121055205	1.16598677626549e-13	chr6	3000430	3000431	cg12044889	NQO2	R	Island	II
cg12045337	-1.11771343369168	0.327026708617267	0.182282588175137	-6.13176192461008	8.69110987217304e-10	chr2	171572714	171572715	cg12045337	SP5	R	Island	I
cg12064372	-1.66099961445647	0.189949009392824	0.19606679757491	-8.47160067385641	2.420436631186e-17	chr12	30948792	30948793	cg12064372	NA	R	Island	I
cg12069309	-0.219654736676233	0.802795926108388	0.226373643123748	-0.970319396044518	0.331887312136372	chr3	50312913	50312914	cg12069309	SEMA3B	R	Island	I
cg12082871	-1.74396160989299	0.174826432784021	0.188018793878652	-9.27546429756673	1.76847118376427e-20	chr5	141017675	141017676	cg12082871	RELL2	F	Island	II
cg12143789	0.173814397442596	1.18983470896033	0.18381691933456	0.945584324184225	0.34436064276074	chr5	72594461	72594462	cg12143789	NA	F	Island	I
cg12146386	-1.83141799054506	0.160186264048123	0.190111093975078	-9.63340935161385	5.77799073932607e-22	chr3	14643925	14643926	cg12146386	NA	R	Island	I
cg12146546	-0.37392524046321	0.688028346586825	0.191762414880423	-1.94994019394456	0.0511832477075338	chr17	6616883	6616884	cg12146546	SLC13A5	F	Island	I
cg12148647	10.0032576083985	22098.3363943458	1890.62028913698	0.00529099241443386	0.995778418538122	chr19	3688036	3688037	cg12148647	PIP5K1C	R	Island	I
cg12152919	-1.46861954498272	0.230243106156642	0.204640160294176	-7.17659496978273	7.14690123632384e-13	chr6	133561886	133561887	cg12152919	EYA4	F	N_Shore	II
cg12163952	-1.67536710498926	0.187239430334589	0.18731458080501	-8.94413610402961	3.74870359105167e-19	chr2	201983233	201983234	cg12163952	CFLAR	R	Island	II
cg12165758	-0.793798334851119	0.45212421052658	0.351108997040663	-2.26083165496094	0.0237696835988229	chr14	61789593	61789594	cg12165758	PRKCH	F	S_Shore	II
cg12177220	-0.740704237831983	0.476778032136334	0.17992058936706	-4.11683977046593	3.84102910896157e-05	chr3	38080925	38080926	cg12177220	DLEC1	F	Island	I
cg12178578	-1.21499666152611	0.296711004854333	0.208875245735742	-5.81685329559475	5.99657256246802e-09	chr1	45792714	45792715	cg12178578	HPDL	F	Island	I
cg12182991	-1.07300005911996	0.341981013644491	0.181475351691965	-5.91264901330108	3.36649046562652e-09	chr3	187456464	187456465	cg12182991	BCL6	F	Island	II
cg12193622	-2.40821027315691	0.0899761833463967	0.21436391589143	-11.2342147844352	2.7694510053667e-29	chr3	101567865	101567866	cg12193622	NFKBIZ	R	N_Shore	I
cg12206199	0.517865456146833	1.67844111708571	0.26833651418893	1.92991049955361	0.0536179282512491	chr2	39187543	39187544	cg12206199	LOC375196	F	Island	I
cg12210286	-0.674147931748841	0.509590441509879	0.181849826190863	-3.70716841401475	0.000209589570035135	chr19	40732316	40732317	cg12210286	CNTD2	F	Island	I
cg12215478	-1.49082956387718	0.225185772052112	0.198910240205159	-7.49498649410666	6.63051900609806e-14	chr6	35887710	35887711	cg12215478	SRPK1	F	N_Shore	II
cg12243078	-1.69188406663084	0.184172204204648	0.187983067287458	-9.00019395919134	2.25319257731141e-19	chr11	72388282	72388283	cg12243078	NA	R	CpG_Ocean	I
cg12253191	-1.64083498145221	0.193818140155526	0.192659777065248	-8.5167490923469	1.64094485813427e-17	chr7	74021054	74021055	cg12253191	NA	R	Island	I
cg12256538	-1.42099806533296	0.241472890866064	0.181704832583992	-7.82036473727857	5.26705008074609e-15	chr22	24110805	24110806	cg12256538	CHCHD10	F	Island	I
cg12281657	-2.21747318817427	0.108883890620262	0.22254853746586	-9.96399802678751	2.19071618434686e-23	chr14	65016595	65016596	cg12281657	C14orf50	R	Island	II
cg12292531	-1.28309432701747	0.277178291834733	0.182628266681639	-7.02571595477159	2.12971329522496e-12	chr8	41685719	41685720	cg12292531	ANK1	F	N_Shore	II
cg12293634	0.726714355201955	2.06827381833951	0.394896437857957	1.84026566343288	0.0657292438383184	chr2	101924667	101924668	cg12293634	RNF149	F	Island	II
cg12307787	-2.10387060399269	0.121983364025603	0.197418349728514	-10.6569151595375	1.618779480261e-26	chr20	48099359	48099360	cg12307787	KCNB1	R	Island	I
cg12307823	-1.34500894017499	0.260537378599807	0.219287332364694	-6.13354599953875	8.59415533721277e-10	chr15	67143737	67143738	cg12307823	NA	R	CpG_Ocean	I
cg12317470	-0.916386283987873	0.399961780980496	0.228756817461505	-4.00594086837251	6.17711021411437e-05	chr15	67143691	67143692	cg12317470	NA	R	CpG_Ocean	I
cg12352124	-0.898332459957457	0.407248196514687	0.186566781106727	-4.81507187200468	1.47146919658262e-06	chr15	53097840	53097841	cg12352124	NA	R	Island	I
cg12353207	0.525958557121015	1.69208002661783	0.179346360145974	2.93264138002537	0.00336091860253157	chr4	113444295	113444296	cg12353207	NA	R	Island	I
cg12378888	0.816366726975995	2.26226545965148	0.180398969651596	4.52534029741212	6.02984013061798e-06	chr4	4867102	4867103	cg12378888	NA	R	N_Shore	I
cg12391352	-1.36206023301519	0.256132540279335	0.222409218708319	-6.12411770036149	9.11874732321023e-10	chr12	99139768	99139769	cg12391352	ANKS1B	F	Island	I
cg12395929	-1.78663971450537	0.167522147176993	0.188660628675424	-9.47012488535249	2.79509319099871e-21	chr18	52495760	52495761	cg12395929	RAB27B	F	Island	I
cg12400781	-1.04763840530028	0.350765136837384	0.193499913482766	-5.41415438613924	6.15790189321707e-08	chr19	1470787	1470788	cg12400781	APC2	R	Island	II
cg12412079	0.760406560289202	2.13914573543856	0.182732340943124	4.16131351661434	3.16422328179371e-05	chr3	68981877	68981878	cg12412079	FAM19A4	F	Island	I
cg12433473	-1.17788427886274	0.307929542940903	0.21789157237986	-5.40582761415521	6.45098189290789e-08	chr2	220406756	220406757	cg12433473	CHPF	F	Island	I
cg12434944	-1.97858526729666	0.138264706612045	0.228022359746447	-8.67715459789461	4.05793329678387e-18	chr7	48031559	48031560	cg12434944	SUNC1	F	CpG_Ocean	II
cg12451869	0.064188785553491	1.06629368060403	0.185900129207563	0.345286395588366	0.729879073238175	chr2	102867685	102867686	cg12451869	NA	R	Island	I
cg12457909	-1.19794025593716	0.301815234255934	0.215587222169782	-5.55663848664342	2.75019534930642e-08	chr7	39649359	39649360	cg12457909	LOC646999	F	Island	I
cg12464048	-1.17715296718967	0.308154817773157	0.252588317116169	-4.66036189095903	3.15653903046119e-06	chr2	102091129	102091130	cg12464048	RFX8	R	Island	II
cg12470011	-1.61264180574604	0.199360246735468	0.183093962442667	-8.80772792413081	1.27707949693403e-18	chr1	205473662	205473663	cg12470011	CDK18	R	N_Shore	I
cg12479674	0.0770983470347636	1.08014830055156	0.185175272342241	0.416353361113305	0.677151451005754	chr3	160167789	160167790	cg12479674	TRIM59	R	Island	I
cg12500879	-1.86094380761242	0.155525774667076	0.267513335340555	-6.95645248953054	3.48947860348261e-12	chr11	31848649	31848650	cg12500879	NA	R	Island	I
cg12505170	0.458437242738761	1.58160039518573	0.179881575229541	2.54855030123994	0.0108171685886184	chr5	72595685	72595686	cg12505170	NA	R	Island	I
cg12516305	-1.60365647567715	0.201159636303296	0.19455292628754	-8.24277746049947	1.68258348573679e-16	chr8	110552794	110552795	cg12516305	EBAG9	R	S_Shore	II
cg12557418	-1.45001473773473	0.234566831084591	0.185292850567671	-7.82552987496494	5.05523122801202e-15	chr8	110552613	110552614	cg12557418	EBAG9	R	Island	II
cg12558012	-1.20176705773932	0.300662454310563	0.181648954670894	-6.61587654009156	3.69356538275399e-11	chr19	19281197	19281198	cg12558012	LOC729991-MEF2B	R	Island	I
cg12558519	-1.72215104390172	0.178681382737773	0.192957825880144	-8.92501268630296	4.45648129915522e-19	chr19	18748017	18748018	cg12558519	KLHL26	R	CpG_Ocean	II
cg12565681	-1.80114281824245	0.165110089538508	0.190679356991286	-9.44592454402265	3.52280425771356e-21	chr17	74497418	74497419	cg12565681	RHBDF2	F	Island	I
cg12573071	-1.12514081951967	0.324606753172636	0.182206416657462	-6.1750888918192	6.6126255303518e-10	chr3	134370015	134370016	cg12573071	KY	F	Island	II
cg12574408	-1.31299095260155	0.269014243060541	0.181207164332843	-7.24580044853987	4.29892664861113e-13	chr7	25219543	25219544	cg12574408	C7orf31	R	Island	I
cg12586594	-1.0402579549628	0.353363518328006	0.179994155708435	-5.77939850807083	7.49681619491722e-09	chr19	54372709	54372710	cg12586594	MYADM	F	Island	I
cg12593303	-0.574035829221299	0.563247674034912	0.182012878898407	-3.1538198433843	0.00161148533501467	chr2	54785406	54785407	cg12593303	SPTBN1	F	Island	II
cg12594569	-1.38525136572323	0.250260884876378	0.212160104182292	-6.52927359298896	6.60894311564081e-11	chr18	77156876	77156877	cg12594569	NFATC1	F	Island	I
cg12610832	-1.18019367658828	0.307219231666125	0.719095163094174	-1.64122043528989	0.10075166521039	chr1	27894955	27894956	cg12610832	AHDC1	R	Island	II
cg12610867	-1.85007952471958	0.157224662569254	0.18991476901457	-9.74163059734256	2.00313911960039e-22	chr12	52445276	52445277	cg12610867	NR4A1	R	Island	II
cg12624667	-0.644723964839394	0.524807387405945	0.181866849388515	-3.5450329018572	0.000392564081142876	chr3	36986555	36986556	cg12624667	TRANK1	F	Island	I
cg12631351	-0.482350416095867	0.617330701244601	0.186351168265633	-2.58839491367343	0.00964243632178753	chr5	80256738	80256739	cg12631351	RASGRF2	R	Island	I
cg12634932	-0.0936416147491551	0.91060905262219	0.261924378086005	-0.357513933729403	0.720707096931437	chr5	43397230	43397231	cg12634932	CCL28	R	Island	I
cg12644264	-0.441153517762259	0.643293941945646	0.180898417503268	-2.43868091192279	0.0147409780768795	chr1	86622113	86622114	cg12644264	COL24A1	F	Island	II
cg12668399	-1.63330144179513	0.195283790636847	0.199242642370068	-8.19754959262931	2.45336606346829e-16	chr3	141516458	141516459	cg12668399	GRK7	R	Island	II
cg12677436	-0.785388236253264	0.455942653951996	0.211879726277837	-3.70676444627547	0.000209924023910033	chr2	54785476	54785477	cg12677436	SPTBN1	R	Island	II
cg12693595	-1.898614427301	0.149776001056183	0.239658653186372	-7.92216096543164	2.33417863801735e-15	chr12	57504318	57504319	cg12693595	STAT6	R	CpG_Ocean	II
cg12700904	-0.775599255390186	0.460427784479384	0.213367536308101	-3.63503871680942	0.000277938891737318	chr3	13590720	13590721	cg12700904	FBLN2	F	Island	I
cg12702981	-1.48922008500288	0.225548495614677	0.423156434743169	-3.51931333835619	0.000432665377438569	chr3	119528656	119528657	cg12702981	NR1I2	R	N_Shore	I
cg12708336	-1.03115589614063	0.356594536007145	0.179706465601801	-5.73800109354718	9.58004976693042e-09	chr17	41446283	41446284	cg12708336	NA	R	Island	I
cg12741994	-1.170443064297	0.310229459213785	0.211506153466699	-5.53384875623149	3.13279138428211e-08	chr3	170137321	170137322	cg12741994	CLDN11	F	Island	II
cg12749132	-1.59891252857589	0.202116194112703	0.218350084076511	-7.3227016849493	2.430276597088e-13	chr1	151811364	151811365	cg12749132	LOC100132111	R	Island	I
cg12775656	-1.09681917622823	0.33393157367577	0.198932500459649	-5.51352430444467	3.51718440037158e-08	chr7	151078750	151078751	cg12775656	WDR86	R	Island	I
cg12784241	-0.803054567080899	0.447958552727232	0.18753771624024	-4.28209633336992	1.85140792454754e-05	chr6	158402508	158402509	cg12784241	SYNJ2	R	Island	I
cg12786945	0.217320638786666	1.24274250971234	0.190170684001957	1.14276624668621	0.253135656371265	chr3	13324760	13324761	cg12786945	NA	R	Island	I
cg12790592	-1.5165436417869	0.219469141496594	0.182556431927913	-8.30725943628076	9.7937665018638e-17	chr14	89884273	89884274	cg12790592	FOXN3	R	Island	I
cg12804010	-1.50902355823733	0.221125789033975	0.185715208087889	-8.1254711112468	4.4562812271791e-16	chr1	114697113	114697114	cg12804010	SYT6	R	Island	I
cg12833207	-0.528052407248708	0.589752449499656	0.370988965277959	-1.42336418780831	0.154630608422939	chr7	87936190	87936191	cg12833207	STEAP4	F	CpG_Ocean	I
cg12833630	-1.45969466712864	0.232307194924937	0.187335457459587	-7.79187606512523	6.60214764477112e-15	chr6	75918579	75918580	cg12833630	NA	R	S_Shelf	II
cg12845520	0.244705440014558	1.27724503251081	0.182477039259331	1.34102044294345	0.179913815385742	chr8	99076734	99076735	cg12845520	C8orf47	F	N_Shore	I
cg12889538	-1.77350454970222	0.169737093182985	1.00888046967324	-1.75789362864426	0.0787656101261384	chr7	151330217	151330218	cg12889538	PRKAG2	F	CpG_Ocean	II
cg12897947	-1.4404948171857	0.23681055175575	0.184369955663872	-7.81306700432193	5.58129059085376e-15	chr17	76125152	76125153	cg12897947	TMC6	F	N_Shelf	II
cg12918457	-1.58738011249853	0.204460574360585	0.194822784410925	-8.14781555092852	3.70556977840976e-16	chr11	115630748	115630749	cg12918457	NA	R	Island	I
cg12920180	-1.14397555838295	0.318550086657298	0.225054892730086	-5.08309570392213	3.71332480439027e-07	chr14	31344444	31344445	cg12920180	COCH	F	Island	I
cg12935170	-1.71040677365501	0.180792236139026	0.211352569047609	-8.09267084550899	5.83704451800825e-16	chr7	23508189	23508190	cg12935170	IGF2BP3	R	Island	I
cg12966367	-1.82084470864868	0.161888944169822	0.256846022016579	-7.08924628986914	1.34844362776493e-12	chr3	50378407	50378408	cg12966367	RASSF1	R	Island	II
cg12973591	-0.153629222874454	0.857589936801528	0.179573716458592	-0.855521765123569	0.392262360403899	chr7	93519473	93519474	cg12973591	TFPI2	F	Island	I
cg12974388	0.801563202354737	2.22902261989756	0.198169484225166	4.04483669869159	5.23596083008626e-05	chr2	237072998	237072999	cg12974388	NA	F	Island	I
cg12974637	-0.564530404542471	0.568627108777868	0.349044005285385	-1.61736169650271	0.105800228760718	chr18	52626668	52626669	cg12974637	CCDC68	R	Island	I
cg12993163	-0.0373804000643725	0.963309622600289	0.179999772326773	-0.207669151917103	0.835487305750935	chr3	157821407	157821408	cg12993163	SHOX2	F	Island	I
cg12997720	0.325463579012074	1.38467240228118	0.207992901837741	1.56478214466172	0.117633999774546	chr7	27225058	27225059	cg12997720	HOXA11AS	F	Island	I
cg13031251	-1.14670194068882	0.317682780179256	0.182603053665521	-6.27975226958288	3.39112934488395e-10	chr5	77268734	77268735	cg13031251	NA	F	Island	I
cg13043150	-1.69716388079217	0.183202371713381	0.189255074911908	-8.96760037521922	3.03044282137e-19	chr7	98972197	98972198	cg13043150	ARPC1B	R	Island	I
cg13051071	-1.40572698424209	0.245188743292639	0.183819526789542	-7.64732130907684	2.0520911586619e-14	chr1	145473392	145473393	cg13051071	ANKRD34A	R	Island	I
cg13088368	-0.966972160913519	0.38023257997887	0.196212610400379	-4.92818559898049	8.29967573488912e-07	chr20	42544716	42544717	cg13088368	TOX2	R	Island	I
cg13099890	0.0424351892104935	1.04334843394664	0.180821558581023	0.23467992170568	0.814457172725752	chr12	72667398	72667399	cg13099890	LOC283392	F	Island	I
cg13118906	-1.72873276635774	0.17750921314743	0.199536187501276	-8.66375562250674	4.56471354151025e-18	chr17	61524292	61524293	cg13118906	CYB561	F	Island	I
cg13120875	-0.529681523390067	0.588792456447179	0.196659538971419	-2.69339349700727	0.00707287384289897	chr7	144533471	144533472	cg13120875	TPK1	R	S_Shore	I
cg13146379	-1.6467896477521	0.192667447204414	0.200804759152325	-8.20094929375098	2.38496120614248e-16	chr21	46826053	46826054	cg13146379	COL18A1	F	Island	II
cg13180678	-1.36717188749929	0.254826619782007	0.240767833760037	-5.67838264002447	1.35974275911022e-08	chr17	16256990	16256991	cg13180678	CENPV	F	Island	I
cg13198321	0.502054733540813	1.65211243637231	0.189556785609581	2.6485716769584	0.00808327062024521	chr15	58357891	58357892	cg13198321	ALDH1A2	R	Island	I
cg13207467	-1.48139042033886	0.227321396252455	0.204118751521501	-7.25749304900495	3.94330242592808e-13	chr1	201476502	201476503	cg13207467	CSRP1	F	Island	I
cg13213923	-2.10684810419589	0.121620698720374	0.197317693076564	-10.6774413958832	1.29799870051457e-26	chr17	60885491	60885492	cg13213923	MARCH10	R	Island	I
cg13234110	-0.821212759846195	0.439897840439981	0.230939885795939	-3.55595897614597	0.000376602845377328	chr1	230777845	230777846	cg13234110	COG2	F	N_Shore	I
cg13247581	-1.25296239595376	0.285657312121698	0.195477392530476	-6.40975603231672	1.45752683944399e-10	chr9	139948584	139948585	cg13247581	ENTPD2	F	Island	I
cg13249593	-1.71754661820444	0.179506004886901	0.194450580445898	-8.83281816009963	1.02070882515392e-18	chr17	39705234	39705235	cg13249593	NA	F	Island	I
cg13281171	-0.610205823435802	0.543239046240056	0.198991168549567	-3.06649701031232	0.00216582974243034	chr6	10887003	10887004	cg13281171	SYCP2L	F	N_Shore	II
cg13331936	-1.62427077027789	0.197055321419562	0.186434116529969	-8.71230438135392	2.97758860461101e-18	chr12	52417019	52417020	cg13331936	NA	R	Island	II
cg13352750	0.948220690709605	2.58111297277303	0.180163138101574	5.26312263818922	1.41629036001288e-07	chr7	27225123	27225124	cg13352750	HOXA11AS	R	Island	I
cg13356117	-1.48394781770229	0.226740787852668	0.194051315516421	-7.64719277348427	2.05414267753622e-14	chr11	113185561	113185562	cg13356117	TTC12	R	Island	I
cg13359699	-0.329627023970421	0.719191924762952	0.18119324991706	-1.81920145546981	0.0688807008803685	chr1	92950125	92950126	cg13359699	GFI1	R	Island	I
cg13362540	-1.41325764793664	0.243349244342488	0.186493757846218	-7.57804263401677	3.50807131452747e-14	chr2	178013807	178013808	cg13362540	NA	R	CpG_Ocean	I
cg13368923	-0.400661514901656	0.669876765970657	0.203227220977919	-1.97149531924756	0.048667247875749	chr6	1379065	1379066	cg13368923	NA	F	Island	I
cg13369325	0.910398910796716	2.4853137541571	0.304523478457612	2.98958528717659	0.00279356446699831	chr6	5994956	5994957	cg13369325	NA	F	Island	I
cg13379827	-1.77996486764705	0.16864407202758	0.236283531322834	-7.53317363119601	4.95216900431496e-14	chr1	65468782	65468783	cg13379827	NA	F	Island	I
cg13390630	-1.26144634898652	0.283244060334562	0.230842454513879	-5.46453359995217	4.64125467449208e-08	chr20	44803246	44803247	cg13390630	CDH22	R	Island	I
cg13401368	-1.06103676190412	0.346096804278502	0.182574731359439	-5.81152032378037	6.19080156258463e-09	chr6	137365761	137365762	cg13401368	IL20RA	F	Island	I
cg13407881	-1.77043566488069	0.17025879688674	0.189055694448661	-9.3646249061356	7.63208930577409e-21	chr13	31377331	31377332	cg13407881	NA	R	Island	II
cg13420848	-0.416560312685185	0.659310746794744	0.179702387879633	-2.31805663575379	0.0204462432384984	chr1	197888894	197888895	cg13420848	LHX9	R	N_Shore	I
cg13438961	-1.24687291216053	0.287402124806833	0.215125135624529	-5.79603544951053	6.79009167858085e-09	chr1	41250071	41250072	cg13438961	KCNQ4	F	Island	I
cg13444964	-1.79403421284383	0.166287973608806	0.189596543693105	-9.46237825805403	3.01017432067644e-21	chr1	236687053	236687054	cg13444964	LGALS8	F	N_Shore	I
cg13448127	-1.5348235290168	0.215493716202457	0.182591246023388	-8.40578922836316	4.24993803052538e-17	chr9	109622908	109622909	cg13448127	NA	F	Island	II
cg13448968	-0.515695402429564	0.597085235690616	0.222146490391478	-2.32142043532076	0.0202641636822411	chr2	220406543	220406544	cg13448968	CHPF	R	Island	I
cg13458407	-1.00494277169029	0.366065583519167	0.18151152481054	-5.53652321933411	3.08534952644944e-08	chr15	39873288	39873289	cg13458407	THBS1	F	Island	I
