	PC-P-1	PC-P-10	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1	PC-T-2	PC-T-4	PC-T-6	PC-T-7	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Pancreas	STL002PA-01	STL003PA-01
chr12:114881731-114881766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00740740740740741	NA	0.0037037037037037	NA	NA	NA	0.00784313725490196	NA	NA	NA	NA	NA	NA	NA	NA	0.0489941431117902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000833333333333333
chr10:50818435-50818482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00740740740740741	NA	0.00740740740740741	0.0037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:168502211-168502245	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	0.166666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA
chr3:10334730-10334759	NA	NA	0.138888888888889	NA	0.166666666666667	0.177777777777778	NA	NA	0.177777777777778	NA	0.138888888888889	1	1	0.277777777777778	1	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.118577075098814	NA
chr19:39687755-39687771	NA	NA	NA	NA	0.005	NA	NA	NA	0.00833333333333333	NA	1	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	0.00555555555555555	0.0108108108108108
chr1:39981064-39981073	NA	NA	NA	NA	0.0185185185185185	NA	NA	0.037037037037037	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA
chr20:30196438-30196475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	0.037037037037037	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA
chr10:119303295-119303305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00793650793650794	NA
chr2:187350575-187350807	NA	NA	NA	0.00277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00185185185185185	NA	NA	NA	0.00952380952380952	NA	0.00459770114942529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr20:3155048-3155126	NA	NA	0.5	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA
chr6:149775769-149775852	0.00952380952380952	NA	NA	0.019047619047619	0.06	0.216666666666667	NA	0.025	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104444444444444	0.0223776223776224	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:50679112-50679177	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0043010752688172	0.00102564102564103
chr19:48918653-48918674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128205128205128	0.0317460317460317
chr4:172734565-172734576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA
chr10:22634406-22634431	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00714285714285714	0.0027027027027027
chr19:34113569-34113589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00925925925925926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00595238095238095
chr7:149746040-149746076	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	0.952380952380952	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:108508507-108508519	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:13014146-13014207	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00289855072463768	NA	NA	NA	0.00512820512820513	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:220349648-220349658	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0608465608465608	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA
chr15:60297514-60297538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	0.02	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00222222222222222	NA
chr7:20826823-20826905	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	0.0208333333333333	NA
chr22:43411278-43411508	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	0.520176366843033	NA	NA	NA	NA	NA	NA	NA	NA	0.0016260162601626	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00116959064327485	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:48173971-48174052	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr22:19138076-19138087	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	1	1	NA	NA	NA	0.025	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21:34443065-34443166	NA	NA	NA	NA	0.00246913580246914	0.00512820512820513	NA	NA	NA	NA	NA	NA	0.507777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00303030303030303	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:14346265-14346284	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	NA	0.555555555555556	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	0.0256410256410256	NA	NA	NA	NA	NA	NA	NA	0.0119047619047619
chr4:180980551-180980588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00256410256410256
chr5:156887320-156887392	0.00833333333333333	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	0.991666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011264367816092
chr22:20780207-20780242	NA	0.0833333333333333	0.0501587301587302	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0323809523809524	NA
chr20:61638652-61638731	NA	NA	0.0167320261437908	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	0.00392156862745098	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:131757793-131757806	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	1	0.0583333333333333	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	0.00909090909090909	NA
chr19:53193685-53193750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000579710144927536
chr3:47051337-47051365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	NA	0.037037037037037	0.0138888888888889	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	0.0333333333333333	NA
chr8:24772256-24772349	NA	NA	NA	0.00246913580246914	0.108148148148148	0.0141923436041083	NA	NA	NA	NA	NA	0.836243386243386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00289855072463768	NA	0.00666666666666667	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	0.0107096774193548
chr12:50135881-50136241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000938967136150235
chr10:118031007-118031026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	0.0238095238095238
chr9:134421812-134421864	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	0.0277777777777778	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:155251149-155251167	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA
chr1:41469519-41469586	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:79725073-79725090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA
chr1:12405446-12405527	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	1	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA
chr5:43043205-43043210	NA	NA	NA	NA	0.111111111111111	NA	0.0555555555555556	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0570021111893033
chr4:66535193-66535202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	0.00505050505050505
chr8:145925606-145925630	NA	NA	NA	NA	0.02	NA	NA	0.0142857142857143	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	0.025	NA	NA	NA	NA	0.025	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA
chr5:1344658-1344768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	0.00246913580246914	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00404040404040404	NA
chr1:22746965-22747240	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA
chr8:104153320-104153361	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111
chr9:137979274-137979285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00202020202020202
chr5:127873555-127873695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0907407407407407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00357142857142857
chr17:26898718-26898779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00196078431372549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:68852176-68852186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA
chr20:34189003-34189012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA
chr4:147560401-147560419	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA
chr10:23481514-23481524	NA	NA	NA	NA	NA	0.111111111111111	NA	0.2	NA	0.5	NA	NA	NA	0.0555555555555556	1	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641025641025641
chr19:22610599-22610606	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA
chr10:80983242-80983287	NA	NA	NA	NA	0.166666666666667	NA	NA	0.111111111111111	0.166666666666667	0.0666666666666667	NA	0.388888888888889	1	0.6	0.583333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	0.111111111111111	NA	NA	NA	0.0833333333333333	0.125	0.0666666666666667	NA	NA	0.00326797385620915
chr3:35681609-35681615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0263157894736842	NA
chr17:73717465-73717504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA
chr17:8533086-8533093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.571428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA
chr19:51228435-51228462	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	0.0133333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00148148148148148
chr8:57025546-57025554	NA	NA	NA	NA	0.141666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0708333333333333	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	0.0175627240143369	0.00919054801407743
chr5:96038915-96039040	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00196078431372549
chr16:88496860-88496873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0627450980392157
chr19:51227688-51227721	NA	NA	NA	NA	0.00833333333333333	NA	NA	0.025	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00769230769230769	0.00208333333333333
chr9:133028091-133028117	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	0.675714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00208333333333333
chr7:121951982-121952000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:104153383-104153388	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	0.0542735042735043
chr19:22806288-22806299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.527777777777778	0.0277777777777778	NA	NA	NA	NA	0.0476190476190476	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:60297583-60297595	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00757575757575758	NA
chr7:96634479-96634643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	NA
chr16:55689680-55689714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0169340463458111	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	0.00350877192982456
chr5:172659889-172659913	0.00666666666666667	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	1	NA	0.0037037037037037	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	0.0158730158730159
chr6:99273167-99273300	NA	NA	NA	0.0833333333333333	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:5015172-5015219	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:33590714-33590736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA
chr15:99646151-99646249	NA	NA	NA	NA	NA	NA	NA	0.116666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00784313725490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:21995831-21995836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	NA
chr14:95240407-95240464	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	0.166666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	0.0104166666666667	0.0300015076134479
chr11:281332-281364	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.0555555555555556	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0512820512820513	NA
chr14:60952393-60952404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0654761904761905
chr11:108463737-108463925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00202020202020202	NA	0.00141843971631206	NA	NA	NA	0.00138888888888889	NA	NA	NA	NA	NA	NA	0.000823045267489712	NA
chr4:111543505-111543571	NA	NA	NA	0.00392156862745098	NA	NA	NA	NA	NA	0.00666666666666667	NA	1	NA	NA	NA	NA	0.02	NA	NA	0.00444444444444444	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	0.06	NA	0.0037037037037037	0.00416666666666667
