	7-P-1	7-P-10	7-P-11	7-P-12	7-P-13	7-P-14	7-P-15	7-P-16	7-P-17	7-P-18	7-P-19	7-P-2	7-P-20	7-P-21	7-P-22	7-P-23	7-P-25	7-P-26	7-P-27	7-P-28	7-P-29	7-P-3	7-P-30	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1	7-T-2	7-T-3	7-T-4	7-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Lung	STL001LG-01	STL002LG-01
chr17:8907339-8907355	NA	NA	1	0.5	0.5	NA	1	0.988888888888889	1	0.958333333333333	NA	NA	NA	NA	0.822222222222222	1	0.666666666666667	NA	1	0.0416666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.00775193798449612
chr19:23654233-23654242	NA	NA	1	NA	NA	NA	NA	NA	0.527777777777778	NA	0.666666666666667	NA	1	1	1	NA	0.5	NA	1	1	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	0.0277777777777778	NA	1	NA	NA	NA	NA	0.0555555555555556	NA	0.0555555555555556	NA	NA	NA	0.0185185185185185	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0183006535947712
chr13:108521057-108521144	NA	NA	0.0666666666666667	0.412698412698413	1	0.111111111111111	NA	NA	0.0666666666666667	0.5	0.5	NA	0.166666666666667	NA	1	0.166666666666667	NA	1	1	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.533333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA
chr7:27190485-27190635	NA	NA	NA	0.5	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.0269360269360269	NA	NA	0.993939393939394	NA	0.00740740740740741	0.41999037999038	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.842296498405157	NA	NA	0.00392156862745098	NA	NA	NA	NA	NA	0.00175438596491228	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000900900900900901	NA
chr3:48632624-48632705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00289855072463768	NA	NA	NA	NA	NA	NA	0.104313725490196	NA
chr17:46702778-46702907	NA	NA	1	NA	1	1	NA	1	0.437234432234432	NA	NA	NA	NA	NA	1	NA	0.737604617604618	NA	0.119444444444444	NA	NA	NA	0.990476190476191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444
chr17:4689654-4689718	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	NA	1	0.0416666666666667	1	NA	0.0555555555555556	0.166666666666667	NA	NA	NA	NA	NA	NA	0.535714285714286	NA	NA	NA	NA	NA	NA	NA	NA	0.0888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177777777777778	NA	NA	NA	NA	0.0072463768115942	0.0286170474084991
chr19:50037591-50037596	NA	NA	NA	0.5	NA	1	NA	NA	0.666666666666667	NA	NA	NA	NA	1	0.5	NA	NA	NA	1	NA	NA	NA	0.138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0158730158730159
chr10:43892649-43893014	NA	NA	0.654630336983278	0.0259426847662142	0.673333333333333	0.37720906544436	0.562765567765568	0.36507215007215	0.366772486772487	NA	1	NA	0.10031746031746	NA	1	0.248333333333333	NA	NA	0.580823270296955	NA	0.00740740740740741	NA	0.336637027460557	NA	NA	NA	NA	NA	NA	NA	0.829171847367336	NA	NA	NA	NA	NA	NA	NA	NA	0.0018018018018018	NA	NA	NA	0.00116959064327485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:125774099-125774108	NA	0.037037037037037	NA	NA	NA	0.5	NA	0.5	0.333333333333333	0.5	NA	NA	NA	NA	NA	1	0.666666666666667	NA	NA	NA	NA	NA	0.5	0.0925925925925926	NA	NA	NA	NA	NA	NA	0.779100529100529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0925925925925926	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA
chr17:2300085-2300105	NA	NA	1	NA	NA	0.00666666666666667	1	1	0.666666666666667	NA	NA	NA	0.666666666666667	NA	NA	0.42	NA	NA	NA	1	0.5	NA	1	0.666666666666667	0.00666666666666667	NA	NA	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.064963768115942
chr8:11565759-11565778	NA	NA	NA	0.25	0.138888888888889	1	NA	NA	NA	0.037037037037037	0.5	NA	NA	NA	NA	NA	1	0.25	0.111111111111111	NA	NA	NA	0.5	NA	NA	NA	0.0555555555555556	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0392156862745098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0087719298245614
chr14:60952393-60952404	NA	NA	0.5	1	NA	0.5	NA	NA	0.0185185185185185	NA	NA	NA	1	0.351851851851852	1	NA	NA	1	NA	NA	0.5	NA	0.351851851851852	NA	NA	NA	NA	NA	NA	NA	0.5	0.638888888888889	1	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00320512820512821
chr7:45614753-45614766	NA	NA	0.0238095238095238	NA	1	0.5	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:111543505-111543571	NA	NA	0.974074074074074	0.5	NA	0.5	0.0555555555555556	1	NA	0.977142857142857	1	0.0254545454545455	1	NA	NA	NA	NA	0.0133333333333333	1	1	0.222857142857143	NA	0.5	0.06	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.02	NA	NA	0.00444444444444444	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	0.06	NA	NA	0.00761904761904762
chr22:42095558-42095577	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	0.705930735930736	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.980952380952381	NA	0.411111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021031746031746	NA	NA	NA	NA	NA	0.126666666666667	NA	NA	0.00740740740740741
chr17:2082962-2082989	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	NA	NA	NA	NA	NA	NA	0.00416666666666667	0.0269975031210986
chr6:166582771-166582782	NA	NA	0.888888888888889	0.888888888888889	NA	1	0.822222222222222	NA	0.888888888888889	1	NA	NA	NA	NA	0.888888888888889	1	0.888888888888889	NA	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	NA	NA	1	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00980392156862745
chr6:1312336-1312344	NA	NA	0.0277777777777778	1	NA	1	NA	NA	0.666666666666667	0.75	1	NA	NA	0.5	0.5	NA	0.666666666666667	1	0.5	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.541666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14:69260675-69260711	NA	NA	0.25	NA	NA	0.04	NA	NA	NA	0.983333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	0.00192307692307692
chr10:102880941-102881047	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:173099702-173099713	NA	NA	1	NA	NA	1	1	NA	0.822222222222222	NA	1	NA	1	0.822222222222222	0.822222222222222	0.822222222222222	1	1	1	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0.108333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00314465408805031
chr19:14339171-14339246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	0.0714285714285714
chr17:79317111-79317117	NA	NA	0.333333333333333	0.555555555555556	NA	0.5	NA	1	NA	NA	NA	NA	1	NA	1	0.4	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.843434343434343	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00308641975308642
chr10:126300538-126300693	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0181818181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	0.166666666666667	NA	NA
chr19:9517543-9517578	0.0125	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.166666666666667	NA	1	NA	NA	0.025	NA	1	0.5125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.786111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	0.025	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0183333333333333
chr10:118921954-118922158	NA	NA	1	0.5	NA	1	0.0833333333333333	1	NA	NA	0.888888888888889	NA	NA	0.166666666666667	0.0555555555555556	NA	0.966666666666667	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	0.166666666666667	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA
chr8:67344506-67344646	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.5	NA	NA	0.0259259259259259	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00116959064327485
chr20:25062822-25062828	NA	NA	0.655555555555556	0.333333333333333	0.5	0.685185185185185	1	0.555555555555556	0.5	NA	0.5	NA	0.5	0.5	0.666666666666667	NA	NA	NA	0.5	NA	1	NA	0.5	NA	NA	0.0277777777777778	NA	NA	NA	NA	0.666666666666667	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA
chr17:15686319-15686380	NA	0.00833333333333333	0.560314587373411	0.32962962962963	NA	NA	0.0222222222222222	0.343383838383838	NA	0.888888888888889	NA	0.00606060606060606	1	NA	1	NA	0.390529100529101	NA	NA	NA	NA	NA	0.393054353054353	0.00444444444444444	NA	NA	NA	NA	0.00833333333333333	NA	0.0166666666666667	NA	1	NA	NA	NA	0.166666666666667	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0381091617933723	0.207784599121808
chr7:155242214-155242236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14:53196529-53196689	NA	NA	NA	NA	NA	0.990476190476191	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00229885057471264	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:134202273-134202301	NA	NA	0.5	0.666666666666667	0.5	1	0.5	NA	1	0.5	0.5	NA	0.5	0.53	0.5	0.5	0.255661375661376	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:176988256-176988364	NA	NA	1	NA	NA	NA	NA	1	NA	NA	0.488095238095238	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0102040816326531
chr8:19522859-19522941	NA	0.277777777777778	1	NA	0.759259259259259	NA	1	NA	NA	1	NA	NA	NA	1	1	NA	NA	1	0.0555555555555556	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175925925925926	0.0347593582887701	0.126190476190476
chr4:16084591-16084675	NA	NA	NA	1	0.0166666666666667	NA	NA	0.992592592592593	1	NA	NA	NA	NA	1	1	NA	0.95351408825093	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.77928898798464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA
chr17:21454864-21454891	NA	NA	1	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0571428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA
chr5:72677925-72677937	0.0888888888888889	NA	NA	NA	NA	NA	NA	1	1	1	1	NA	0.5	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0185185185185185	NA	1	1	1	0.5	NA	0.0138888888888889	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0555555555555556	NA	NA	0.138888888888889	NA	0.0555555555555556	NA	0.0128205128205128
chr1:153652092-153652106	NA	NA	NA	1	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.519201228878648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	NA	NA
chr1:202896378-202896408	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117647058823529
chr21:38069939-38069955	NA	NA	NA	NA	1	0.5	NA	0.25625	NA	1	1	NA	1	NA	NA	NA	0.0583333333333333	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	0.00285714285714286
chr1:33721083-33721138	NA	NA	NA	NA	1	1	NA	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.722222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0317460317460317
chr15:33010957-33011006	NA	NA	NA	1	NA	NA	0.598690476190476	NA	0.017843137254902	NA	0.0111111111111111	NA	0.0314814814814815	NA	0.00740740740740741	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.605248313287978	0.672486772486772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA
chr7:5595202-5595255	NA	NA	NA	NA	NA	0.0153846153846154	NA	NA	0.744338624338624	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0019047619047619	NA
chr19:14584921-14584932	NA	NA	NA	NA	1	NA	1	NA	NA	1	0.358333333333333	NA	NA	NA	NA	NA	1	NA	NA	0.025	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0708333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	0.025	NA	0.0363636363636364	NA	0.05	0.0416666666666667	0.025	0.025	NA	NA	0.025	NA	NA	0.12974025974026
chr9:130539913-130539934	0.0833333333333333	NA	1	NA	NA	NA	1	NA	NA	0.166666666666667	NA	NA	NA	NA	1	NA	1	1	0.0833333333333333	NA	NA	0.333333333333333	NA	0.5	NA	NA	0.0833333333333333	NA	0.166666666666667	0.166666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142857142857143	NA	NA	NA	0.0333333333333333	NA	NA
chr2:74725880-74725893	NA	NA	0.5	NA	NA	1	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00260416666666667
chr21:38065425-38065454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.958333333333333	NA	0.0555555555555556	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0053763440860215
chr19:39694779-39694789	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152
chr19:16699360-16699491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.0989374845564616
chr21:38074487-38074666	NA	NA	1	NA	NA	1	0.5	1	NA	1	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	0.111111111111111	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	0.0128205128205128	0.050334672021419
chr16:88767818-88767872	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0989318885448916
chr2:237072687-237072692	NA	NA	1	NA	NA	1	NA	0.333333333333333	1	0.5	0.5	NA	1	NA	1	NA	0.511904761904762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00320512820512821
chr1:18969554-18969570	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333
chr7:127744137-127744209	NA	NA	1	NA	0.504166666666667	NA	NA	NA	0.993333333333333	NA	NA	0.05	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	0.836984126984127	NA	NA	NA	NA	0.0226053639846743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:26123664-26123978	0.0111111111111111	NA	NA	NA	0.328333333333333	NA	NA	NA	NA	NA	1	NA	NA	NA	0.177777777777778	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:101918451-101918479	NA	NA	0.805555555555555	NA	1	NA	NA	0.958333333333333	NA	NA	NA	NA	1	NA	NA	NA	NA	0.666666666666667	NA	NA	0.983333333333333	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:115177234-115177323	NA	NA	NA	NA	NA	0.723646996278575	NA	NA	0.588703703703704	NA	NA	NA	NA	NA	0.537750546666955	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA
chr9:79630884-79630900	NA	NA	1	1	NA	NA	1	0.295634920634921	NA	NA	1	NA	0.561111111111111	0.0277777777777778	0.666666666666667	0.666666666666667	0.425925925925926	0.5	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554166666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.0694444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA	NA	NA	NA	NA	NA	NA	NA
